candidate,office,district,party,county,precinct,votes
Joseph R. Biden,President,,D,Madison,Camden Community Center,639
Donald J. Trump,President,,R,Madison,Camden Community Center,97
Don Blankenship,President,,AC,Madison,Camden Community Center,0
Brian Carroll,President,,AS,Madison,Camden Community Center,0
Phil Collins,President,,IND,Madison,Camden Community Center,3
Howie Hawkins,President,,G,Madison,Camden Community Center,2
Jo Jorgensen,President,,L,Madison,Camden Community Center,1
Brock Pierce,President,,IND,Madison,Camden Community Center,0
Kanye West,President,,IND,Madison,Camden Community Center,1
Mike Espy,U.S. Senate,,D,Madison,Camden Community Center,648
Cindy Hyde-Smith,U.S. Senate,,R,Madison,Camden Community Center,88
Jimmy L Edwards,U.S. Senate,,L,Madison,Camden Community Center,3
Brian Flowers,U.S. House,2,R,Madison,Camden Community Center,90
Bennie G Thompson,U.S. House,2,D,Madison,Camden Community Center,652
Dorothy Dot Benford,U.S. House,3,D,Madison,Camden Community Center,
Michael Guest,U.S. House,3,R,Madison,Camden Community Center,
Joseph R. Biden,President,,D,Madison,Cameron Bethel M B Church,70
Donald J. Trump,President,,R,Madison,Cameron Bethel M B Church,80
Don Blankenship,President,,AC,Madison,Cameron Bethel M B Church,0
Brian Carroll,President,,AS,Madison,Cameron Bethel M B Church,0
Phil Collins,President,,IND,Madison,Cameron Bethel M B Church,0
Howie Hawkins,President,,G,Madison,Cameron Bethel M B Church,0
Jo Jorgensen,President,,L,Madison,Cameron Bethel M B Church,0
Brock Pierce,President,,IND,Madison,Cameron Bethel M B Church,0
Kanye West,President,,IND,Madison,Cameron Bethel M B Church,0
Mike Espy,U.S. Senate,,D,Madison,Cameron Bethel M B Church,73
Cindy Hyde-Smith,U.S. Senate,,R,Madison,Cameron Bethel M B Church,77
Jimmy L Edwards,U.S. Senate,,L,Madison,Cameron Bethel M B Church,2
Brian Flowers,U.S. House,2,R,Madison,Cameron Bethel M B Church,82
Bennie G Thompson,U.S. House,2,D,Madison,Cameron Bethel M B Church,71
Dorothy Dot Benford,U.S. House,3,D,Madison,Cameron Bethel M B Church,
Michael Guest,U.S. House,3,R,Madison,Cameron Bethel M B Church,
Joseph R. Biden,President,,D,Madison,Canton Anderson Lodge,999
Donald J. Trump,President,,R,Madison,Canton Anderson Lodge,21
Don Blankenship,President,,AC,Madison,Canton Anderson Lodge,1
Brian Carroll,President,,AS,Madison,Canton Anderson Lodge,0
Phil Collins,President,,IND,Madison,Canton Anderson Lodge,0
Howie Hawkins,President,,G,Madison,Canton Anderson Lodge,0
Jo Jorgensen,President,,L,Madison,Canton Anderson Lodge,0
Brock Pierce,President,,IND,Madison,Canton Anderson Lodge,0
Kanye West,President,,IND,Madison,Canton Anderson Lodge,3
Mike Espy,U.S. Senate,,D,Madison,Canton Anderson Lodge,1010
Cindy Hyde-Smith,U.S. Senate,,R,Madison,Canton Anderson Lodge,13
Jimmy L Edwards,U.S. Senate,,L,Madison,Canton Anderson Lodge,6
Brian Flowers,U.S. House,2,R,Madison,Canton Anderson Lodge,20
Bennie G Thompson,U.S. House,2,D,Madison,Canton Anderson Lodge,1014
Dorothy Dot Benford,U.S. House,3,D,Madison,Canton Anderson Lodge,
Michael Guest,U.S. House,3,R,Madison,Canton Anderson Lodge,
Joseph R. Biden,President,,D,Madison,Canton Bible Church,369
Donald J. Trump,President,,R,Madison,Canton Bible Church,10
Don Blankenship,President,,AC,Madison,Canton Bible Church,0
Brian Carroll,President,,AS,Madison,Canton Bible Church,0
Phil Collins,President,,IND,Madison,Canton Bible Church,0
Howie Hawkins,President,,G,Madison,Canton Bible Church,0
Jo Jorgensen,President,,L,Madison,Canton Bible Church,0
Brock Pierce,President,,IND,Madison,Canton Bible Church,1
Kanye West,President,,IND,Madison,Canton Bible Church,3
Mike Espy,U.S. Senate,,D,Madison,Canton Bible Church,374
Cindy Hyde-Smith,U.S. Senate,,R,Madison,Canton Bible Church,5
Jimmy L Edwards,U.S. Senate,,L,Madison,Canton Bible Church,1
Brian Flowers,U.S. House,2,R,Madison,Canton Bible Church,7
Bennie G Thompson,U.S. House,2,D,Madison,Canton Bible Church,383
Dorothy Dot Benford,U.S. House,3,D,Madison,Canton Bible Church,
Michael Guest,U.S. House,3,R,Madison,Canton Bible Church,
Joseph R. Biden,President,,D,Madison,Canton Community Center,1232
Donald J. Trump,President,,R,Madison,Canton Community Center,147
Don Blankenship,President,,AC,Madison,Canton Community Center,0
Brian Carroll,President,,AS,Madison,Canton Community Center,1
Phil Collins,President,,IND,Madison,Canton Community Center,2
Howie Hawkins,President,,G,Madison,Canton Community Center,0
Jo Jorgensen,President,,L,Madison,Canton Community Center,1
Brock Pierce,President,,IND,Madison,Canton Community Center,0
Kanye West,President,,IND,Madison,Canton Community Center,8
Mike Espy,U.S. Senate,,D,Madison,Canton Community Center,1262
Cindy Hyde-Smith,U.S. Senate,,R,Madison,Canton Community Center,136
Jimmy L Edwards,U.S. Senate,,L,Madison,Canton Community Center,8
Brian Flowers,U.S. House,2,R,Madison,Canton Community Center,144
Bennie G Thompson,U.S. House,2,D,Madison,Canton Community Center,1266
Dorothy Dot Benford,U.S. House,3,D,Madison,Canton Community Center,
Michael Guest,U.S. House,3,R,Madison,Canton Community Center,
Joseph R. Biden,President,,D,Madison,Canton Fire Station # 4,269
Donald J. Trump,President,,R,Madison,Canton Fire Station # 4,107
Don Blankenship,President,,AC,Madison,Canton Fire Station # 4,0
Brian Carroll,President,,AS,Madison,Canton Fire Station # 4,0
Phil Collins,President,,IND,Madison,Canton Fire Station # 4,0
Howie Hawkins,President,,G,Madison,Canton Fire Station # 4,1
Jo Jorgensen,President,,L,Madison,Canton Fire Station # 4,1
Brock Pierce,President,,IND,Madison,Canton Fire Station # 4,0
