page,candidate,office,district,party,county,precinct,votes,winner
2,Bill Marcy,US House,2,Republican,Tunica,Robinsonville,33,
2,Ashley Norwood,US House,2,Reform,Tunica,Robinsonville,2,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Robinsonville,69,
2,Bill Marcy,US House,2,Republican,Tunica,Banks/Hambrick,18,
2,Ashley Norwood,US House,2,Reform,Tunica,Banks/Hambrick,5,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Banks/Hambrick,159,
2,Bill Marcy,US House,2,Republican,Tunica,Watsonville,5,
2,Ashley Norwood,US House,2,Reform,Tunica,Watsonville,2,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Watsonville,71,
2,Bill Marcy,US House,2,Republican,Tunica,Prichard ,19,
2,Ashley Norwood,US House,2,Reform,Tunica,Prichard ,1,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Prichard ,176,
2,Bill Marcy,US House,2,Republican,Tunica,Tunica,40,
2,Ashley Norwood,US House,2,Reform,Tunica,Tunica,2,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Tunica,249,
2,Bill Marcy,US House,2,Republican,Tunica,Courthouse,117,
2,Ashley Norwood,US House,2,Reform,Tunica,Courthouse,10,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Courthouse,116,
2,Bill Marcy,US House,2,Republican,Tunica,Evansville-Highway 61,25,
2,Ashley Norwood,US House,2,Reform,Tunica,Evansville-Highway 61,1,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Evansville-Highway 61,182,
2,Bill Marcy,US House,2,Republican,Tunica,Justice Court Building,53,
2,Ashley Norwood,US House,2,Reform,Tunica,Justice Court Building,3,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Justice Court Building,153,
2,Bill Marcy,US House,2,Republican,Tunica,Mhoon Landing ,36,
2,Ashley Norwood,US House,2,Reform,Tunica,Mhoon Landing ,5,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Mhoon Landing ,25,
2,Bill Marcy,US House,2,Republican,Tunica,West End Store ,11,
2,Ashley Norwood,US House,2,Reform,Tunica,West End Store ,1,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,West End Store ,29,
2,Bill Marcy,US House,2,Republican,Tunica,Supt. Of Education ,60,
2,Ashley Norwood,US House,2,Reform,Tunica,Supt. Of Education ,3,
2,Bennie G. Thompson,US House,2,Democrat,Tunica,Supt. Of Education ,49,
3,Bill Marcy,US House,2,Republican,Tunica,Two-Mile Lake,52,
3,Ashley Norwood,US House,2,Reform,Tunica,Two-Mile Lake,2,
3,Bennie G. Thompson,US House,2,Democrat,Tunica,Two-Mile Lake,138,
3,Bill Marcy,US House,2,Republican,Tunica,TOTAL ,469,
3,Ashley Norwood,US House,2,Reform,Tunica,TOTAL ,37,
3,Bennie G. Thompson,US House,2,Democrat,Tunica,TOTAL ,1416,
