page,candidate,office,district,party,county,precinct,votes,winner
2,Bill Marcy,U.S. House,2,Republican,Yazoo,Mechanisburg,286,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Mechanisburg,9,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,Mechanisburg,29,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,East Bentonia,127,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,East Bentonia,6,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,East Bentonia,77,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,West Bentonia,145,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,West Bentonia,2,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,West Bentonia,176,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,Center Ridge,247,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Center Ridge,2,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,Center Ridge,25,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,Dover,176,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Dover,1,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,Dover,36,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,Robinette,193,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Robinette,3,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,Robinette,14,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,Satartia,22,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Satartia,0,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,Satartia,11,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,Valley,81,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Valley,0,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,Valley,12,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,Benton,301,
2,Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,Benton,2,
2,Ashley Norwood,U.S. House,2,Reform,Yazoo,Benton,125,
2,Bill Marcy,U.S. House,2,Republican,Yazoo,Ward 2,281,
