county,office,district,party,candidate,votes
Attala,U.S. House,2,Republican,Richard Cook,163
Bolivar,U.S. House,2,Republican,Richard Cook,48
Carroll,U.S. House,2,Republican,Richard Cook,88
Claiborne,U.S. House,2,Republican,Richard Cook,7
Coahoma,U.S. House,2,Republican,Richard Cook,54
Copiah,U.S. House,2,Republican,Richard Cook,174
Hinds,U.S. House,2,Republican,Richard Cook,609
Holmes,U.S. House,2,Republican,Richard Cook,17
Humphreys,U.S. House,2,Republican,Richard Cook,6
Issaquena,U.S. House,2,Republican,Richard Cook,10
Jefferson,U.S. House,2,Republican,Richard Cook,21
Leake,U.S. House,2,Republican,Richard Cook,45
Leflore,U.S. House,2,Republican,Richard Cook,47
Madison,U.S. House,2,Republican,Richard Cook,77
Montgomery,U.S. House,2,Republican,Richard Cook,43
Quitman,U.S. House,2,Republican,Richard Cook,13
Sharkey,U.S. House,2,Republican,Richard Cook,16
Sunflower,U.S. House,2,Republican,Richard Cook,38
Tallahatchie,U.S. House,2,Republican,Richard Cook,37
Tunica,U.S. House,2,Republican,Richard Cook,4
Warren,U.S. House,2,Republican,Richard Cook,176
Washington,U.S. House,2,Republican,Richard Cook,403
Yazoo,U.S. House,2,Republican,Richard Cook,134
,U.S. House,2,Republican,Richard Cook,2230
Attala,U.S. House,2,Republican,Bill Marcy,67
Bolivar,U.S. House,2,Republican,Bill Marcy,133
Carroll,U.S. House,2,Republican,Bill Marcy,87
Claiborne,U.S. House,2,Republican,Bill Marcy,11
Coahoma,U.S. House,2,Republican,Bill Marcy,48
Copiah,U.S. House,2,Republican,Bill Marcy,198
Hinds,U.S. House,2,Republican,Bill Marcy,506
Holmes,U.S. House,2,Republican,Bill Marcy,27
Humphreys,U.S. House,2,Republican,Bill Marcy,4
Issaquena,U.S. House,2,Republican,Bill Marcy,2
Jefferson,U.S. House,2,Republican,Bill Marcy,11
Leake,U.S. House,2,Republican,Bill Marcy,64
Leflore,U.S. House,2,Republican,Bill Marcy,134
Madison,U.S. House,2,Republican,Bill Marcy,161
Montgomery,U.S. House,2,Republican,Bill Marcy,49
Quitman,U.S. House,2,Republican,Bill Marcy,41
Sharkey,U.S. House,2,Republican,Bill Marcy,15
Sunflower,U.S. House,2,Republican,Bill Marcy,54
Tallahatchie,U.S. House,2,Republican,Bill Marcy,85
Tunica,U.S. House,2,Republican,Bill Marcy,3
Warren,U.S. House,2,Republican,Bill Marcy,865
Washington,U.S. House,2,Republican,Bill Marcy,492
Yazoo,U.S. House,2,Republican,Bill Marcy,69
,U.S. House,2,Republican,Bill Marcy,3126
