candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Lauderdale,101 - one,458,,2
Donald J. Trump,President,,Republican,Lauderdale,101 - one,1030,,2
Darrell Castle,President,,Constitution,Lauderdale,101 - one,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,101 - one,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,101 - one,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,101 - one,35,,2
Jill Stein,President,,Green,Lauderdale,101 - one,9,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,101 - one,1137,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,101 - one,332,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,101 - one,25,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,101 - one,15,,2
Hillary Clinton,President,,Democrat,Lauderdale,105 - five,450,,2
Donald J. Trump,President,,Republican,Lauderdale,105 - five,874,,2
Darrell Castle,President,,Constitution,Lauderdale,105 - five,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,105 - five,1,,2
Jim Hedges,President,,Prohibition,Lauderdale,105 - five,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,105 - five,11,,2
Jill Stein,President,,Green,Lauderdale,105 - five,1,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,105 - five,978,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,105 - five,317,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,105 - five,19,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,105 - five,6,,2
Hillary Clinton,President,,Democrat,Lauderdale,126 - Andrews Chapel,156,,2
Donald J. Trump,President,,Republican,Lauderdale,126 - Andrews Chapel,524,,2
Darrell Castle,President,,Constitution,Lauderdale,126 - Andrews Chapel,7,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,126 - Andrews Chapel,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,126 - Andrews Chapel,1,,2
Gary Johnson,President,,Libertarian,Lauderdale,126 - Andrews Chapel,9,,2
Jill Stein,President,,Green,Lauderdale,126 - Andrews Chapel,0,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,126 - Andrews Chapel,556,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,126 - Andrews Chapel,113,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,126 - Andrews Chapel,18,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,126 - Andrews Chapel,2,,2
Hillary Clinton,President,,Democrat,Lauderdale,127 - Bailey,272,,2
Donald J. Trump,President,,Republican,Lauderdale,127 - Bailey,863,,2
Darrell Castle,President,,Constitution,Lauderdale,127 - Bailey,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,127 - Bailey,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,127 - Bailey,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,127 - Bailey,18,,2
Jill Stein,President,,Green,Lauderdale,127 - Bailey,0,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,127 - Bailey,892,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,127 - Bailey,195,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,127 - Bailey,44,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,127 - Bailey,6,,2
Hillary Clinton,President,,Democrat,Lauderdale,146 - New Lauderdale,188,,2
Donald J. Trump,President,,Republican,Lauderdale,146 - New Lauderdale,981,,2
Darrell Castle,President,,Constitution,Lauderdale,146 - New Lauderdale,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,146 - New Lauderdale,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,146 - New Lauderdale,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,146 - New Lauderdale,24,,2
Jill Stein,President,,Green,Lauderdale,146 - New Lauderdale,3,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,146 - New Lauderdale,1009,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,146 - New Lauderdale,132,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,146 - New Lauderdale,38,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,146 - New Lauderdale,3,,2
Hillary Clinton,President,,Democrat,Lauderdale,153 - Prospect,78,,2
Donald J. Trump,President,,Republican,Lauderdale,153 - Prospect,259,,2
Darrell Castle,President,,Constitution,Lauderdale,153 - Prospect,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,153 - Prospect,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,153 - Prospect,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,153 - Prospect,6,,2
Jill Stein,President,,Green,Lauderdale,153 - Prospect,1,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,153 - Prospect,278,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,153 - Prospect,47,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,153 - Prospect,11,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,153 - Prospect,0,,2
Hillary Clinton,President,,Democrat,Lauderdale,175 - West Dalewood,20,,2
Donald J. Trump,President,,Republican,Lauderdale,175 - West Dalewood,124,,2
Darrell Castle,President,,Constitution,Lauderdale,175 - West Dalewood,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,175 - West Dalewood,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,175 - West Dalewood,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,175 - West Dalewood,1,,2
Jill Stein,President,,Green,Lauderdale,175 - West Dalewood,0,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,175 - West Dalewood,122,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,175 - West Dalewood,15,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,175 - West Dalewood,3,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,175 - West Dalewood,1,,2
Hillary Clinton,President,,Democrat,Lauderdale,202 - Two,66,,2
Donald J. Trump,President,,Republican,Lauderdale,202 - Two,140,,2
Darrell Castle,President,,Constitution,Lauderdale,202 - Two,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,202 - Two,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,202 - Two,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,202 - Two,4,,2
Jill Stein,President,,Green,Lauderdale,202 - Two,1,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,202 - Two,152,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,202 - Two,48,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,202 - Two,8,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,202 - Two,2,,2
Hillary Clinton,President,,Democrat,Lauderdale,204 - Four,344,,2
Donald J. Trump,President,,Republican,Lauderdale,204 - Four,58,,2
Darrell Castle,President,,Constitution,Lauderdale,204 - Four,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,204 - Four,1,,2
Jim Hedges,President,,Prohibition,Lauderdale,204 - Four,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,204 - Four,4,,2
Jill Stein,President,,Green,Lauderdale,204 - Four,1,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,204 - Four,107,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,204 - Four,262,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,204 - Four,10,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,204 - Four,6,,2
Hillary Clinton,President,,Democrat,Lauderdale,206 - Six,1041,,2
Donald J. Trump,President,,Republican,Lauderdale,206 - Six,138,,2
Darrell Castle,President,,Constitution,Lauderdale,206 - Six,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,206 - Six,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,206 - Six,2,,2
Gary Johnson,President,,Libertarian,Lauderdale,206 - Six,5,,2
Jill Stein,President,,Green,Lauderdale,206 - Six,2,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,206 - Six,292,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,206 - Six,790,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,206 - Six,21,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,206 - Six,17,,2
Hillary Clinton,President,,Democrat,Lauderdale,214 - Fourteen,329,,2
Donald J. Trump,President,,Republican,Lauderdale,214 - Fourteen,45,,2
Darrell Castle,President,,Constitution,Lauderdale,214 - Fourteen,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,214 - Fourteen,0,,2
Jim Hedges,President,,Prohibition,Lauderdale,214 - Fourteen,0,,2
Gary Johnson,President,,Libertarian,Lauderdale,214 - Fourteen,0,,2
Jill Stein,President,,Green,Lauderdale,214 - Fourteen,1,,2
Gregg Harper,U.S. House,3,Republican,Lauderdale,214 - Fourteen,95,,2
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,214 - Fourteen,247,,2
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,214 - Fourteen,8,,2
Lajena Sheets,U.S. House,3,Reform,Lauderdale,214 - Fourteen,4,,2
Hillary Clinton,President,,Democrat,Lauderdale,235 - Daleville,170,,3
Donald J. Trump,President,,Republican,Lauderdale,235 - Daleville,64,,3
Darrell Castle,President,,Constitution,Lauderdale,235 - Daleville,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,235 - Daleville,0,,3
Jim Hedges,President,,Prohibition,Lauderdale,235 - Daleville,0,,3
Gary Johnson,President,,Libertarian,Lauderdale,235 - Daleville,5,,3
Jill Stein,President,,Green,Lauderdale,235 - Daleville,0,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,235 - Daleville,82,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,235 - Daleville,142,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,235 - Daleville,7,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,235 - Daleville,3,,3
Hillary Clinton,President,,Democrat,Lauderdale,237 - East Lauderdale,344,,3
Donald J. Trump,President,,Republican,Lauderdale,237 - East Lauderdale,637,,3
Darrell Castle,President,,Constitution,Lauderdale,237 - East Lauderdale,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,237 - East Lauderdale,0,,3
Jim Hedges,President,,Prohibition,Lauderdale,237 - East Lauderdale,0,,3
Gary Johnson,President,,Libertarian,Lauderdale,237 - East Lauderdale,6,,3
Jill Stein,President,,Green,Lauderdale,237 - East Lauderdale,2,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,237 - East Lauderdale,658,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,237 - East Lauderdale,256,,3
