candidate,office,district,party,county,precinct,votes,winner,page
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,237 - East Lauderdale,40,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,237 - East Lauderdale,5,,3
Hillary Clinton,President,,Democrat,Lauderdale,238 - Marion,306,,3
Donald J. Trump,President,,Republican,Lauderdale,238 - Marion,335,,3
Darrell Castle,President,,Constitution,Lauderdale,238 - Marion,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,238 - Marion,1,,3
Jim Hedges,President,,Prohibition,Lauderdale,238 - Marion,0,,3
Gary Johnson,President,,Libertarian,Lauderdale,238 - Marion,13,,3
Jill Stein,President,,Green,Lauderdale,238 - Marion,1,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,238 - Marion,384,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,238 - Marion,232,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,238 - Marion,20,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,238 - Marion,6,,3
Hillary Clinton,President,,Democrat,Lauderdale,240 - Kewanee,108,,3
Donald J. Trump,President,,Republican,Lauderdale,240 - Kewanee,128,,3
Darrell Castle,President,,Constitution,Lauderdale,240 - Kewanee,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,240 - Kewanee,0,,3
Jim Hedges,President,,Prohibition,Lauderdale,240 - Kewanee,0,,3
Gary Johnson,President,,Libertarian,Lauderdale,240 - Kewanee,0,,3
Jill Stein,President,,Green,Lauderdale,240 - Kewanee,0,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,240 - Kewanee,140,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,240 - Kewanee,76,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,240 - Kewanee,7,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,240 - Kewanee,1,,3
Hillary Clinton,President,,Democrat,Lauderdale,254 - Russell,255,,3
Donald J. Trump,President,,Republican,Lauderdale,254 - Russell,514,,3
Darrell Castle,President,,Constitution,Lauderdale,254 - Russell,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,254 - Russell,0,,3
Jim Hedges,President,,Prohibition,Lauderdale,254 - Russell,1,,3
Gary Johnson,President,,Libertarian,Lauderdale,254 - Russell,6,,3
Jill Stein,President,,Green,Lauderdale,254 - Russell,2,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,254 - Russell,545,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,254 - Russell,184,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,254 - Russell,27,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,254 - Russell,3,,3
Hillary Clinton,President,,Democrat,Lauderdale,262 - Toomsuba,154,,3
Donald J. Trump,President,,Republican,Lauderdale,262 - Toomsuba,166,,3
Darrell Castle,President,,Constitution,Lauderdale,262 - Toomsuba,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,262 - Toomsuba,0,,3
Jim Hedges,President,,Prohibition,Lauderdale,262 - Toomsuba,0,,3
Gary Johnson,President,,Libertarian,Lauderdale,262 - Toomsuba,3,,3
Jill Stein,President,,Green,Lauderdale,262 - Toomsuba,2,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,262 - Toomsuba,198,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,262 - Toomsuba,106,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,262 - Toomsuba,8,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,262 - Toomsuba,4,,3
Hillary Clinton,President,,Democrat,Lauderdale,303 - Three,678,,3
Donald J. Trump,President,,Republican,Lauderdale,303 - Three,199,,3
Darrell Castle,President,,Constitution,Lauderdale,303 - Three,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,303 - Three,1,,3
Jim Hedges,President,,Prohibition,Lauderdale,303 - Three,1,,3
Gary Johnson,President,,Libertarian,Lauderdale,303 - Three,4,,3
Jill Stein,President,,Green,Lauderdale,303 - Three,3,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,303 - Three,281,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,303 - Three,549,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,303 - Three,19,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,303 - Three,8,,3
Hillary Clinton,President,,Democrat,Lauderdale,313 - Thirteen,616,,3
Donald J. Trump,President,,Republican,Lauderdale,313 - Thirteen,703,,3
Darrell Castle,President,,Constitution,Lauderdale,313 - Thirteen,15,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,313 - Thirteen,2,,3
Jim Hedges,President,,Prohibition,Lauderdale,313 - Thirteen,2,,3
Gary Johnson,President,,Libertarian,Lauderdale,313 - Thirteen,17,,3
Jill Stein,President,,Green,Lauderdale,313 - Thirteen,6,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,313 - Thirteen,796,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,313 - Thirteen,482,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,313 - Thirteen,41,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,313 - Thirteen,11,,3
Hillary Clinton,President,,Democrat,Lauderdale,329 - Center Hill,130,,3
Donald J. Trump,President,,Republican,Lauderdale,329 - Center Hill,1022,,3
Darrell Castle,President,,Constitution,Lauderdale,329 - Center Hill,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,329 - Center Hill,0,,3
Jim Hedges,President,,Prohibition,Lauderdale,329 - Center Hill,1,,3
Gary Johnson,President,,Libertarian,Lauderdale,329 - Center Hill,12,,3
Jill Stein,President,,Green,Lauderdale,329 - Center Hill,6,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,329 - Center Hill,988,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,329 - Center Hill,107,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,329 - Center Hill,56,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,329 - Center Hill,4,,3
Hillary Clinton,President,,Democrat,Lauderdale,331 - Collinsville,215,,3
Donald J. Trump,President,,Republican,Lauderdale,331 - Collinsville,1146,,3
Darrell Castle,President,,Constitution,Lauderdale,331 - Collinsville,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,331 - Collinsville,2,,3
Jim Hedges,President,,Prohibition,Lauderdale,331 - Collinsville,0,,3
Gary Johnson,President,,Libertarian,Lauderdale,331 - Collinsville,13,,3
Jill Stein,President,,Green,Lauderdale,331 - Collinsville,4,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,331 - Collinsville,1143,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,331 - Collinsville,161,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,331 - Collinsville,40,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,331 - Collinsville,8,,3
Hillary Clinton,President,,Democrat,Lauderdale,343 - Martin,29,,3
Donald J. Trump,President,,Republican,Lauderdale,343 - Martin,800,,3
Darrell Castle,President,,Constitution,Lauderdale,343 - Martin,6,,3
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,343 - Martin,0,,3
Jim Hedges,President,,Prohibition,Lauderdale,343 - Martin,1,,3
Gary Johnson,President,,Libertarian,Lauderdale,343 - Martin,3,,3
Jill Stein,President,,Green,Lauderdale,343 - Martin,0,,3
Gregg Harper,U.S. House,3,Republican,Lauderdale,343 - Martin,791,,3
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,343 - Martin,20,,3
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,343 - Martin,20,,3
Lajena Sheets,U.S. House,3,Reform,Lauderdale,343 - Martin,1,,3
Hillary Clinton,President,,Democrat,Lauderdale,361 - Suqualena,287,,4
Donald J. Trump,President,,Republican,Lauderdale,361 - Suqualena,1152,,4
Darrell Castle,President,,Constitution,Lauderdale,361 - Suqualena,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,361 - Suqualena,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,361 - Suqualena,1,,4
Gary Johnson,President,,Libertarian,Lauderdale,361 - Suqualena,12,,4
Jill Stein,President,,Green,Lauderdale,361 - Suqualena,3,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,361 - Suqualena,1162,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,361 - Suqualena,224,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,361 - Suqualena,46,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,361 - Suqualena,6,,4
Hillary Clinton,President,,Democrat,Lauderdale,407 - Seven,496,,4
Donald J. Trump,President,,Republican,Lauderdale,407 - Seven,152,,4
Darrell Castle,President,,Constitution,Lauderdale,407 - Seven,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,407 - Seven,1,,4
Jim Hedges,President,,Prohibition,Lauderdale,407 - Seven,0,,4
Gary Johnson,President,,Libertarian,Lauderdale,407 - Seven,7,,4
Jill Stein,President,,Green,Lauderdale,407 - Seven,2,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,407 - Seven,241,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,407 - Seven,383,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,407 - Seven,13,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,407 - Seven,6,,4
Hillary Clinton,President,,Democrat,Lauderdale,408 - Eight,444,,4
Donald J. Trump,President,,Republican,Lauderdale,408 - Eight,177,,4
Darrell Castle,President,,Constitution,Lauderdale,408 - Eight,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,408 - Eight,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,408 - Eight,0,,4
Gary Johnson,President,,Libertarian,Lauderdale,408 - Eight,4,,4
Jill Stein,President,,Green,Lauderdale,408 - Eight,2,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,408 - Eight,230,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,408 - Eight,356,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,408 - Eight,14,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,408 - Eight,7,,4
Hillary Clinton,President,,Democrat,Lauderdale,409 - Nine,396,,4
Donald J. Trump,President,,Republican,Lauderdale,409 - Nine,58,,4
Darrell Castle,President,,Constitution,Lauderdale,409 - Nine,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,409 - Nine,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,409 - Nine,0,,4
Gary Johnson,President,,Libertarian,Lauderdale,409 - Nine,3,,4
Jill Stein,President,,Green,Lauderdale,409 - Nine,0,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,409 - Nine,108,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,409 - Nine,318,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,409 - Nine,8,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,409 - Nine,3,,4
Hillary Clinton,President,,Democrat,Lauderdale,410 -Ten,234,,4
Donald J. Trump,President,,Republican,Lauderdale,410 -Ten,54,,4
Darrell Castle,President,,Constitution,Lauderdale,410 -Ten,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,410 -Ten,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,410 -Ten,1,,4
Gary Johnson,President,,Libertarian,Lauderdale,410 -Ten,1,,4
Jill Stein,President,,Green,Lauderdale,410 -Ten,3,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,410 -Ten,72,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,410 -Ten,180,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,410 -Ten,7,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,410 -Ten,1,,4
Hillary Clinton,President,,Democrat,Lauderdale,411 - Eleven,636,,4
Donald J. Trump,President,,Republican,Lauderdale,411 - Eleven,143,,4
Darrell Castle,President,,Constitution,Lauderdale,411 - Eleven,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,411 - Eleven,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,411 - Eleven,0,,4
Gary Johnson,President,,Libertarian,Lauderdale,411 - Eleven,3,,4
Jill Stein,President,,Green,Lauderdale,411 - Eleven,1,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,411 - Eleven,217,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,411 - Eleven,490,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,411 - Eleven,17,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,411 - Eleven,14,,4
Hillary Clinton,President,,Democrat,Lauderdale,412 - Twelve,972,,4
Donald J. Trump,President,,Republican,Lauderdale,412 - Twelve,51,,4
Darrell Castle,President,,Constitution,Lauderdale,412 - Twelve,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,412 - Twelve,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,412 - Twelve,1,,4
Gary Johnson,President,,Libertarian,Lauderdale,412 - Twelve,2,,4
Jill Stein,President,,Green,Lauderdale,412 - Twelve,0,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,412 - Twelve,192,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,412 - Twelve,729,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,412 - Twelve,17,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,412 - Twelve,13,,4
Hillary Clinton,President,,Democrat,Lauderdale,450 - Pickard,112,,4
Donald J. Trump,President,,Republican,Lauderdale,450 - Pickard,307,,4
Darrell Castle,President,,Constitution,Lauderdale,450 - Pickard,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,450 - Pickard,1,,4
Jim Hedges,President,,Prohibition,Lauderdale,450 - Pickard,0,,4
Gary Johnson,President,,Libertarian,Lauderdale,450 - Pickard,2,,4
Jill Stein,President,,Green,Lauderdale,450 - Pickard,4,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,450 - Pickard,315,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,450 - Pickard,90,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,450 - Pickard,13,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,450 - Pickard,3,,4
Hillary Clinton,President,,Democrat,Lauderdale,517 - Seventeen,165,,4
Donald J. Trump,President,,Republican,Lauderdale,517 - Seventeen,334,,4
Darrell Castle,President,,Constitution,Lauderdale,517 - Seventeen,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,517 - Seventeen,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,517 - Seventeen,0,,4
Gary Johnson,President,,Libertarian,Lauderdale,517 - Seventeen,4,,4
Jill Stein,President,,Green,Lauderdale,517 - Seventeen,1,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,517 - Seventeen,360,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,517 - Seventeen,124,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,517 - Seventeen,16,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,517 - Seventeen,2,,4
Hillary Clinton,President,,Democrat,Lauderdale,525 - Alamucha,59,,4
Donald J. Trump,President,,Republican,Lauderdale,525 - Alamucha,113,,4
Darrell Castle,President,,Constitution,Lauderdale,525 - Alamucha,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,525 - Alamucha,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,525 - Alamucha,0,,4
Gary Johnson,President,,Libertarian,Lauderdale,525 - Alamucha,3,,4
Jill Stein,President,,Green,Lauderdale,525 - Alamucha,1,,4
Gregg Harper,U.S. House,3,Republican,Lauderdale,525 - Alamucha,127,,4
Dennis C. Quinn,U.S. House,3,Democrat,Lauderdale,525 - Alamucha,40,,4
Roger I. Gerrard,U.S. House,3,Veterans,Lauderdale,525 - Alamucha,2,,4
Lajena Sheets,U.S. House,3,Reform,Lauderdale,525 - Alamucha,0,,4
Hillary Clinton,President,,Democrat,Lauderdale,528 - Causeyville,31,,4
Donald J. Trump,President,,Republican,Lauderdale,528 - Causeyville,331,,4
Darrell Castle,President,,Constitution,Lauderdale,528 - Causeyville,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Lauderdale,528 - Causeyville,0,,4
Jim Hedges,President,,Prohibition,Lauderdale,528 - Causeyville,0,,4
Gary Johnson,President,,Libertarian,Lauderdale,528 - Causeyville,2,,4
