candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Marion,East Columbia,703,,2
Donald J. Trump,President,,Republican,Marion,East Columbia,260,,2
Darrell Castle,President,,Constitution,Marion,East Columbia,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,East Columbia,0,,2
Jim Hedges,President,,Prohibition,Marion,East Columbia,1,,2
Gary Johnson,President,,Libertarian,Marion,East Columbia,6,,2
Jill Stein,President,,Green,Marion,East Columbia,4,,2
Mark Gladney,U.S.House,4,Democrat,Marion,East Columbia,623,,2
Steven Palazzo,U.S.House,4,Republican,Marion,East Columbia,304,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,East Columbia,15,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,East Columbia,23,,2
Hillary Clinton,President,,Democrat,Marion,Foxworth,296,,2
Donald J. Trump,President,,Republican,Marion,Foxworth,562,,2
Darrell Castle,President,,Constitution,Marion,Foxworth,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Foxworth,0,,2
Jim Hedges,President,,Prohibition,Marion,Foxworth,0,,2
Gary Johnson,President,,Libertarian,Marion,Foxworth,8,,2
Jill Stein,President,,Green,Marion,Foxworth,2,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Foxworth,254,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Foxworth,561,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Foxworth,22,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Foxworth,23,,2
Hillary Clinton,President,,Democrat,Marion,Goss,54,,2
Donald J. Trump,President,,Republican,Marion,Goss,339,,2
Darrell Castle,President,,Constitution,Marion,Goss,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Goss,0,,2
Jim Hedges,President,,Prohibition,Marion,Goss,1,,2
Gary Johnson,President,,Libertarian,Marion,Goss,7,,2
Jill Stein,President,,Green,Marion,Goss,1,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Goss,49,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Goss,332,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Goss,14,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Goss,4,,2
Hillary Clinton,President,,Democrat,Marion,Hub,222,,2
Donald J. Trump,President,,Republican,Marion,Hub,156,,2
Darrell Castle,President,,Constitution,Marion,Hub,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Hub,0,,2
Jim Hedges,President,,Prohibition,Marion,Hub,0,,2
Gary Johnson,President,,Libertarian,Marion,Hub,5,,2
Jill Stein,President,,Green,Marion,Hub,1,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Hub,198,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Hub,160,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Hub,15,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Hub,5,,2
Hillary Clinton,President,,Democrat,Marion,Jefferson School,174,,2
Donald J. Trump,President,,Republican,Marion,Jefferson School,6,,2
Darrell Castle,President,,Constitution,Marion,Jefferson School,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Jefferson School,0,,2
Jim Hedges,President,,Prohibition,Marion,Jefferson School,0,,2
Gary Johnson,President,,Libertarian,Marion,Jefferson School,0,,2
Jill Stein,President,,Green,Marion,Jefferson School,0,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Jefferson School,148,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Jefferson School,18,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Jefferson School,5,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Jefferson School,7,,2
Hillary Clinton,President,,Democrat,Marion,Kokomo,130,,3
Donald J. Trump,President,,Republican,Marion,Kokomo,377,,3
Darrell Castle,President,,Constitution,Marion,Kokomo,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Kokomo,0,,3
Jim Hedges,President,,Prohibition,Marion,Kokomo,1,,3
Gary Johnson,President,,Libertarian,Marion,Kokomo,5,,3
Jill Stein,President,,Green,Marion,Kokomo,2,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Kokomo,127,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Kokomo,352,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Kokomo,16,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Kokomo,8,,3
Hillary Clinton,President,,Democrat,Marion,Little Rock,218,,3
Donald J. Trump,President,,Republican,Marion,Little Rock,232,,3
Darrell Castle,President,,Constitution,Marion,Little Rock,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Little Rock,0,,3
Jim Hedges,President,,Prohibition,Marion,Little Rock,0,,3
Gary Johnson,President,,Libertarian,Marion,Little Rock,8,,3
Jill Stein,President,,Green,Marion,Little Rock,4,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Little Rock,211,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Little Rock,224,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Little Rock,12,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Little Rock,5,,3
Hillary Clinton,President,,Democrat,Marion,Morgantown,19,,3
Donald J. Trump,President,,Republican,Marion,Morgantown,393,,3
Darrell Castle,President,,Constitution,Marion,Morgantown,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Morgantown,2,,3
Jim Hedges,President,,Prohibition,Marion,Morgantown,0,,3
Gary Johnson,President,,Libertarian,Marion,Morgantown,5,,3
Jill Stein,President,,Green,Marion,Morgantown,0,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Morgantown,20,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Morgantown,380,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Morgantown,11,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Morgantown,7,,3
Hillary Clinton,President,,Democrat,Marion,Morris,439,,3
Donald J. Trump,President,,Republican,Marion,Morris,793,,3
Darrell Castle,President,,Constitution,Marion,Morris,8,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Morris,0,,3
Jim Hedges,President,,Prohibition,Marion,Morris,3,,3
Gary Johnson,President,,Libertarian,Marion,Morris,6,,3
Jill Stein,President,,Green,Marion,Morris,3,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Morris,416,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Morris,788,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Morris,22,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Morris,16,,3
Hillary Clinton,President,,Democrat,Marion,National Guard,104,,3
Donald J. Trump,President,,Republican,Marion,National Guard,1123,,3
Darrell Castle,President,,Constitution,Marion,National Guard,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,National Guard,0,,3
Jim Hedges,President,,Prohibition,Marion,National Guard,0,,3
Gary Johnson,President,,Libertarian,Marion,National Guard,10,,3
Jill Stein,President,,Green,Marion,National Guard,7,,3
Mark Gladney,U.S.House,4,Democrat,Marion,National Guard,103,,3
Steven Palazzo,U.S.House,4,Republican,Marion,National Guard,1108,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,National Guard,30,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,National Guard,10,,3
Hillary Clinton,President,,Democrat,Marion,Pine Burr,102,,3
Donald J. Trump,President,,Republican,Marion,Pine Burr,291,,3
Darrell Castle,President,,Constitution,Marion,Pine Burr,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Pine Burr,0,,3
Jim Hedges,President,,Prohibition,Marion,Pine Burr,0,,3
Gary Johnson,President,,Libertarian,Marion,Pine Burr,1,,3
Jill Stein,President,,Green,Marion,Pine Burr,0,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Pine Burr,79,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Pine Burr,285,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Pine Burr,8,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Pine Burr,16,,3
Hillary Clinton,President,,Democrat,Marion,Pittman,19,,3
Donald J. Trump,President,,Republican,Marion,Pittman,423,,3
Darrell Castle,President,,Constitution,Marion,Pittman,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Pittman,0,,3
Jim Hedges,President,,Prohibition,Marion,Pittman,0,,3
Gary Johnson,President,,Libertarian,Marion,Pittman,1,,3
Jill Stein,President,,Green,Marion,Pittman,0,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Pittman,19,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Pittman,403,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Pittman,12,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Pittman,9,,3
Hillary Clinton,President,,Democrat,Marion,Popetown,392,,3
Donald J. Trump,President,,Republican,Marion,Popetown,351,,3
Darrell Castle,President,,Constitution,Marion,Popetown,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Popetown,1,,3
Jim Hedges,President,,Prohibition,Marion,Popetown,1,,3
Gary Johnson,President,,Libertarian,Marion,Popetown,6,,3
Jill Stein,President,,Green,Marion,Popetown,2,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Popetown,341,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Popetown,371,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Popetown,20,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Popetown,14,,3
Hillary Clinton,President,,Democrat,Marion,Sandy Hook,117,,3
Donald J. Trump,President,,Republican,Marion,Sandy Hook,222,,3
Darrell Castle,President,,Constitution,Marion,Sandy Hook,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Sandy Hook,0,,3
Jim Hedges,President,,Prohibition,Marion,Sandy Hook,0,,3
Gary Johnson,President,,Libertarian,Marion,Sandy Hook,0,,3
Jill Stein,President,,Green,Marion,Sandy Hook,1,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Sandy Hook,107,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Sandy Hook,222,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Sandy Hook,4,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Sandy Hook,6,,3
Hillary Clinton,President,,Democrat,Marion,South Columbia,129,,3
Donald J. Trump,President,,Republican,Marion,South Columbia,5,,3
Darrell Castle,President,,Constitution,Marion,South Columbia,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,South Columbia,0,,3
Jim Hedges,President,,Prohibition,Marion,South Columbia,0,,3
Gary Johnson,President,,Libertarian,Marion,South Columbia,1,,3
Jill Stein,President,,Green,Marion,South Columbia,1,,3
Mark Gladney,U.S.House,4,Democrat,Marion,South Columbia,97,,3
Steven Palazzo,U.S.House,4,Republican,Marion,South Columbia,19,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,South Columbia,2,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,South Columbia,4,,3
Hillary Clinton,President,,Democrat,Marion,Union,9,,3
Donald J. Trump,President,,Republican,Marion,Union,250,,3
Darrell Castle,President,,Constitution,Marion,Union,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,Union,0,,3
Jim Hedges,President,,Prohibition,Marion,Union,0,,3
Gary Johnson,President,,Libertarian,Marion,Union,1,,3
Jill Stein,President,,Green,Marion,Union,1,,3
Mark Gladney,U.S.House,4,Democrat,Marion,Union,9,,3
Steven Palazzo,U.S.House,4,Republican,Marion,Union,243,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Union,7,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,Union,2,,3
Hillary Clinton,President,,Democrat,Marion,,3677,,3
Donald J. Trump,President,,Republican,Marion,,7836,TRUE,3
Darrell Castle,President,,Constitution,Marion,,29,,3
Rocky' Roque De La Fuente,President,,American Delta,Marion,,4,,3
Jim Hedges,President,,Prohibition,Marion,,8,,3
Gary Johnson,President,,Libertarian,Marion,,107,,3
Jill Stein,President,,Green,Marion,,32,,3
Mark Gladney,U.S.House,4,Democrat,Marion,,3326,,3
Steven Palazzo,U.S.House,4,Republican,Marion,,7758,TRUE,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,,292,,3
Shawn O'Hara,U.S.House,4,Reform,Marion,,187,,3
