candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Marion,Balls Mill,113,,2
Donald J. Trump,President,,Republican,Marion,Balls Mill,422,,2
Darrell Castle,President,,Constitution,Marion,Balls Mill,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Balls Mill,0,,2
Jim Hedges,President,,Prohibition,Marion,Balls Mill,0,,2
Gary Johnson,President,,Libertarian,Marion,Balls Mill,5,,2
Jill Stein,President,,Green,Marion,Balls Mill,1,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Balls Mill,110,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Balls Mill,403,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Balls Mill,16,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Balls Mill,5,,2
Hillary Clinton,President,,Democrat,Marion,Carley,48,,2
Donald J. Trump,President,,Republican,Marion,Carley,683,,2
Darrell Castle,President,,Constitution,Marion,Carley,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Carley,0,,2
Jim Hedges,President,,Prohibition,Marion,Carley,0,,2
Gary Johnson,President,,Libertarian,Marion,Carley,9,,2
Jill Stein,President,,Green,Marion,Carley,1,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Carley,56,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Carley,645,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Carley,27,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Carley,7,,2
Hillary Clinton,President,,Democrat,Marion,Cedar Grove,109,,2
Donald J. Trump,President,,Republican,Marion,Cedar Grove,260,,2
Darrell Castle,President,,Constitution,Marion,Cedar Grove,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Cedar Grove,0,,2
Jim Hedges,President,,Prohibition,Marion,Cedar Grove,0,,2
Gary Johnson,President,,Libertarian,Marion,Cedar Grove,5,,2
Jill Stein,President,,Green,Marion,Cedar Grove,0,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Cedar Grove,105,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Cedar Grove,253,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Cedar Grove,6,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Cedar Grove,2,,2
Hillary Clinton,President,,Democrat,Marion,City Hall,120,,2
Donald J. Trump,President,,Republican,Marion,City Hall,141,,2
Darrell Castle,President,,Constitution,Marion,City Hall,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,City Hall,0,,2
Jim Hedges,President,,Prohibition,Marion,City Hall,0,,2
Gary Johnson,President,,Libertarian,Marion,City Hall,5,,2
Jill Stein,President,,Green,Marion,City Hall,0,,2
Mark Gladney,U.S.House,4,Democrat,Marion,City Hall,101,,2
Steven Palazzo,U.S.House,4,Republican,Marion,City Hall,148,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,City Hall,6,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,City Hall,7,,2
Hillary Clinton,President,,Democrat,Marion,Court House,121,,2
Donald J. Trump,President,,Republican,Marion,Court House,336,,2
Darrell Castle,President,,Constitution,Marion,Court House,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Court House,1,,2
Jim Hedges,President,,Prohibition,Marion,Court House,0,,2
Gary Johnson,President,,Libertarian,Marion,Court House,12,,2
Jill Stein,President,,Green,Marion,Court House,1,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Court House,114,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Court House,332,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Court House,17,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Court House,6,,2
Hillary Clinton,President,,Democrat,Marion,Darbun,39,,2
Donald J. Trump,President,,Republican,Marion,Darbun,211,,2
Darrell Castle,President,,Constitution,Marion,Darbun,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Marion,Darbun,0,,2
Jim Hedges,President,,Prohibition,Marion,Darbun,1,,2
Gary Johnson,President,,Libertarian,Marion,Darbun,1,,2
Jill Stein,President,,Green,Marion,Darbun,0,,2
Mark Gladney,U.S.House,4,Democrat,Marion,Darbun,39,,2
Steven Palazzo,U.S.House,4,Republican,Marion,Darbun,207,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Marion,Darbun,5,,2
Shawn O'Hara,U.S.House,4,Reform,Marion,Darbun,1,,2
