candidate,office,district,party,county,precinct,votes,winner,page
Gary Johnson,President,,Libertarian,Amite,East Centreville,0,,2
Jill Stein,President,,Green,Amite,East Centreville,0,,2
Gregg Harper,U.S. House,3,Republican,Amite,East Centreville,231,,2
Dennis C. Quinn,U.S. House,3,Democrat,Amite,East Centreville,104,,2
Roger I. Gerrard,U.S. House,3,Veterans,Amite,East Centreville,7,,2
Lajena Sheets,U.S. House,3,Reform,Amite,East Centreville,0,,2
Hillary Clinton,President,,Democrat,Amite,East Fork,83,,2
Donald J. Trump,President,,Republican,Amite,East Fork,332,,2
Darrell Castle,President,,Constitution,Amite,East Fork,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Amite,East Fork,2,,2
Jim Hedges,President,,Prohibition,Amite,East Fork,0,,2
Gary Johnson,President,,Libertarian,Amite,East Fork,2,,2
Jill Stein,President,,Green,Amite,East Fork,1,,2
Gregg Harper,U.S. House,3,Republican,Amite,East Fork,311,,2
Dennis C. Quinn,U.S. House,3,Democrat,Amite,East Fork,75,,2
Roger I. Gerrard,U.S. House,3,Veterans,Amite,East Fork,22,,2
Lajena Sheets,U.S. House,3,Reform,Amite,East Fork,3,,2
Hillary Clinton,President,,Democrat,Amite,East Gloster,69,,2
Donald J. Trump,President,,Republican,Amite,East Gloster,182,,2
Darrell Castle,President,,Constitution,Amite,East Gloster,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Amite,East Gloster,1,,2
Jim Hedges,President,,Prohibition,Amite,East Gloster,0,,2
Gary Johnson,President,,Libertarian,Amite,East Gloster,1,,2
Jill Stein,President,,Green,Amite,East Gloster,0,,2
Gregg Harper,U.S. House,3,Republican,Amite,East Gloster,175,,2
Dennis C. Quinn,U.S. House,3,Democrat,Amite,East Gloster,56,,2
Roger I. Gerrard,U.S. House,3,Veterans,Amite,East Gloster,7,,2
Lajena Sheets,U.S. House,3,Reform,Amite,East Gloster,2,,2
Hillary Clinton,President,,Democrat,Amite,East Liberty,62,,2
Donald J. Trump,President,,Republican,Amite,East Liberty,185,,2
Darrell Castle,President,,Constitution,Amite,East Liberty,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Amite,East Liberty,0,,2
Jim Hedges,President,,Prohibition,Amite,East Liberty,0,,2
Gary Johnson,President,,Libertarian,Amite,East Liberty,3,,2
Jill Stein,President,,Green,Amite,East Liberty,0,,2
Gregg Harper,U.S. House,3,Republican,Amite,East Liberty,178,,2
Dennis C. Quinn,U.S. House,3,Democrat,Amite,East Liberty,59,,2
Roger I. Gerrard,U.S. House,3,Veterans,Amite,East Liberty,12,,2
Lajena Sheets,U.S. House,3,Reform,Amite,East Liberty,0,,2
Hillary Clinton,President,,Democrat,Amite,Gloster,493,,2
Donald J. Trump,President,,Republican,Amite,Gloster,125,,2
Darrell Castle,President,,Constitution,Amite,Gloster,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Amite,Gloster,0,,2
Jim Hedges,President,,Prohibition,Amite,Gloster,0,,2
Gary Johnson,President,,Libertarian,Amite,Gloster,4,,2
Jill Stein,President,,Green,Amite,Gloster,2,,2
Gregg Harper,U.S. House,3,Republican,Amite,Gloster,154,,2
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Gloster,434,,2
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Gloster,6,,2
Lajena Sheets,U.S. House,3,Reform,Amite,Gloster,6,,2
Hillary Clinton,President,,Democrat,Amite,Homochitto,7,,2
Donald J. Trump,President,,Republican,Amite,Homochitto,67,,2
Darrell Castle,President,,Constitution,Amite,Homochitto,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Amite,Homochitto,0,,2
Jim Hedges,President,,Prohibition,Amite,Homochitto,0,,2
Gary Johnson,President,,Libertarian,Amite,Homochitto,0,,2
Jill Stein,President,,Green,Amite,Homochitto,0,,2
Gregg Harper,U.S. House,3,Republican,Amite,Homochitto,61,,2
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Homochitto,9,,2
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Homochitto,3,,2
Lajena Sheets,U.S. House,3,Reform,Amite,Homochitto,0,,2
Hillary Clinton,President,,Democrat,Amite,Liberty,143,,2
Donald J. Trump,President,,Republican,Amite,Liberty,406,,2
Darrell Castle,President,,Constitution,Amite,Liberty,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Amite,Liberty,1,,2
Jim Hedges,President,,Prohibition,Amite,Liberty,1,,2
Gary Johnson,President,,Libertarian,Amite,Liberty,6,,2
Jill Stein,President,,Green,Amite,Liberty,1,,2
Gregg Harper,U.S. House,3,Republican,Amite,Liberty,410,,2
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Liberty,119,,2
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Liberty,16,,2
Lajena Sheets,U.S. House,3,Reform,Amite,Liberty,1,,2
Hillary Clinton,President,,Democrat,Amite,New Zion,45,,3
Donald J. Trump,President,,Republican,Amite,New Zion,281,,3
Darrell Castle,President,,Constitution,Amite,New Zion,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,New Zion,0,,3
Jim Hedges,President,,Prohibition,Amite,New Zion,0,,3
Gary Johnson,President,,Libertarian,Amite,New Zion,2,,3
Jill Stein,President,,Green,Amite,New Zion,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,New Zion,267,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,New Zion,40,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,New Zion,13,,3
Lajena Sheets,U.S. House,3,Reform,Amite,New Zion,0,,3
Hillary Clinton,President,,Democrat,Amite,Oneil,7,,3
Donald J. Trump,President,,Republican,Amite,Oneil,218,,3
Darrell Castle,President,,Constitution,Amite,Oneil,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,Oneil,0,,3
Jim Hedges,President,,Prohibition,Amite,Oneil,0,,3
Gary Johnson,President,,Libertarian,Amite,Oneil,0,,3
Jill Stein,President,,Green,Amite,Oneil,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,Oneil,194,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Oneil,11,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Oneil,14,,3
Lajena Sheets,U.S. House,3,Reform,Amite,Oneil,0,,3
Hillary Clinton,President,,Democrat,Amite,Riceville,149,,3
Donald J. Trump,President,,Republican,Amite,Riceville,171,,3
Darrell Castle,President,,Constitution,Amite,Riceville,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,Riceville,0,,3
Jim Hedges,President,,Prohibition,Amite,Riceville,0,,3
Gary Johnson,President,,Libertarian,Amite,Riceville,4,,3
Jill Stein,President,,Green,Amite,Riceville,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,Riceville,168,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Riceville,137,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Riceville,11,,3
Lajena Sheets,U.S. House,3,Reform,Amite,Riceville,1,,3
Hillary Clinton,President,,Democrat,Amite,Smithdale,135,,3
Donald J. Trump,President,,Republican,Amite,Smithdale,236,,3
Darrell Castle,President,,Constitution,Amite,Smithdale,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,Smithdale,0,,3
Jim Hedges,President,,Prohibition,Amite,Smithdale,0,,3
Gary Johnson,President,,Libertarian,Amite,Smithdale,1,,3
Jill Stein,President,,Green,Amite,Smithdale,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,Smithdale,238,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Smithdale,112,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Smithdale,9,,3
Lajena Sheets,U.S. House,3,Reform,Amite,Smithdale,1,,3
Hillary Clinton,President,,Democrat,Amite,South Liberty,193,,3
Donald J. Trump,President,,Republican,Amite,South Liberty,111,,3
Darrell Castle,President,,Constitution,Amite,South Liberty,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,South Liberty,0,,3
Jim Hedges,President,,Prohibition,Amite,South Liberty,1,,3
Gary Johnson,President,,Libertarian,Amite,South Liberty,3,,3
Jill Stein,President,,Green,Amite,South Liberty,1,,3
Gregg Harper,U.S. House,3,Republican,Amite,South Liberty,113,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,South Liberty,177,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,South Liberty,8,,3
Lajena Sheets,U.S. House,3,Reform,Amite,South Liberty,3,,3
Hillary Clinton,President,,Democrat,Amite,Tangipahoa,54,,3
Donald J. Trump,President,,Republican,Amite,Tangipahoa,392,,3
Darrell Castle,President,,Constitution,Amite,Tangipahoa,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,Tangipahoa,0,,3
Jim Hedges,President,,Prohibition,Amite,Tangipahoa,0,,3
Gary Johnson,President,,Libertarian,Amite,Tangipahoa,1,,3
Jill Stein,President,,Green,Amite,Tangipahoa,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,Tangipahoa,387,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Tangipahoa,44,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Tangipahoa,8,,3
Lajena Sheets,U.S. House,3,Reform,Amite,Tangipahoa,0,,3
Hillary Clinton,President,,Democrat,Amite,Tickfaw,114,,3
Donald J. Trump,President,,Republican,Amite,Tickfaw,122,,3
Darrell Castle,President,,Constitution,Amite,Tickfaw,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,Tickfaw,0,,3
Jim Hedges,President,,Prohibition,Amite,Tickfaw,2,,3
Gary Johnson,President,,Libertarian,Amite,Tickfaw,1,,3
Jill Stein,President,,Green,Amite,Tickfaw,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,Tickfaw,124,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Tickfaw,95,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Tickfaw,7,,3
Lajena Sheets,U.S. House,3,Reform,Amite,Tickfaw,3,,3
Hillary Clinton,President,,Democrat,Amite,Vance Park,30,,3
Donald J. Trump,President,,Republican,Amite,Vance Park,172,,3
Darrell Castle,President,,Constitution,Amite,Vance Park,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,Vance Park,0,,3
Jim Hedges,President,,Prohibition,Amite,Vance Park,0,,3
Gary Johnson,President,,Libertarian,Amite,Vance Park,1,,3
Jill Stein,President,,Green,Amite,Vance Park,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,Vance Park,166,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Vance Park,28,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Vance Park,3,,3
Lajena Sheets,U.S. House,3,Reform,Amite,Vance Park,2,,3
Hillary Clinton,President,,Democrat,Amite,Walls,176,,3
Donald J. Trump,President,,Republican,Amite,Walls,359,,3
Darrell Castle,President,,Constitution,Amite,Walls,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,Walls,0,,3
Jim Hedges,President,,Prohibition,Amite,Walls,0,,3
Gary Johnson,President,,Libertarian,Amite,Walls,4,,3
Jill Stein,President,,Green,Amite,Walls,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,Walls,343,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Walls,152,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Walls,23,,3
Lajena Sheets,U.S. House,3,Reform,Amite,Walls,3,,3
Hillary Clinton,President,,Democrat,Amite,Zion Hill,61,,3
Donald J. Trump,President,,Republican,Amite,Zion Hill,303,,3
Darrell Castle,President,,Constitution,Amite,Zion Hill,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Amite,Zion Hill,0,,3
Jim Hedges,President,,Prohibition,Amite,Zion Hill,0,,3
Gary Johnson,President,,Libertarian,Amite,Zion Hill,2,,3
Jill Stein,President,,Green,Amite,Zion Hill,0,,3
Gregg Harper,U.S. House,3,Republican,Amite,Zion Hill,288,,3
Dennis C. Quinn,U.S. House,3,Democrat,Amite,Zion Hill,60,,3
Roger I. Gerrard,U.S. House,3,Veterans,Amite,Zion Hill,12,,3
Lajena Sheets,U.S. House,3,Reform,Amite,Zion Hill,1,,3
Hillary Clinton,President,,Democrat,Amite,,2697,,
Donald J. Trump,President,,Republican,Amite,,4289,TRUE,
Darrell Castle,President,,Constitution,Amite,,9,,
Rocky' Roque De La Fuente,President,,American Delta,Amite,,4,,
Jim Hedges,President,,Prohibition,Amite,,5,,
Gary Johnson,President,,Libertarian,Amite,,38,,
Jill Stein,President,,Green,Amite,,8,,
Gregg Harper,U.S. House,3,Republican,Amite,,4249,TRUE,
Dennis C. Quinn,U.S. House,3,Democrat,Amite,,2352,,
Roger I. Gerrard,U.S. House,3,Veterans,Amite,,210,,
Lajena Sheets,U.S. House,3,Reform,Amite,,44,,
