candidate,office,district,party,county,precinct,votes,winner,page
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Scooba M-Z,0,,3
Jim Hedges,President,,Prohibition,Kemper,Scooba M-Z,0,,3
Gary Johnson,President,,Libertarian,Kemper,Scooba M-Z,0,,3
Jill Stein,President,,Green,Kemper,Scooba M-Z,0,,3
Gregg Harper,U.S. House,3,Republican,Kemper,Scooba M-Z,168,,3
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Scooba M-Z,144,,3
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Scooba M-Z,7,,3
Lajena Sheets,U.S. House,3,Reform,Kemper,Scooba M-Z,3,,3
Hillary Clinton,President,,Democrat,Kemper,,2827,TRUE,3
Donald J. Trump,President,,Republican,Kemper,,1778,,3
Darrell Castle,President,,Constitution,Kemper,,11,,3
Rocky' Roque De La Fuente,President,,American Delta,Kemper,,1,,3
Jim Hedges,President,,Prohibition,Kemper,,3,,3
Gary Johnson,President,,Libertarian,Kemper,,18,,3
Jill Stein,President,,Green,Kemper,,1,,3
Gregg Harper,U.S. House,3,Republican,Kemper,,2204,TRUE,3
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,,2113,,3
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,,105,,3
Lajena Sheets,U.S. House,3,Reform,Kemper,,28,,3
