candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Kemper,Band Building,262,,2
Donald J. Trump,President,,Republican,Kemper,Band Building,144,,2
Darrell Castle,President,,Constitution,Kemper,Band Building,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Band Building,0,,2
Jim Hedges,President,,Prohibition,Kemper,Band Building,1,,2
Gary Johnson,President,,Libertarian,Kemper,Band Building,2,,2
Jill Stein,President,,Green,Kemper,Band Building,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Band Building,186,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Band Building,199,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Band Building,7,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Band Building,2,,2
Hillary Clinton,President,,Democrat,Kemper,Courthouse,458,,2
Donald J. Trump,President,,Republican,Kemper,Courthouse,172,,2
Darrell Castle,President,,Constitution,Kemper,Courthouse,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Courthouse,0,,2
Jim Hedges,President,,Prohibition,Kemper,Courthouse,0,,2
Gary Johnson,President,,Libertarian,Kemper,Courthouse,2,,2
Jill Stein,President,,Green,Kemper,Courthouse,1,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Courthouse,249,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Courthouse,350,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Courthouse,8,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Courthouse,5,,2
Hillary Clinton,President,,Democrat,Kemper,Farmers Market,63,,2
Donald J. Trump,President,,Republican,Kemper,Farmers Market,50,,2
Darrell Castle,President,,Constitution,Kemper,Farmers Market,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Farmers Market,0,,2
Jim Hedges,President,,Prohibition,Kemper,Farmers Market,0,,2
Gary Johnson,President,,Libertarian,Kemper,Farmers Market,0,,2
Jill Stein,President,,Green,Kemper,Farmers Market,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Farmers Market,56,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Farmers Market,51,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Farmers Market,3,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Farmers Market,0,,2
Hillary Clinton,President,,Democrat,Kemper,Fort Stevens,37,,2
Donald J. Trump,President,,Republican,Kemper,Fort Stevens,103,,2
Darrell Castle,President,,Constitution,Kemper,Fort Stevens,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Fort Stevens,0,,2
Jim Hedges,President,,Prohibition,Kemper,Fort Stevens,0,,2
Gary Johnson,President,,Libertarian,Kemper,Fort Stevens,2,,2
Jill Stein,President,,Green,Kemper,Fort Stevens,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Fort Stevens,113,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Fort Stevens,25,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Fort Stevens,2,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Fort Stevens,1,,2
Hillary Clinton,President,,Democrat,Kemper,Kellis Store,134,,2
Donald J. Trump,President,,Republican,Kemper,Kellis Store,27,,2
Darrell Castle,President,,Constitution,Kemper,Kellis Store,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Kellis Store,1,,2
Jim Hedges,President,,Prohibition,Kemper,Kellis Store,0,,2
Gary Johnson,President,,Libertarian,Kemper,Kellis Store,1,,2
Jill Stein,President,,Green,Kemper,Kellis Store,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Kellis Store,46,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Kellis Store,106,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Kellis Store,3,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Kellis Store,1,,2
Hillary Clinton,President,,Democrat,Kemper,Kemper Springs,119,,2
Donald J. Trump,President,,Republican,Kemper,Kemper Springs,16,,2
Darrell Castle,President,,Constitution,Kemper,Kemper Springs,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Kemper Springs,0,,2
Jim Hedges,President,,Prohibition,Kemper,Kemper Springs,0,,2
Gary Johnson,President,,Libertarian,Kemper,Kemper Springs,1,,2
Jill Stein,President,,Green,Kemper,Kemper Springs,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Kemper Springs,36,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Kemper Springs,85,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Kemper Springs,4,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Kemper Springs,1,,2
Hillary Clinton,President,,Democrat,Kemper,Lynville,124,,2
Donald J. Trump,President,,Republican,Kemper,Lynville,192,,2
Darrell Castle,President,,Constitution,Kemper,Lynville,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Lynville,0,,2
Jim Hedges,President,,Prohibition,Kemper,Lynville,0,,2
Gary Johnson,President,,Libertarian,Kemper,Lynville,4,,2
Jill Stein,President,,Green,Kemper,Lynville,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Lynville,200,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Lynville,98,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Lynville,14,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Lynville,0,,2
Hillary Clinton,President,,Democrat,Kemper,Lynwood,88,,2
Donald J. Trump,President,,Republican,Kemper,Lynwood,235,,2
Darrell Castle,President,,Constitution,Kemper,Lynwood,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Lynwood,0,,2
Jim Hedges,President,,Prohibition,Kemper,Lynwood,0,,2
Gary Johnson,President,,Libertarian,Kemper,Lynwood,3,,2
Jill Stein,President,,Green,Kemper,Lynwood,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Lynwood,233,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Lynwood,65,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Lynwood,14,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Lynwood,3,,2
Hillary Clinton,President,,Democrat,Kemper,Mount Nebo,191,,2
Donald J. Trump,President,,Republican,Kemper,Mount Nebo,122,,2
Darrell Castle,President,,Constitution,Kemper,Mount Nebo,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Mount Nebo,0,,2
Jim Hedges,President,,Prohibition,Kemper,Mount Nebo,0,,2
Gary Johnson,President,,Libertarian,Kemper,Mount Nebo,1,,2
Jill Stein,President,,Green,Kemper,Mount Nebo,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Mount Nebo,144,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Mount Nebo,149,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Mount Nebo,8,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Mount Nebo,2,,2
Hillary Clinton,President,,Democrat,Kemper,Porterville,380,,2
Donald J. Trump,President,,Republican,Kemper,Porterville,114,,2
Darrell Castle,President,,Constitution,Kemper,Porterville,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Porterville,0,,2
Jim Hedges,President,,Prohibition,Kemper,Porterville,1,,2
Gary Johnson,President,,Libertarian,Kemper,Porterville,0,,2
Jill Stein,President,,Green,Kemper,Porterville,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Porterville,183,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Porterville,282,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Porterville,6,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Porterville,2,,2
Hillary Clinton,President,,Democrat,Kemper,Preston,210,,2
Donald J. Trump,President,,Republican,Kemper,Preston,159,,2
Darrell Castle,President,,Constitution,Kemper,Preston,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Preston,0,,2
Jim Hedges,President,,Prohibition,Kemper,Preston,0,,2
Gary Johnson,President,,Libertarian,Kemper,Preston,0,,2
Jill Stein,President,,Green,Kemper,Preston,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Preston,199,,2
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Preston,153,,2
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Preston,3,,2
Lajena Sheets,U.S. House,3,Reform,Kemper,Preston,1,,2
Hillary Clinton,President,,Democrat,Kemper,Satellite,312,,3
Donald J. Trump,President,,Republican,Kemper,Satellite,205,,3
Darrell Castle,President,,Constitution,Kemper,Satellite,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Satellite,0,,3
Jim Hedges,President,,Prohibition,Kemper,Satellite,0,,3
Gary Johnson,President,,Libertarian,Kemper,Satellite,2,,3
Jill Stein,President,,Green,Kemper,Satellite,0,,3
Gregg Harper,U.S. House,3,Republican,Kemper,Satellite,241,,3
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Satellite,241,,3
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Satellite,13,,3
Lajena Sheets,U.S. House,3,Reform,Kemper,Satellite,4,,3
Hillary Clinton,President,,Democrat,Kemper,Scooba A-L,232,,3
Donald J. Trump,President,,Republican,Kemper,Scooba A-L,114,,3
Darrell Castle,President,,Constitution,Kemper,Scooba A-L,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Kemper,Scooba A-L,0,,3
Jim Hedges,President,,Prohibition,Kemper,Scooba A-L,1,,3
Gary Johnson,President,,Libertarian,Kemper,Scooba A-L,0,,3
Jill Stein,President,,Green,Kemper,Scooba A-L,0,,3
Gregg Harper,U.S. House,3,Republican,Kemper,Scooba A-L,150,,3
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Scooba A-L,165,,3
Roger I. Gerrard,U.S. House,3,Veterans,Kemper,Scooba A-L,13,,3
Lajena Sheets,U.S. House,3,Reform,Kemper,Scooba A-L,3,,3
Hillary Clinton,President,,Democrat,Kemper,Scooba M-Z,217,,3
Donald J. Trump,President,,Republican,Kemper,Scooba M-Z,125,,3
Darrell Castle,President,,Constitution,Kemper,Scooba M-Z,1,,3
