candidate,office,district,party,county,precinct,votes,winner,page
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Sharon,477,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Sharon,1,,5
Troy Ray,U.S. House,2,Independent,Madison,Sharon,10,,5
Hillary Clinton,President,,Democrat,Madison,Smith-School,23,,5
Donald J. Trump,President,,Republican,Madison,Smith-School,244,,5
Darrell Castle,President,,Constitution,Madison,Smith-School,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Smith-School,0,,5
Jim Hedges,President,,Prohibition,Madison,Smith-School,0,,5
Gary Johnson,President,,Libertarian,Madison,Smith-School,6,,5
Jill Stein,President,,Green,Madison,Smith-School,0,,5
John Bouie ii,U.S. House,2,Republican,Madison,Smith-School,X,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Smith-School,X,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Smith-School,X,,5
Troy Ray,U.S. House,2,Independent,Madison,Smith-School,X,,5
Hillary Clinton,President,,Democrat,Madison,Sunnybook,112,,5
Donald J. Trump,President,,Republican,Madison,Sunnybook,372,,5
Darrell Castle,President,,Constitution,Madison,Sunnybook,6,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Sunnybook,0,,5
Jim Hedges,President,,Prohibition,Madison,Sunnybook,1,,5
Gary Johnson,President,,Libertarian,Madison,Sunnybook,15,,5
Jill Stein,President,,Green,Madison,Sunnybook,4,,5
John Bouie ii,U.S. House,2,Republican,Madison,Sunnybook,X,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Sunnybook,X,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Sunnybook,X,,5
Troy Ray,U.S. House,2,Independent,Madison,Sunnybook,X,,5
Hillary Clinton,President,,Democrat,Madison,Tougaloo,329,,5
Donald J. Trump,President,,Republican,Madison,Tougaloo,2,,5
Darrell Castle,President,,Constitution,Madison,Tougaloo,0,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Tougaloo,1,,5
Jim Hedges,President,,Prohibition,Madison,Tougaloo,0,,5
Gary Johnson,President,,Libertarian,Madison,Tougaloo,1,,5
Jill Stein,President,,Green,Madison,Tougaloo,8,,5
John Bouie ii,U.S. House,2,Republican,Madison,Tougaloo,3,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Tougaloo,335,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Tougaloo,1,,5
Troy Ray,U.S. House,2,Independent,Madison,Tougaloo,3,,5
Hillary Clinton,President,,Democrat,Madison,Trace Ridge Baptist Church,579,,5
Donald J. Trump,President,,Republican,Madison,Trace Ridge Baptist Church,1106,,5
Darrell Castle,President,,Constitution,Madison,Trace Ridge Baptist Church,9,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Trace Ridge Baptist Church,0,,5
Jim Hedges,President,,Prohibition,Madison,Trace Ridge Baptist Church,4,,5
Gary Johnson,President,,Libertarian,Madison,Trace Ridge Baptist Church,29,,5
Jill Stein,President,,Green,Madison,Trace Ridge Baptist Church,5,,5
John Bouie ii,U.S. House,2,Republican,Madison,Trace Ridge Baptist Church,X,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Trace Ridge Baptist Church,X,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Trace Ridge Baptist Church,X,,5
Troy Ray,U.S. House,2,Independent,Madison,Trace Ridge Baptist Church,X,,5
Hillary Clinton,President,,Democrat,Madison,Twin Lakes Baptist Church,440,,5
Donald J. Trump,President,,Republican,Madison,Twin Lakes Baptist Church,615,,5
Darrell Castle,President,,Constitution,Madison,Twin Lakes Baptist Church,2,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Twin Lakes Baptist Church,1,,5
Jim Hedges,President,,Prohibition,Madison,Twin Lakes Baptist Church,0,,5
Gary Johnson,President,,Libertarian,Madison,Twin Lakes Baptist Church,18,,5
Jill Stein,President,,Green,Madison,Twin Lakes Baptist Church,6,,5
John Bouie ii,U.S. House,2,Republican,Madison,Twin Lakes Baptist Church,X,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Twin Lakes Baptist Church,X,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Twin Lakes Baptist Church,X,,5
Troy Ray,U.S. House,2,Independent,Madison,Twin Lakes Baptist Church,X,,5
Hillary Clinton,President,,Democrat,Madison,Victory Baptist,206,,5
Donald J. Trump,President,,Republican,Madison,Victory Baptist,847,,5
Darrell Castle,President,,Constitution,Madison,Victory Baptist,7,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Victory Baptist,1,,5
Jim Hedges,President,,Prohibition,Madison,Victory Baptist,2,,5
Gary Johnson,President,,Libertarian,Madison,Victory Baptist,28,,5
Jill Stein,President,,Green,Madison,Victory Baptist,1,,5
John Bouie ii,U.S. House,2,Republican,Madison,Victory Baptist,X,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Victory Baptist,X,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Victory Baptist,X,,5
Troy Ray,U.S. House,2,Independent,Madison,Victory Baptist,X,,5
Hillary Clinton,President,,Democrat,Madison,Victory Christian Comm. Church,281,,5
Donald J. Trump,President,,Republican,Madison,Victory Christian Comm. Church,1463,,5
Darrell Castle,President,,Constitution,Madison,Victory Christian Comm. Church,9,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Victory Christian Comm. Church,3,,5
Jim Hedges,President,,Prohibition,Madison,Victory Christian Comm. Church,0,,5
Gary Johnson,President,,Libertarian,Madison,Victory Christian Comm. Church,45,,5
Jill Stein,President,,Green,Madison,Victory Christian Comm. Church,8,,5
John Bouie ii,U.S. House,2,Republican,Madison,Victory Christian Comm. Church,X,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Victory Christian Comm. Church,X,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Victory Christian Comm. Church,X,,5
Troy Ray,U.S. House,2,Independent,Madison,Victory Christian Comm. Church,X,,5
Hillary Clinton,President,,Democrat,Madison,Virillia,64,,5
Donald J. Trump,President,,Republican,Madison,Virillia,219,,5
Darrell Castle,President,,Constitution,Madison,Virillia,1,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,Virillia,0,,5
Jim Hedges,President,,Prohibition,Madison,Virillia,0,,5
Gary Johnson,President,,Libertarian,Madison,Virillia,4,,5
Jill Stein,President,,Green,Madison,Virillia,2,,5
John Bouie ii,U.S. House,2,Republican,Madison,Virillia,189,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,Virillia,82,,5
Johnny McLeod,U.S. House,2,Reform,Madison,Virillia,2,,5
Troy Ray,U.S. House,2,Independent,Madison,Virillia,6,,5
Hillary Clinton,President,,Democrat,Madison,,20343,,5
Donald J. Trump,President,,Republican,Madison,,28265,TRUE,5
Darrell Castle,President,,Constitution,Madison,,168,,5
Rocky' Roque De La Fuente,President,,American Delta,Madison,,24,,5
Jim Hedges,President,,Prohibition,Madison,,27,,5
Gary Johnson,President,,Libertarian,Madison,,842,,5
Jill Stein,President,,Green,Madison,,133,,5
John Bouie ii,U.S. House,2,Republican,Madison,,2030,,5
Bennie G. Thompson,U.S. House,2,Democrat,Madison,,9415,TRUE,5
Johnny McLeod,U.S. House,2,Reform,Madison,,115,,5
Troy Ray,U.S. House,2,Independent,Madison,,162,,5
Gregg Harper,U.S. House,3,Republican,Madison,Bear Creek,316,,
Gregg Harper,U.S. House,3,Republican,Madison,China Grove Church,1553,,
Gregg Harper,U.S. House,3,Republican,Madison,Colonial Heights,488,,
Gregg Harper,U.S. House,3,Republican,Madison,Fearns Chapel Freewill Baptist,828,,
Gregg Harper,U.S. House,3,Republican,Madison,First Baptist Church of Madison,1934,,
Gregg Harper,U.S. House,3,Republican,Madison,First Presbyterian Madison,1371,,
Gregg Harper,U.S. House,3,Republican,Madison,Gluckstadt at St Joe Catholic,2904,,
Gregg Harper,U.S. House,3,Republican,Madison,Grace Crossing,2010,,
Gregg Harper,U.S. House,3,Republican,Madison,Highland Chapel,2492,,
Gregg Harper,U.S. House,3,Republican,Madison,Highland Colony Baptist,2299,,
Gregg Harper,U.S. House,3,Republican,Madison,Lake Caroline Clubhouse,1801,,
Gregg Harper,U.S. House,3,Republican,Madison,New Life,1189,,
Gregg Harper,U.S. House,3,Republican,Madison,Northbay,648,,
Gregg Harper,U.S. House,3,Republican,Madison,Ridgeland 1st Methodist Church,946,,
Gregg Harper,U.S. House,3,Republican,Madison,Ridgeland Precinct 4,279,,
Gregg Harper,U.S. House,3,Republican,Madison,Ridgeland Recreation Center,1883,,
Gregg Harper,U.S. House,3,Republican,Madison,Smith-School,242,,
Gregg Harper,U.S. House,3,Republican,Madison,Sunnybook,409,,
Gregg Harper,U.S. House,3,Republican,Madison,Trace Ridge Baptist Church,1223,,
Gregg Harper,U.S. House,3,Republican,Madison,Twin Lakes Baptist Church,691,,
Gregg Harper,U.S. House,3,Republican,Madison,Victory Baptist,924,,
Gregg Harper,U.S. House,3,Republican,Madison,Victory Christian Comm. Church,1567,,
Gregg Harper,U.S. House,3,Republican,Madison,,27997,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Bear Creek,374,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,China Grove Church,320,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Colonial Heights,478,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Fearns Chapel Freewill Baptist,331,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,First Baptist Church of Madison,417,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,First Presbyterian Madison,259,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Gluckstadt at St Joe Catholic,709,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Grace Crossing,701,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Highland Chapel,499,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Highland Colony Baptist,588,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Lake Caroline Clubhouse,177,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,New Life,147,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Northbay,124,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Ridgeland 1st Methodist Church,451,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Ridgeland Precinct 4,349,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Ridgeland Recreation Center,1153,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Smith-School,15,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Sunnybook,73,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Trace Ridge Baptist Church,443,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Twin Lakes Baptist Church,342,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Victory Baptist,137,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,Victory Christian Comm. Church,185,,
Dennis C. Quinn,U.S. House,3,Democrat,Madison,,8272,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Bear Creek,21,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,China Grove Church,40,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Colonial Heights,32,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Fearns Chapel Freewill Baptist,36,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,First Baptist Church of Madison,54,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,First Presbyterian Madison,31,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Gluckstadt at St Joe Catholic,70,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Grace Crossing,62,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Highland Chapel,43,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Highland Colony Baptist,54,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Lake Caroline Clubhouse,29,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,New Life,45,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Northbay,22,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Ridgeland 1st Methodist Church,47,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Ridgeland Precinct 4,15,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Ridgeland Recreation Center,83,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Smith-School,7,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Sunnybook,12,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Trace Ridge Baptist Church,43,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Twin Lakes Baptist Church,17,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Victory Baptist,11,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,Victory Christian Comm. Church,39,,
Roger I. Gerrard,U.S. House,3,Veterans,Madison,,813,,
Lajena Sheets,U.S. House,3,Reform,Madison,Bear Creek,5,,
Lajena Sheets,U.S. House,3,Reform,Madison,China Grove Church,13,,
Lajena Sheets,U.S. House,3,Reform,Madison,Colonial Heights,21,,
Lajena Sheets,U.S. House,3,Reform,Madison,Fearns Chapel Freewill Baptist,7,,
Lajena Sheets,U.S. House,3,Reform,Madison,First Baptist Church of Madison,15,,
Lajena Sheets,U.S. House,3,Reform,Madison,First Presbyterian Madison,5,,
Lajena Sheets,U.S. House,3,Reform,Madison,Gluckstadt at St Joe Catholic,26,,
Lajena Sheets,U.S. House,3,Reform,Madison,Grace Crossing,13,,
Lajena Sheets,U.S. House,3,Reform,Madison,Highland Chapel,16,,
Lajena Sheets,U.S. House,3,Reform,Madison,Highland Colony Baptist,18,,
Lajena Sheets,U.S. House,3,Reform,Madison,Lake Caroline Clubhouse,0,,
Lajena Sheets,U.S. House,3,Reform,Madison,New Life,14,,
Lajena Sheets,U.S. House,3,Reform,Madison,Northbay,1,,
Lajena Sheets,U.S. House,3,Reform,Madison,Ridgeland 1st Methodist Church,7,,
Lajena Sheets,U.S. House,3,Reform,Madison,Ridgeland Precinct 4,12,,
Lajena Sheets,U.S. House,3,Reform,Madison,Ridgeland Recreation Center,45,,
Lajena Sheets,U.S. House,3,Reform,Madison,Smith-School,1,,
Lajena Sheets,U.S. House,3,Reform,Madison,Sunnybook,5,,
Lajena Sheets,U.S. House,3,Reform,Madison,Trace Ridge Baptist Church,11,,
Lajena Sheets,U.S. House,3,Reform,Madison,Twin Lakes Baptist Church,14,,
Lajena Sheets,U.S. House,3,Reform,Madison,Victory Baptist,5,,
Lajena Sheets,U.S. House,3,Reform,Madison,Victory Christian Comm. Church,12,,
Lajena Sheets,U.S. House,3,Reform,Madison,,266,,
