candidate,office,district,party,county,precinct,votes
Hillary Clinton,President,,Democrat,Montgomery,Duck Hill,185
Donald J. Trump,President,,Republican,Montgomery,Duck Hill,277
Darrell Castle,President,,Constitution,Montgomery,Duck Hill,0
Rocky' Roque De La Fuente,President,,American Delta,Montgomery,Duck Hill,0
Jim Hedges,President,,Prohibition,Montgomery,Duck Hill,1
Gary Johnson,President,,Libertarian,Montgomery,Duck Hill,0
Jill Stein,President,,Green,Montgomery,Duck Hill,0
John Bouie ii,U.S.House,2,Republican,Montgomery,Duck Hill,218
Bennie G. Thompson,U.S.House,2,Democrat,Montgomery,Duck Hill,209
Johnny McLeod,U.S.House,2,Reform,Montgomery,Duck Hill,4
Troy Ray,U.S.House,2,Independent,Montgomery,Duck Hill,18
Hillary Clinton,President,,Democrat,Montgomery,East Winona,313
Donald J. Trump,President,,Republican,Montgomery,East Winona,179
Darrell Castle,President,,Constitution,Montgomery,East Winona,2
Rocky' Roque De La Fuente,President,,American Delta,Montgomery,East Winona,0
Jim Hedges,President,,Prohibition,Montgomery,East Winona,3
Gary Johnson,President,,Libertarian,Montgomery,East Winona,2
Jill Stein,President,,Green,Montgomery,East Winona,3
John Bouie ii,U.S.House,2,Republican,Montgomery,East Winona,157
Bennie G. Thompson,U.S.House,2,Democrat,Montgomery,East Winona,324
Johnny McLeod,U.S.House,2,Reform,Montgomery,East Winona,5
Troy Ray,U.S.House,2,Independent,Montgomery,East Winona,12
Hillary Clinton,President,,Democrat,Montgomery,Kilmichael,227
Donald J. Trump,President,,Republican,Montgomery,Kilmichael,260
Darrell Castle,President,,Constitution,Montgomery,Kilmichael,3
Rocky' Roque De La Fuente,President,,American Delta,Montgomery,Kilmichael,0
Jim Hedges,President,,Prohibition,Montgomery,Kilmichael,1
Gary Johnson,President,,Libertarian,Montgomery,Kilmichael,7
Jill Stein,President,,Green,Montgomery,Kilmichael,2
John Bouie ii,U.S.House,2,Republican,Montgomery,Kilmichael,184
Bennie G. Thompson,U.S.House,2,Democrat,Montgomery,Kilmichael,266
Johnny McLeod,U.S.House,2,Reform,Montgomery,Kilmichael,11
Troy Ray,U.S.House,2,Independent,Montgomery,Kilmichael,18
Hillary Clinton,President,,Democrat,Montgomery,Lodi,139
Donald J. Trump,President,,Republican,Montgomery,Lodi,41
Darrell Castle,President,,Constitution,Montgomery,Lodi,0
Rocky' Roque De La Fuente,President,,American Delta,Montgomery,Lodi,0
Jim Hedges,President,,Prohibition,Montgomery,Lodi,1
Gary Johnson,President,,Libertarian,Montgomery,Lodi,2
Jill Stein,President,,Green,Montgomery,Lodi,0
John Bouie ii,U.S.House,2,Republican,Montgomery,Lodi,35
Bennie G. Thompson,U.S.House,2,Democrat,Montgomery,Lodi,147
