candidate,office,district,party,county,precinct,votes,winner,page
Darrell Castle,President,,Constitution,Clarke,Energy,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Energy,0,,2
Jim Hedges,President,,Prohibition,Clarke,Energy,0,,2
Gary Johnson,President,,Libertarian,Clarke,Energy,1,,2
Jill Stein,President,,Green,Clarke,Energy,0,,2
Gregg Harper,U.S. House,3,Republican,Clarke,Energy,174,,2
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Energy,10,,2
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Energy,6,,2
Lajena Sheets,U.S. House,3,Reform,Clarke,Energy,1,,2
Hillary Clinton,President,,Democrat,Clarke,Enterprise,195,,2
Donald J. Trump,President,,Republican,Clarke,Enterprise,956,,2
Darrell Castle,President,,Constitution,Clarke,Enterprise,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Enterprise,0,,2
Jim Hedges,President,,Prohibition,Clarke,Enterprise,0,,2
Gary Johnson,President,,Libertarian,Clarke,Enterprise,4,,2
Jill Stein,President,,Green,Clarke,Enterprise,0,,2
Gregg Harper,U.S. House,3,Republican,Clarke,Enterprise,939,,2
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Enterprise,161,,2
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Enterprise,27,,2
Lajena Sheets,U.S. House,3,Reform,Clarke,Enterprise,5,,2
Hillary Clinton,President,,Democrat,Clarke,Hopewell,74,,2
Donald J. Trump,President,,Republican,Clarke,Hopewell,55,,2
Darrell Castle,President,,Constitution,Clarke,Hopewell,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Hopewell,1,,2
Jim Hedges,President,,Prohibition,Clarke,Hopewell,0,,2
Gary Johnson,President,,Libertarian,Clarke,Hopewell,1,,2
Jill Stein,President,,Green,Clarke,Hopewell,0,,2
Gregg Harper,U.S. House,3,Republican,Clarke,Hopewell,63,,2
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Hopewell,64,,2
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Hopewell,3,,2
Lajena Sheets,U.S. House,3,Reform,Clarke,Hopewell,0,,2
Hillary Clinton,President,,Democrat,Clarke,Harmony Dist. 1,42,,2
Donald J. Trump,President,,Republican,Clarke,Harmony Dist. 1,83,,2
Darrell Castle,President,,Constitution,Clarke,Harmony Dist. 1,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Harmony Dist. 1,0,,2
Jim Hedges,President,,Prohibition,Clarke,Harmony Dist. 1,0,,2
Gary Johnson,President,,Libertarian,Clarke,Harmony Dist. 1,0,,2
Jill Stein,President,,Green,Clarke,Harmony Dist. 1,0,,2
Gregg Harper,U.S. House,3,Republican,Clarke,Harmony Dist. 1,84,,2
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Harmony Dist. 1,33,,2
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Harmony Dist. 1,4,,2
Lajena Sheets,U.S. House,3,Reform,Clarke,Harmony Dist. 1,0,,2
Hillary Clinton,President,,Democrat,Clarke,Harmony Dist. 2,105,,2
Donald J. Trump,President,,Republican,Clarke,Harmony Dist. 2,166,,2
Darrell Castle,President,,Constitution,Clarke,Harmony Dist. 2,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Harmony Dist. 2,0,,2
Jim Hedges,President,,Prohibition,Clarke,Harmony Dist. 2,0,,2
Gary Johnson,President,,Libertarian,Clarke,Harmony Dist. 2,1,,2
Jill Stein,President,,Green,Clarke,Harmony Dist. 2,1,,2
Gregg Harper,U.S. House,3,Republican,Clarke,Harmony Dist. 2,171,,2
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Harmony Dist. 2,86,,2
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Harmony Dist. 2,4,,2
Lajena Sheets,U.S. House,3,Reform,Clarke,Harmony Dist. 2,3,,2
Hillary Clinton,President,,Democrat,Clarke,Langsdale,36,,2
Donald J. Trump,President,,Republican,Clarke,Langsdale,15,,2
Darrell Castle,President,,Constitution,Clarke,Langsdale,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Langsdale,0,,2
Jim Hedges,President,,Prohibition,Clarke,Langsdale,0,,2
Gary Johnson,President,,Libertarian,Clarke,Langsdale,0,,2
Jill Stein,President,,Green,Clarke,Langsdale,0,,2
Gregg Harper,U.S. House,3,Republican,Clarke,Langsdale,X,,2
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Langsdale,X,,2
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Langsdale,X,,2
Lajena Sheets,U.S. House,3,Reform,Clarke,Langsdale,X,,2
Hillary Clinton,President,,Democrat,Clarke,Manassa,6,,2
Donald J. Trump,President,,Republican,Clarke,Manassa,100,,2
Darrell Castle,President,,Constitution,Clarke,Manassa,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Manassa,0,,2
Jim Hedges,President,,Prohibition,Clarke,Manassa,0,,2
Gary Johnson,President,,Libertarian,Clarke,Manassa,0,,2
Jill Stein,President,,Green,Clarke,Manassa,0,,2
Gregg Harper,U.S. House,3,Republican,Clarke,Manassa,X,,2
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Manassa,X,,2
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Manassa,X,,2
Lajena Sheets,U.S. House,3,Reform,Clarke,Manassa,X,,2
Hillary Clinton,President,,Democrat,Clarke,North Quitman,70,,3
Donald J. Trump,President,,Republican,Clarke,North Quitman,246,,3
Darrell Castle,President,,Constitution,Clarke,North Quitman,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,North Quitman,1,,3
Jim Hedges,President,,Prohibition,Clarke,North Quitman,0,,3
Gary Johnson,President,,Libertarian,Clarke,North Quitman,2,,3
Jill Stein,President,,Green,Clarke,North Quitman,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,North Quitman,255,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,North Quitman,56,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,North Quitman,7,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,North Quitman,4,,3
Hillary Clinton,President,,Democrat,Clarke,Oakgrove,216,,3
Donald J. Trump,President,,Republican,Clarke,Oakgrove,35,,3
Darrell Castle,President,,Constitution,Clarke,Oakgrove,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Oakgrove,0,,3
Jim Hedges,President,,Prohibition,Clarke,Oakgrove,0,,3
Gary Johnson,President,,Libertarian,Clarke,Oakgrove,1,,3
Jill Stein,President,,Green,Clarke,Oakgrove,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Oakgrove,62,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Oakgrove,172,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Oakgrove,6,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Oakgrove,5,,3
Hillary Clinton,President,,Democrat,Clarke,Pachuta,163,,3
Donald J. Trump,President,,Republican,Clarke,Pachuta,83,,3
Darrell Castle,President,,Constitution,Clarke,Pachuta,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Pachuta,0,,3
Jim Hedges,President,,Prohibition,Clarke,Pachuta,0,,3
Gary Johnson,President,,Libertarian,Clarke,Pachuta,1,,3
Jill Stein,President,,Green,Clarke,Pachuta,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Pachuta,88,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Pachuta,142,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Pachuta,5,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Pachuta,2,,3
Hillary Clinton,President,,Democrat,Clarke,Rolling Creek,18,,3
Donald J. Trump,President,,Republican,Clarke,Rolling Creek,189,,3
Darrell Castle,President,,Constitution,Clarke,Rolling Creek,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Rolling Creek,0,,3
Jim Hedges,President,,Prohibition,Clarke,Rolling Creek,0,,3
Gary Johnson,President,,Libertarian,Clarke,Rolling Creek,0,,3
Jill Stein,President,,Green,Clarke,Rolling Creek,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Rolling Creek,187,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Rolling Creek,12,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Rolling Creek,3,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Rolling Creek,0,,3
Hillary Clinton,President,,Democrat,Clarke,Shubuta,400,,3
Donald J. Trump,President,,Republican,Clarke,Shubuta,97,,3
Darrell Castle,President,,Constitution,Clarke,Shubuta,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Shubuta,0,,3
Jim Hedges,President,,Prohibition,Clarke,Shubuta,0,,3
Gary Johnson,President,,Libertarian,Clarke,Shubuta,4,,3
Jill Stein,President,,Green,Clarke,Shubuta,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Shubuta,X,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Shubuta,X,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Shubuta,X,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Shubuta,X,,3
Hillary Clinton,President,,Democrat,Clarke,Snell,2,,3
Donald J. Trump,President,,Republican,Clarke,Snell,152,,3
Darrell Castle,President,,Constitution,Clarke,Snell,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Snell,0,,3
Jim Hedges,President,,Prohibition,Clarke,Snell,0,,3
Gary Johnson,President,,Libertarian,Clarke,Snell,0,,3
Jill Stein,President,,Green,Clarke,Snell,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Snell,151,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Snell,3,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Snell,1,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Snell,0,,3
Hillary Clinton,President,,Democrat,Clarke,Souinlovie,24,,3
Donald J. Trump,President,,Republican,Clarke,Souinlovie,145,,3
Darrell Castle,President,,Constitution,Clarke,Souinlovie,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Souinlovie,0,,3
Jim Hedges,President,,Prohibition,Clarke,Souinlovie,0,,3
Gary Johnson,President,,Libertarian,Clarke,Souinlovie,2,,3
Jill Stein,President,,Green,Clarke,Souinlovie,1,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Souinlovie,146,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Souinlovie,21,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Souinlovie,3,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Souinlovie,1,,3
Hillary Clinton,President,,Democrat,Clarke,South Quitman,402,,3
Donald J. Trump,President,,Republican,Clarke,South Quitman,254,,3
Darrell Castle,President,,Constitution,Clarke,South Quitman,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,South Quitman,0,,3
Jim Hedges,President,,Prohibition,Clarke,South Quitman,1,,3
Gary Johnson,President,,Libertarian,Clarke,South Quitman,1,,3
Jill Stein,President,,Green,Clarke,South Quitman,4,,3
Gregg Harper,U.S. House,3,Republican,Clarke,South Quitman,291,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,South Quitman,335,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,South Quitman,16,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,South Quitman,5,,3
Hillary Clinton,President,,Democrat,Clarke,Springs,70,,3
Donald J. Trump,President,,Republican,Clarke,Springs,60,,3
Darrell Castle,President,,Constitution,Clarke,Springs,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Springs,0,,3
Jim Hedges,President,,Prohibition,Clarke,Springs,0,,3
Gary Johnson,President,,Libertarian,Clarke,Springs,0,,3
Jill Stein,President,,Green,Clarke,Springs,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Springs,X,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Springs,X,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Springs,X,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Springs,X,,3
Hillary Clinton,President,,Democrat,Clarke,Stonewall Dist. 3,69,,3
Donald J. Trump,President,,Republican,Clarke,Stonewall Dist. 3,322,,3
Darrell Castle,President,,Constitution,Clarke,Stonewall Dist. 3,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Stonewall Dist. 3,1,,3
Jim Hedges,President,,Prohibition,Clarke,Stonewall Dist. 3,0,,3
Gary Johnson,President,,Libertarian,Clarke,Stonewall Dist. 3,3,,3
Jill Stein,President,,Green,Clarke,Stonewall Dist. 3,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Stonewall Dist. 3,324,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Stonewall Dist. 3,51,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Stonewall Dist. 3,12,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Stonewall Dist. 3,3,,3
Hillary Clinton,President,,Democrat,Clarke,Stonewall Dist. 1,218,,3
Donald J. Trump,President,,Republican,Clarke,Stonewall Dist. 1,98,,3
Darrell Castle,President,,Constitution,Clarke,Stonewall Dist. 1,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Stonewall Dist. 1,0,,3
Jim Hedges,President,,Prohibition,Clarke,Stonewall Dist. 1,0,,3
Gary Johnson,President,,Libertarian,Clarke,Stonewall Dist. 1,1,,3
Jill Stein,President,,Green,Clarke,Stonewall Dist. 1,0,,3
Gregg Harper,U.S. House,3,Republican,Clarke,Stonewall Dist. 1,117,,3
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Stonewall Dist. 1,178,,3
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Stonewall Dist. 1,4,,3
Lajena Sheets,U.S. House,3,Reform,Clarke,Stonewall Dist. 1,2,,3
Hillary Clinton,President,,Democrat,Clarke,Union,35,,4
Donald J. Trump,President,,Republican,Clarke,Union,547,,4
Darrell Castle,President,,Constitution,Clarke,Union,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Clarke,Union,0,,4
Jim Hedges,President,,Prohibition,Clarke,Union,0,,4
Gary Johnson,President,,Libertarian,Clarke,Union,2,,4
Jill Stein,President,,Green,Clarke,Union,1,,4
Gregg Harper,U.S. House,3,Republican,Clarke,Union,541,,4
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,Union,25,,4
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,Union,17,,4
Lajena Sheets,U.S. House,3,Reform,Clarke,Union,1,,4
Hillary Clinton,President,,Democrat,Clarke,,2585,,
Donald J. Trump,President,,Republican,Clarke,,5137,TRUE,
Darrell Castle,President,,Constitution,Clarke,,21,,
Rocky' Roque De La Fuente,President,,American Delta,Clarke,,3,,
Jim Hedges,President,,Prohibition,Clarke,,1,,
Gary Johnson,President,,Libertarian,Clarke,,29,,
Jill Stein,President,,Green,Clarke,,15,,
Gregg Harper,U.S. House,3,Republican,Clarke,,4810,TRUE,
Dennis C. Quinn,U.S. House,3,Democrat,Clarke,,1649,,
Roger I. Gerrard,U.S. House,3,Veterans,Clarke,,155,,
Lajena Sheets,U.S. House,3,Reform,Clarke,,37,,
