candidate,office,district,party,county,precinct,votes
Hillary Clinton,President,,Democrat,Calhoun,Banner,38
Donald J. Trump,President,,Republican,Calhoun,Banner,347
Darrell Castle,President,,Constitution,Calhoun,Banner,0
Rocky' Roque De La Fuente,President,,American Delta,Calhoun,Banner,0
Jim Hedges,President,,Prohibition,Calhoun,Banner,0
Gary Johnson,President,,Libertarian,Calhoun,Banner,6
Jill Stein,President,,Green,Calhoun,Banner,1
Trent Kelly,U.S.House,1,Republican,Calhoun,Banner,352
Jacob Owens,U.S.House,1,Democrat,Calhoun,Banner,30
Cathy L. Toole,U.S.House,1,Reform,Calhoun,Banner,3
Chase Wilson,U.S.House,1,Libertarian,Calhoun,Banner,5
Hillary Clinton,President,,Democrat,Calhoun,Bruce #3,213
Donald J. Trump,President,,Republican,Calhoun,Bruce #3,695
Darrell Castle,President,,Constitution,Calhoun,Bruce #3,0
Rocky' Roque De La Fuente,President,,American Delta,Calhoun,Bruce #3,1
Jim Hedges,President,,Prohibition,Calhoun,Bruce #3,0
Gary Johnson,President,,Libertarian,Calhoun,Bruce #3,9
Jill Stein,President,,Green,Calhoun,Bruce #3,1
Trent Kelly,U.S.House,1,Republican,Calhoun,Bruce #3,722
Jacob Owens,U.S.House,1,Democrat,Calhoun,Bruce #3,173
Cathy L. Toole,U.S.House,1,Reform,Calhoun,Bruce #3,3
Chase Wilson,U.S.House,1,Libertarian,Calhoun,Bruce #3,13
Hillary Clinton,President,,Democrat,Calhoun,Calhoun city #1,380
Donald J. Trump,President,,Republican,Calhoun,Calhoun city #1,313
Darrell Castle,President,,Constitution,Calhoun,Calhoun city #1,4
Rocky' Roque De La Fuente,President,,American Delta,Calhoun,Calhoun city #1,1
Jim Hedges,President,,Prohibition,Calhoun,Calhoun city #1,0
Gary Johnson,President,,Libertarian,Calhoun,Calhoun city #1,5
Jill Stein,President,,Green,Calhoun,Calhoun city #1,1
Trent Kelly,U.S.House,1,Republican,Calhoun,Calhoun city #1,352
Jacob Owens,U.S.House,1,Democrat,Calhoun,Calhoun city #1,312
Cathy L. Toole,U.S.House,1,Reform,Calhoun,Calhoun city #1,10
Chase Wilson,U.S.House,1,Libertarian,Calhoun,Calhoun city #1,9
Hillary Clinton,President,,Democrat,Calhoun,Calhoun city 4,246
Donald J. Trump,President,,Republican,Calhoun,Calhoun city 4,775
Darrell Castle,President,,Constitution,Calhoun,Calhoun city 4,7
Rocky' Roque De La Fuente,President,,American Delta,Calhoun,Calhoun city 4,2
Jim Hedges,President,,Prohibition,Calhoun,Calhoun city 4,0
Gary Johnson,President,,Libertarian,Calhoun,Calhoun city 4,2
Jill Stein,President,,Green,Calhoun,Calhoun city 4,0
Trent Kelly,U.S.House,1,Republican,Calhoun,Calhoun city 4,816
Jacob Owens,U.S.House,1,Democrat,Calhoun,Calhoun city 4,178
Cathy L. Toole,U.S.House,1,Reform,Calhoun,Calhoun city 4,14
Chase Wilson,U.S.House,1,Libertarian,Calhoun,Calhoun city 4,8
Hillary Clinton,President,,Democrat,Calhoun,Derma #4,74
Donald J. Trump,President,,Republican,Calhoun,Derma #4,286
Darrell Castle,President,,Constitution,Calhoun,Derma #4,2
Rocky' Roque De La Fuente,President,,American Delta,Calhoun,Derma #4,0
Jim Hedges,President,,Prohibition,Calhoun,Derma #4,0
Gary Johnson,President,,Libertarian,Calhoun,Derma #4,1
Jill Stein,President,,Green,Calhoun,Derma #4,0
Trent Kelly,U.S.House,1,Republican,Calhoun,Derma #4,297
Jacob Owens,U.S.House,1,Democrat,Calhoun,Derma #4,54
Cathy L. Toole,U.S.House,1,Reform,Calhoun,Derma #4,4
Chase Wilson,U.S.House,1,Libertarian,Calhoun,Derma #4,5
Hillary Clinton,President,,Democrat,Calhoun,Derma #5,90
Donald J. Trump,President,,Republican,Calhoun,Derma #5,371
Darrell Castle,President,,Constitution,Calhoun,Derma #5,1
Rocky' Roque De La Fuente,President,,American Delta,Calhoun,Derma #5,0
Jim Hedges,President,,Prohibition,Calhoun,Derma #5,0
Gary Johnson,President,,Libertarian,Calhoun,Derma #5,3
Jill Stein,President,,Green,Calhoun,Derma #5,0
