candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Copiah,Beauregard,132,,2
Donald J. Trump,President,,Republican,Copiah,Beauregard,382,,2
Darrell Castle,President,,Constitution,Copiah,Beauregard,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Beauregard,0,,2
Jim Hedges,President,,Prohibition,Copiah,Beauregard,1,,2
Gary Johnson,President,,Libertarian,Copiah,Beauregard,4,,2
Jill Stein,President,,Green,Copiah,Beauregard,0,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Beauregard,304,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Beauregard,181,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Beauregard,12,,2
Troy Ray,U.S.House,2,Independent,Copiah,Beauregard,14,,2
Hillary Clinton,President,,Democrat,Copiah,Carpenter,130,,2
Donald J. Trump,President,,Republican,Copiah,Carpenter,51,,2
Darrell Castle,President,,Constitution,Copiah,Carpenter,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Carpenter,0,,2
Jim Hedges,President,,Prohibition,Copiah,Carpenter,0,,2
Gary Johnson,President,,Libertarian,Copiah,Carpenter,0,,2
Jill Stein,President,,Green,Copiah,Carpenter,1,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Carpenter,45,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Carpenter,132,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Carpenter,1,,2
Troy Ray,U.S.House,2,Independent,Copiah,Carpenter,1,,2
Hillary Clinton,President,,Democrat,Copiah,Centerpoint,303,,2
Donald J. Trump,President,,Republican,Copiah,Centerpoint,465,,2
Darrell Castle,President,,Constitution,Copiah,Centerpoint,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Centerpoint,0,,2
Jim Hedges,President,,Prohibition,Copiah,Centerpoint,3,,2
Gary Johnson,President,,Libertarian,Copiah,Centerpoint,2,,2
Jill Stein,President,,Green,Copiah,Centerpoint,2,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Centerpoint,364,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Centerpoint,367,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Centerpoint,12,,2
Troy Ray,U.S.House,2,Independent,Copiah,Centerpoint,17,,2
Hillary Clinton,President,,Democrat,Copiah,Crystal Springs East,683,,2
Donald J. Trump,President,,Republican,Copiah,Crystal Springs East,1214,,2
Darrell Castle,President,,Constitution,Copiah,Crystal Springs East,6,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Crystal Springs East,0,,2
Jim Hedges,President,,Prohibition,Copiah,Crystal Springs East,3,,2
Gary Johnson,President,,Libertarian,Copiah,Crystal Springs East,15,,2
Jill Stein,President,,Green,Copiah,Crystal Springs East,2,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Crystal Springs East,1027,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Crystal Springs East,752,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Crystal Springs East,60,,2
Troy Ray,U.S.House,2,Independent,Copiah,Crystal Springs East,45,,2
Hillary Clinton,President,,Democrat,Copiah,Crystal Springs North,266,,2
Donald J. Trump,President,,Republican,Copiah,Crystal Springs North,76,,2
Darrell Castle,President,,Constitution,Copiah,Crystal Springs North,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Crystal Springs North,1,,2
Jim Hedges,President,,Prohibition,Copiah,Crystal Springs North,0,,2
Gary Johnson,President,,Libertarian,Copiah,Crystal Springs North,2,,2
Jill Stein,President,,Green,Copiah,Crystal Springs North,2,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Crystal Springs North,71,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Crystal Springs North,272,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Crystal Springs North,3,,2
Troy Ray,U.S.House,2,Independent,Copiah,Crystal Springs North,1,,2
Hillary Clinton,President,,Democrat,Copiah,Crystal Springs South,1145,,2
Donald J. Trump,President,,Republican,Copiah,Crystal Springs South,455,,2
Darrell Castle,President,,Constitution,Copiah,Crystal Springs South,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Crystal Springs South,0,,2
Jim Hedges,President,,Prohibition,Copiah,Crystal Springs South,1,,2
Gary Johnson,President,,Libertarian,Copiah,Crystal Springs South,10,,2
Jill Stein,President,,Green,Copiah,Crystal Springs South,1,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Crystal Springs South,378,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Crystal Springs South,1146,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Crystal Springs South,29,,2
Troy Ray,U.S.House,2,Independent,Copiah,Crystal Springs South,32,,2
Hillary Clinton,President,,Democrat,Copiah,Crystal Springs West,359,,2
Donald J. Trump,President,,Republican,Copiah,Crystal Springs West,493,,2
Darrell Castle,President,,Constitution,Copiah,Crystal Springs West,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Crystal Springs West,0,,2
Jim Hedges,President,,Prohibition,Copiah,Crystal Springs West,0,,2
