candidate,office,district,party,county,precinct,votes,winner,page
Gary Johnson,President,,Libertarian,Copiah,Crystal Springs West,8,,2
Jill Stein,President,,Green,Copiah,Crystal Springs West,0,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Crystal Springs West,422,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Crystal Springs West,387,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Crystal Springs West,17,,2
Troy Ray,U.S.House,2,Independent,Copiah,Crystal Springs West,13,,2
Hillary Clinton,President,,Democrat,Copiah,Dentville,42,,2
Donald J. Trump,President,,Republican,Copiah,Dentville,144,,2
Darrell Castle,President,,Constitution,Copiah,Dentville,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Dentville,2,,2
Jim Hedges,President,,Prohibition,Copiah,Dentville,0,,2
Gary Johnson,President,,Libertarian,Copiah,Dentville,0,,2
Jill Stein,President,,Green,Copiah,Dentville,1,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Dentville,94,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Dentville,79,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Dentville,9,,2
Troy Ray,U.S.House,2,Independent,Copiah,Dentville,4,,2
Hillary Clinton,President,,Democrat,Copiah,Gallman,769,,2
Donald J. Trump,President,,Republican,Copiah,Gallman,646,,2
Darrell Castle,President,,Constitution,Copiah,Gallman,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Gallman,3,,2
Jim Hedges,President,,Prohibition,Copiah,Gallman,2,,2
Gary Johnson,President,,Libertarian,Copiah,Gallman,7,,2
Jill Stein,President,,Green,Copiah,Gallman,3,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Gallman,542,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Gallman,807,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Gallman,27,,2
Troy Ray,U.S.House,2,Independent,Copiah,Gallman,30,,2
Hillary Clinton,President,,Democrat,Copiah,Georgetown North,175,,2
Donald J. Trump,President,,Republican,Copiah,Georgetown North,90,,2
Darrell Castle,President,,Constitution,Copiah,Georgetown North,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Georgetown North,0,,2
Jim Hedges,President,,Prohibition,Copiah,Georgetown North,1,,2
Gary Johnson,President,,Libertarian,Copiah,Georgetown North,1,,2
Jill Stein,President,,Green,Copiah,Georgetown North,0,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Georgetown North,72,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Georgetown North,180,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Georgetown North,7,,2
Troy Ray,U.S.House,2,Independent,Copiah,Georgetown North,6,,2
Hillary Clinton,President,,Democrat,Copiah,Georgetown South,127,,2
Donald J. Trump,President,,Republican,Copiah,Georgetown South,226,,2
Darrell Castle,President,,Constitution,Copiah,Georgetown South,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Georgetown South,0,,2
Jim Hedges,President,,Prohibition,Copiah,Georgetown South,0,,2
Gary Johnson,President,,Libertarian,Copiah,Georgetown South,1,,2
Jill Stein,President,,Green,Copiah,Georgetown South,0,,2
John Bouie ii,U.S.House,2,Republican,Copiah,Georgetown South,167,,2
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Georgetown South,144,,2
Johnny McLeod,U.S.House,2,Reform,Copiah,Georgetown South,17,,2
Troy Ray,U.S.House,2,Independent,Copiah,Georgetown South,9,,2
Hillary Clinton,President,,Democrat,Copiah,Hazlehurst East,1022,,3
Donald J. Trump,President,,Republican,Copiah,Hazlehurst East,49,,3
Darrell Castle,President,,Constitution,Copiah,Hazlehurst East,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Hazlehurst East,0,,3
Jim Hedges,President,,Prohibition,Copiah,Hazlehurst East,3,,3
Gary Johnson,President,,Libertarian,Copiah,Hazlehurst East,5,,3
Jill Stein,President,,Green,Copiah,Hazlehurst East,0,,3
John Bouie ii,U.S.House,2,Republican,Copiah,Hazlehurst East,45,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Hazlehurst East,1008,,3
Johnny McLeod,U.S.House,2,Reform,Copiah,Hazlehurst East,10,,3
Troy Ray,U.S.House,2,Independent,Copiah,Hazlehurst East,7,,3
Hillary Clinton,President,,Democrat,Copiah,Hazlehurst North,104,,3
Donald J. Trump,President,,Republican,Copiah,Hazlehurst North,45,,3
Darrell Castle,President,,Constitution,Copiah,Hazlehurst North,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Hazlehurst North,0,,3
Jim Hedges,President,,Prohibition,Copiah,Hazlehurst North,0,,3
Gary Johnson,President,,Libertarian,Copiah,Hazlehurst North,0,,3
Jill Stein,President,,Green,Copiah,Hazlehurst North,0,,3
John Bouie ii,U.S.House,2,Republican,Copiah,Hazlehurst North,31,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Hazlehurst North,104,,3
Johnny McLeod,U.S.House,2,Reform,Copiah,Hazlehurst North,2,,3
Troy Ray,U.S.House,2,Independent,Copiah,Hazlehurst North,7,,3
Hillary Clinton,President,,Democrat,Copiah,Hazlehurst South,193,,3
Donald J. Trump,President,,Republican,Copiah,Hazlehurst South,127,,3
Darrell Castle,President,,Constitution,Copiah,Hazlehurst South,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Hazlehurst South,0,,3
Jim Hedges,President,,Prohibition,Copiah,Hazlehurst South,0,,3
Gary Johnson,President,,Libertarian,Copiah,Hazlehurst South,1,,3
Jill Stein,President,,Green,Copiah,Hazlehurst South,0,,3
John Bouie ii,U.S.House,2,Republican,Copiah,Hazlehurst South,80,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Hazlehurst South,220,,3
Johnny McLeod,U.S.House,2,Reform,Copiah,Hazlehurst South,4,,3
Troy Ray,U.S.House,2,Independent,Copiah,Hazlehurst South,8,,3
Hillary Clinton,President,,Democrat,Copiah,Hazlehurst West,836,,3
Donald J. Trump,President,,Republican,Copiah,Hazlehurst West,224,,3
Darrell Castle,President,,Constitution,Copiah,Hazlehurst West,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Hazlehurst West,0,,3
Jim Hedges,President,,Prohibition,Copiah,Hazlehurst West,2,,3
Gary Johnson,President,,Libertarian,Copiah,Hazlehurst West,3,,3
Jill Stein,President,,Green,Copiah,Hazlehurst West,1,,3
John Bouie ii,U.S.House,2,Republican,Copiah,Hazlehurst West,170,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Hazlehurst West,860,,3
Johnny McLeod,U.S.House,2,Reform,Copiah,Hazlehurst West,16,,3
Troy Ray,U.S.House,2,Independent,Copiah,Hazlehurst West,11,,3
Hillary Clinton,President,,Democrat,Copiah,Martinsville,249,,3
Donald J. Trump,President,,Republican,Copiah,Martinsville,223,,3
Darrell Castle,President,,Constitution,Copiah,Martinsville,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Martinsville,0,,3
Jim Hedges,President,,Prohibition,Copiah,Martinsville,0,,3
Gary Johnson,President,,Libertarian,Copiah,Martinsville,0,,3
Jill Stein,President,,Green,Copiah,Martinsville,0,,3
John Bouie ii,U.S.House,2,Republican,Copiah,Martinsville,177,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Martinsville,281,,3
Johnny McLeod,U.S.House,2,Reform,Copiah,Martinsville,6,,3
Troy Ray,U.S.House,2,Independent,Copiah,Martinsville,7,,3
Hillary Clinton,President,,Democrat,Copiah,Shady Grove,88,,3
Donald J. Trump,President,,Republican,Copiah,Shady Grove,312,,3
Darrell Castle,President,,Constitution,Copiah,Shady Grove,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Shady Grove,0,,3
Jim Hedges,President,,Prohibition,Copiah,Shady Grove,0,,3
Gary Johnson,President,,Libertarian,Copiah,Shady Grove,2,,3
Jill Stein,President,,Green,Copiah,Shady Grove,1,,3
John Bouie ii,U.S.House,2,Republican,Copiah,Shady Grove,229,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Shady Grove,147,,3
Johnny McLeod,U.S.House,2,Reform,Copiah,Shady Grove,8,,3
Troy Ray,U.S.House,2,Independent,Copiah,Shady Grove,8,,3
Hillary Clinton,President,,Democrat,Copiah,Stronghope Union,31,,3
Donald J. Trump,President,,Republican,Copiah,Stronghope Union,336,,3
Darrell Castle,President,,Constitution,Copiah,Stronghope Union,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Stronghope Union,0,,3
Jim Hedges,President,,Prohibition,Copiah,Stronghope Union,0,,3
Gary Johnson,President,,Libertarian,Copiah,Stronghope Union,2,,3
Jill Stein,President,,Green,Copiah,Stronghope Union,1,,3
John Bouie ii,U.S.House,2,Republican,Copiah,Stronghope Union,256,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Stronghope Union,73,,3
Johnny McLeod,U.S.House,2,Reform,Copiah,Stronghope Union,20,,3
Troy Ray,U.S.House,2,Independent,Copiah,Stronghope Union,7,,3
Hillary Clinton,President,,Democrat,Copiah,Wesson,87,,3
Donald J. Trump,President,,Republican,Copiah,Wesson,545,,3
Darrell Castle,President,,Constitution,Copiah,Wesson,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,Wesson,1,,3
Jim Hedges,President,,Prohibition,Copiah,Wesson,0,,3
Gary Johnson,President,,Libertarian,Copiah,Wesson,10,,3
Jill Stein,President,,Green,Copiah,Wesson,1,,3
John Bouie ii,U.S.House,2,Republican,Copiah,Wesson,451,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,Wesson,139,,3
Johnny McLeod,U.S.House,2,Reform,Copiah,Wesson,19,,3
Troy Ray,U.S.House,2,Independent,Copiah,Wesson,20,,3
Hillary Clinton,President,,Democrat,Copiah,,6741,TRUE,3
Donald J. Trump,President,,Republican,Copiah,,6103,,3
Darrell Castle,President,,Constitution,Copiah,,26,,3
Rocky' Roque De La Fuente,President,,American Delta,Copiah,,7,,3
Jim Hedges,President,,Prohibition,Copiah,,16,,3
Gary Johnson,President,,Libertarian,Copiah,,73,,3
Jill Stein,President,,Green,Copiah,,16,,3
John Bouie ii,U.S.House,2,Republican,Copiah,,4925,,3
Bennie G. Thompson,U.S.House,2,Democrat,Copiah,,7279,TRUE,3
Johnny McLeod,U.S.House,2,Reform,Copiah,,279,,3
Troy Ray,U.S.House,2,Independent,Copiah,,247,,3
