candidate,office,district,party,county,precinct,votes,winner,page
Jill Stein,President,,Green,Lowndes,East Columbus gym,5,,2
Trent Kelly,U.S.House,1,Republican,Lowndes,East Columbus gym,717,,2
Jacob Owens,U.S.House,1,Democrat,Lowndes,East Columbus gym,1024,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndes,East Columbus gym,31,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndes,East Columbus gym,34,,2
Hillary Clinton,President,,Democrat,Lowndes,First Assembly,729,,2
Donald J. Trump,President,,Republican,Lowndes,First Assembly,1905,,2
Darrell Castle,President,,Constitution,Lowndes,First Assembly,6,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,First Assembly,2,,2
Jim Hedges,President,,Prohibition,Lowndes,First Assembly,0,,2
Gary Johnson,President,,Libertarian,Lowndes,First Assembly,53,,2
Jill Stein,President,,Green,Lowndes,First Assembly,12,,2
Trent Kelly,U.S.House,1,Republican,Lowndes,First Assembly,1985,,2
Jacob Owens,U.S.House,1,Democrat,Lowndes,First Assembly,566,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndes,First Assembly,29,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndes,First Assembly,87,,2
Hillary Clinton,President,,Democrat,Lowndes,Hunt,1126,,2
Donald J. Trump,President,,Republican,Lowndes,Hunt,14,,2
Darrell Castle,President,,Constitution,Lowndes,Hunt,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Hunt,0,,2
Jim Hedges,President,,Prohibition,Lowndes,Hunt,0,,2
Gary Johnson,President,,Libertarian,Lowndes,Hunt,1,,2
Jill Stein,President,,Green,Lowndes,Hunt,2,,2
Trent Kelly,U.S.House,1,Republican,Lowndes,Hunt,78,,2
Jacob Owens,U.S.House,1,Democrat,Lowndes,Hunt,969,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Hunt,14,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Hunt,15,,2
Hillary Clinton,President,,Democrat,Lowndes,Immanuel,234,,2
Donald J. Trump,President,,Republican,Lowndes,Immanuel,413,,2
Darrell Castle,President,,Constitution,Lowndes,Immanuel,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Immanuel,0,,2
Jim Hedges,President,,Prohibition,Lowndes,Immanuel,0,,2
Gary Johnson,President,,Libertarian,Lowndes,Immanuel,9,,2
Jill Stein,President,,Green,Lowndes,Immanuel,1,,2
Trent Kelly,U.S.House,1,Republican,Lowndes,Immanuel,422,,2
Jacob Owens,U.S.House,1,Democrat,Lowndes,Immanuel,208,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Immanuel,6,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Immanuel,17,,2
Hillary Clinton,President,,Democrat,Lowndes,National Guard Armory,1820,,2
Donald J. Trump,President,,Republican,Lowndes,National Guard Armory,379,,2
Darrell Castle,President,,Constitution,Lowndes,National Guard Armory,9,,2
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,National Guard Armory,2,,2
Jim Hedges,President,,Prohibition,Lowndes,National Guard Armory,0,,2
Gary Johnson,President,,Libertarian,Lowndes,National Guard Armory,13,,2
Jill Stein,President,,Green,Lowndes,National Guard Armory,11,,2
Trent Kelly,U.S.House,1,Republican,Lowndes,National Guard Armory,470,,2
Jacob Owens,U.S.House,1,Democrat,Lowndes,National Guard Armory,1601,,2
Cathy L. Toole,U.S.House,1,Reform,Lowndes,National Guard Armory,35,,2
Chase Wilson,U.S.House,1,Libertarian,Lowndes,National Guard Armory,33,,2
Hillary Clinton,President,,Democrat,Lowndes,New Hope,582,,3
Donald J. Trump,President,,Republican,Lowndes,New Hope,2972,,3
Darrell Castle,President,,Constitution,Lowndes,New Hope,12,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,New Hope,0,,3
Jim Hedges,President,,Prohibition,Lowndes,New Hope,1,,3
Gary Johnson,President,,Libertarian,Lowndes,New Hope,36,,3
Jill Stein,President,,Green,Lowndes,New Hope,11,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,New Hope,2974,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,New Hope,491,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,New Hope,25,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,New Hope,65,,3
Hillary Clinton,President,,Democrat,Lowndes,Plum Grove,298,,3
Donald J. Trump,President,,Republican,Lowndes,Plum Grove,22,,3
Darrell Castle,President,,Constitution,Lowndes,Plum Grove,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Plum Grove,0,,3
Jim Hedges,President,,Prohibition,Lowndes,Plum Grove,0,,3
Gary Johnson,President,,Libertarian,Lowndes,Plum Grove,1,,3
Jill Stein,President,,Green,Lowndes,Plum Grove,0,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,Plum Grove,38,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,Plum Grove,254,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Plum Grove,2,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Plum Grove,5,,3
Hillary Clinton,President,,Democrat,Lowndes,Propst Paric Community Hut,270,,3
Donald J. Trump,President,,Republican,Lowndes,Propst Paric Community Hut,11,,3
Darrell Castle,President,,Constitution,Lowndes,Propst Paric Community Hut,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Propst Paric Community Hut,0,,3
Jim Hedges,President,,Prohibition,Lowndes,Propst Paric Community Hut,0,,3
Gary Johnson,President,,Libertarian,Lowndes,Propst Paric Community Hut,2,,3
Jill Stein,President,,Green,Lowndes,Propst Paric Community Hut,1,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,Propst Paric Community Hut,35,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,Propst Paric Community Hut,208,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Propst Paric Community Hut,9,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Propst Paric Community Hut,8,,3
Hillary Clinton,President,,Democrat,Lowndes,Rural Hill,444,,3
Donald J. Trump,President,,Republican,Lowndes,Rural Hill,1349,,3
Darrell Castle,President,,Constitution,Lowndes,Rural Hill,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Rural Hill,0,,3
Jim Hedges,President,,Prohibition,Lowndes,Rural Hill,0,,3
Gary Johnson,President,,Libertarian,Lowndes,Rural Hill,23,,3
Jill Stein,President,,Green,Lowndes,Rural Hill,1,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,Rural Hill,1337,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,Rural Hill,398,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Rural Hill,15,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Rural Hill,39,,3
Hillary Clinton,President,,Democrat,Lowndes,Steens,62,,3
Donald J. Trump,President,,Republican,Lowndes,Steens,410,,3
Darrell Castle,President,,Constitution,Lowndes,Steens,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Steens,2,,3
Jim Hedges,President,,Prohibition,Lowndes,Steens,0,,3
Gary Johnson,President,,Libertarian,Lowndes,Steens,6,,3
Jill Stein,President,,Green,Lowndes,Steens,2,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,Steens,399,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,Steens,51,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Steens,6,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Steens,15,,3
Hillary Clinton,President,,Democrat,Lowndes,Towsend Park,842,,3
Donald J. Trump,President,,Republican,Lowndes,Towsend Park,68,,3
Darrell Castle,President,,Constitution,Lowndes,Towsend Park,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Towsend Park,0,,3
Jim Hedges,President,,Prohibition,Lowndes,Towsend Park,1,,3
Gary Johnson,President,,Libertarian,Lowndes,Towsend Park,6,,3
Jill Stein,President,,Green,Lowndes,Towsend Park,6,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,Towsend Park,111,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,Towsend Park,730,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Towsend Park,16,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Towsend Park,12,,3
Hillary Clinton,President,,Democrat,Lowndes,Trinity,510,,3
Donald J. Trump,President,,Republican,Lowndes,Trinity,246,,3
Darrell Castle,President,,Constitution,Lowndes,Trinity,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Trinity,1,,3
Jim Hedges,President,,Prohibition,Lowndes,Trinity,1,,3
Gary Johnson,President,,Libertarian,Lowndes,Trinity,7,,3
Jill Stein,President,,Green,Lowndes,Trinity,7,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,Trinity,252,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,Trinity,446,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Trinity,13,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Trinity,16,,3
Hillary Clinton,President,,Democrat,Lowndes,Union Academy,607,,3
Donald J. Trump,President,,Republican,Lowndes,Union Academy,101,,3
Darrell Castle,President,,Constitution,Lowndes,Union Academy,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,Union Academy,1,,3
Jim Hedges,President,,Prohibition,Lowndes,Union Academy,1,,3
Gary Johnson,President,,Libertarian,Lowndes,Union Academy,5,,3
Jill Stein,President,,Green,Lowndes,Union Academy,2,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,Union Academy,172,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,Union Academy,459,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,Union Academy,11,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,Union Academy,19,,3
Hillary Clinton,President,,Democrat,Lowndes,University,282,,3
Donald J. Trump,President,,Republican,Lowndes,University,342,,3
Darrell Castle,President,,Constitution,Lowndes,University,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,University,1,,3
Jim Hedges,President,,Prohibition,Lowndes,University,1,,3
Gary Johnson,President,,Libertarian,Lowndes,University,15,,3
Jill Stein,President,,Green,Lowndes,University,10,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,University,386,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,University,217,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,University,7,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,University,25,,3
Hillary Clinton,President,,Democrat,Lowndes,West lowndes,246,,3
Donald J. Trump,President,,Republican,Lowndes,West lowndes,658,,3
Darrell Castle,President,,Constitution,Lowndes,West lowndes,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,West lowndes,1,,3
Jim Hedges,President,,Prohibition,Lowndes,West lowndes,0,,3
Gary Johnson,President,,Libertarian,Lowndes,West lowndes,15,,3
Jill Stein,President,,Green,Lowndes,West lowndes,7,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,West lowndes,681,,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,West lowndes,203,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,West lowndes,7,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,West lowndes,20,,3
Hillary Clinton,President,,Democrat,Lowndes,,11819,,3
Donald J. Trump,President,,Republican,Lowndes,,13271,TRUE,3
Darrell Castle,President,,Constitution,Lowndes,,72,,3
Rocky' Roque De La Fuente,President,,American Delta,Lowndes,,14,,3
Jim Hedges,President,,Prohibition,Lowndes,,9,,3
Gary Johnson,President,,Libertarian,Lowndes,,295,,3
Jill Stein,President,,Green,Lowndes,,95,,3
Trent Kelly,U.S.House,1,Republican,Lowndes,,13853,TRUE,3
Jacob Owens,U.S.House,1,Democrat,Lowndes,,10037,,3
Cathy L. Toole,U.S.House,1,Reform,Lowndes,,296,,3
Chase Wilson,U.S.House,1,Libertarian,Lowndes,,550,,3
