candidate,office,district,party,county,precinct,votes,winner,page
Mark Gladney,U.S.House,4,Democrat,Lamar,Richburg,352,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Richburg,1053,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Richburg,120,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Richburg,20,,2
Hillary Clinton,President,,Democrat,Lamar,Northeast Lamar,468,,2
Donald J. Trump,President,,Republican,Lamar,Northeast Lamar,576,,2
Darrell Castle,President,,Constitution,Lamar,Northeast Lamar,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Northeast Lamar,0,,2
Jim Hedges,President,,Prohibition,Lamar,Northeast Lamar,0,,2
Gary Johnson,President,,Libertarian,Lamar,Northeast Lamar,31,,2
Jill Stein,President,,Green,Lamar,Northeast Lamar,9,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Northeast Lamar,411,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Northeast Lamar,572,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Northeast Lamar,67,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Northeast Lamar,18,,2
Hillary Clinton,President,,Democrat,Lamar,Lumberton,564,,2
Donald J. Trump,President,,Republican,Lamar,Lumberton,578,,2
Darrell Castle,President,,Constitution,Lamar,Lumberton,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Lumberton,2,,2
Jim Hedges,President,,Prohibition,Lamar,Lumberton,1,,2
Gary Johnson,President,,Libertarian,Lamar,Lumberton,5,,2
Jill Stein,President,,Green,Lamar,Lumberton,4,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Lumberton,459,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Lumberton,615,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Lumberton,27,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Lumberton,34,,2
Hillary Clinton,President,,Democrat,Lamar,South Purvis,118,,2
Donald J. Trump,President,,Republican,Lamar,South Purvis,1313,,2
Darrell Castle,President,,Constitution,Lamar,South Purvis,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,South Purvis,1,,2
Jim Hedges,President,,Prohibition,Lamar,South Purvis,1,,2
Gary Johnson,President,,Libertarian,Lamar,South Purvis,18,,2
Jill Stein,President,,Green,Lamar,South Purvis,1,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,South Purvis,127,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,South Purvis,1229,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,South Purvis,77,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,South Purvis,16,,2
Hillary Clinton,President,,Democrat,Lamar,Yawn,11,,2
Donald J. Trump,President,,Republican,Lamar,Yawn,204,,2
Darrell Castle,President,,Constitution,Lamar,Yawn,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Yawn,0,,2
Jim Hedges,President,,Prohibition,Lamar,Yawn,0,,2
Gary Johnson,President,,Libertarian,Lamar,Yawn,0,,2
Jill Stein,President,,Green,Lamar,Yawn,0,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Yawn,11,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Yawn,193,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Yawn,4,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Yawn,7,,2
Hillary Clinton,President,,Democrat,Lamar,Wesley Manor,451,,2
Donald J. Trump,President,,Republican,Lamar,Wesley Manor,381,,2
Darrell Castle,President,,Constitution,Lamar,Wesley Manor,8,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Wesley Manor,1,,2
Jim Hedges,President,,Prohibition,Lamar,Wesley Manor,0,,2
Gary Johnson,President,,Libertarian,Lamar,Wesley Manor,21,,2
Jill Stein,President,,Green,Lamar,Wesley Manor,3,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Wesley Manor,405,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Wesley Manor,365,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Wesley Manor,56,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Wesley Manor,23,,2
Hillary Clinton,President,,Democrat,Lamar,Westover,216,,2
Donald J. Trump,President,,Republican,Lamar,Westover,75,,2
Darrell Castle,President,,Constitution,Lamar,Westover,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Westover,0,,2
Jim Hedges,President,,Prohibition,Lamar,Westover,1,,2
Gary Johnson,President,,Libertarian,Lamar,Westover,14,,2
Jill Stein,President,,Green,Lamar,Westover,3,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Westover,182,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Westover,110,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Westover,9,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Westover,8,,2
Hillary Clinton,President,,Democrat,Lamar,Pine Grove,15,,2
Donald J. Trump,President,,Republican,Lamar,Pine Grove,468,,2
Darrell Castle,President,,Constitution,Lamar,Pine Grove,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Pine Grove,0,,2
Jim Hedges,President,,Prohibition,Lamar,Pine Grove,0,,2
Gary Johnson,President,,Libertarian,Lamar,Pine Grove,6,,2
Jill Stein,President,,Green,Lamar,Pine Grove,1,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Pine Grove,21,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Pine Grove,421,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Pine Grove,34,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Pine Grove,10,,2
Hillary Clinton,President,,Democrat,Lamar,Baxterville,6,,2
Donald J. Trump,President,,Republican,Lamar,Baxterville,339,,2
Darrell Castle,President,,Constitution,Lamar,Baxterville,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Baxterville,0,,2
Jim Hedges,President,,Prohibition,Lamar,Baxterville,0,,2
Gary Johnson,President,,Libertarian,Lamar,Baxterville,3,,2
Jill Stein,President,,Green,Lamar,Baxterville,0,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Baxterville,25,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Baxterville,289,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Baxterville,21,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Baxterville,4,,2
Hillary Clinton,President,,Democrat,Lamar,Greenville,20,,3
Donald J. Trump,President,,Republican,Lamar,Greenville,719,,3
Darrell Castle,President,,Constitution,Lamar,Greenville,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Greenville,0,,3
Jim Hedges,President,,Prohibition,Lamar,Greenville,0,,3
Gary Johnson,President,,Libertarian,Lamar,Greenville,2,,3
Jill Stein,President,,Green,Lamar,Greenville,0,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Greenville,38,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Greenville,649,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Greenville,33,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Greenville,17,,3
Hillary Clinton,President,,Democrat,Lamar,Purvis,283,,3
Donald J. Trump,President,,Republican,Lamar,Purvis,1400,,3
Darrell Castle,President,,Constitution,Lamar,Purvis,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Purvis,0,,3
Jim Hedges,President,,Prohibition,Lamar,Purvis,0,,3
Gary Johnson,President,,Libertarian,Lamar,Purvis,18,,3
Jill Stein,President,,Green,Lamar,Purvis,2,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Purvis,267,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Purvis,1321,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Purvis,87,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Purvis,30,,3
Hillary Clinton,President,,Democrat,Lamar,Arnold Line,271,,3
Donald J. Trump,President,,Republican,Lamar,Arnold Line,456,,3
Darrell Castle,President,,Constitution,Lamar,Arnold Line,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Arnold Line,1,,3
Jim Hedges,President,,Prohibition,Lamar,Arnold Line,0,,3
Gary Johnson,President,,Libertarian,Lamar,Arnold Line,15,,3
Jill Stein,President,,Green,Lamar,Arnold Line,4,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Arnold Line,246,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Arnold Line,452,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Arnold Line,35,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Arnold Line,10,,3
Hillary Clinton,President,,Democrat,Lamar,Mill Creek,60,,3
Donald J. Trump,President,,Republican,Lamar,Mill Creek,393,,3
Darrell Castle,President,,Constitution,Lamar,Mill Creek,5,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Mill Creek,0,,3
Jim Hedges,President,,Prohibition,Lamar,Mill Creek,0,,3
Gary Johnson,President,,Libertarian,Lamar,Mill Creek,5,,3
Jill Stein,President,,Green,Lamar,Mill Creek,0,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Mill Creek,55,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Mill Creek,371,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Mill Creek,26,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Mill Creek,8,,3
Hillary Clinton,President,,Democrat,Lamar,Midway,128,,3
Donald J. Trump,President,,Republican,Lamar,Midway,1099,,3
Darrell Castle,President,,Constitution,Lamar,Midway,11,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Midway,0,,3
Jim Hedges,President,,Prohibition,Lamar,Midway,0,,3
Gary Johnson,President,,Libertarian,Lamar,Midway,19,,3
Jill Stein,President,,Green,Lamar,Midway,2,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Midway,145,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Midway,1010,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Midway,72,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Midway,22,,3
Hillary Clinton,President,,Democrat,Lamar,Oak Grove,283,,3
Donald J. Trump,President,,Republican,Lamar,Oak Grove,1146,,3
Darrell Castle,President,,Constitution,Lamar,Oak Grove,7,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Oak Grove,2,,3
Jim Hedges,President,,Prohibition,Lamar,Oak Grove,0,,3
Gary Johnson,President,,Libertarian,Lamar,Oak Grove,38,,3
Jill Stein,President,,Green,Lamar,Oak Grove,3,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Oak Grove,288,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Oak Grove,1084,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Oak Grove,85,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Oak Grove,19,,3
Hillary Clinton,President,,Democrat,Lamar,Lake Serene,291,,3
Donald J. Trump,President,,Republican,Lamar,Lake Serene,1865,,3
Darrell Castle,President,,Constitution,Lamar,Lake Serene,8,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Lake Serene,1,,3
Jim Hedges,President,,Prohibition,Lamar,Lake Serene,2,,3
Gary Johnson,President,,Libertarian,Lamar,Lake Serene,52,,3
Jill Stein,President,,Green,Lamar,Lake Serene,2,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Lake Serene,279,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Lake Serene,1779,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Lake Serene,147,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Lake Serene,19,,3
Hillary Clinton,President,,Democrat,Lamar,Kingsmill,130,,3
Donald J. Trump,President,,Republican,Lamar,Kingsmill,1100,,3
Darrell Castle,President,,Constitution,Lamar,Kingsmill,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Kingsmill,0,,3
Jim Hedges,President,,Prohibition,Lamar,Kingsmill,1,,3
Gary Johnson,President,,Libertarian,Lamar,Kingsmill,21,,3
Jill Stein,President,,Green,Lamar,Kingsmill,2,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Kingsmill,142,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Kingsmill,1028,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Kingsmill,70,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Kingsmill,11,,3
Hillary Clinton,President,,Democrat,Lamar,Breland,509,,3
Donald J. Trump,President,,Republican,Lamar,Breland,1528,,3
Darrell Castle,President,,Constitution,Lamar,Breland,9,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Breland,3,,3
Jim Hedges,President,,Prohibition,Lamar,Breland,0,,3
Gary Johnson,President,,Libertarian,Lamar,Breland,52,,3
Jill Stein,President,,Green,Lamar,Breland,6,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Breland,478,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Breland,1456,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Breland,136,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Breland,18,,3
Hillary Clinton,President,,Democrat,Lamar,Oloh,30,,3
Donald J. Trump,President,,Republican,Lamar,Oloh,555,,3
Darrell Castle,President,,Constitution,Lamar,Oloh,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Oloh,0,,3
Jim Hedges,President,,Prohibition,Lamar,Oloh,0,,3
Gary Johnson,President,,Libertarian,Lamar,Oloh,5,,3
Jill Stein,President,,Green,Lamar,Oloh,4,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Oloh,41,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Oloh,512,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Oloh,22,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Oloh,14,,3
Hillary Clinton,President,,Democrat,Lamar,Rocky Branch,114,,3
Donald J. Trump,President,,Republican,Lamar,Rocky Branch,427,,3
Darrell Castle,President,,Constitution,Lamar,Rocky Branch,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Rocky Branch,0,,3
Jim Hedges,President,,Prohibition,Lamar,Rocky Branch,0,,3
Gary Johnson,President,,Libertarian,Lamar,Rocky Branch,4,,3
Jill Stein,President,,Green,Lamar,Rocky Branch,3,,3
Mark Gladney,U.S.House,4,Democrat,Lamar,Rocky Branch,110,,3
Steven Palazzo,U.S.House,4,Republican,Lamar,Rocky Branch,408,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Rocky Branch,17,,3
Shawn O'Hara,U.S.House,4,Reform,Lamar,Rocky Branch,6,,3
Hillary Clinton,President,,Democrat,Lamar,Sumrall,233,,4
Donald J. Trump,President,,Republican,Lamar,Sumrall,2063,,4
Darrell Castle,President,,Constitution,Lamar,Sumrall,6,,4
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Sumrall,1,,4
Jim Hedges,President,,Prohibition,Lamar,Sumrall,0,,4
Gary Johnson,President,,Libertarian,Lamar,Sumrall,28,,4
Jill Stein,President,,Green,Lamar,Sumrall,9,,4
Mark Gladney,U.S.House,4,Democrat,Lamar,Sumrall,255,,4
Steven Palazzo,U.S.House,4,Republican,Lamar,Sumrall,1918,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Sumrall,116,,4
Shawn O'Hara,U.S.House,4,Reform,Lamar,Sumrall,36,,4
Hillary Clinton,President,,Democrat,Lamar,,5190,,4
Donald J. Trump,President,,Republican,Lamar,,18751,TRUE,4
Darrell Castle,President,,Constitution,Lamar,,104,,4
Rocky' Roque De La Fuente,President,,American Delta,Lamar,,13,,4
Jim Hedges,President,,Prohibition,Lamar,,7,,4
Gary Johnson,President,,Libertarian,Lamar,,452,,4
Jill Stein,President,,Green,Lamar,,75,,4
Mark Gladney,U.S.House,4,Democrat,Lamar,,4910,,4
Steven Palazzo,U.S.House,4,Republican,Lamar,,17753,TRUE,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,,1374,,4
Shawn O'Hara,U.S.House,4,Reform,Lamar,,376,,4
