candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Lamar,Lamar Park,510,,2
Donald J. Trump,President,,Republican,Lamar,Lamar Park,592,,2
Darrell Castle,President,,Constitution,Lamar,Lamar Park,9,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Lamar Park,0,,2
Jim Hedges,President,,Prohibition,Lamar,Lamar Park,1,,2
Gary Johnson,President,,Libertarian,Lamar,Lamar Park,34,,2
Jill Stein,President,,Green,Lamar,Lamar Park,6,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Lamar Park,476,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Lamar Park,572,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Lamar Park,78,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Lamar Park,17,,2
Hillary Clinton,President,,Democrat,Lamar,Okahola,100,,2
Donald J. Trump,President,,Republican,Lamar,Okahola,376,,2
Darrell Castle,President,,Constitution,Lamar,Okahola,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Okahola,0,,2
Jim Hedges,President,,Prohibition,Lamar,Okahola,0,,2
Gary Johnson,President,,Libertarian,Lamar,Okahola,12,,2
Jill Stein,President,,Green,Lamar,Okahola,4,,2
Mark Gladney,U.S.House,4,Democrat,Lamar,Okahola,97,,2
Steven Palazzo,U.S.House,4,Republican,Lamar,Okahola,346,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Lamar,Okahola,35,,2
Shawn O'Hara,U.S.House,4,Reform,Lamar,Okahola,9,,2
Hillary Clinton,President,,Democrat,Lamar,Richburg,379,,2
Donald J. Trump,President,,Republican,Lamar,Richburg,1098,,2
Darrell Castle,President,,Constitution,Lamar,Richburg,11,,2
Rocky' Roque De La Fuente,President,,American Delta,Lamar,Richburg,1,,2
Jim Hedges,President,,Prohibition,Lamar,Richburg,0,,2
Gary Johnson,President,,Libertarian,Lamar,Richburg,49,,2
Jill Stein,President,,Green,Lamar,Richburg,7,,2
