candidate,office,district,party,county,precinct,votes,winner
Jeb Bush,President,,Republican,Copiah,Beauregard,1,
Ben Carson,President,,Republican,Copiah,Beauregard,3,
Chris Christie,President,,Republican,Copiah,Beauregard,1,
Ted Cruz,President,,Republican,Copiah,Beauregard,76,
Carly Florina,President,,Republican,Copiah,Beauregard,0,
Lindsey Graham,President,,Republican,Copiah,Beauregard,0,
Mike Huckabee,President,,Republican,Copiah,Beauregard,1,
John R. Kasich,President,,Republican,Copiah,Beauregard,8,
George Pataki,President,,Republican,Copiah,Beauregard,0,
Rand Paul,President,,Republican,Copiah,Beauregard,0,
Marco Rubio,President,,Republican,Copiah,Beauregard,9,
Rick Santorum,President,,Republican,Copiah,Beauregard,0,
Donald J. Trump,President,,Republican,Copiah,Beauregard,137,
Hillary Clinton,President,,Democrat,Copiah,Beauregard,63,
"Roque ""Rocky"" De Le Fuente",President,,Democrat,Copiah,Beauregard,0,
Martin O'Mailey,President,,Democrat,Copiah,Beauregard,2,
Bernie Sanders,President,,Democrat,Copiah,Beauregard,17,
Willie Wilson,President,,Democrat,Copiah,Beauregard,0,
John Bouie II,U.S. House,2,Republican,Copiah,Beauregard,205,
Bennie G. Thompson,U.S. House,2,Democrat,Copiah,Beauregard,76,
Jeb Bush,President,,Republican,Copiah,Carpenter,0,
Ben Carson,President,,Republican,Copiah,Carpenter,0,
Chris Christie,President,,Republican,Copiah,Carpenter,0,
Ted Cruz,President,,Republican,Copiah,Carpenter,11,
Carly Florina,President,,Republican,Copiah,Carpenter,0,
Lindsey Graham,President,,Republican,Copiah,Carpenter,0,
Mike Huckabee,President,,Republican,Copiah,Carpenter,0,
John R. Kasich,President,,Republican,Copiah,Carpenter,2,
George Pataki,President,,Republican,Copiah,Carpenter,0,
Rand Paul,President,,Republican,Copiah,Carpenter,0,
Marco Rubio,President,,Republican,Copiah,Carpenter,0,
Rick Santorum,President,,Republican,Copiah,Carpenter,0,
Donald J. Trump,President,,Republican,Copiah,Carpenter,24,
Hillary Clinton,President,,Democrat,Copiah,Carpenter,72,
"Roque ""Rocky"" De Le Fuente",President,,Democrat,Copiah,Carpenter,0,
Martin O'Mailey,President,,Democrat,Copiah,Carpenter,1,
Bernie Sanders,President,,Democrat,Copiah,Carpenter,5,
Willie Wilson,President,,Democrat,Copiah,Carpenter,1,
John Bouie II,U.S. House,2,Republican,Copiah,Carpenter,30,
Bennie G. Thompson,U.S. House,2,Democrat,Copiah,Carpenter,74,
Jeb Bush,President,,Republican,Copiah,centerpoint,1,
Ben Carson,President,,Republican,Copiah,centerpoint,3,
Chris Christie,President,,Republican,Copiah,centerpoint,0,
Ted Cruz,President,,Republican,Copiah,centerpoint,81,
Carly Florina,President,,Republican,Copiah,centerpoint,0,
Lindsey Graham,President,,Republican,Copiah,centerpoint,0,
Mike Huckabee,President,,Republican,Copiah,centerpoint,0,
