candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Neshoba,Arlington,9,,2
Donald J. Trump,President,,Republican,Neshoba,Arlington,306,,2
Darrell Castle,President,,Constitution,Neshoba,Arlington,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Neshoba,Arlington,1,,2
Jim Hedges,President,,Prohibition,Neshoba,Arlington,0,,2
Gary Johnson,President,,Libertarian,Neshoba,Arlington,2,,2
Jill Stein,President,,Green,Neshoba,Arlington,1,,2
Gregg Harper,U.S. House,3,Republican,Neshoba,Arlington,293,,2
Dennis C. Quinn,U.S. House,3,Democrat,Neshoba,Arlington,12,,2
Roger I. Gerrard,U.S. House,3,Veterans,Neshoba,Arlington,9,,2
Lajena Sheets,U.S. House,3,Reform,Neshoba,Arlington,0,,2
Hillary Clinton,President,,Democrat,Neshoba,Bogue Chitto,32,,2
Donald J. Trump,President,,Republican,Neshoba,Bogue Chitto,25,,2
Darrell Castle,President,,Constitution,Neshoba,Bogue Chitto,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Neshoba,Bogue Chitto,0,,2
Jim Hedges,President,,Prohibition,Neshoba,Bogue Chitto,1,,2
Gary Johnson,President,,Libertarian,Neshoba,Bogue Chitto,0,,2
Jill Stein,President,,Green,Neshoba,Bogue Chitto,1,,2
Gregg Harper,U.S. House,3,Republican,Neshoba,Bogue Chitto,37,,2
Dennis C. Quinn,U.S. House,3,Democrat,Neshoba,Bogue Chitto,20,,2
Roger I. Gerrard,U.S. House,3,Veterans,Neshoba,Bogue Chitto,2,,2
Lajena Sheets,U.S. House,3,Reform,Neshoba,Bogue Chitto,1,,2
Hillary Clinton,President,,Democrat,Neshoba,Burnside,231,,2
Donald J. Trump,President,,Republican,Neshoba,Burnside,152,,2
Darrell Castle,President,,Constitution,Neshoba,Burnside,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Neshoba,Burnside,0,,2
Jim Hedges,President,,Prohibition,Neshoba,Burnside,0,,2
Gary Johnson,President,,Libertarian,Neshoba,Burnside,0,,2
Jill Stein,President,,Green,Neshoba,Burnside,0,,2
Gregg Harper,U.S. House,3,Republican,Neshoba,Burnside,163,,2
Dennis C. Quinn,U.S. House,3,Democrat,Neshoba,Burnside,204,,2
Roger I. Gerrard,U.S. House,3,Veterans,Neshoba,Burnside,5,,2
Lajena Sheets,U.S. House,3,Reform,Neshoba,Burnside,2,,2
Hillary Clinton,President,,Democrat,Neshoba,Center,39,,2
Donald J. Trump,President,,Republican,Neshoba,Center,275,,2
Darrell Castle,President,,Constitution,Neshoba,Center,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Neshoba,Center,0,,2
Jim Hedges,President,,Prohibition,Neshoba,Center,0,,2
Gary Johnson,President,,Libertarian,Neshoba,Center,5,,2
Jill Stein,President,,Green,Neshoba,Center,0,,2
Gregg Harper,U.S. House,3,Republican,Neshoba,Center,271,,2
Dennis C. Quinn,U.S. House,3,Democrat,Neshoba,Center,36,,2
Roger I. Gerrard,U.S. House,3,Veterans,Neshoba,Center,10,,2
Lajena Sheets,U.S. House,3,Reform,Neshoba,Center,1,,2
Hillary Clinton,President,,Democrat,Neshoba,County Line,12,,2
Donald J. Trump,President,,Republican,Neshoba,County Line,306,,2
Darrell Castle,President,,Constitution,Neshoba,County Line,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Neshoba,County Line,0,,2
Jim Hedges,President,,Prohibition,Neshoba,County Line,0,,2
Gary Johnson,President,,Libertarian,Neshoba,County Line,3,,2
Jill Stein,President,,Green,Neshoba,County Line,2,,2
Gregg Harper,U.S. House,3,Republican,Neshoba,County Line,298,,2
Dennis C. Quinn,U.S. House,3,Democrat,Neshoba,County Line,11,,2
Roger I. Gerrard,U.S. House,3,Veterans,Neshoba,County Line,13,,2
Lajena Sheets,U.S. House,3,Reform,Neshoba,County Line,1,,2
Hillary Clinton,President,,Democrat,Neshoba,Deemer,10,,2
Donald J. Trump,President,,Republican,Neshoba,Deemer,165,,2
Darrell Castle,President,,Constitution,Neshoba,Deemer,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Neshoba,Deemer,1,,2
Jim Hedges,President,,Prohibition,Neshoba,Deemer,0,,2
Gary Johnson,President,,Libertarian,Neshoba,Deemer,3,,2
Jill Stein,President,,Green,Neshoba,Deemer,0,,2
Gregg Harper,U.S. House,3,Republican,Neshoba,Deemer,158,,2
Dennis C. Quinn,U.S. House,3,Democrat,Neshoba,Deemer,11,,2
Roger I. Gerrard,U.S. House,3,Veterans,Neshoba,Deemer,6,,2
Lajena Sheets,U.S. House,3,Reform,Neshoba,Deemer,1,,2
Hillary Clinton,President,,Democrat,Neshoba,Dixon,167,,2
Donald J. Trump,President,,Republican,Neshoba,Dixon,280,,2
