page,candidate,office,district,party,county,precinct,votes,winner
2,Jeb Bush,President,,Republican,Scott,Beat 4/Branch,0,
2,Ben Carson,President,,Republican,Scott,Beat 4/Branch,0,
2,Chris Christle,President,,Republican,Scott,Beat 4/Branch,1,
2,Ted Cruz,President,,Republican,Scott,Beat 4/Branch,89,
2,Carly Florina,President,,Republican,Scott,Beat 4/Branch,0,
2,Lindsey Graham,President,,Republican,Scott,Beat 4/Branch,0,
2,Mike Huckabee,President,,Republican,Scott,Beat 4/Branch,1,
2,John R. Kasich,President,,Republican,Scott,Beat 4/Branch,6,
2,George Pataki,President,,Republican,Scott,Beat 4/Branch,0,
2,Rand Paul,President,,Republican,Scott,Beat 4/Branch,0,
2,Marco Rubio,President,,Republican,Scott,Beat 4/Branch,10,
2,Rick Santorum,President,,Republican,Scott,Beat 4/Branch,0,
2,Donald J. Trump,President,,Republican,Scott,Beat 4/Branch,129,
2,Jimmy Giles,U.S. House,3,Republican,Scott,Beat 4/Branch,25,
2,Gregg Harper,U.S. House,3,Republican,Scott,Beat 4/Branch,206,
2,Jeb Bush,President,,Republican,Scott,Beat 1/ Harperville,0,
2,Ben Carson,President,,Republican,Scott,Beat 1/ Harperville,1,
2,Chris Christle,President,,Republican,Scott,Beat 1/ Harperville,0,
2,Ted Cruz,President,,Republican,Scott,Beat 1/ Harperville,50,
2,Carly Florina,President,,Republican,Scott,Beat 1/ Harperville,0,
2,Lindsey Graham,President,,Republican,Scott,Beat 1/ Harperville,0,
2,Mike Huckabee,President,,Republican,Scott,Beat 1/ Harperville,0,
2,John R. Kasich,President,,Republican,Scott,Beat 1/ Harperville,4,
2,George Pataki,President,,Republican,Scott,Beat 1/ Harperville,0,
2,Rand Paul,President,,Republican,Scott,Beat 1/ Harperville,0,
2,Marco Rubio,President,,Republican,Scott,Beat 1/ Harperville,3,
2,Rick Santorum,President,,Republican,Scott,Beat 1/ Harperville,0,
2,Donald J. Trump,President,,Republican,Scott,Beat 1/ Harperville,82,
2,Jimmy Giles,U.S. House,3,Republican,Scott,Beat 1/ Harperville,11,
2,Gregg Harper,U.S. House,3,Republican,Scott,Beat 1/ Harperville,126,
2,Jeb Bush,President,,Republican,Scott,Beat 1/ Hillsboro,0,
2,Ben Carson,President,,Republican,Scott,Beat 1/ Hillsboro,0,
2,Chris Christle,President,,Republican,Scott,Beat 1/ Hillsboro,0,
2,Ted Cruz,President,,Republican,Scott,Beat 1/ Hillsboro,59,
2,Carly Florina,President,,Republican,Scott,Beat 1/ Hillsboro,0,
2,Lindsey Graham,President,,Republican,Scott,Beat 1/ Hillsboro,0,
2,Mike Huckabee,President,,Republican,Scott,Beat 1/ Hillsboro,2,
2,John R. Kasich,President,,Republican,Scott,Beat 1/ Hillsboro,5,
2,George Pataki,President,,Republican,Scott,Beat 1/ Hillsboro,0,
2,Rand Paul,President,,Republican,Scott,Beat 1/ Hillsboro,1,
2,Marco Rubio,President,,Republican,Scott,Beat 1/ Hillsboro,3,
2,Rick Santorum,President,,Republican,Scott,Beat 1/ Hillsboro,0,
2,Donald J. Trump,President,,Republican,Scott,Beat 1/ Hillsboro,77,
2,Jimmy Giles,U.S. House,3,Republican,Scott,Beat 1/ Hillsboro,8,
2,Gregg Harper,U.S. House,3,Republican,Scott,Beat 1/ Hillsboro,136,
2,Jeb Bush,President,,Republican,Scott,Beat 1/ North Forest,0,
2,Ben Carson,President,,Republican,Scott,Beat 1/ North Forest,2,
2,Chris Christle,President,,Republican,Scott,Beat 1/ North Forest,0,
2,Ted Cruz,President,,Republican,Scott,Beat 1/ North Forest,8,
2,Carly Florina,President,,Republican,Scott,Beat 1/ North Forest,0,
2,Lindsey Graham,President,,Republican,Scott,Beat 1/ North Forest,0,
2,Mike Huckabee,President,,Republican,Scott,Beat 1/ North Forest,0,
2,John R. Kasich,President,,Republican,Scott,Beat 1/ North Forest,6,
2,George Pataki,President,,Republican,Scott,Beat 1/ North Forest,0,
