page,candidate,office,district,party,county,precinct,votes,winner
2,Jeb Bush,President,,Republican,Jefferson,CANNONSBURG,0,
2,Ben Carson,President,,Republican,Jefferson,CANNONSBURG,0,
2,Chris Christie,President,,Republican,Jefferson,CANNONSBURG,0,
2,Ted Cruz,President,,Republican,Jefferson,CANNONSBURG,6,
2,Carly Florina,President,,Republican,Jefferson,CANNONSBURG,0,
2,Lindsey Graham,President,,Republican,Jefferson,CANNONSBURG,0,
2,Mike Huckabee,President,,Republican,Jefferson,CANNONSBURG,0,
2,John R. Kasich,President,,Republican,Jefferson,CANNONSBURG,3,
2,George Pataki,President,,Republican,Jefferson,CANNONSBURG,0,
2,Rand Paul,President,,Republican,Jefferson,CANNONSBURG,0,
2,Marco Rubio,President,,Republican,Jefferson,CANNONSBURG,0,
2,Rick Santorum,President,,Republican,Jefferson,CANNONSBURG,0,
2,Donald J. Trump,President,,Republican,Jefferson,CANNONSBURG,3,
2,Hillary Clinton,President,,Democrat,Jefferson,CANNONSBURG,102,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson,CANNONSBURG,0,
2,Martin O'Mailey,President,,Democrat,Jefferson,CANNONSBURG,0,
2,Bernie Sanders,President,,Democrat,Jefferson,CANNONSBURG,8,
2,Willie Wilson,President,,Democrat,Jefferson,CANNONSBURG,1,
2,John Bouie II,U.S. House,2,Republican,Jefferson,CANNONSBURG,9,
2,Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,CANNONSBURG,97,
2,Jeb Bush,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,Ben Carson,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,1,
2,Chris Christie,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,Ted Cruz,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,Carly Florina,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,Lindsey Graham,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,Mike Huckabee,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,John R. Kasich,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,George Pataki,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,Rand Paul,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,Marco Rubio,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,1,
2,Rick Santorum,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,0,
2,Donald J. Trump,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,4,
2,Hillary Clinton,President,,Democrat,Jefferson,CHAMBLISS RESTAURANT,232,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson,CHAMBLISS RESTAURANT,1,
2,Martin O'Mailey,President,,Democrat,Jefferson,CHAMBLISS RESTAURANT,1,
2,Bernie Sanders,President,,Democrat,Jefferson,CHAMBLISS RESTAURANT,34,
2,Willie Wilson,President,,Democrat,Jefferson,CHAMBLISS RESTAURANT,1,
2,John Bouie II,U.S. House,2,Republican,Jefferson,CHAMBLISS RESTAURANT,3,
2,Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,CHAMBLISS RESTAURANT,237,
2,Jeb Bush,President,,Republican,Jefferson,CHURCH HILL,1,
2,Ben Carson,President,,Republican,Jefferson,CHURCH HILL,0,
2,Chris Christie,President,,Republican,Jefferson,CHURCH HILL,1,
2,Ted Cruz,President,,Republican,Jefferson,CHURCH HILL,25,
2,Carly Florina,President,,Republican,Jefferson,CHURCH HILL,0,
2,Lindsey Graham,President,,Republican,Jefferson,CHURCH HILL,0,
2,Mike Huckabee,President,,Republican,Jefferson,CHURCH HILL,0,
2,John R. Kasich,President,,Republican,Jefferson,CHURCH HILL,3,
2,George Pataki,President,,Republican,Jefferson,CHURCH HILL,0,
2,Rand Paul,President,,Republican,Jefferson,CHURCH HILL,0,
2,Marco Rubio,President,,Republican,Jefferson,CHURCH HILL,1,
2,Rick Santorum,President,,Republican,Jefferson,CHURCH HILL,0,
2,Donald J. Trump,President,,Republican,Jefferson,CHURCH HILL,25,
2,Hillary Clinton,President,,Democrat,Jefferson,CHURCH HILL,27,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Jefferson,CHURCH HILL,0,
2,Martin O'Mailey,President,,Democrat,Jefferson,CHURCH HILL,1,
2,Bernie Sanders,President,,Democrat,Jefferson,CHURCH HILL,6,
