candidate,office,district,party,county,precinct,votes,winner,page
Gary Johnson,President,,Libertarian,Jasper,Fellowship,0,,2
Jill Stein,President,,Green,Jasper,Fellowship,0,,2
Gregg Harper,U.S. House,3,Republican,Jasper,Fellowship,78,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Fellowship,6,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Fellowship,1,,2
Lajena Sheets,U.S. House,3,Reform,Jasper,Fellowship,0,,2
Hillary Clinton,President,,Democrat,Jasper,Heidelberg,836,,2
Donald J. Trump,President,,Republican,Jasper,Heidelberg,138,,2
Darrell Castle,President,,Constitution,Jasper,Heidelberg,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Heidelberg,1,,2
Jim Hedges,President,,Prohibition,Jasper,Heidelberg,1,,2
Gary Johnson,President,,Libertarian,Jasper,Heidelberg,1,,2
Jill Stein,President,,Green,Jasper,Heidelberg,2,,2
Gregg Harper,U.S. House,3,Republican,Jasper,Heidelberg,201,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Heidelberg,715,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Heidelberg,19,,2
Lajena Sheets,U.S. House,3,Reform,Jasper,Heidelberg,13,,2
Hillary Clinton,President,,Democrat,Jasper,Holders,259,,2
Donald J. Trump,President,,Republican,Jasper,Holders,254,,2
Darrell Castle,President,,Constitution,Jasper,Holders,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Holders,1,,2
Jim Hedges,President,,Prohibition,Jasper,Holders,1,,2
Gary Johnson,President,,Libertarian,Jasper,Holders,2,,2
Jill Stein,President,,Green,Jasper,Holders,0,,2
Gregg Harper,U.S. House,3,Republican,Jasper,Holders,273,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Holders,206,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Holders,18,,2
Lajena Sheets,U.S. House,3,Reform,Jasper,Holders,3,,2
Hillary Clinton,President,,Democrat,Jasper,Louin,316,,2
Donald J. Trump,President,,Republican,Jasper,Louin,236,,2
Darrell Castle,President,,Constitution,Jasper,Louin,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Louin,1,,2
Jim Hedges,President,,Prohibition,Jasper,Louin,2,,2
Gary Johnson,President,,Libertarian,Jasper,Louin,3,,2
Jill Stein,President,,Green,Jasper,Louin,1,,2
Gregg Harper,U.S. House,3,Republican,Jasper,Louin,255,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Louin,289,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Louin,9,,2
Lajena Sheets,U.S. House,3,Reform,Jasper,Louin,6,,2
Hillary Clinton,President,,Democrat,Jasper,Midway,167,,2
Donald J. Trump,President,,Republican,Jasper,Midway,96,,2
Darrell Castle,President,,Constitution,Jasper,Midway,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Midway,0,,2
Jim Hedges,President,,Prohibition,Jasper,Midway,0,,2
Gary Johnson,President,,Libertarian,Jasper,Midway,2,,2
Jill Stein,President,,Green,Jasper,Midway,0,,2
Gregg Harper,U.S. House,3,Republican,Jasper,Midway,112,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Midway,146,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Midway,5,,2
Lajena Sheets,U.S. House,3,Reform,Jasper,Midway,3,,2
Hillary Clinton,President,,Democrat,Jasper,Montrose,150,,2
Donald J. Trump,President,,Republican,Jasper,Montrose,155,,2
Darrell Castle,President,,Constitution,Jasper,Montrose,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Montrose,0,,2
Jim Hedges,President,,Prohibition,Jasper,Montrose,1,,2
Gary Johnson,President,,Libertarian,Jasper,Montrose,1,,2
Jill Stein,President,,Green,Jasper,Montrose,0,,2
Gregg Harper,U.S. House,3,Republican,Jasper,Montrose,157,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Montrose,127,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Montrose,12,,2
Lajena Sheets,U.S. House,3,Reform,Jasper,Montrose,3,,2
Hillary Clinton,President,,Democrat,Jasper,Moss,167,,2
Donald J. Trump,President,,Republican,Jasper,Moss,553,,2
Darrell Castle,President,,Constitution,Jasper,Moss,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Moss,0,,2
Jim Hedges,President,,Prohibition,Jasper,Moss,0,,2
Gary Johnson,President,,Libertarian,Jasper,Moss,3,,2
Jill Stein,President,,Green,Jasper,Moss,0,,2
Gregg Harper,U.S. House,3,Republican,Jasper,Moss,529,,2
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Moss,154,,2
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Moss,21,,2
Lajena Sheets,U.S. House,3,Reform,Jasper,Moss,5,,2
Hillary Clinton,President,,Democrat,Jasper,Palestine,62,,3
Donald J. Trump,President,,Republican,Jasper,Palestine,12,,3
Darrell Castle,President,,Constitution,Jasper,Palestine,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Palestine,0,,3
Jim Hedges,President,,Prohibition,Jasper,Palestine,0,,3
Gary Johnson,President,,Libertarian,Jasper,Palestine,0,,3
Jill Stein,President,,Green,Jasper,Palestine,0,,3
Gregg Harper,U.S. House,3,Republican,Jasper,Palestine,12,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Palestine,55,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Palestine,1,,3
Lajena Sheets,U.S. House,3,Reform,Jasper,Palestine,0,,3
Hillary Clinton,President,,Democrat,Jasper,Paulding,544,,3
Donald J. Trump,President,,Republican,Jasper,Paulding,219,,3
Darrell Castle,President,,Constitution,Jasper,Paulding,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Paulding,0,,3
Jim Hedges,President,,Prohibition,Jasper,Paulding,1,,3
Gary Johnson,President,,Libertarian,Jasper,Paulding,0,,3
Jill Stein,President,,Green,Jasper,Paulding,0,,3
Gregg Harper,U.S. House,3,Republican,Jasper,Paulding,257,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Paulding,464,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Paulding,10,,3
Lajena Sheets,U.S. House,3,Reform,Jasper,Paulding,7,,3
Hillary Clinton,President,,Democrat,Jasper,Philadelphia,249,,3
Donald J. Trump,President,,Republican,Jasper,Philadelphia,54,,3
Darrell Castle,President,,Constitution,Jasper,Philadelphia,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Philadelphia,0,,3
Jim Hedges,President,,Prohibition,Jasper,Philadelphia,0,,3
Gary Johnson,President,,Libertarian,Jasper,Philadelphia,1,,3
Jill Stein,President,,Green,Jasper,Philadelphia,0,,3
Gregg Harper,U.S. House,3,Republican,Jasper,Philadelphia,70,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Philadelphia,213,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Philadelphia,10,,3
Lajena Sheets,U.S. House,3,Reform,Jasper,Philadelphia,2,,3
Hillary Clinton,President,,Democrat,Jasper,Ross Hill,163,,3
Donald J. Trump,President,,Republican,Jasper,Ross Hill,196,,3
Darrell Castle,President,,Constitution,Jasper,Ross Hill,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Ross Hill,0,,3
Jim Hedges,President,,Prohibition,Jasper,Ross Hill,0,,3
Gary Johnson,President,,Libertarian,Jasper,Ross Hill,0,,3
Jill Stein,President,,Green,Jasper,Ross Hill,1,,3
Gregg Harper,U.S. House,3,Republican,Jasper,Ross Hill,213,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Ross Hill,125,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Ross Hill,8,,3
Lajena Sheets,U.S. House,3,Reform,Jasper,Ross Hill,2,,3
Hillary Clinton,President,,Democrat,Jasper,Stringer,82,,3
Donald J. Trump,President,,Republican,Jasper,Stringer,921,,3
Darrell Castle,President,,Constitution,Jasper,Stringer,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Stringer,1,,3
Jim Hedges,President,,Prohibition,Jasper,Stringer,0,,3
Gary Johnson,President,,Libertarian,Jasper,Stringer,4,,3
Jill Stein,President,,Green,Jasper,Stringer,0,,3
Gregg Harper,U.S. House,3,Republican,Jasper,Stringer,872,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Stringer,82,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Stringer,34,,3
Lajena Sheets,U.S. House,3,Reform,Jasper,Stringer,2,,3
Hillary Clinton,President,,Democrat,Jasper,Vossburg,218,,3
Donald J. Trump,President,,Republican,Jasper,Vossburg,22,,3
Darrell Castle,President,,Constitution,Jasper,Vossburg,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Jasper,Vossburg,0,,3
Jim Hedges,President,,Prohibition,Jasper,Vossburg,0,,3
Gary Johnson,President,,Libertarian,Jasper,Vossburg,0,,3
Jill Stein,President,,Green,Jasper,Vossburg,0,,3
Gregg Harper,U.S. House,3,Republican,Jasper,Vossburg,41,,3
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,Vossburg,186,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,Vossburg,3,,3
Lajena Sheets,U.S. House,3,Reform,Jasper,Vossburg,2,,3
Hillary Clinton,President,,Democrat,Jasper,,4368,TRUE,3
Donald J. Trump,President,,Republican,Jasper,,4038,,3
Darrell Castle,President,,Constitution,Jasper,,22,,3
Rocky' Roque De La Fuente,President,,American Delta,Jasper,,6,,3
Jim Hedges,President,,Prohibition,Jasper,,7,,3
Gary Johnson,President,,Libertarian,Jasper,,28,,3
Jill Stein,President,,Green,Jasper,,6,,3
Gregg Harper,U.S. House,3,Republican,Jasper,,4235,TRUE,3
Dennis C. Quinn,U.S. House,3,Democrat,Jasper,,3782,,3
Roger I. Gerrard,U.S. House,3,Veterans,Jasper,,202,,3
Lajena Sheets,U.S. House,3,Reform,Jasper,,60,,3
