page,candidate,office,district,party,county,precinct,votes,winner
2,Jeb Bush,President,,Republican,Holmes,1 Acona,0,
2,Ben Carson,President,,Republican,Holmes,1 Acona,0,
2,Chris Christie,President,,Republican,Holmes,1 Acona,0,
2,Ted Cruz,President,,Republican,Holmes,1 Acona,0,
2,Carly Florina,President,,Republican,Holmes,1 Acona,0,
2,Lindsey Graham,President,,Republican,Holmes,1 Acona,0,
2,Mike Huckabee,President,,Republican,Holmes,1 Acona,0,
2,John R. Kasich,President,,Republican,Holmes,1 Acona,2,
2,George Pataki,President,,Republican,Holmes,1 Acona,0,
2,Rand Paul,President,,Republican,Holmes,1 Acona,0,
2,Marco Rubio,President,,Republican,Holmes,1 Acona,1,
2,Rick Santorum,President,,Republican,Holmes,1 Acona,0,
2,Donald J. Trump,President,,Republican,Holmes,1 Acona,6,
2,Hillary Clinton,President,,Democrat,Holmes,1 Acona,256,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Holmes,1 Acona,1,
2,Martin O'Mailey,President,,Democrat,Holmes,1 Acona,1,
2,Bernie Sanders,President,,Democrat,Holmes,1 Acona,11,
2,Willie Wilson,President,,Democrat,Holmes,1 Acona,1,
2,John Bouie II,U.S. House,2,Republican,Holmes,1 Acona,8,
2,Bennie G. Thompson,U.S. House,2,Democrat,Holmes,1 Acona,245,
2,Jeb Bush,President,,Republican,Holmes,1 Durant St Anderson,0,
2,Ben Carson,President,,Republican,Holmes,1 Durant St Anderson,1,
2,Chris Christie,President,,Republican,Holmes,1 Durant St Anderson,1,
2,Ted Cruz,President,,Republican,Holmes,1 Durant St Anderson,6,
2,Carly Florina,President,,Republican,Holmes,1 Durant St Anderson,0,
2,Lindsey Graham,President,,Republican,Holmes,1 Durant St Anderson,0,
2,Mike Huckabee,President,,Republican,Holmes,1 Durant St Anderson,0,
2,John R. Kasich,President,,Republican,Holmes,1 Durant St Anderson,1,
2,George Pataki,President,,Republican,Holmes,1 Durant St Anderson,0,
2,Rand Paul,President,,Republican,Holmes,1 Durant St Anderson,0,
2,Marco Rubio,President,,Republican,Holmes,1 Durant St Anderson,1,
2,Rick Santorum,President,,Republican,Holmes,1 Durant St Anderson,0,
2,Donald J. Trump,President,,Republican,Holmes,1 Durant St Anderson,10,
2,Hillary Clinton,President,,Democrat,Holmes,1 Durant St Anderson,120,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Holmes,1 Durant St Anderson,0,
2,Martin O'Mailey,President,,Democrat,Holmes,1 Durant St Anderson,0,
2,Bernie Sanders,President,,Democrat,Holmes,1 Durant St Anderson,13,
2,Willie Wilson,President,,Democrat,Holmes,1 Durant St Anderson,0,
2,John Bouie II,U.S. House,2,Republican,Holmes,1 Durant St Anderson,16,
2,Bennie G. Thompson,U.S. House,2,Democrat,Holmes,1 Durant St Anderson,127,
2,Jeb Bush,President,,Republican,Holmes,Beat 1 Lexington,0,
2,Ben Carson,President,,Republican,Holmes,Beat 1 Lexington,0,
2,Chris Christie,President,,Republican,Holmes,Beat 1 Lexington,0,
2,Ted Cruz,President,,Republican,Holmes,Beat 1 Lexington,12,
2,Carly Florina,President,,Republican,Holmes,Beat 1 Lexington,0,
2,Lindsey Graham,President,,Republican,Holmes,Beat 1 Lexington,0,
2,Mike Huckabee,President,,Republican,Holmes,Beat 1 Lexington,1,
2,John R. Kasich,President,,Republican,Holmes,Beat 1 Lexington,6,
2,George Pataki,President,,Republican,Holmes,Beat 1 Lexington,0,
2,Rand Paul,President,,Republican,Holmes,Beat 1 Lexington,0,
2,Marco Rubio,President,,Republican,Holmes,Beat 1 Lexington,3,
2,Rick Santorum,President,,Republican,Holmes,Beat 1 Lexington,0,
2,Donald J. Trump,President,,Republican,Holmes,Beat 1 Lexington,37,
2,Hillary Clinton,President,,Democrat,Holmes,Beat 1 Lexington,495,
2,"Roque ""Rocky"" De Le Fuente",President,,Democrat,Holmes,Beat 1 Lexington,0,
2,Martin O'Mailey,President,,Democrat,Holmes,Beat 1 Lexington,2,
2,Bernie Sanders,President,,Democrat,Holmes,Beat 1 Lexington,33,
2,Willie Wilson,President,,Democrat,Holmes,Beat 1 Lexington,0,
2,John Bouie II,U.S. House,2,Republican,Holmes,Beat 1 Lexington,47,
2,Bennie G. Thompson,U.S. House,2,Democrat,Holmes,Beat 1 Lexington,486,
2,Jeb Bush,President,,Republican,Holmes,Beat 2 Durant,0,
2,Ben Carson,President,,Republican,Holmes,Beat 2 Durant,0,
2,Chris Christie,President,,Republican,Holmes,Beat 2 Durant,0,
2,Ted Cruz,President,,Republican,Holmes,Beat 2 Durant,19,
2,Carly Florina,President,,Republican,Holmes,Beat 2 Durant,0,
2,Lindsey Graham,President,,Republican,Holmes,Beat 2 Durant,0,
2,Mike Huckabee,President,,Republican,Holmes,Beat 2 Durant,1,
2,John R. Kasich,President,,Republican,Holmes,Beat 2 Durant,5,
