candidate,office,district,party,county,precinct,votes,winner,page
Steven Palazzo,U.S.House,4,Republican,Harrison,E Pass Christian,580,,2
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,E Pass Christian,72,,2
Shawn O'Hara,U.S.House,4,Reform,Harrison,E Pass Christian,13,,2
Hillary Clinton,President,,Democrat,Harrison,East Biloxi,748,,3
Donald J. Trump,President,,Republican,Harrison,East Biloxi,280,,3
Darrell Castle,President,,Constitution,Harrison,East Biloxi,2,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,East Biloxi,0,,3
Jim Hedges,President,,Prohibition,Harrison,East Biloxi,1,,3
Gary Johnson,President,,Libertarian,Harrison,East Biloxi,6,,3
Jill Stein,President,,Green,Harrison,East Biloxi,4,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,East Biloxi,685,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,East Biloxi,252,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,East Biloxi,26,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,East Biloxi,14,,3
Hillary Clinton,President,,Democrat,Harrison,East Handsboro,252,,3
Donald J. Trump,President,,Republican,Harrison,East Handsboro,776,,3
Darrell Castle,President,,Constitution,Harrison,East Handsboro,7,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,East Handsboro,1,,3
Jim Hedges,President,,Prohibition,Harrison,East Handsboro,0,,3
Gary Johnson,President,,Libertarian,Harrison,East Handsboro,28,,3
Jill Stein,President,,Green,Harrison,East Handsboro,10,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,East Handsboro,294,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,East Handsboro,667,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,East Handsboro,75,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,East Handsboro,20,,3
Hillary Clinton,President,,Democrat,Harrison,East Lyman,184,,3
Donald J. Trump,President,,Republican,Harrison,East Lyman,496,,3
Darrell Castle,President,,Constitution,Harrison,East Lyman,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,East Lyman,0,,3
Jim Hedges,President,,Prohibition,Harrison,East Lyman,1,,3
Gary Johnson,President,,Libertarian,Harrison,East Lyman,19,,3
Jill Stein,President,,Green,Harrison,East Lyman,3,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,East Lyman,199,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,East Lyman,442,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,East Lyman,40,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,East Lyman,11,,3
Hillary Clinton,President,,Democrat,Harrison,East Miss City,532,,3
Donald J. Trump,President,,Republican,Harrison,East Miss City,1219,,3
Darrell Castle,President,,Constitution,Harrison,East Miss City,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,East Miss City,0,,3
Jim Hedges,President,,Prohibition,Harrison,East Miss City,0,,3
Gary Johnson,President,,Libertarian,Harrison,East Miss City,48,,3
Jill Stein,President,,Green,Harrison,East Miss City,10,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,East Miss City,544,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,East Miss City,1075,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,East Miss City,129,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,East Miss City,34,,3
Hillary Clinton,President,,Democrat,Harrison,East North Gulfport,646,,3
Donald J. Trump,President,,Republican,Harrison,East North Gulfport,21,,3
Darrell Castle,President,,Constitution,Harrison,East North Gulfport,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,East North Gulfport,0,,3
Jim Hedges,President,,Prohibition,Harrison,East North Gulfport,0,,3
Gary Johnson,President,,Libertarian,Harrison,East North Gulfport,3,,3
Jill Stein,President,,Green,Harrison,East North Gulfport,5,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,East North Gulfport,578,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,East North Gulfport,54,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,East North Gulfport,9,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,East North Gulfport,11,,3
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 11,63,,3
Donald J. Trump,President,,Republican,Harrison,Gulfport # 11,401,,3
Darrell Castle,President,,Constitution,Harrison,Gulfport # 11,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 11,0,,3
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 11,0,,3
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 11,13,,3
Jill Stein,President,,Green,Harrison,Gulfport # 11,1,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 11,81,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 11,345,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 11,40,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 11,7,,3
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 12,147,,3
Donald J. Trump,President,,Republican,Harrison,Gulfport # 12,909,,3
Darrell Castle,President,,Constitution,Harrison,Gulfport # 12,5,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 12,0,,3
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 12,0,,3
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 12,30,,3
Jill Stein,President,,Green,Harrison,Gulfport # 12,3,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 12,180,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 12,792,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 12,84,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 12,16,,3
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 13,672,,3
Donald J. Trump,President,,Republican,Harrison,Gulfport # 13,177,,3
Darrell Castle,President,,Constitution,Harrison,Gulfport # 13,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 13,0,,3
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 13,0,,3
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 13,15,,3
Jill Stein,President,,Green,Harrison,Gulfport # 13,5,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 13,596,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 13,190,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 13,29,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 13,15,,3
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 14,943,,3
Donald J. Trump,President,,Republican,Harrison,Gulfport # 14,83,,3
Darrell Castle,President,,Constitution,Harrison,Gulfport # 14,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 14,1,,3
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 14,0,,3
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 14,4,,3
Jill Stein,President,,Green,Harrison,Gulfport # 14,6,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 14,847,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 14,120,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 14,22,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 14,12,,3
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 16,597,,3
Donald J. Trump,President,,Republican,Harrison,Gulfport # 16,97,,3
Darrell Castle,President,,Constitution,Harrison,Gulfport # 16,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 16,0,,3
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 16,0,,3
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 16,6,,3
Jill Stein,President,,Green,Harrison,Gulfport # 16,1,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 16,567,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 16,98,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 16,16,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 16,5,,3
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 3,361,,3
Donald J. Trump,President,,Republican,Harrison,Gulfport # 3,52,,3
Darrell Castle,President,,Constitution,Harrison,Gulfport # 3,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 3,1,,3
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 3,0,,3
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 3,1,,3
Jill Stein,President,,Green,Harrison,Gulfport # 3,3,,3
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 3,324,,3
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 3,56,,3
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 3,9,,3
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 3,7,,3
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 4,59,,4
Donald J. Trump,President,,Republican,Harrison,Gulfport # 4,205,,4
Darrell Castle,President,,Constitution,Harrison,Gulfport # 4,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 4,0,,4
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 4,0,,4
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 4,8,,4
Jill Stein,President,,Green,Harrison,Gulfport # 4,4,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 4,72,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 4,170,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 4,27,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 4,8,,4
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 5,231,,4
Donald J. Trump,President,,Republican,Harrison,Gulfport # 5,385,,4
Darrell Castle,President,,Constitution,Harrison,Gulfport # 5,5,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 5,0,,4
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 5,0,,4
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 5,10,,4
Jill Stein,President,,Green,Harrison,Gulfport # 5,4,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 5,233,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 5,326,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 5,46,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 5,16,,4
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 7,132,,4
Donald J. Trump,President,,Republican,Harrison,Gulfport # 7,285,,4
Darrell Castle,President,,Constitution,Harrison,Gulfport # 7,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 7,2,,4
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 7,0,,4
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 7,14,,4
Jill Stein,President,,Green,Harrison,Gulfport # 7,5,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 7,136,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 7,255,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 7,30,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 7,10,,4
Hillary Clinton,President,,Democrat,Harrison,Gulfport # 8,540,,4
Donald J. Trump,President,,Republican,Harrison,Gulfport # 8,245,,4
Darrell Castle,President,,Constitution,Harrison,Gulfport # 8,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Gulfport # 8,1,,4
Jim Hedges,President,,Prohibition,Harrison,Gulfport # 8,1,,4
Gary Johnson,President,,Libertarian,Harrison,Gulfport # 8,14,,4
Jill Stein,President,,Green,Harrison,Gulfport # 8,7,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Gulfport # 8,510,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Gulfport # 8,228,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Gulfport # 8,42,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Gulfport # 8,10,,4
Hillary Clinton,President,,Democrat,Harrison,Howard Creek,304,,4
Donald J. Trump,President,,Republican,Harrison,Howard Creek,1672,,4
Darrell Castle,President,,Constitution,Harrison,Howard Creek,5,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Howard Creek,2,,4
Jim Hedges,President,,Prohibition,Harrison,Howard Creek,1,,4
Gary Johnson,President,,Libertarian,Harrison,Howard Creek,44,,4
Jill Stein,President,,Green,Harrison,Howard Creek,10,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Howard Creek,366,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Howard Creek,1440,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Howard Creek,158,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Howard Creek,48,,4
Hillary Clinton,President,,Democrat,Harrison,Invalid Addresses 9999,0,,4
Donald J. Trump,President,,Republican,Harrison,Invalid Addresses 9999,0,,4
Darrell Castle,President,,Constitution,Harrison,Invalid Addresses 9999,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Invalid Addresses 9999,0,,4
Jim Hedges,President,,Prohibition,Harrison,Invalid Addresses 9999,0,,4
Gary Johnson,President,,Libertarian,Harrison,Invalid Addresses 9999,0,,4
Jill Stein,President,,Green,Harrison,Invalid Addresses 9999,0,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Invalid Addresses 9999,0,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Invalid Addresses 9999,0,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Invalid Addresses 9999,0,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Invalid Addresses 9999,0,,4
Hillary Clinton,President,,Democrat,Harrison,Ladner,133,,4
Donald J. Trump,President,,Republican,Harrison,Ladner,710,,4
Darrell Castle,President,,Constitution,Harrison,Ladner,6,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Ladner,0,,4
Jim Hedges,President,,Prohibition,Harrison,Ladner,2,,4
Gary Johnson,President,,Libertarian,Harrison,Ladner,12,,4
Jill Stein,President,,Green,Harrison,Ladner,3,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Ladner,170,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Ladner,597,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Ladner,64,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Ladner,16,,4
Hillary Clinton,President,,Democrat,Harrison,Long Beach # 1,224,,4
Donald J. Trump,President,,Republican,Harrison,Long Beach # 1,538,,4
Darrell Castle,President,,Constitution,Harrison,Long Beach # 1,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Long Beach # 1,0,,4
Jim Hedges,President,,Prohibition,Harrison,Long Beach # 1,0,,4
Gary Johnson,President,,Libertarian,Harrison,Long Beach # 1,13,,4
Jill Stein,President,,Green,Harrison,Long Beach # 1,3,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Long Beach # 1,231,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Long Beach # 1,489,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Long Beach # 1,37,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Long Beach # 1,16,,4
Hillary Clinton,President,,Democrat,Harrison,Long Beach # 2,153,,4
Donald J. Trump,President,,Republican,Harrison,Long Beach # 2,696,,4
Darrell Castle,President,,Constitution,Harrison,Long Beach # 2,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Long Beach # 2,1,,4
Jim Hedges,President,,Prohibition,Harrison,Long Beach # 2,0,,4
Gary Johnson,President,,Libertarian,Harrison,Long Beach # 2,19,,4
Jill Stein,President,,Green,Harrison,Long Beach # 2,3,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Long Beach # 2,189,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Long Beach # 2,599,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Long Beach # 2,52,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Long Beach # 2,21,,4
Hillary Clinton,President,,Democrat,Harrison,Long Beach # 3,181,,4
Donald J. Trump,President,,Republican,Harrison,Long Beach # 3,604,,4
Darrell Castle,President,,Constitution,Harrison,Long Beach # 3,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Long Beach # 3,1,,4
Jim Hedges,President,,Prohibition,Harrison,Long Beach # 3,1,,4
Gary Johnson,President,,Libertarian,Harrison,Long Beach # 3,15,,4
Jill Stein,President,,Green,Harrison,Long Beach # 3,2,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Long Beach # 3,193,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Long Beach # 3,527,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Long Beach # 3,55,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Long Beach # 3,22,,4
Hillary Clinton,President,,Democrat,Harrison,Long Beach # 4,256,,4
Donald J. Trump,President,,Republican,Harrison,Long Beach # 4,822,,4
Darrell Castle,President,,Constitution,Harrison,Long Beach # 4,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Long Beach # 4,0,,4
Jim Hedges,President,,Prohibition,Harrison,Long Beach # 4,0,,4
Gary Johnson,President,,Libertarian,Harrison,Long Beach # 4,30,,4
Jill Stein,President,,Green,Harrison,Long Beach # 4,9,,4
Mark Gladney,U.S.House,4,Democrat,Harrison,Long Beach # 4,280,,4
Steven Palazzo,U.S.House,4,Republican,Harrison,Long Beach # 4,706,,4
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Long Beach # 4,79,,4
Shawn O'Hara,U.S.House,4,Reform,Harrison,Long Beach # 4,32,,4
Hillary Clinton,President,,Democrat,Harrison,Long Beach # 5,285,,5
Donald J. Trump,President,,Republican,Harrison,Long Beach # 5,1325,,5
Darrell Castle,President,,Constitution,Harrison,Long Beach # 5,12,,5
Rocky' Roque De La Fuente,President,,American Delta,Harrison,Long Beach # 5,0,,5
Jim Hedges,President,,Prohibition,Harrison,Long Beach # 5,0,,5
Gary Johnson,President,,Libertarian,Harrison,Long Beach # 5,35,,5
Jill Stein,President,,Green,Harrison,Long Beach # 5,10,,5
Mark Gladney,U.S.House,4,Democrat,Harrison,Long Beach # 5,332,,5
Steven Palazzo,U.S.House,4,Republican,Harrison,Long Beach # 5,1168,,5
Richard Blake McCluskey,U.S.House,4,Libertarian,Harrison,Long Beach # 5,133,,5
Shawn O'Hara,U.S.House,4,Reform,Harrison,Long Beach # 5,33,,5
