candidate,office,district,party,county,precinct,votes,winner,page
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Clinton 1,0,,2
Jim Hedges,President,,Prohibition,Hinds,Clinton 1,0,,2
Gary Johnson,President,,Libertarian,Hinds,Clinton 1,33,,2
Jill Stein,President,,Green,Hinds,Clinton 1,6,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Clinton 1,646,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Clinton 1,446,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Clinton 1,17,,2
Troy Ray,U.S.House,2,Independent,Hinds,Clinton 1,34,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Clinton 1,X,,2
Hillary Clinton,President,,Democrat,Hinds,Clinton 2,662,,2
Donald J. Trump,President,,Republican,Hinds,Clinton 2,1314,,2
Darrell Castle,President,,Constitution,Hinds,Clinton 2,10,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Clinton 2,2,,2
Jim Hedges,President,,Prohibition,Hinds,Clinton 2,0,,2
Gary Johnson,President,,Libertarian,Hinds,Clinton 2,40,,2
Jill Stein,President,,Green,Hinds,Clinton 2,7,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Clinton 2,1303,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Clinton 2,660,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Clinton 2,14,,2
Troy Ray,U.S.House,2,Independent,Hinds,Clinton 2,45,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Clinton 2,X,,2
Hillary Clinton,President,,Democrat,Hinds,Clinton 3,777,,2
Donald J. Trump,President,,Republican,Hinds,Clinton 3,978,,2
Darrell Castle,President,,Constitution,Hinds,Clinton 3,10,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Clinton 3,1,,2
Jim Hedges,President,,Prohibition,Hinds,Clinton 3,0,,2
Gary Johnson,President,,Libertarian,Hinds,Clinton 3,28,,2
Jill Stein,President,,Green,Hinds,Clinton 3,9,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Clinton 3,938,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Clinton 3,797,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Clinton 3,10,,2
Troy Ray,U.S.House,2,Independent,Hinds,Clinton 3,48,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Clinton 3,X,,2
Hillary Clinton,President,,Democrat,Hinds,Clinton 4,402,,2
Donald J. Trump,President,,Republican,Hinds,Clinton 4,397,,2
Darrell Castle,President,,Constitution,Hinds,Clinton 4,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Clinton 4,0,,2
Jim Hedges,President,,Prohibition,Hinds,Clinton 4,0,,2
Gary Johnson,President,,Libertarian,Hinds,Clinton 4,18,,2
Jill Stein,President,,Green,Hinds,Clinton 4,7,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Clinton 4,371,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Clinton 4,408,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Clinton 4,8,,2
Troy Ray,U.S.House,2,Independent,Hinds,Clinton 4,25,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Clinton 4,X,,3
Hillary Clinton,President,,Democrat,Hinds,Clinton 5,272,,3
Donald J. Trump,President,,Republican,Hinds,Clinton 5,493,,3
Darrell Castle,President,,Constitution,Hinds,Clinton 5,9,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Clinton 5,0,,3
Jim Hedges,President,,Prohibition,Hinds,Clinton 5,0,,3
Gary Johnson,President,,Libertarian,Hinds,Clinton 5,32,,3
Jill Stein,President,,Green,Hinds,Clinton 5,2,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Clinton 5,499,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Clinton 5,277,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Clinton 5,7,,3
Troy Ray,U.S.House,2,Independent,Hinds,Clinton 5,18,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Clinton 5,X,,3
Hillary Clinton,President,,Democrat,Hinds,Clinton 6,617,,3
Donald J. Trump,President,,Republican,Hinds,Clinton 6,468,,3
Darrell Castle,President,,Constitution,Hinds,Clinton 6,6,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Clinton 6,0,,3
Jim Hedges,President,,Prohibition,Hinds,Clinton 6,0,,3
Gary Johnson,President,,Libertarian,Hinds,Clinton 6,29,,3
Jill Stein,President,,Green,Hinds,Clinton 6,7,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Clinton 6,453,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Clinton 6,610,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Clinton 6,11,,3
Troy Ray,U.S.House,2,Independent,Hinds,Clinton 6,49,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Clinton 6,X,,3
Hillary Clinton,President,,Democrat,Hinds,Clinton 7,478,,3
Donald J. Trump,President,,Republican,Hinds,Clinton 7,809,,3
Darrell Castle,President,,Constitution,Hinds,Clinton 7,15,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Clinton 7,0,,3
Jim Hedges,President,,Prohibition,Hinds,Clinton 7,0,,3
Gary Johnson,President,,Libertarian,Hinds,Clinton 7,30,,3
Jill Stein,President,,Green,Hinds,Clinton 7,4,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Clinton 7,786,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Clinton 7,496,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Clinton 7,7,,3
Troy Ray,U.S.House,2,Independent,Hinds,Clinton 7,39,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Clinton 7,X,,3
Hillary Clinton,President,,Democrat,Hinds,Cynthia,364,,3
Donald J. Trump,President,,Republican,Hinds,Cynthia,61,,3
Darrell Castle,President,,Constitution,Hinds,Cynthia,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Cynthia,0,,3
Jim Hedges,President,,Prohibition,Hinds,Cynthia,1,,3
Gary Johnson,President,,Libertarian,Hinds,Cynthia,2,,3
Jill Stein,President,,Green,Hinds,Cynthia,2,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Cynthia,45,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Cynthia,377,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Cynthia,4,,3
Troy Ray,U.S.House,2,Independent,Hinds,Cynthia,6,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Cynthia,X,,3
Hillary Clinton,President,,Democrat,Hinds,Dry Grove,255,,3
Donald J. Trump,President,,Republican,Hinds,Dry Grove,476,,3
Darrell Castle,President,,Constitution,Hinds,Dry Grove,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Dry Grove,0,,3
Jim Hedges,President,,Prohibition,Hinds,Dry Grove,0,,3
Gary Johnson,President,,Libertarian,Hinds,Dry Grove,9,,3
Jill Stein,President,,Green,Hinds,Dry Grove,3,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Dry Grove,445,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Dry Grove,271,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Dry Grove,6,,3
Troy Ray,U.S.House,2,Independent,Hinds,Dry Grove,20,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Dry Grove,X,,3
Hillary Clinton,President,,Democrat,Hinds,Edwards,1006,,3
Donald J. Trump,President,,Republican,Hinds,Edwards,288,,3
Darrell Castle,President,,Constitution,Hinds,Edwards,3,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Edwards,0,,3
Jim Hedges,President,,Prohibition,Hinds,Edwards,0,,3
Gary Johnson,President,,Libertarian,Hinds,Edwards,13,,3
Jill Stein,President,,Green,Hinds,Edwards,2,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Edwards,249,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Edwards,1026,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Edwards,7,,3
Troy Ray,U.S.House,2,Independent,Hinds,Edwards,26,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Edwards,X,,3
Hillary Clinton,President,,Democrat,Hinds,Learned,152,,3
Donald J. Trump,President,,Republican,Hinds,Learned,276,,3
Darrell Castle,President,,Constitution,Hinds,Learned,1,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Learned,0,,3
Jim Hedges,President,,Prohibition,Hinds,Learned,0,,3
Gary Johnson,President,,Libertarian,Hinds,Learned,1,,3
Jill Stein,President,,Green,Hinds,Learned,2,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Learned,256,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Learned,151,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Learned,4,,3
Troy Ray,U.S.House,2,Independent,Hinds,Learned,12,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Learned,X,,3
Hillary Clinton,President,,Democrat,Hinds,Old Byram,625,,3
Donald J. Trump,President,,Republican,Hinds,Old Byram,732,,3
Darrell Castle,President,,Constitution,Hinds,Old Byram,7,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Old Byram,1,,3
Jim Hedges,President,,Prohibition,Hinds,Old Byram,0,,3
Gary Johnson,President,,Libertarian,Hinds,Old Byram,15,,3
Jill Stein,President,,Green,Hinds,Old Byram,3,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Old Byram,651,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Old Byram,649,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Old Byram,17,,3
Troy Ray,U.S.House,2,Independent,Hinds,Old Byram,51,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Old Byram,X,,3
Hillary Clinton,President,,Democrat,Hinds,Pinehaven,914,,3
Donald J. Trump,President,,Republican,Hinds,Pinehaven,941,,3
Darrell Castle,President,,Constitution,Hinds,Pinehaven,11,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Pinehaven,0,,3
Jim Hedges,President,,Prohibition,Hinds,Pinehaven,0,,3
Gary Johnson,President,,Libertarian,Hinds,Pinehaven,32,,3
Jill Stein,President,,Green,Hinds,Pinehaven,8,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Pinehaven,907,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Pinehaven,937,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Pinehaven,18,,3
Troy Ray,U.S.House,2,Independent,Hinds,Pinehaven,46,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Pinehaven,X,,3
Hillary Clinton,President,,Democrat,Hinds,Pocahontas,285,,3
Donald J. Trump,President,,Republican,Hinds,Pocahontas,185,,3
Darrell Castle,President,,Constitution,Hinds,Pocahontas,0,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Pocahontas,0,,3
Jim Hedges,President,,Prohibition,Hinds,Pocahontas,0,,3
Gary Johnson,President,,Libertarian,Hinds,Pocahontas,1,,3
Jill Stein,President,,Green,Hinds,Pocahontas,2,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Pocahontas,159,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Pocahontas,297,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Pocahontas,3,,3
Troy Ray,U.S.House,2,Independent,Hinds,Pocahontas,14,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Pocahontas,X,,3
Hillary Clinton,President,,Democrat,Hinds,Precinct 01,430,,3
Donald J. Trump,President,,Republican,Hinds,Precinct 01,113,,3
Darrell Castle,President,,Constitution,Hinds,Precinct 01,4,,3
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 01,1,,3
Jim Hedges,President,,Prohibition,Hinds,Precinct 01,1,,3
Gary Johnson,President,,Libertarian,Hinds,Precinct 01,24,,3
Jill Stein,President,,Green,Hinds,Precinct 01,10,,3
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 01,X,,3
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 01,X,,3
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 01,X,,3
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 01,X,,3
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 01,152,,3
Hillary Clinton,President,,Democrat,Hinds,Precinct 02,136,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 02,1,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 02,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 02,0,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 02,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 02,1,,4
Jill Stein,President,,Green,Hinds,Precinct 02,1,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 02,4,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 02,130,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 02,1,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 02,2,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 02,X,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 04,319,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 04,2,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 04,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 04,0,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 04,1,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 04,1,,4
Jill Stein,President,,Green,Hinds,Precinct 04,3,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 04,2,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 04,325,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 04,0,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 04,2,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 04,X,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 06,367,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 06,56,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 06,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 06,1,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 06,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 06,10,,4
Jill Stein,President,,Green,Hinds,Precinct 06,6,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 06,60,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 06,369,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 06,5,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 06,4,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 06,X,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 08,285,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 08,176,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 08,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 08,0,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 08,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 08,24,,4
Jill Stein,President,,Green,Hinds,Precinct 08,2,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 08,X,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 08,X,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 08,X,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 08,X,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 08,258,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 09,430,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 09,353,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 09,3,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 09,1,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 09,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 09,46,,4
Jill Stein,President,,Green,Hinds,Precinct 09,7,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 09,X,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 09,X,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 09,X,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 09,X,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 09,500,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 10,244,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 10,2,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 10,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 10,0,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 10,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 10,0,,4
Jill Stein,President,,Green,Hinds,Precinct 10,1,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 10,7,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 10,239,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 10,1,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 10,2,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 10,X,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 11,302,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 11,3,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 11,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 11,0,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 11,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 11,0,,4
Jill Stein,President,,Green,Hinds,Precinct 11,0,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 11,2,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 11,300,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 11,1,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 11,1,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 11,X,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 13,809,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 13,10,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 13,2,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 13,0,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 13,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 13,3,,4
Jill Stein,President,,Green,Hinds,Precinct 13,2,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 13,13,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 13,815,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 13,4,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 13,10,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 13,X,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 14,246,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 14,303,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 14,0,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 14,1,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 14,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 14,25,,4
Jill Stein,President,,Green,Hinds,Precinct 14,4,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 14,X,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 14,X,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 14,X,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 14,X,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 14,398,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 16,850,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 16,294,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 16,4,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 16,1,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 16,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 16,52,,4
Jill Stein,President,,Green,Hinds,Precinct 16,13,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 16,76,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 16,430,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 16,10,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 16,18,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 16,351,,4
Hillary Clinton,President,,Democrat,Hinds,Precinct 18,335,,4
Donald J. Trump,President,,Republican,Hinds,Precinct 18,4,,4
Darrell Castle,President,,Constitution,Hinds,Precinct 18,1,,4
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 18,2,,4
Jim Hedges,President,,Prohibition,Hinds,Precinct 18,0,,4
Gary Johnson,President,,Libertarian,Hinds,Precinct 18,1,,4
Jill Stein,President,,Green,Hinds,Precinct 18,1,,4
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 18,2,,4
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 18,330,,4
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 18,5,,4
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 18,6,,4
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 18,X,,4
