candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Hinds,Bolton,731,,2
Donald J. Trump,President,,Republican,Hinds,Bolton,253,,2
Darrell Castle,President,,Constitution,Hinds,Bolton,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Bolton,0,,2
Jim Hedges,President,,Prohibition,Hinds,Bolton,1,,2
Gary Johnson,President,,Libertarian,Hinds,Bolton,3,,2
Jill Stein,President,,Green,Hinds,Bolton,2,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Bolton,205,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Bolton,757,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Bolton,7,,2
Troy Ray,U.S.House,2,Independent,Hinds,Bolton,19,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Bolton,X,,2
Hillary Clinton,President,,Democrat,Hinds,Brownsville,172,,2
Donald J. Trump,President,,Republican,Hinds,Brownsville,212,,2
Darrell Castle,President,,Constitution,Hinds,Brownsville,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Brownsville,0,,2
Jim Hedges,President,,Prohibition,Hinds,Brownsville,0,,2
Gary Johnson,President,,Libertarian,Hinds,Brownsville,2,,2
Jill Stein,President,,Green,Hinds,Brownsville,3,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Brownsville,184,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Brownsville,187,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Brownsville,10,,2
Troy Ray,U.S.House,2,Independent,Hinds,Brownsville,14,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Brownsville,X,,2
Hillary Clinton,President,,Democrat,Hinds,Byram 1,1515,,2
Donald J. Trump,President,,Republican,Hinds,Byram 1,514,,2
Darrell Castle,President,,Constitution,Hinds,Byram 1,4,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Byram 1,1,,2
Jim Hedges,President,,Prohibition,Hinds,Byram 1,1,,2
Gary Johnson,President,,Libertarian,Hinds,Byram 1,15,,2
Jill Stein,President,,Green,Hinds,Byram 1,7,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Byram 1,475,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Byram 1,1526,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Byram 1,18,,2
Troy Ray,U.S.House,2,Independent,Hinds,Byram 1,49,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Byram 1,X,,2
Hillary Clinton,President,,Democrat,Hinds,Byram 2,726,,2
Donald J. Trump,President,,Republican,Hinds,Byram 2,950,,2
Darrell Castle,President,,Constitution,Hinds,Byram 2,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Byram 2,2,,2
Jim Hedges,President,,Prohibition,Hinds,Byram 2,0,,2
Gary Johnson,President,,Libertarian,Hinds,Byram 2,21,,2
Jill Stein,President,,Green,Hinds,Byram 2,4,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Byram 2,870,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Byram 2,744,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Byram 2,9,,2
Troy Ray,U.S.House,2,Independent,Hinds,Byram 2,60,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Byram 2,X,,2
Hillary Clinton,President,,Democrat,Hinds,Byram 3,869,,2
Donald J. Trump,President,,Republican,Hinds,Byram 3,391,,2
Darrell Castle,President,,Constitution,Hinds,Byram 3,3,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Byram 3,0,,2
Jim Hedges,President,,Prohibition,Hinds,Byram 3,1,,2
Gary Johnson,President,,Libertarian,Hinds,Byram 3,8,,2
Jill Stein,President,,Green,Hinds,Byram 3,5,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Byram 3,362,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Byram 3,887,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Byram 3,6,,2
Troy Ray,U.S.House,2,Independent,Hinds,Byram 3,21,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Byram 3,X,,2
Hillary Clinton,President,,Democrat,Hinds,Cayuga,158,,2
Donald J. Trump,President,,Republican,Hinds,Cayuga,79,,2
Darrell Castle,President,,Constitution,Hinds,Cayuga,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Cayuga,0,,2
Jim Hedges,President,,Prohibition,Hinds,Cayuga,0,,2
Gary Johnson,President,,Libertarian,Hinds,Cayuga,2,,2
Jill Stein,President,,Green,Hinds,Cayuga,0,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Cayuga,74,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Cayuga,163,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Cayuga,3,,2
Troy Ray,U.S.House,2,Independent,Hinds,Cayuga,2,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Cayuga,X,,2
Hillary Clinton,President,,Democrat,Hinds,Chapel Hill,317,,2
Donald J. Trump,President,,Republican,Hinds,Chapel Hill,290,,2
Darrell Castle,President,,Constitution,Hinds,Chapel Hill,1,,2
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Chapel Hill,0,,2
Jim Hedges,President,,Prohibition,Hinds,Chapel Hill,1,,2
Gary Johnson,President,,Libertarian,Hinds,Chapel Hill,4,,2
Jill Stein,President,,Green,Hinds,Chapel Hill,1,,2
John Bouie ii,U.S.House,2,Republican,Hinds,Chapel Hill,263,,2
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Chapel Hill,328,,2
Johnny McLeod,U.S.House,2,Reform,Hinds,Chapel Hill,5,,2
Troy Ray,U.S.House,2,Independent,Hinds,Chapel Hill,15,,2
Gregg Harper,U.S. House,3,Republican,Hinds,Chapel Hill,X,,2
Hillary Clinton,President,,Democrat,Hinds,Clinton 1,433,,2
Donald J. Trump,President,,Republican,Hinds,Clinton 1,668,,2
Darrell Castle,President,,Constitution,Hinds,Clinton 1,12,,2
