candidate,office,district,party,county,precinct,votes,winner,page
Hillary Clinton,President,,Democrat,Jefferson,CANNONSBURG,200,,2
Donald J. Trump,President,,Republican,Jefferson,CANNONSBURG,15,,2
Darrell Castle,President,,Constitution,Jefferson,CANNONSBURG,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Jefferson,CANNONSBURG,0,,2
Jim Hedges,President,,Prohibition,Jefferson,CANNONSBURG,0,,2
Gary Johnson,President,,Libertarian,Jefferson,CANNONSBURG,2,,2
Jill Stein,President,,Green,Jefferson,CANNONSBURG,0,,2
John Bouie ii,U.S.House,2,Republican,Jefferson,CANNONSBURG,14,,2
Bennie G. Thompson,U.S.House,2,Democrat,Jefferson,CANNONSBURG,201,,2
Johnny McLeod,U.S.House,2,Reform,Jefferson,CANNONSBURG,1,,2
Troy Ray,U.S.House,2,Independent,Jefferson,CANNONSBURG,1,,2
Hillary Clinton,President,,Democrat,Jefferson,CHAMBLISS RESTAURANT,502,,2
Donald J. Trump,President,,Republican,Jefferson,CHAMBLISS RESTAURANT,15,,2
Darrell Castle,President,,Constitution,Jefferson,CHAMBLISS RESTAURANT,2,,2
Rocky' Roque De La Fuente,President,,American Delta,Jefferson,CHAMBLISS RESTAURANT,0,,2
Jim Hedges,President,,Prohibition,Jefferson,CHAMBLISS RESTAURANT,1,,2
Gary Johnson,President,,Libertarian,Jefferson,CHAMBLISS RESTAURANT,1,,2
Jill Stein,President,,Green,Jefferson,CHAMBLISS RESTAURANT,1,,2
John Bouie ii,U.S.House,2,Republican,Jefferson,CHAMBLISS RESTAURANT,20,,2
Bennie G. Thompson,U.S.House,2,Democrat,Jefferson,CHAMBLISS RESTAURANT,489,,2
Johnny McLeod,U.S.House,2,Reform,Jefferson,CHAMBLISS RESTAURANT,4,,2
Troy Ray,U.S.House,2,Independent,Jefferson,CHAMBLISS RESTAURANT,6,,2
Hillary Clinton,President,,Democrat,Jefferson,CHURCH HILL,56,,2
Donald J. Trump,President,,Republican,Jefferson,CHURCH HILL,98,,2
Darrell Castle,President,,Constitution,Jefferson,CHURCH HILL,0,,2
Rocky' Roque De La Fuente,President,,American Delta,Jefferson,CHURCH HILL,0,,2
Jim Hedges,President,,Prohibition,Jefferson,CHURCH HILL,0,,2
Gary Johnson,President,,Libertarian,Jefferson,CHURCH HILL,3,,2
