candidate,office,district,party,county,precinct,votes
David Baria,U.S. Senate,,DEM,Copiah,Beauregard,107
Roger F. Wicker,U.S. Senate,,REP,Copiah,Beauregard,304
Danny Bedwell,U.S. Senate,,LIB,Copiah,Beauregard,8
Shawn O'Hara,U.S. Senate,,Reform ,Copiah,Beauregard,2
Tobey Bernard Bartee,U.S. Senate,Unexpired Term,,Copiah,Beauregard,5
Mike Espy,U.S. Senate,Unexpired Term,,Copiah,Beauregard,110
Cindy Hyde-Smith,U.S. Senate,Unexpired Term,,Copiah,Beauregard,279
Chris McDaniel ,U.S. Senate,Unexpired Term,,Copiah,Beauregard,45
Bennie G. Thompson,U.S. House,2,DEM,Copiah,Beauregard,157
Irving Harris,U.S. House,2,Reform ,Copiah,Beauregard,75
Troy Ray,U.S. House,2,IND,Copiah,Beauregard,179
David Baria,U.S. Senate,,DEM,Copiah,Carpenter,88
Roger F. Wicker,U.S. Senate,,REP,Copiah,Carpenter,45
Danny Bedwell,U.S. Senate,,LIB,Copiah,Carpenter,6
Shawn O'Hara,U.S. Senate,,Reform ,Copiah,Carpenter,0
Tobey Bernard Bartee,U.S. Senate,Unexpired Term,,Copiah,Carpenter,1
Mike Espy,U.S. Senate,Unexpired Term,,Copiah,Carpenter,102
Cindy Hyde-Smith,U.S. Senate,Unexpired Term,,Copiah,Carpenter,39
Chris McDaniel ,U.S. Senate,Unexpired Term,,Copiah,Carpenter,9
Bennie G. Thompson,U.S. House,2,DEM,Copiah,Carpenter,103
Irving Harris,U.S. House,2,Reform ,Copiah,Carpenter,12
Troy Ray,U.S. House,2,IND,Copiah,Carpenter,28
David Baria,U.S. Senate,,DEM,Copiah,Canterpoint,246
Roger F. Wicker,U.S. Senate,,REP,Copiah,Canterpoint,423
Danny Bedwell,U.S. Senate,,LIB,Copiah,Canterpoint,8
Shawn O'Hara,U.S. Senate,,Reform ,Copiah,Canterpoint,7
Tobey Bernard Bartee,U.S. Senate,Unexpired Term,,Copiah,Canterpoint,8
Mike Espy,U.S. Senate,Unexpired Term,,Copiah,Canterpoint,257
Cindy Hyde-Smith,U.S. Senate,Unexpired Term,,Copiah,Canterpoint,378
Chris McDaniel ,U.S. Senate,Unexpired Term,,Copiah,Canterpoint,59
Bennie G. Thompson,U.S. House,2,DEM,Copiah,Canterpoint,348
Irving Harris,U.S. House,2,Reform ,Copiah,Canterpoint,91
Troy Ray,U.S. House,2,IND,Copiah,Canterpoint,226
David Baria,U.S. Senate,,DEM,Copiah,Crystal Springs East ,508
