page,candidate,office,district,party,county,precinct,votes,winner,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,Mt Carmel 42,68,,
3,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,North East Prentiss 43,265,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,North East Prentiss 43,179,,
3,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,Williamson Mill 44,204,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,Williamson Mill 44,41,,
3,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,Gwinville 51,70,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,Gwinville 51,26,,
3,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,Hebron 52,69,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,Hebron 52,16,,
3,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,North West Prentiss 53,101,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,North West Prentiss 53,80,,
3,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,Red House 55,144,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,Red House 55,69,,
3,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,Whiting 56,124,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,Whiting 56,80,,
4,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,City of Prentiss,0,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,City of Prentiss,0,,
4,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,Mubass,x,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,Mubass,x,,
4,Tate Reeves,Lieutenant Governor,,R,Jefferson Davis,TOTAL,3335,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Jefferson Davis,TOTAL,1337,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Granby 11,71,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,South Prentiss 12,474,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,south Prentiss 13,269,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Bournham 21,0,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Carson 22,197,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Green's Creek 23,233,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Hathorn 24,132,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Son's Academy 25,134,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Bassfield 26,251,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Bassfield 31,271,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Bassfield 32,272,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Good Hope 33,155,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Melba 34,46,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Clem 41,121,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Mt Carmel 42,107,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,North East Prentiss 43,378,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Williamson Mill 44,219,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Gwinville 51,82,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Hebron 52,76,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,North West Prentiss 53,146,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Red House 55,178,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Whiting 56,156,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,City of Prentiss,0,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,Mubass,x,,
2,Delbert Hosemann,Secretary of State,,R,Jefferson Davis,TOTAL,3968,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Granby 11,78,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Granby 11,28,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,South Prentiss 12,324,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,South Prentiss 12,226,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,south Prentiss 13,284,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,south Prentiss 13,77,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Bournham 21,0,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Bournham 21,0,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Carson 22,126,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Carson 22,97,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Green's Creek 23,149,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Green's Creek 23,122,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Hathorn 24,88,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Hathorn 24,60,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Son's Academy 25,150,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Son's Academy 25,34,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Bassfield 26,211,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Bassfield 26,100,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Bassfield 31,367,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Bassfield 31,87,,
2,Jim Hood,Attorney General,,D,Jefferson Davis,Bassfield 32,355,,
2,Steve Simpson,Attorney General,,R,Jefferson Davis,Bassfield 32,68,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Good Hope 33,135,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Good Hope 33,64,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Melba 34,36,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Melba 34,20,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Clem 41,110,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Clem 41,52,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Mt Carmel 42,168,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Mt Carmel 42,10,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,North East Prentiss 43,405,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,North East Prentiss 43,99,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Williamson Mill 44,165,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Williamson Mill 44,100,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Gwinville 51,94,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Gwinville 51,20,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Hebron 52,67,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Hebron 52,31,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,North West Prentiss 53,172,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,North West Prentiss 53,40,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Red House 55,196,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Red House 55,55,,
3,Jim Hood,Attorney General,,D,Jefferson Davis,Whiting 56,229,,
3,Steve Simpson,Attorney General,,R,Jefferson Davis,Whiting 56,26,,
4,Jim Hood,Attorney General,,D,Jefferson Davis,City of Prentiss,0,,
4,Steve Simpson,Attorney General,,R,Jefferson Davis,City of Prentiss,0,,
4,Jim Hood,Attorney General,,D,Jefferson Davis,Mubass,x,,
4,Steve Simpson,Attorney General,,R,Jefferson Davis,Mubass,x,,
4,Jim Hood,Attorney General,,D,Jefferson Davis,TOTAL,3909,,
4,Steve Simpson,Attorney General,,R,Jefferson Davis,TOTAL,1416,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Granby 11,57,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Granby 11,36,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,South Prentiss 12,414,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,South Prentiss 12,104,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,south Prentiss 13,193,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,south Prentiss 13,117,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Bournham 21,0,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Bournham 21,0,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Carson 22,179,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Carson 22,29,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Green's Creek 23,214,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Green's Creek 23,48,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Hathorn 24,125,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Hathorn 24,22,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Son's Academy 25,66,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Son's Academy 25,96,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Bassfield 26,205,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Bassfield 26,75,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Bassfield 31,189,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Bassfield 31,158,,
2,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Bassfield 32,182,,
2,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Bassfield 32,143,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Good Hope 33,131,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Good Hope 33,41,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Melba 34,41,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Melba 34,8,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Clem 41,99,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Clem 41,47,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Mt Carmel 42,52,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Mt Carmel 42,88,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,North East Prentiss 43,213,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,North East Prentiss 43,235,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Williamson Mill 44,192,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Williamson Mill 44,53,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Gwinville 51,55,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Gwinville 51,39,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Hebron 52,61,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Hebron 52,22,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,North West Prentiss 53,85,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,North West Prentiss 53,96,,
3,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Red House 55,117,,
3,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Red House 55,96,,
4,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Whiting 56,94,,
4,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Whiting 56,112,,
4,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,City of Prentiss,0,,
4,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,City of Prentiss,0,,
4,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,Mubass,x,,
4,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,Mubass,x,,
4,Stacey E. Pickering,State Auditor,,R,Jefferson Davis,TOTAL,2964,,
4,Ashley Norwood,State Auditor,,Reform,Jefferson Davis,TOTAL,1665,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Granby 11,43,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Granby 11,54,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Granby 11,5,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,South Prentiss 12,371,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,South Prentiss 12,159,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,South Prentiss 12,11,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,south Prentiss 13,156,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,south Prentiss 13,192,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,south Prentiss 13,6,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Bournham 21,0,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Bournham 21,0,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Bournham 21,0,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Carson 22,166,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Carson 22,54,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Carson 22,6,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Green's Creek 23,203,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Green's Creek 23,57,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Green's Creek 23,10,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Hathorn 24,114,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Hathorn 24,30,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Hathorn 24,4,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Son's Academy 25,50,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Son's Academy 25,127,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Son's Academy 25,8,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Bassfield 26,159,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Bassfield 26,130,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Bassfield 26,20,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Bassfield 31,141,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Bassfield 31,307,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Bassfield 31,9,,
2,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Bassfield 32,108,,
2,Connie Moran,State Treasurer,,D,Jefferson Davis,Bassfield 32,295,,
2,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Bassfield 32,16,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Good Hope 33,118,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Good Hope 33,72,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Good Hope 33,8,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Melba 34,35,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Melba 34,20,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Melba 34,1,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Clem 41,87,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Clem 41,75,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Clem 41,3,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Mt Carmel 42,20,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Mt Carmel 42,149,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Mt Carmel 42,9,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,North East Prentiss 43,147,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,North East Prentiss 43,331,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,North East Prentiss 43,17,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Williamson Mill 44,173,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Williamson Mill 44,90,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Williamson Mill 44,3,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Gwinville 51,38,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Gwinville 51,75,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Gwinville 51,3,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Hebron 52,52,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Hebron 52,42,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Hebron 52,3,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,North West Prentiss 53,67,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,North West Prentiss 53,141,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,North West Prentiss 53,3,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Red House 55,98,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Red House 55,144,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Red House 55,6,,
3,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Whiting 56,67,,
3,Connie Moran,State Treasurer,,D,Jefferson Davis,Whiting 56,176,,
3,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Whiting 56,7,,
4,Lynn Fitch,State Treasurer,,R,Jefferson Davis,City of Prentiss,0,,
4,Connie Moran,State Treasurer,,D,Jefferson Davis,City of Prentiss,0,,
4,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,City of Prentiss,0,,
4,Lynn Fitch,State Treasurer,,R,Jefferson Davis,Mubass,x,,
4,Connie Moran,State Treasurer,,D,Jefferson Davis,Mubass,x,,
4,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,Mubass,x,,
4,Lynn Fitch,State Treasurer,,R,Jefferson Davis,TOTAL,2413,,
4,Connie Moran,State Treasurer,,D,Jefferson Davis,TOTAL,2720,,
4,Shawn O'Hara,State Treasurer,,Reform,Jefferson Davis,TOTAL,158,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,Granby 11,60,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,Granby 11,41,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Jefferson Davis,Granby 11,1,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,South Prentiss 12,177,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,South Prentiss 12,355,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Jefferson Davis,South Prentiss 12,9,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,south Prentiss 13,211,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,south Prentiss 13,142,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Jefferson Davis,south Prentiss 13,4,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,Bournham 21,0,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,Bournham 21,0,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Jefferson Davis,Bournham 21,0,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,Carson 22,69,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,Carson 22,151,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Jefferson Davis,Carson 22,3,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,Green's Creek 23,80,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,Green's Creek 23,185,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Jefferson Davis,Green's Creek 23,4,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,Hathorn 24,48,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Jefferson Davis,Hathorn 24,93,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Jefferson Davis,Hathorn 24,5,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Jefferson Davis,Son's Academy 25,128,,
