page,candidate,office,district,party,county,precinct,votes,winner,
2,Phil Bryant ,Governor ,,R,Franklin,Knoxville,64,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Knoxville,60,,
2,Phil Bryant ,Governor ,,R,Franklin,Roxie,140,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Roxie,190,,
2,Phil Bryant ,Governor ,,R,Franklin,Antioch,150,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Antioch,134,,
2,Phil Bryant ,Governor ,,R,Franklin,Hamburg,47,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Hamburg,126,,
2,Phil Bryant ,Governor ,,R,Franklin,Meadville,235,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Meadville,70,,
2,Phil Bryant ,Governor ,,R,Franklin,Bude,216,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Bude,283,,
2,Phil Bryant ,Governor ,,R,Franklin,Pine Grove,83,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Pine Grove,12,,
2,Phil Bryant ,Governor ,,R,Franklin,Wesley Chapel,35,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Wesley Chapel,50,,
2,Phil Bryant ,Governor ,,R,Franklin,Eddiceton,267,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Eddiceton,39,,
2,Phil Bryant ,Governor ,,R,Franklin,Lucien,128,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Lucien,18,,
2,Phil Bryant ,Governor ,,R,Franklin,Mccall,210,,
2,Johnny L. DuPree,Governor ,,D,Franklin,Mccall,49,,
3,Phil Bryant ,Governor ,,R,Franklin,Bad Bayou,282,,
3,Johnny L. DuPree,Governor ,,D,Franklin,Bad Bayou,15,,
3,Phil Bryant ,Governor ,,R,Franklin,Cains,181,,
3,Johnny L. DuPree,Governor ,,D,Franklin,Cains,39,,
3,Phil Bryant ,Governor ,,R,Franklin,Whittington,190,,
3,Johnny L. DuPree,Governor ,,D,Franklin,Whittington,26,,
3,Phil Bryant ,Governor ,,R,Franklin,TOTAL ,2228,,
3,Johnny L. DuPree,Governor ,,D,Franklin,TOTAL ,1111,,
2,Tate Reeves,Lieutenant Governor,,R,Franklin,Knoxville,71,,
2,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Franklin,Knoxville,24,,
2,Tate Reeves,Lieutenant Governor,,R,Franklin,Roxie,186,,
2,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Franklin,Roxie,82,,
2,Tate Reeves,Lieutenant Governor,,R,Franklin,Antioch,181,,
2,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Franklin,Antioch,64,,
2,Tate Reeves,Lieutenant Governor,,R,Franklin,Hamburg,77,,
2,Tracella Lou O'Hara Hill ,Lieutenant Governor,,Reform ,Franklin,Hamburg,59,,
