county,office,district,party,candidate,votes
Adams,Governor,,Rep,Phil Bryant,5056
Adams,Governor,,Dem,Johnny L. DuPree,5403
Alcorn,Governor,,Rep,Phil Bryant,8210
Alcorn,Governor,,Dem,Johnny L. DuPree,3110
Amite,Governor,,Rep,Phil Bryant,3637
Amite,Governor,,Dem,Johnny L. DuPree,2648
Attala,Governor,,Rep,Phil Bryant,3771
Attala,Governor,,Dem,Johnny L. DuPree,2235
Benton,Governor,,Rep,Phil Bryant,1924
Benton,Governor,,Dem,Johnny L. DuPree,1505
Bolivar,Governor,,Rep,Phil Bryant,4083
Bolivar,Governor,,Dem,Johnny L. DuPree,6482
Calhoun,Governor,,Rep,Phil Bryant,4123
Calhoun,Governor,,Dem,Johnny L. DuPree,1822
Carroll,Governor,,Rep,Phil Bryant,3358
Carroll,Governor,,Dem,Johnny L. DuPree,1357
Chickasaw,Governor,,Rep,Phil Bryant,3626
Chickasaw,Governor,,Dem,Johnny L. DuPree,3042
Choctaw,Governor,,Rep,Phil Bryant,2225
Choctaw,Governor,,Dem,Johnny L. DuPree,868
Claiborne,Governor,,Rep,Phil Bryant,627
Claiborne,Governor,,Dem,Johnny L. DuPree,3138
Clarke,Governor,,Rep,Phil Bryant,4322
Clarke,Governor,,Dem,Johnny L. DuPree,2271
Clay,Governor,,Rep,Phil Bryant,3552
Clay,Governor,,Dem,Johnny L. DuPree,3895
Coahoma,Governor,,Rep,Phil Bryant,2022
Coahoma,Governor,,Dem,Johnny L. DuPree,3127
Copiah,Governor,,Rep,Phil Bryant,5073
Copiah,Governor,,Dem,Johnny L. DuPree,4509
Covington,Governor,,Rep,Phil Bryant,4567
Covington,Governor,,Dem,Johnny L. DuPree,3156
Desoto,Governor,,Rep,Phil Bryant,28257
Desoto,Governor,,Dem,Johnny L. DuPree,8687
Forrest,Governor,,Rep,Phil Bryant,12574
Forrest,Governor,,Dem,Johnny L. DuPree,9268
Franklin,Governor,,Rep,Phil Bryant,2228
Franklin,Governor,,Dem,Johnny L. DuPree,1111
George,Governor,,Rep,Phil Bryant,5360
George,Governor,,Dem,Johnny L. DuPree,1341
Greene,Governor,,Rep,Phil Bryant,3239
Greene,Governor,,Dem,Johnny L. DuPree,1173
Grenada,Governor,,Rep,Phil Bryant,4495
Grenada,Governor,,Dem,Johnny L. DuPree,3171
Hancock,Governor,,Rep,Phil Bryant,8837
Hancock,Governor,,Dem,Johnny L. DuPree,3330
Harrison,Governor,,Rep,Phil Bryant,25488
Harrison,Governor,,Dem,Johnny L. DuPree,14540
Hinds,Governor,,Rep,Phil Bryant,24092
Hinds,Governor,,Dem,Johnny L. DuPree,45851
Holmes,Governor,,Rep,Phil Bryant,1421
Holmes,Governor,,Dem,Johnny L. DuPree,4603
Humphreys,Governor,,Rep,Phil Bryant,1367
Humphreys,Governor,,Dem,Johnny L. DuPree,2502
Issaquena,Governor,,Rep,Phil Bryant,253
Issaquena,Governor,,Dem,Johnny L. DuPree,246
Itawamba,Governor,,Rep,Phil Bryant,5893
Itawamba,Governor,,Dem,Johnny L. DuPree,1691
Jackson,Governor,,Rep,Phil Bryant,23444
Jackson,Governor,,Dem,Johnny L. DuPree,10476
Jasper,Governor,,Rep,Phil Bryant,3124
Jasper,Governor,,Dem,Johnny L. DuPree,3689
Jefferson,Governor,,Rep,Phil Bryant,503
Jefferson,Governor,,Dem,Johnny L. DuPree,2694
Jefferson Da,Governor,,Rep,Phil Bryant,2313
Jefferson Da,Governor,,Dem,Johnny L. DuPree,3113
Jones,Governor,,Rep,Phil Bryant,16696
Jones,Governor,,Dem,Johnny L. DuPree,6848
Kemper,Governor,,Rep,Phil Bryant,1864
Kemper,Governor,,Dem,Johnny L. DuPree,2601
Lafayette,Governor,,Rep,Phil Bryant,7827
Lafayette,Governor,,Dem,Johnny L. DuPree,4984
Lamar,Governor,,Rep,Phil Bryant,14468
Lamar,Governor,,Dem,Johnny L. DuPree,3839
Lauderdale,Governor,,Rep,Phil Bryant,13838
Lauderdale,Governor,,Dem,Johnny L. DuPree,7235
Lawrence,Governor,,Rep,Phil Bryant,3756
Lawrence,Governor,,Dem,Johnny L. DuPree,1980
Leake,Governor,,Rep,Phil Bryant,3983
Leake,Governor,,Dem,Johnny L. DuPree,2537
Lee,Governor,,Rep,Phil Bryant,17087
Lee,Governor,,Dem,Johnny L. DuPree,7740
Leflore,Governor,,Rep,Phil Bryant,3413
Leflore,Governor,,Dem,Johnny L. DuPree,5421
Lincoln,Governor,,Rep,Phil Bryant,8761
Lincoln,Governor,,Dem,Johnny L. DuPree,3764
Lowndes,Governor,,Rep,Phil Bryant,10272
Lowndes,Governor,,Dem,Johnny L. DuPree,7213
Madison,Governor,,Rep,Phil Bryant,21176
Madison,Governor,,Dem,Johnny L. DuPree,12349
Marion,Governor,,Rep,Phil Bryant,7012
Marion,Governor,,Dem,Johnny L. DuPree,3469
Marshall,Governor,,Rep,Phil Bryant,4529
Marshall,Governor,,Dem,Johnny L. DuPree,4638
Monroe,Governor,,Rep,Phil Bryant,7721
Monroe,Governor,,Dem,Johnny L. DuPree,4517
Montgomery,Governor,,Rep,Phil Bryant,2518
Montgomery,Governor,,Dem,Johnny L. DuPree,1617
Neshoba,Governor,,Rep,Phil Bryant,6390
Neshoba,Governor,,Dem,Johnny L. DuPree,1924
Newton,Governor,,Rep,Phil Bryant,5169
Newton,Governor,,Dem,Johnny L. DuPree,2053
Noxubee,Governor,,Rep,Phil Bryant,1099
Noxubee,Governor,,Dem,Johnny L. DuPree,2836
Oktibbeha,Governor,,Rep,Phil Bryant,7087
Oktibbeha,Governor,,Dem,Johnny L. DuPree,5514
Panola,Governor,,Rep,Phil Bryant,7258
Panola,Governor,,Dem,Johnny L. DuPree,6140
Pearl River,Governor,,Rep,Phil Bryant,11080
Pearl River,Governor,,Dem,Johnny L. DuPree,2799
Perry,Governor,,Rep,Phil Bryant,3514
Perry,Governor,,Dem,Johnny L. DuPree,1292
Pike,Governor,,Rep,Phil Bryant,6663
Pike,Governor,,Dem,Johnny L. DuPree,6458
Pontotoc,Governor,,Rep,Phil Bryant,7947
Pontotoc,Governor,,Dem,Johnny L. DuPree,2417
Prentiss,Governor,,Rep,Phil Bryant,5423
Prentiss,Governor,,Dem,Johnny L. DuPree,2285
Quitman,Governor,,Rep,Phil Bryant,1009
Quitman,Governor,,Dem,Johnny L. DuPree,1307
Rankin,Governor,,Rep,Phil Bryant,35399
Rankin,Governor,,Dem,Johnny L. DuPree,8930
Scott,Governor,,Rep,Phil Bryant,5166
Scott,Governor,,Dem,Johnny L. DuPree,3000
Sharkey,Governor,,Rep,Phil Bryant,788
Sharkey,Governor,,Dem,Johnny L. DuPree,1280
Simpson,Governor,,Rep,Phil Bryant,6208
Simpson,Governor,,Dem,Johnny L. DuPree,3259
Smith,Governor,,Rep,Phil Bryant,5377
Smith,Governor,,Dem,Johnny L. DuPree,1651
Stone,Governor,,Rep,Phil Bryant,4207
Stone,Governor,,Dem,Johnny L. DuPree,1714
Sunflower,Governor,,Rep,Phil Bryant,2389
Sunflower,Governor,,Dem,Johnny L. DuPree,3557
Tallahatchie,Governor,,Rep,Phil Bryant,2112
Tallahatchie,Governor,,Dem,Johnny L. DuPree,2224
Tate,Governor,,Rep,Phil Bryant,5612
Tate,Governor,,Dem,Johnny L. DuPree,2621
Tippah,Governor,,Rep,Phil Bryant,5895
Tippah,Governor,,Dem,Johnny L. DuPree,1926
Tishomingo,Governor,,Rep,Phil Bryant,4718
Tishomingo,Governor,,Dem,Johnny L. DuPree,1538
Tunica,Governor,,Rep,Phil Bryant,949
Tunica,Governor,,Dem,Johnny L. DuPree,2297
Union,Governor,,Rep,Phil Bryant,6997
Union,Governor,,Dem,Johnny L. DuPree,1929
Walthall,Governor,,Rep,Phil Bryant,3261
Walthall,Governor,,Dem,Johnny L. DuPree,2068
Warren,Governor,,Rep,Phil Bryant,9019
Warren,Governor,,Dem,Johnny L. DuPree,6380
Washington,Governor,,Rep,Phil Bryant,4456
Washington,Governor,,Dem,Johnny L. DuPree,6431
Wayne,Governor,,Rep,Phil Bryant,5110
Wayne,Governor,,Dem,Johnny L. DuPree,3549
Webster,Governor,,Rep,Phil Bryant,3459
Webster,Governor,,Dem,Johnny L. DuPree,946
Wilkinson,Governor,,Rep,Phil Bryant,1067
Wilkinson,Governor,,Dem,Johnny L. DuPree,2067
Winston,Governor,,Rep,Phil Bryant,4797
Winston,Governor,,Dem,Johnny L. DuPree,3423
Yalobusha,Governor,,Rep,Phil Bryant,2749
Yalobusha,Governor,,Dem,Johnny L. DuPree,2025
Yazoo,Governor,,Rep,Phil Bryant,4492
Yazoo,Governor,,Dem,Johnny L. DuPree,3971
Adams,Lieutenant Governor,,Rep,Tate Reeves,6039
Adams,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,2389
Alcorn,Lieutenant Governor,,Rep,Tate Reeves,9029
Alcorn,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1306
Amite,Lieutenant Governor,,Rep,Tate Reeves,4171
Amite,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1420
Attala,Lieutenant Governor,,Rep,Tate Reeves,4288
Attala,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,946
Benton,Lieutenant Governor,,Rep,Tate Reeves,2275
Benton,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,660
Bolivar,Lieutenant Governor,,Rep,Tate Reeves,5185
Bolivar,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,3214
Calhoun,Lieutenant Governor,,Rep,Tate Reeves,4673
Calhoun,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,905
Carroll,Lieutenant Governor,,Rep,Tate Reeves,3683
Carroll,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,641
Chickasaw,Lieutenant Governor,,Rep,Tate Reeves,4293
Chickasaw,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1597
Choctaw,Lieutenant Governor,,Rep,Tate Reeves,2421
Choctaw,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,406
Claiborne,Lieutenant Governor,,Rep,Tate Reeves,1827
Claiborne,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1312
Clarke,Lieutenant Governor,,Rep,Tate Reeves,4782
Clarke,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1100
Clay,Lieutenant Governor,,Rep,Tate Reeves,4561
Clay,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1758
Coahoma,Lieutenant Governor,,Rep,Tate Reeves,2713
Coahoma,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1453
Copiah,Lieutenant Governor,,Rep,Tate Reeves,6557
Copiah,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,2082
Covington,Lieutenant Governor,,Rep,Tate Reeves,5709
Covington,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1229
Desoto,Lieutenant Governor,,Rep,Tate Reeves,29680
Desoto,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,4310
Forrest,Lieutenant Governor,,Rep,Tate Reeves,15342
Forrest,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,4306
Franklin,Lieutenant Governor,,Rep,Tate Reeves,2543
Franklin,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,487
George,Lieutenant Governor,,Rep,Tate Reeves,5780
George,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,618
Greene,Lieutenant Governor,,Rep,Tate Reeves,3491
Greene,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,611
Grenada,Lieutenant Governor,,Rep,Tate Reeves,5041
Grenada,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1467
Hancock,Lieutenant Governor,,Rep,Tate Reeves,9763
Hancock,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1678
Harrison,Lieutenant Governor,,Rep,Tate Reeves,29774
Harrison,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,6872
Hinds,Lieutenant Governor,,Rep,Tate Reeves,42834
Hinds,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,19324
Holmes,Lieutenant Governor,,Rep,Tate Reeves,2583
Holmes,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,2192
Humphreys,Lieutenant Governor,,Rep,Tate Reeves,2040
Humphreys,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1219
Issaquena,Lieutenant Governor,,Rep,Tate Reeves,326
Issaquena,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,79
Itawamba,Lieutenant Governor,,Rep,Tate Reeves,6406
Itawamba,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,909
Jackson,Lieutenant Governor,,Rep,Tate Reeves,26174
Jackson,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,4790
Jasper,Lieutenant Governor,,Rep,Tate Reeves,4275
Jasper,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1601
Jefferson,Lieutenant Governor,,Rep,Tate Reeves,1307
Jefferson,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1356
Jefferson D,Lieutenant Governor,,Rep,Tate Reeves,3335
Jefferson D,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1337
Jones,Lieutenant Governor,,Rep,Tate Reeves,18720
Jones,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,2959
Kemper,Lieutenant Governor,,Rep,Tate Reeves,2461
Kemper,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1305
Lafayette,Lieutenant Governor,,Rep,Tate Reeves,9129
Lafayette,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,2128
Lamar,Lieutenant Governor,,Rep,Tate Reeves,15644
Lamar,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1824
Lauderdale,Lieutenant Governor,,Rep,Tate Reeves,15741
Lauderdale,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,3097
Lawrence,Lieutenant Governor,,Rep,Tate Reeves,4452
Lawrence,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,879
Leake,Lieutenant Governor,,Rep,Tate Reeves,4643
Leake,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,1187
Lee,Lieutenant Governor,,Rep,Tate Reeves,19177
Lee,Lieutenant Governor,,Ref,Tracella Lou O'Hara Hill,2983
