candidate,office,district,party,county,precinct,votes,winner
Connie Moran,State Treasurer,,Democratic,Benton,Ashland,565,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Benton,Ashland,573,
Louis Fondren,Commissioner of Insurance,,Democratic,Benton,Ashland,559,
William Bond Compton Jr.,Governor,,Democratic,Benton,Ashland,74,
Johnny L. DuPree,Governor,,Democratic,Benton,Ashland,137,
Bill Luckett,Governor,,Democratic,Benton,Ashland,353,
Guy Dale Shaw,Governor,,Democratic,Benton,Ashland,67,
Jim Hood,Attorney General,,Democratic,Benton,Ashland,589,
Henry Boyd Jr.,State Senate,2,Democratic,Benton,Ashland,136,
Bill Stone,State Senate,2,Democratic,Benton,Ashland,582,
Steve Fisher,State House,4,Democratic,Benton,Ashland,10,
James Nunnally,State House,4,Democratic,Benton,Ashland,18,
Jody Steverson,State House,4,Democratic,Benton,Ashland,9,
Connie Moran,State Treasurer,,Democratic,Benton,Canaan,515,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Benton,Canaan,532,
Louis Fondren,Commissioner of Insurance,,Democratic,Benton,Canaan,512,
William Bond Compton Jr.,Governor,,Democratic,Benton,Canaan,131,
Johnny L. DuPree,Governor,,Democratic,Benton,Canaan,175,
Bill Luckett,Governor,,Democratic,Benton,Canaan,287,
Guy Dale Shaw,Governor,,Democratic,Benton,Canaan,65,
Jim Hood,Attorney General,,Democratic,Benton,Canaan,552,
Henry Boyd Jr.,State Senate,2,Democratic,Benton,Canaan,198,
Bill Stone,State Senate,2,Democratic,Benton,Canaan,503,
Steve Fisher,State House,4,Democratic,Benton,Canaan,2,
James Nunnally,State House,4,Democratic,Benton,Canaan,9,
Jody Steverson,State House,4,Democratic,Benton,Canaan,1,
Connie Moran,State Treasurer,,Democratic,Benton,Floyd,540,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Benton,Floyd,547,
Louis Fondren,Commissioner of Insurance,,Democratic,Benton,Floyd,554,
William Bond Compton Jr.,Governor,,Democratic,Benton,Floyd,78,
Johnny L. DuPree,Governor,,Democratic,Benton,Floyd,107,
Bill Luckett,Governor,,Democratic,Benton,Floyd,369,
Guy Dale Shaw,Governor,,Democratic,Benton,Floyd,79,
Jim Hood,Attorney General,,Democratic,Benton,Floyd,593,
Henry Boyd Jr.,State Senate,2,Democratic,Benton,Floyd,89,
Bill Stone,State Senate,2,Democratic,Benton,Floyd,615,
Connie Moran,State Treasurer,,Democratic,Benton,Hickory,622,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Benton,Hickory,650,
Louis Fondren,Commissioner of Insurance,,Democratic,Benton,Hickory,464,
William Bond Compton Jr.,Governor,,Democratic,Benton,Hickory,100,
Johnny L. DuPree,Governor,,Democratic,Benton,Hickory,92,
Bill Luckett,Governor,,Democratic,Benton,Hickory,438,
Guy Dale Shaw,Governor,,Democratic,Benton,Hickory,112,
Jim Hood,Attorney General,,Democratic,Benton,Hickory,672,
Henry Boyd Jr.,State Senate,2,Democratic,Benton,Hickory,106,
Bill Stone,State Senate,2,Democratic,Benton,Hickory,707,
Connie Moran,State Treasurer,,Democratic,Benton,Lamar,489,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Benton,Lamar,480,
Louis Fondren,Commissioner of Insurance,,Democratic,Benton,Lamar,475,
William Bond Compton Jr.,Governor,,Democratic,Benton,Lamar,110,
Johnny L. DuPree,Governor,,Democratic,Benton,Lamar,176,
Bill Luckett,Governor,,Democratic,Benton,Lamar,269,
Guy Dale Shaw,Governor,,Democratic,Benton,Lamar,40,
Jim Hood,Attorney General,,Democratic,Benton,Lamar,517,
Henry Boyd Jr.,State Senate,2,Democratic,Benton,Lamar,210,
Bill Stone,State Senate,2,Democratic,Benton,Lamar,417,
Connie Moran,State Treasurer,,Democratic,Benton,,739,TRUE
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Benton,,2782,TRUE
Louis Fondren,Commissioner of Insurance,,Democratic,Benton,,2746,TRUE
William Bond Compton Jr.,Governor,,Democratic,Benton,,493,
Johnny L. DuPree,Governor,,Democratic,Benton,,687,
Bill Luckett,Governor,,Democratic,Benton,,1716,TRUE
Guy Dale Shaw,Governor,,Democratic,Benton,,373,
Jim Hood,Attorney General,,Democratic,Benton,,2923,TRUE
Henry Boyd Jr.,State Senate,2,Democratic,Benton,,739,
Bill Stone,State Senate,2,Democratic,Benton,,2824,TRUE
Steve Fisher,State House,4,Democratic,Benton,,12,
James Nunnally,State House,4,Democratic,Benton,,27,TRUE
Jody Steverson,State House,4,Democratic,Benton,,10,
Stacey E. Pickering,State Auditor,,Republican,Benton,Ashland,7,
Lynn Fitch,State Treasurer,,Republican,Benton,Ashland,5,
Lucien Smith,State Treasurer,,Republican,Benton,Ashland,0,
Lee Yancey,State Treasurer,,Republican,Benton,Ashland,2,
Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,Republican,Benton,Ashland,2,
Max Phillips,Commissioner of Agriculture & Commerce,,Republican,Benton,Ashland,3,
Dannie Reed,Commissioner of Agriculture & Commerce,,Republican,Benton,Ashland,2,
Mike Chaney,Commissioner of Insurance,,Republican,Benton,Ashland,7,
James Broadwater,Governor,,Republican,Benton,Ashland,2,
Phil Bryant,Governor,,Republican,Benton,Ashland,3,
Dave Dennis,Governor,,Republican,Benton,Ashland,0,
Hudson Holliday,Governor,,Republican,Benton,Ashland,0,
Ron Williams,Governor,,Republican,Benton,Ashland,2,
Billy Hewes,Lieutenant Governor,,Republican,Benton,Ashland,5,
Tate Reeves,Lieutenant Governor,,Republican,Benton,Ashland,2,
Ricky Dombrowski,Secretary of State,,Republican,Benton,Ashland,4,
Delbert Hosemann,Secretary of State,,Republican,Benton,Ashland,3,
Steve Simpson,Attorney General,,Republican,Benton,Ashland,7,
Michael Cobb,State Senate,2,Republican,Benton,Ashland,6,
James E. Benefield,State House,4,Republican,Benton,Ashland,1,
Alan Miller,State House,4,Republican,Benton,Ashland,0,
Steve E. Massengill,State House,13,Republican,Benton,Ashland,3,
Stacey E. Pickering,State Auditor,,Republican,Benton,Canaan,11,
Lynn Fitch,State Treasurer,,Republican,Benton,Canaan,7,
Lucien Smith,State Treasurer,,Republican,Benton,Canaan,1,
Lee Yancey,State Treasurer,,Republican,Benton,Canaan,5,
