candidate,office,district,party,county,votes
Eric Powell,Senate,4,D,Jasper,
J P Wilemon,Senate,5,D,Jasper,
Stacey Dale Scott,Senate,6,D,Jasper,
Hob Bryan,Senate,7,D,Jasper,
Marshall Coleman,Senate,8,D,Jasper,
Russell Jolly,Senate,8,D,Jasper,
Sherman Carouthers,Senate,8,D,Jasper,
Gray Tollison,Senate,9,D,Jasper,
Steve Hale,Senate,10,D,Jasper,
Michael Cathey,Senate,10,D,Jasper,
Robert Jackson,Senate,11,D,Jasper,
Derek T. Simmons,Senate,12,D,Jasper,
Willie L. Simmons,Senate,13,D,Jasper,
Carlos Moore,Senate,14,D,Jasper,
Bennie L. Turner,Senate,16,D,Jasper,
Steven Kilgore,Senate,18,D,Jasper,
Kenneth Wayne Jones,Senate,21,D,Jasper,
Franklin Mallett Jr.,Senate,21,D,Jasper,
Mala Brooks,Senate,22,D,Jasper,
"George ""Boo"" Hollowell",Senate,22,D,Jasper,
David Jordan,Senate,24,D,Jasper,
Earl G. Blackmon,Senate,24,D,Jasper,
Cecilia Sampayo,Senate,25,D,Jasper,
John A. Horn,Senate,26,D,Jasper,
Hillman Terome Frazer,Senate,27,D,Jasper,
Alice Varnado Harden,Senate,28,D,Jasper,
David Blount,Senate,29,D,Jasper,
Melvin Hendricks,Senate,31,D,Jasper,
Clark Adams,Senate,32,D,Jasper,
Sampson Jackson,Senate,32,D,Jasper,
Haskins Montgomery,Senate,34,D,Jasper,5842
Albert Butler,Senate,36,D,Jasper,
Bob Dearing,Senate,37,D,Jasper,
Kelvin E. Butler,Senate,38,D,Jasper,
W L Rayburn,Senate,39,D,Jasper,
Michael Smith,Senate,39,D,Jasper,
Dennis Cochran,Senate,43,D,Jasper,
James Walley,Senate,43,D,Jasper,
Joe Bye,Senate,46,D,Jasper,
Deborah Dawkins,Senate,48,D,Jasper,
Thomas McCarley,House,1,D,Jasper,
Rex Weathers,House,1,D,Jasper,
Nick Bain,House,2,D,Jasper,
Bobby Wren,House,3,D,Jasper,
Jimmy Wayne Russell,House,3,D,Jasper,
Tommy Cadle,House,3,D,Jasper,
Steve Fisher,House,4,D,Jasper,
James Nunnally,House,4,D,Jasper,
Jody Steverson,House,4,D,Jasper,
Kevin O. Buck,House,5,D,Jasper,
Clara Henderson Burnett,House,9,D,Jasper,
Jordan Bankhead,House,10,D,Jasper,
Greg Hodges,House,10,D,Jasper,
Joe C. Gardner,House,11,D,Jasper,
"Hollman ""Holly"" Raney",House,12,D,Jasper,
Ron Shapiro,House,12,D,Jasper,
Billy B. Gray,House,13,D,Jasper,
Jeff King,House,13,D,Jasper,
Don Randolph,House,13,D,Jasper,
Steve Shaw,House,13,D,Jasper,
Bobby Watson,House,13,D,Jasper,
Rick Spencer,House,15,D,Jasper,
Steve Holland,House,16,D,Jasper,
Mark DuVall,House,19,D,Jasper,
Brad Underwood,House,19,D,Jasper,
Jamie Franks,House,19,D,Jasper,
Donnie Bell,House,21,D,Jasper,
Preston E. Sullivan,House,22,D,Jasper,
Steve Whitten,House,23,D,Jasper,
Kevin Horan,House,24,D,Jasper,
John Mayo,House,25,D,Jasper,
Chuck Espy,House,26,D,Jasper,
Ferr Smith,House,27,D,Jasper,
David Dallas,House,28,D,Jasper,
Linda F. Coleman,House,29,D,Jasper,
Zachary Harris,House,30,D,Jasper,
Robert E. Huddleston,House,30,D,Jasper,
Jeffery Kilpatrick,House,30,D,Jasper,
Otis Anthony II,House,31,D,Jasper,
Rev. Torrey Bell Sr,House,31,D,Jasper,
Sara Thomas,House,31,D,Jasper,
Lester Williams,House,31,D,Jasper,
Michael T. Pembleton,House,31,D,Jasper,
Willie J. Perkins Sr,House,32,D,Jasper,
Tommy Reynolds,House,33,D,Jasper,
Linda Whittington,House,34,D,Jasper,
Jimmy Davidson,House,36,D,Jasper,
David Gibbs,House,36,D,Jasper,
Tyrone Ellis,House,38,D,Jasper,
David Callahan,House,42,D,Jasper,
Reecy Dickson,House,42,D,Jasper,
Michael T. Evans,House,43,D,Jasper,
Bennett Malone,House,45,D,Jasper,
Nathaniel Christian,House,48,D,Jasper,
Jason M. White,House,48,D,Jasper,
Thomas Lee Eskridge,House,48,D,Jasper,
Bryant Wandrick Clark,House,47,D,Jasper,
Willie L. Baddy,House,49,D,Jasper,
John W. Hines,House,50,D,Jasper,
Whitfield Harrington,House,51,D,Jasper,
Rufus Straughter,House,51,D,Jasper,
Gary Farmer,House,51,D,Jasper,
Bobby Moak,House,53,D,Jasper,
George Flaggs Jr.,House,55,D,Jasper,
Jim Culberson,House,56,D,Jasper,
Edward Blackmon Jr.,House,57,D,Jasper,
Walter Robinson Jr,House,63,D,Jasper,
Deborah Butler Dixon,House,63,D,Jasper,
Dorsey Carson,House,64,D,Jasper,
Mary H. Coleman,House,65,D,Jasper,
Cecil Brown,House,66,D,Jasper,
Earle S. Banks,House,67,D,Jasper,
Credell Calhoun,House,68,D,Jasper,
Alyce Griffin Clarke,House,69,D,Jasper,
"James ""Jim"" Evans",House,70,D,Jasper,
Adrienne Wooten,House,71,D,Jasper,
Kimberly Buck,House,72,D,Jasper,
Gay Polk,House,73,D,Jasper,
Brad Oberhousen,House,73,D,Jasper,
Tom Miles,House,75,D,Jasper,
Greg Holloway Sr,House,76,D,Jasper,
Frankie Chisholm,House,79,D,Jasper,
Bo Eaton II,House,79,D,Jasper,
Omeria Scott,House,80,D,Jasper,1523
Wilbert Jones,House,82,D,Jasper,
Charles Young Jr,House,82,D,Jasper,
Gary D. Houston,House,83,D,Jasper,
William G. Lee,House,84,D,Jasper,44
Chuck Middleton,House,85,D,Jasper,
Jeffery Harness,House,85,D,Jasper,
Mack Carney,House,86,D,Jasper,
Sherra Lane,House,86,D,Jasper,
Johnny W. Stringer,House,87,D,Jasper,4410
Jonathan L. Hodge,House,88,D,Jasper,
Jerdon L. Wellborn,House,89,D,Jasper,
"Joe ""J.L."" Warren",House,90,D,Jasper,
Bob Evans,House,91,D,Jasper,
Ken Dale Sullivan,House,92,D,Jasper,
Dirk Dedaux,House,93,D,Jasper,
James Rickey Gray,House,94,D,Jasper,
Robert Johnson,House,94,D,Jasper,
Angela Cockerham,House,96,D,Jasper,
David Myers,House,98,D,Jasper,
Tasha Dillon,House,98,D,Jasper,
Harry C. Griffith,House,100,D,Jasper,
David Cook,House,102,D,Jasper,
Percy W. Watson,House,103,D,Jasper,
Dale Mitchell Kimble,House,105,D,Jasper,
Rev. Royce R. Lott Jr.,House,107,D,Jasper,
Douglas L. Lee,House,107,D,Jasper,
Billy Broomfield,House,110,D,Jasper,
Brandon Jones,House,111,D,Jasper,
Randall H. Patterson,House,115,D,Jasper,
Quentin Lyles,House,116,D,Jasper,
Richard Kim Marsh,House,119,D,Jasper,
Jacqueline Johnson,House,119,D,Jasper,
John Johnson,House,119,D,Jasper,
Robert Williams,House,119,D,Jasper,
Sonya Williams-Barnes,House,119,D,Jasper,
Charles Boggs,House,120,D,Jasper,
Diane Peranich,House,121,D,Jasper,
Latanya Toomer,House,121,D,Jasper,
David Baria,House,122,D,Jasper,
"William Bond Compton, Jr.",Governor,,D,Jefferson,272
Johnny L. Dupree,Governor,,D,Jefferson,2180
Bill Luckett,Governor,,D,Jefferson,578
Gay Dale Shaw,Governor,,D,Jefferson,129
Jim Hood,Attorney General,,D,Jefferson,2892
Connie Moran,State Treasurer,,D,Jefferson,2635
Joe Gill,Commissioner of Agriculture and Commerce,,D,Jefferson,2683
Louis Fondren,Commissioner of Insurance,,D,Jefferson,2665
Bill Stone,Senate,2,D,Jefferson,
"Henry Boyd, Jr.",Senate,2,D,Jefferson,
Nickey Browining,Senate,3,D,Jefferson,
Eric Powell,Senate,4,D,Jefferson,
J P Wilemon,Senate,5,D,Jefferson,
Stacey Dale Scott,Senate,6,D,Jefferson,
Hob Bryan,Senate,7,D,Jefferson,
Marshall Coleman,Senate,8,D,Jefferson,
Russell Jolly,Senate,8,D,Jefferson,
Sherman Carouthers,Senate,8,D,Jefferson,
Gray Tollison,Senate,9,D,Jefferson,
Steve Hale,Senate,10,D,Jefferson,
Michael Cathey,Senate,10,D,Jefferson,
Robert Jackson,Senate,11,D,Jefferson,
Derek T. Simmons,Senate,12,D,Jefferson,
Willie L. Simmons,Senate,13,D,Jefferson,
Carlos Moore,Senate,14,D,Jefferson,
Bennie L. Turner,Senate,16,D,Jefferson,
Steven Kilgore,Senate,18,D,Jefferson,
Kenneth Wayne Jones,Senate,21,D,Jefferson,
Franklin Mallett Jr.,Senate,21,D,Jefferson,
Mala Brooks,Senate,22,D,Jefferson,
"George ""Boo"" Hollowell",Senate,22,D,Jefferson,
David Jordan,Senate,24,D,Jefferson,
Earl G. Blackmon,Senate,24,D,Jefferson,
Cecilia Sampayo,Senate,25,D,Jefferson,
John A. Horn,Senate,26,D,Jefferson,
Hillman Terome Frazer,Senate,27,D,Jefferson,
Alice Varnado Harden,Senate,28,D,Jefferson,
David Blount,Senate,29,D,Jefferson,
Melvin Hendricks,Senate,31,D,Jefferson,
Clark Adams,Senate,32,D,Jefferson,
Sampson Jackson,Senate,32,D,Jefferson,
Haskins Montgomery,Senate,34,D,Jefferson,
Albert Butler,Senate,36,D,Jefferson,2883
Bob Dearing,Senate,37,D,Jefferson,
Kelvin E. Butler,Senate,38,D,Jefferson,
W L Rayburn,Senate,39,D,Jefferson,
Michael Smith,Senate,39,D,Jefferson,
Dennis Cochran,Senate,43,D,Jefferson,
James Walley,Senate,43,D,Jefferson,
Joe Bye,Senate,46,D,Jefferson,
Deborah Dawkins,Senate,48,D,Jefferson,
Thomas McCarley,House,1,D,Jefferson,
Rex Weathers,House,1,D,Jefferson,
Nick Bain,House,2,D,Jefferson,
Bobby Wren,House,3,D,Jefferson,
Jimmy Wayne Russell,House,3,D,Jefferson,
Tommy Cadle,House,3,D,Jefferson,
Steve Fisher,House,4,D,Jefferson,
James Nunnally,House,4,D,Jefferson,
Jody Steverson,House,4,D,Jefferson,
Kevin O. Buck,House,5,D,Jefferson,
Clara Henderson Burnett,House,9,D,Jefferson,
Jordan Bankhead,House,10,D,Jefferson,
Greg Hodges,House,10,D,Jefferson,
Joe C. Gardner,House,11,D,Jefferson,
"Hollman ""Holly"" Raney",House,12,D,Jefferson,
Ron Shapiro,House,12,D,Jefferson,
Billy B. Gray,House,13,D,Jefferson,
Jeff King,House,13,D,Jefferson,
Don Randolph,House,13,D,Jefferson,
Steve Shaw,House,13,D,Jefferson,
Bobby Watson,House,13,D,Jefferson,
Rick Spencer,House,15,D,Jefferson,
Steve Holland,House,16,D,Jefferson,
Mark DuVall,House,19,D,Jefferson,
Brad Underwood,House,19,D,Jefferson,
Jamie Franks,House,19,D,Jefferson,
Donnie Bell,House,21,D,Jefferson,
Preston E. Sullivan,House,22,D,Jefferson,
Steve Whitten,House,23,D,Jefferson,
Kevin Horan,House,24,D,Jefferson,
John Mayo,House,25,D,Jefferson,
Chuck Espy,House,26,D,Jefferson,
Ferr Smith,House,27,D,Jefferson,
David Dallas,House,28,D,Jefferson,
Linda F. Coleman,House,29,D,Jefferson,
Zachary Harris,House,30,D,Jefferson,
Robert E. Huddleston,House,30,D,Jefferson,
Jeffery Kilpatrick,House,30,D,Jefferson,
Otis Anthony II,House,31,D,Jefferson,
Rev. Torrey Bell Sr,House,31,D,Jefferson,
Sara Thomas,House,31,D,Jefferson,
Lester Williams,House,31,D,Jefferson,
Michael T. Pembleton,House,31,D,Jefferson,
Willie J. Perkins Sr,House,32,D,Jefferson,
Tommy Reynolds,House,33,D,Jefferson,
Linda Whittington,House,34,D,Jefferson,
Jimmy Davidson,House,36,D,Jefferson,
David Gibbs,House,36,D,Jefferson,
Tyrone Ellis,House,38,D,Jefferson,
David Callahan,House,42,D,Jefferson,
Reecy Dickson,House,42,D,Jefferson,
Michael T. Evans,House,43,D,Jefferson,
Bennett Malone,House,45,D,Jefferson,
Nathaniel Christian,House,48,D,Jefferson,
Jason M. White,House,48,D,Jefferson,
Thomas Lee Eskridge,House,48,D,Jefferson,
Bryant Wandrick Clark,House,47,D,Jefferson,
Willie L. Baddy,House,49,D,Jefferson,
John W. Hines,House,50,D,Jefferson,
Whitfield Harrington,House,51,D,Jefferson,
Rufus Straughter,House,51,D,Jefferson,
Gary Farmer,House,51,D,Jefferson,
Bobby Moak,House,53,D,Jefferson,
George Flaggs Jr.,House,55,D,Jefferson,
Jim Culberson,House,56,D,Jefferson,
Edward Blackmon Jr.,House,57,D,Jefferson,
Walter Robinson Jr,House,63,D,Jefferson,
Deborah Butler Dixon,House,63,D,Jefferson,
Dorsey Carson,House,64,D,Jefferson,
Mary H. Coleman,House,65,D,Jefferson,
Cecil Brown,House,66,D,Jefferson,
Earle S. Banks,House,67,D,Jefferson,
Credell Calhoun,House,68,D,Jefferson,
Alyce Griffin Clarke,House,69,D,Jefferson,
"James ""Jim"" Evans",House,70,D,Jefferson,
Adrienne Wooten,House,71,D,Jefferson,
Kimberly Buck,House,72,D,Jefferson,
Gay Polk,House,73,D,Jefferson,
Brad Oberhousen,House,73,D,Jefferson,
Tom Miles,House,75,D,Jefferson,
Greg Holloway Sr,House,76,D,Jefferson,
Frankie Chisholm,House,79,D,Jefferson,
Bo Eaton II,House,79,D,Jefferson,
Omeria Scott,House,80,D,Jefferson,
Wilbert Jones,House,82,D,Jefferson,
Charles Young Jr,House,82,D,Jefferson,
Gary D. Houston,House,83,D,Jefferson,
William G. Lee,House,84,D,Jefferson,
Chuck Middleton,House,85,D,Jefferson,1339
Jeffery Harness,House,85,D,Jefferson,1621
Mack Carney,House,86,D,Jefferson,
Sherra Lane,House,86,D,Jefferson,
Johnny W. Stringer,House,87,D,Jefferson,
Jonathan L. Hodge,House,88,D,Jefferson,
Jerdon L. Wellborn,House,89,D,Jefferson,
"Joe ""J.L."" Warren",House,90,D,Jefferson,
Bob Evans,House,91,D,Jefferson,
Ken Dale Sullivan,House,92,D,Jefferson,
Dirk Dedaux,House,93,D,Jefferson,
James Rickey Gray,House,94,D,Jefferson,75
Robert Johnson,House,94,D,Jefferson,190
Angela Cockerham,House,96,D,Jefferson,
David Myers,House,98,D,Jefferson,
Tasha Dillon,House,98,D,Jefferson,
Harry C. Griffith,House,100,D,Jefferson,
David Cook,House,102,D,Jefferson,
Percy W. Watson,House,103,D,Jefferson,
Dale Mitchell Kimble,House,105,D,Jefferson,
Rev. Royce R. Lott Jr.,House,107,D,Jefferson,
Douglas L. Lee,House,107,D,Jefferson,
Billy Broomfield,House,110,D,Jefferson,
Brandon Jones,House,111,D,Jefferson,
Randall H. Patterson,House,115,D,Jefferson,
Quentin Lyles,House,116,D,Jefferson,
Richard Kim Marsh,House,119,D,Jefferson,
Jacqueline Johnson,House,119,D,Jefferson,
John Johnson,House,119,D,Jefferson,
Robert Williams,House,119,D,Jefferson,
Sonya Williams-Barnes,House,119,D,Jefferson,
Charles Boggs,House,120,D,Jefferson,
Diane Peranich,House,121,D,Jefferson,
Latanya Toomer,House,121,D,Jefferson,
David Baria,House,122,D,Jefferson,
"William Bond Compton, Jr.",Governor,,D,Jefferson Davis,313
Johnny L. Dupree,Governor,,D,Jefferson Davis,2932
Bill Luckett,Governor,,D,Jefferson Davis,1214
Gay Dale Shaw,Governor,,D,Jefferson Davis,286
Jim Hood,Attorney General,,D,Jefferson Davis,4423
Connie Moran,State Treasurer,,D,Jefferson Davis,4028
Joe Gill,Commissioner of Agriculture and Commerce,,D,Jefferson Davis,4086
Louis Fondren,Commissioner of Insurance,,D,Jefferson Davis,4016
Bill Stone,Senate,2,D,Jefferson Davis,
"Henry Boyd, Jr.",Senate,2,D,Jefferson Davis,
Nickey Browining,Senate,3,D,Jefferson Davis,
Eric Powell,Senate,4,D,Jefferson Davis,
J P Wilemon,Senate,5,D,Jefferson Davis,
Stacey Dale Scott,Senate,6,D,Jefferson Davis,
Hob Bryan,Senate,7,D,Jefferson Davis,
Marshall Coleman,Senate,8,D,Jefferson Davis,
Russell Jolly,Senate,8,D,Jefferson Davis,
Sherman Carouthers,Senate,8,D,Jefferson Davis,
Gray Tollison,Senate,9,D,Jefferson Davis,
Steve Hale,Senate,10,D,Jefferson Davis,
Michael Cathey,Senate,10,D,Jefferson Davis,
Robert Jackson,Senate,11,D,Jefferson Davis,
Derek T. Simmons,Senate,12,D,Jefferson Davis,
Willie L. Simmons,Senate,13,D,Jefferson Davis,
Carlos Moore,Senate,14,D,Jefferson Davis,
Bennie L. Turner,Senate,16,D,Jefferson Davis,
Steven Kilgore,Senate,18,D,Jefferson Davis,
Kenneth Wayne Jones,Senate,21,D,Jefferson Davis,
Franklin Mallett Jr.,Senate,21,D,Jefferson Davis,
Mala Brooks,Senate,22,D,Jefferson Davis,
"George ""Boo"" Hollowell",Senate,22,D,Jefferson Davis,
David Jordan,Senate,24,D,Jefferson Davis,
Earl G. Blackmon,Senate,24,D,Jefferson Davis,
Cecilia Sampayo,Senate,25,D,Jefferson Davis,
John A. Horn,Senate,26,D,Jefferson Davis,
Hillman Terome Frazer,Senate,27,D,Jefferson Davis,
Alice Varnado Harden,Senate,28,D,Jefferson Davis,
David Blount,Senate,29,D,Jefferson Davis,
Melvin Hendricks,Senate,31,D,Jefferson Davis,
Clark Adams,Senate,32,D,Jefferson Davis,
Sampson Jackson,Senate,32,D,Jefferson Davis,
Haskins Montgomery,Senate,34,D,Jefferson Davis,
Albert Butler,Senate,36,D,Jefferson Davis,
Bob Dearing,Senate,37,D,Jefferson Davis,
Kelvin E. Butler,Senate,38,D,Jefferson Davis,
W L Rayburn,Senate,39,D,Jefferson Davis,
Michael Smith,Senate,39,D,Jefferson Davis,
Dennis Cochran,Senate,43,D,Jefferson Davis,
James Walley,Senate,43,D,Jefferson Davis,
Joe Bye,Senate,46,D,Jefferson Davis,
Deborah Dawkins,Senate,48,D,Jefferson Davis,
Thomas McCarley,House,1,D,Jefferson Davis,
Rex Weathers,House,1,D,Jefferson Davis,
Nick Bain,House,2,D,Jefferson Davis,
Bobby Wren,House,3,D,Jefferson Davis,
Jimmy Wayne Russell,House,3,D,Jefferson Davis,
Tommy Cadle,House,3,D,Jefferson Davis,
Steve Fisher,House,4,D,Jefferson Davis,
James Nunnally,House,4,D,Jefferson Davis,
Jody Steverson,House,4,D,Jefferson Davis,
Kevin O. Buck,House,5,D,Jefferson Davis,
Clara Henderson Burnett,House,9,D,Jefferson Davis,
Jordan Bankhead,House,10,D,Jefferson Davis,
Greg Hodges,House,10,D,Jefferson Davis,
Joe C. Gardner,House,11,D,Jefferson Davis,
"Hollman ""Holly"" Raney",House,12,D,Jefferson Davis,
Ron Shapiro,House,12,D,Jefferson Davis,
Billy B. Gray,House,13,D,Jefferson Davis,
Jeff King,House,13,D,Jefferson Davis,
Don Randolph,House,13,D,Jefferson Davis,
Steve Shaw,House,13,D,Jefferson Davis,
Bobby Watson,House,13,D,Jefferson Davis,
Rick Spencer,House,15,D,Jefferson Davis,
Steve Holland,House,16,D,Jefferson Davis,
Mark DuVall,House,19,D,Jefferson Davis,
Brad Underwood,House,19,D,Jefferson Davis,
Jamie Franks,House,19,D,Jefferson Davis,
Donnie Bell,House,21,D,Jefferson Davis,
Preston E. Sullivan,House,22,D,Jefferson Davis,
Steve Whitten,House,23,D,Jefferson Davis,
Kevin Horan,House,24,D,Jefferson Davis,
John Mayo,House,25,D,Jefferson Davis,
Chuck Espy,House,26,D,Jefferson Davis,
Ferr Smith,House,27,D,Jefferson Davis,
David Dallas,House,28,D,Jefferson Davis,
Linda F. Coleman,House,29,D,Jefferson Davis,
Zachary Harris,House,30,D,Jefferson Davis,
Robert E. Huddleston,House,30,D,Jefferson Davis,
Jeffery Kilpatrick,House,30,D,Jefferson Davis,
Otis Anthony II,House,31,D,Jefferson Davis,
Rev. Torrey Bell Sr,House,31,D,Jefferson Davis,
Sara Thomas,House,31,D,Jefferson Davis,
Lester Williams,House,31,D,Jefferson Davis,
Michael T. Pembleton,House,31,D,Jefferson Davis,
Willie J. Perkins Sr,House,32,D,Jefferson Davis,
Tommy Reynolds,House,33,D,Jefferson Davis,
Linda Whittington,House,34,D,Jefferson Davis,
Jimmy Davidson,House,36,D,Jefferson Davis,
David Gibbs,House,36,D,Jefferson Davis,
Tyrone Ellis,House,38,D,Jefferson Davis,
David Callahan,House,42,D,Jefferson Davis,
Reecy Dickson,House,42,D,Jefferson Davis,
Michael T. Evans,House,43,D,Jefferson Davis,
Bennett Malone,House,45,D,Jefferson Davis,
Nathaniel Christian,House,48,D,Jefferson Davis,
Jason M. White,House,48,D,Jefferson Davis,
Thomas Lee Eskridge,House,48,D,Jefferson Davis,
Bryant Wandrick Clark,House,47,D,Jefferson Davis,
Willie L. Baddy,House,49,D,Jefferson Davis,
John W. Hines,House,50,D,Jefferson Davis,
Whitfield Harrington,House,51,D,Jefferson Davis,
Rufus Straughter,House,51,D,Jefferson Davis,
Gary Farmer,House,51,D,Jefferson Davis,
Bobby Moak,House,53,D,Jefferson Davis,
George Flaggs Jr.,House,55,D,Jefferson Davis,
Jim Culberson,House,56,D,Jefferson Davis,
Edward Blackmon Jr.,House,57,D,Jefferson Davis,
Walter Robinson Jr,House,63,D,Jefferson Davis,
Deborah Butler Dixon,House,63,D,Jefferson Davis,
Dorsey Carson,House,64,D,Jefferson Davis,
Mary H. Coleman,House,65,D,Jefferson Davis,
Cecil Brown,House,66,D,Jefferson Davis,
Earle S. Banks,House,67,D,Jefferson Davis,
Credell Calhoun,House,68,D,Jefferson Davis,
Alyce Griffin Clarke,House,69,D,Jefferson Davis,
"James ""Jim"" Evans",House,70,D,Jefferson Davis,
Adrienne Wooten,House,71,D,Jefferson Davis,
Kimberly Buck,House,72,D,Jefferson Davis,
Gay Polk,House,73,D,Jefferson Davis,
Brad Oberhousen,House,73,D,Jefferson Davis,
Tom Miles,House,75,D,Jefferson Davis,
Greg Holloway Sr,House,76,D,Jefferson Davis,
Frankie Chisholm,House,79,D,Jefferson Davis,
Bo Eaton II,House,79,D,Jefferson Davis,
Omeria Scott,House,80,D,Jefferson Davis,
Wilbert Jones,House,82,D,Jefferson Davis,
Charles Young Jr,House,82,D,Jefferson Davis,
Gary D. Houston,House,83,D,Jefferson Davis,
William G. Lee,House,84,D,Jefferson Davis,
Chuck Middleton,House,85,D,Jefferson Davis,
Jeffery Harness,House,85,D,Jefferson Davis,
Mack Carney,House,86,D,Jefferson Davis,
Sherra Lane,House,86,D,Jefferson Davis,
Johnny W. Stringer,House,87,D,Jefferson Davis,
Jonathan L. Hodge,House,88,D,Jefferson Davis,
Jerdon L. Wellborn,House,89,D,Jefferson Davis,
"Joe ""J.L."" Warren",House,90,D,Jefferson Davis,1536
Bob Evans,House,91,D,Jefferson Davis,2607
Ken Dale Sullivan,House,92,D,Jefferson Davis,
Dirk Dedaux,House,93,D,Jefferson Davis,
James Rickey Gray,House,94,D,Jefferson Davis,
Robert Johnson,House,94,D,Jefferson Davis,
Angela Cockerham,House,96,D,Jefferson Davis,
David Myers,House,98,D,Jefferson Davis,
Tasha Dillon,House,98,D,Jefferson Davis,
Harry C. Griffith,House,100,D,Jefferson Davis,107
David Cook,House,102,D,Jefferson Davis,
Percy W. Watson,House,103,D,Jefferson Davis,
Dale Mitchell Kimble,House,105,D,Jefferson Davis,
Rev. Royce R. Lott Jr.,House,107,D,Jefferson Davis,
Douglas L. Lee,House,107,D,Jefferson Davis,
Billy Broomfield,House,110,D,Jefferson Davis,
Brandon Jones,House,111,D,Jefferson Davis,
Randall H. Patterson,House,115,D,Jefferson Davis,
Quentin Lyles,House,116,D,Jefferson Davis,
Richard Kim Marsh,House,119,D,Jefferson Davis,
Jacqueline Johnson,House,119,D,Jefferson Davis,
John Johnson,House,119,D,Jefferson Davis,
Robert Williams,House,119,D,Jefferson Davis,
Sonya Williams-Barnes,House,119,D,Jefferson Davis,
Charles Boggs,House,120,D,Jefferson Davis,
Diane Peranich,House,121,D,Jefferson Davis,
Latanya Toomer,House,121,D,Jefferson Davis,
David Baria,House,122,D,Jefferson Davis,
"William Bond Compton, Jr.",Governor,,D,Jones,307
Johnny L. Dupree,Governor,,D,Jones,3769
Bill Luckett,Governor,,D,Jones,457
Gay Dale Shaw,Governor,,D,Jones,186
Jim Hood,Attorney General,,D,Jones,4354
Connie Moran,State Treasurer,,D,Jones,4048
Joe Gill,Commissioner of Agriculture and Commerce,,D,Jones,4046
Louis Fondren,Commissioner of Insurance,,D,Jones,4042
Bill Stone,Senate,2,D,Jones,
"Henry Boyd, Jr.",Senate,2,D,Jones,
Nickey Browining,Senate,3,D,Jones,
Eric Powell,Senate,4,D,Jones,
J P Wilemon,Senate,5,D,Jones,
Stacey Dale Scott,Senate,6,D,Jones,
Hob Bryan,Senate,7,D,Jones,
Marshall Coleman,Senate,8,D,Jones,
Russell Jolly,Senate,8,D,Jones,
Sherman Carouthers,Senate,8,D,Jones,
Gray Tollison,Senate,9,D,Jones,
Steve Hale,Senate,10,D,Jones,
Michael Cathey,Senate,10,D,Jones,
Robert Jackson,Senate,11,D,Jones,
Derek T. Simmons,Senate,12,D,Jones,
Willie L. Simmons,Senate,13,D,Jones,
Carlos Moore,Senate,14,D,Jones,
Bennie L. Turner,Senate,16,D,Jones,
Steven Kilgore,Senate,18,D,Jones,
Kenneth Wayne Jones,Senate,21,D,Jones,
Franklin Mallett Jr.,Senate,21,D,Jones,
Mala Brooks,Senate,22,D,Jones,
"George ""Boo"" Hollowell",Senate,22,D,Jones,
David Jordan,Senate,24,D,Jones,
Earl G. Blackmon,Senate,24,D,Jones,
Cecilia Sampayo,Senate,25,D,Jones,
John A. Horn,Senate,26,D,Jones,
Hillman Terome Frazer,Senate,27,D,Jones,
Alice Varnado Harden,Senate,28,D,Jones,
David Blount,Senate,29,D,Jones,
Melvin Hendricks,Senate,31,D,Jones,
Clark Adams,Senate,32,D,Jones,
Sampson Jackson,Senate,32,D,Jones,
Haskins Montgomery,Senate,34,D,Jones,1287
Albert Butler,Senate,36,D,Jones,
Bob Dearing,Senate,37,D,Jones,
Kelvin E. Butler,Senate,38,D,Jones,
W L Rayburn,Senate,39,D,Jones,
Michael Smith,Senate,39,D,Jones,
Dennis Cochran,Senate,43,D,Jones,
James Walley,Senate,43,D,Jones,
Joe Bye,Senate,46,D,Jones,
Deborah Dawkins,Senate,48,D,Jones,
Thomas McCarley,House,1,D,Jones,
Rex Weathers,House,1,D,Jones,
Nick Bain,House,2,D,Jones,
Bobby Wren,House,3,D,Jones,
Jimmy Wayne Russell,House,3,D,Jones,
Tommy Cadle,House,3,D,Jones,
Steve Fisher,House,4,D,Jones,
James Nunnally,House,4,D,Jones,
Jody Steverson,House,4,D,Jones,
Kevin O. Buck,House,5,D,Jones,
Clara Henderson Burnett,House,9,D,Jones,
Jordan Bankhead,House,10,D,Jones,
Greg Hodges,House,10,D,Jones,
Joe C. Gardner,House,11,D,Jones,
"Hollman ""Holly"" Raney",House,12,D,Jones,
Ron Shapiro,House,12,D,Jones,
Billy B. Gray,House,13,D,Jones,
Jeff King,House,13,D,Jones,
Don Randolph,House,13,D,Jones,
Steve Shaw,House,13,D,Jones,
Bobby Watson,House,13,D,Jones,
Rick Spencer,House,15,D,Jones,
Steve Holland,House,16,D,Jones,
Mark DuVall,House,19,D,Jones,
Brad Underwood,House,19,D,Jones,
Jamie Franks,House,19,D,Jones,
Donnie Bell,House,21,D,Jones,
Preston E. Sullivan,House,22,D,Jones,
Steve Whitten,House,23,D,Jones,
Kevin Horan,House,24,D,Jones,
John Mayo,House,25,D,Jones,
Chuck Espy,House,26,D,Jones,
Ferr Smith,House,27,D,Jones,
David Dallas,House,28,D,Jones,
Linda F. Coleman,House,29,D,Jones,
Zachary Harris,House,30,D,Jones,
Robert E. Huddleston,House,30,D,Jones,
Jeffery Kilpatrick,House,30,D,Jones,
