page,candidate,office,district,party,county,precinct,votes,winner,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,Nazarene,331,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,Sacred Heart ,699,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,Eastlawn,745,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,American Legion,235,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,Presbyterian,450,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,North Pascagoula,x,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,Gautler,2241,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,Villa Maria,x,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,OS Community Ctr,134,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,OS Armory,1384,,,,
6,Brice Wiggins,State Senate ,52,R,Jackson,St Martin,25,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,Latimer,x,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,Larue,x,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,Hickory Hills,725,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,Fontainebleau,1259,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,Gulf Park Estates,1082,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,OS Civic Ctr,2402,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,South Vancleave,x,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,Red Hill,x,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,Carterville,x,,,,
7,Brice Wiggins,State Senate ,52,R,Jackson,TOTAL ,12170,,,,
8,Douglas L. Lee,State House,107,D,Jackson,Hwy 57,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,Hwy 57,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,North Vancleave,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,North Vancleave,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,East Central,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,East Central,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,Big Point,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,Big Point,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,Escatawpa,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,Escatawpa,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,Orange Grove,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,Orange Grove,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,Rec Center,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,Rec Center,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,YMBC - Dantzler,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,YMBC - Dantzler,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,Jefferson Street,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,Jefferson Street,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,Fair,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,Fair,x,,,,
8,Douglas L. Lee,State House,107,D,Jackson,Pinecrest,x,,,,
8,Doug McLeod ,State House,107,R,Jackson,Pinecrest,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,Nazarene,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,Nazarene,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,Sacred Heart ,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,Sacred Heart ,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,Eastlawn,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,Eastlawn,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,American Legion,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,American Legion,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,Presbyterian,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,Presbyterian,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,North Pascagoula,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,North Pascagoula,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,Gautler,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,Gautler,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,Villa Maria,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,Villa Maria,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,OS Community Ctr,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,OS Community Ctr,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,OS Armory,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,OS Armory,x,,,,
9,Douglas L. Lee,State House,107,D,Jackson,St Martin,x,,,,
9,Doug McLeod ,State House,107,R,Jackson,St Martin,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,Latimer,x,,,,
10,Doug McLeod ,State House,107,R,Jackson,Latimer,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,Larue,x,,,,
10,Doug McLeod ,State House,107,R,Jackson,Larue,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,Hickory Hills,x,,,,
10,Doug McLeod ,State House,107,R,Jackson,Hickory Hills,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,Fontainebleau,x,,,,
10,Doug McLeod ,State House,107,R,Jackson,Fontainebleau,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,Gulf Park Estates,x,,,,
10,Doug McLeod ,State House,107,R,Jackson,Gulf Park Estates,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,OS Civic Ctr,x,,,,
10,Doug McLeod ,State House,107,R,Jackson,OS Civic Ctr,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,South Vancleave,x,,,,
10,Doug McLeod ,State House,107,R,Jackson,South Vancleave,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,Red Hill,x,,,,
10,Doug McLeod ,State House,107,R,Jackson,Red Hill,x,,,,
10,Douglas L. Lee,State House,107,D,Jackson,Carterville,16,,,,
10,Doug McLeod ,State House,107,R,Jackson,Carterville,51,,,,
10,Douglas L. Lee,State House,107,D,Jackson,TOTAL ,16,,,,
10,Doug McLeod ,State House,107,R,Jackson,TOTAL ,51,,,,
8,Manly Barton,State House,109,R,Jackson,Hwy 57,x,,,,
8,Manly Barton,State House,109,R,Jackson,North Vancleave,x,,,,
8,Manly Barton,State House,109,R,Jackson,East Central,2376,,,,
8,Manly Barton,State House,109,R,Jackson,Big Point,957,,,,
8,Manly Barton,State House,109,R,Jackson,Escatawpa,1362,,,,
8,Manly Barton,State House,109,R,Jackson,Orange Grove,481,,,,
8,Manly Barton,State House,109,R,Jackson,Rec Center,149,,,,
8,Manly Barton,State House,109,R,Jackson,YMBC - Dantzler,x,,,,
8,Manly Barton,State House,109,R,Jackson,Jefferson Street,x,,,,
8,Manly Barton,State House,109,R,Jackson,Fair,x,,,,
8,Manly Barton,State House,109,R,Jackson,Pinecrest,x,,,,
9,Manly Barton,State House,109,R,Jackson,Nazarene,x,,,,
9,Manly Barton,State House,109,R,Jackson,Sacred Heart ,x,,,,
9,Manly Barton,State House,109,R,Jackson,Eastlawn,x,,,,
9,Manly Barton,State House,109,R,Jackson,American Legion,x,,,,
9,Manly Barton,State House,109,R,Jackson,Presbyterian,x,,,,
9,Manly Barton,State House,109,R,Jackson,North Pascagoula,x,,,,
9,Manly Barton,State House,109,R,Jackson,Gautler,x,,,,
9,Manly Barton,State House,109,R,Jackson,Villa Maria,x,,,,
9,Manly Barton,State House,109,R,Jackson,OS Community Ctr,x,,,,
9,Manly Barton,State House,109,R,Jackson,OS Armory,x,,,,
9,Manly Barton,State House,109,R,Jackson,St Martin,x,,,,
10,Manly Barton,State House,109,R,Jackson,Latimer,x,,,,
10,Manly Barton,State House,109,R,Jackson,Larue,x,,,,
10,Manly Barton,State House,109,R,Jackson,Hickory Hills,x,,,,
10,Manly Barton,State House,109,R,Jackson,Fontainebleau,x,,,,
10,Manly Barton,State House,109,R,Jackson,Gulf Park Estates,x,,,,
10,Manly Barton,State House,109,R,Jackson,OS Civic Ctr,x,,,,
10,Manly Barton,State House,109,R,Jackson,South Vancleave,x,,,,
10,Manly Barton,State House,109,R,Jackson,Red Hill,x,,,,
10,Manly Barton,State House,109,R,Jackson,Carterville,x,,,,
10,Manly Barton,State House,109,R,Jackson,TOTAL ,5325,,,,
8,Billy Broomfield ,State House,110,D,Jackson,Hwy 57,x,,,,
8,Billy Broomfield ,State House,110,D,Jackson,North Vancleave,x,,,,
8,Billy Broomfield ,State House,110,D,Jackson,East Central,x,,,,
8,Billy Broomfield ,State House,110,D,Jackson,Big Point,x,,,,
8,Billy Broomfield ,State House,110,D,Jackson,Escatawpa,x,,,,
8,Billy Broomfield ,State House,110,D,Jackson,Orange Grove,88,,,,
8,Billy Broomfield ,State House,110,D,Jackson,Rec Center,1636,,,,
8,Billy Broomfield ,State House,110,D,Jackson,YMBC - Dantzler,838,,,,
8,Billy Broomfield ,State House,110,D,Jackson,Jefferson Street,1072,,,,
8,Billy Broomfield ,State House,110,D,Jackson,Fair,765,,,,
8,Billy Broomfield ,State House,110,D,Jackson,Pinecrest,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,Nazarene,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,Sacred Heart ,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,Eastlawn,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,American Legion,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,Presbyterian,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,North Pascagoula,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,Gautler,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,Villa Maria,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,OS Community Ctr,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,OS Armory,x,,,,
9,Billy Broomfield ,State House,110,D,Jackson,St Martin,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,Latimer,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,Larue,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,Hickory Hills,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,Fontainebleau,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,Gulf Park Estates,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,OS Civic Ctr,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,South Vancleave,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,Red Hill,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,Carterville,x,,,,
10,Billy Broomfield ,State House,110,D,Jackson,TOTAL ,4399,,,,
8,Charles Busby,State House,111,R,Jackson,Hwy 57,x,,,,
8,Brandon Jones,State House,111,D,Jackson,Hwy 57,x,,,,
8,Charles Busby,State House,111,R,Jackson,North Vancleave,x,,,,
8,Brandon Jones,State House,111,D,Jackson,North Vancleave,x,,,,
8,Charles Busby,State House,111,R,Jackson,East Central,x,,,,
8,Brandon Jones,State House,111,D,Jackson,East Central,x,,,,
8,Charles Busby,State House,111,R,Jackson,Big Point,x,,,,
8,Brandon Jones,State House,111,D,Jackson,Big Point,x,,,,
8,Charles Busby,State House,111,R,Jackson,Escatawpa,x,,,,
8,Brandon Jones,State House,111,D,Jackson,Escatawpa,x,,,,
8,Charles Busby,State House,111,R,Jackson,Orange Grove,x,,,,
8,Brandon Jones,State House,111,D,Jackson,Orange Grove,x,,,,
8,Charles Busby,State House,111,R,Jackson,Rec Center,x,,,,
8,Brandon Jones,State House,111,D,Jackson,Rec Center,x,,,,
8,Charles Busby,State House,111,R,Jackson,YMBC - Dantzler,x,,,,
8,Brandon Jones,State House,111,D,Jackson,YMBC - Dantzler,x,,,,
8,Charles Busby,State House,111,R,Jackson,Jefferson Street,x,,,,
8,Brandon Jones,State House,111,D,Jackson,Jefferson Street,x,,,,
8,Charles Busby,State House,111,R,Jackson,Fair,208,,,,
8,Brandon Jones,State House,111,D,Jackson,Fair,417,,,,
8,Charles Busby,State House,111,R,Jackson,Pinecrest,318,,,,
8,Brandon Jones,State House,111,D,Jackson,Pinecrest,374,,,,
9,Charles Busby,State House,111,R,Jackson,Nazarene,182,,,,
9,Brandon Jones,State House,111,D,Jackson,Nazarene,210,,,,
9,Charles Busby,State House,111,R,Jackson,Sacred Heart ,362,,,,
9,Brandon Jones,State House,111,D,Jackson,Sacred Heart ,390,,,,
9,Charles Busby,State House,111,R,Jackson,Eastlawn,403,,,,
9,Brandon Jones,State House,111,D,Jackson,Eastlawn,386,,,,
9,Charles Busby,State House,111,R,Jackson,American Legion,122,,,,
9,Brandon Jones,State House,111,D,Jackson,American Legion,142,,,,
9,Charles Busby,State House,111,R,Jackson,Presbyterian,274,,,,
9,Brandon Jones,State House,111,D,Jackson,Presbyterian,247,,,,
9,Charles Busby,State House,111,R,Jackson,North Pascagoula,125,,,,
9,Brandon Jones,State House,111,D,Jackson,North Pascagoula,192,,,,
9,Charles Busby,State House,111,R,Jackson,Gautler,48,,,,
9,Brandon Jones,State House,111,D,Jackson,Gautler,41,,,,
9,Charles Busby,State House,111,R,Jackson,Villa Maria,x,,,,
9,Brandon Jones,State House,111,D,Jackson,Villa Maria,x,,,,
9,Charles Busby,State House,111,R,Jackson,OS Community Ctr,x,,,,
9,Brandon Jones,State House,111,D,Jackson,OS Community Ctr,x,,,,
9,Charles Busby,State House,111,R,Jackson,OS Armory,x,,,,
9,Brandon Jones,State House,111,D,Jackson,OS Armory,x,,,,
9,Charles Busby,State House,111,R,Jackson,St Martin,x,,,,
9,Brandon Jones,State House,111,D,Jackson,St Martin,x,,,,
10,Charles Busby,State House,111,R,Jackson,Latimer,x,,,,
10,Brandon Jones,State House,111,D,Jackson,Latimer,x,,,,
10,Charles Busby,State House,111,R,Jackson,Larue,x,,,,
10,Brandon Jones,State House,111,D,Jackson,Larue,x,,,,
10,Charles Busby,State House,111,R,Jackson,Hickory Hills,x,,,,
10,Brandon Jones,State House,111,D,Jackson,Hickory Hills,x,,,,
10,Charles Busby,State House,111,R,Jackson,Fontainebleau,909,,,,
10,Brandon Jones,State House,111,D,Jackson,Fontainebleau,534,,,,
10,Charles Busby,State House,111,R,Jackson,Gulf Park Estates,27,,,,
10,Brandon Jones,State House,111,D,Jackson,Gulf Park Estates,10,,,,
10,Charles Busby,State House,111,R,Jackson,OS Civic Ctr,x,,,,
10,Brandon Jones,State House,111,D,Jackson,OS Civic Ctr,x,,,,
10,Charles Busby,State House,111,R,Jackson,South Vancleave,x,,,,
10,Brandon Jones,State House,111,D,Jackson,South Vancleave,x,,,,
10,Charles Busby,State House,111,R,Jackson,Red Hill,x,,,,
10,Brandon Jones,State House,111,D,Jackson,Red Hill,x,,,,
10,Charles Busby,State House,111,R,Jackson,Carterville,x,,,,
10,Brandon Jones,State House,111,D,Jackson,Carterville,x,,,,
10,Charles Busby,State House,111,R,Jackson,TOTAL ,2978,,,,
10,Brandon Jones,State House,111,D,Jackson,TOTAL ,2943,,,,
8,John O. Read,State House,112,R,Jackson,Hwy 57,x,,,,
8,John O. Read,State House,112,R,Jackson,North Vancleave,904,,,,
8,John O. Read,State House,112,R,Jackson,East Central,x,,,,
8,John O. Read,State House,112,R,Jackson,Big Point,x,,,,
8,John O. Read,State House,112,R,Jackson,Escatawpa,x,,,,
8,John O. Read,State House,112,R,Jackson,Orange Grove,x,,,,
8,John O. Read,State House,112,R,Jackson,Rec Center,x,,,,
8,John O. Read,State House,112,R,Jackson,YMBC - Dantzler,x,,,,
8,John O. Read,State House,112,R,Jackson,Jefferson Street,x,,,,
8,John O. Read,State House,112,R,Jackson,Fair,x,,,,
8,John O. Read,State House,112,R,Jackson,Pinecrest,x,,,,
9,John O. Read,State House,112,R,Jackson,Nazarene,x,,,,
9,John O. Read,State House,112,R,Jackson,Sacred Heart ,x,,,,
9,John O. Read,State House,112,R,Jackson,Eastlawn,x,,,,
9,John O. Read,State House,112,R,Jackson,American Legion,x,,,,
9,John O. Read,State House,112,R,Jackson,Presbyterian,x,,,,
9,John O. Read,State House,112,R,Jackson,North Pascagoula,x,,,,
9,John O. Read,State House,112,R,Jackson,Gautler,2263,,,,
9,John O. Read,State House,112,R,Jackson,Villa Maria,x,,,,
9,John O. Read,State House,112,R,Jackson,OS Community Ctr,x,,,,
9,John O. Read,State House,112,R,Jackson,OS Armory,x,,,,
9,John O. Read,State House,112,R,Jackson,St Martin,x,,,,
10,John O. Read,State House,112,R,Jackson,Latimer,x,,,,
10,John O. Read,State House,112,R,Jackson,Larue,x,,,,
10,John O. Read,State House,112,R,Jackson,Hickory Hills,930,,,,
10,John O. Read,State House,112,R,Jackson,Fontainebleau,x,,,,
10,John O. Read,State House,112,R,Jackson,Gulf Park Estates,x,,,,
10,John O. Read,State House,112,R,Jackson,OS Civic Ctr,x,,,,
10,John O. Read,State House,112,R,Jackson,South Vancleave,1328,,,,
10,John O. Read,State House,112,R,Jackson,Red Hill,168,,,,
10,John O. Read,State House,112,R,Jackson,Carterville,x,,,,
10,John O. Read,State House,112,R,Jackson,TOTAL ,5593,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Hwy 57,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,North Vancleave,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,East Central,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Big Point,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Escatawpa,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Orange Grove,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Rec Center,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,YMBC - Dantzler,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Jefferson Street,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Fair,x,,,,
8,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Pinecrest,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Nazarene,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Sacred Heart ,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Eastlawn,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,American Legion,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Presbyterian,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,North Pascagoula,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Gautler,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Villa Maria,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,OS Community Ctr,x,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,OS Armory,1456,,,,
9,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,St Martin,605,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Latimer,x,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Larue,x,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Hickory Hills,x,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Fontainebleau,x,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Gulf Park Estates,1072,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,OS Civic Ctr,2491,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,South Vancleave,x,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Red Hill,x,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,Carterville,x,,,,
10,"Henry B. 'Hank' Zuber, III",State House,113,R,Jackson,TOTAL ,5624,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Hwy 57,230,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,North Vancleave,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,East Central,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Big Point,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Escatawpa,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Orange Grove,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Rec Center,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,YMBC - Dantzler,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Jefferson Street,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Fair,x,,,,
8,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Pinecrest,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Nazarene,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Sacred Heart ,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Eastlawn,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,American Legion,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Presbyterian,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,North Pascagoula,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Gautler,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Villa Maria,275,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,OS Community Ctr,138,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,OS Armory,x,,,,
9,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,St Martin,1779,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Latimer,1163,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Larue,125,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Hickory Hills,x,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Fontainebleau,x,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Gulf Park Estates,x,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,OS Civic Ctr,x,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,South Vancleave,x,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Red Hill,x,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,Carterville,x,,,,
10,Jeffrey S 'Jeff' Goice,State House,114,R,Jackson,TOTAL ,3710,,,,
