page,candidate,office,district,party,county,precinct,votes,winner,
3,Jim Hood,Attorney General,,D,Copiah,Hazlehurst West,820,,
3,Steve Simpson,Attorney General,,R,Copiah,Hazlehurst West,111,,
3,Jim Hood,Attorney General,,D,Copiah,Martinsville,216,,
3,Steve Simpson,Attorney General,,R,Copiah,Martinsville,48,,
3,Jim Hood,Attorney General,,D,Copiah,Shady Grove,174,,
3,Steve Simpson,Attorney General,,R,Copiah,Shady Grove,127,,
3,Jim Hood,Attorney General,,D,Copiah,Stronghope Union,140,,
3,Steve Simpson,Attorney General,,R,Copiah,Stronghope Union,144,,
3,Jim Hood,Attorney General,,D,Copiah,Wesson,274,,
3,Steve Simpson,Attorney General,,R,Copiah,Wesson,184,,
3,Jim Hood,Attorney General,,D,Copiah,Gallman,685,,
3,Steve Simpson,Attorney General,,R,Copiah,Gallman,437,,
3,Jim Hood,Attorney General,,D,Copiah,TOTAL ,6826,,
3,Steve Simpson,Attorney General,,R,Copiah,TOTAL ,2685,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Beauregard,417,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Beauregard,61,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Centerpoint,411,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Centerpoint,122,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Carpenter,83,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Carpenter,50,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Crystal Springs East,994,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Crystal Springs East,218,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Crystal Springs North,135,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Crystal Springs North,109,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Crystal Springs South,492,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Crystal Springs South,325,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Crystal Springs West,429,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Crystal Springs West,142,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Dentville,120,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Dentville,20,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Georgetown North,97,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Georgetown North,66,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Georgetown South,205,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Georgetown South,51,,
2,Stacey E. Pickering ,State Auditor ,,R,Copiah,Hazlehurst East,184,,
2,Ashley Norwood,State Auditor ,,Reform ,Copiah,Hazlehurst East,316,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,Hazlehurst North,95,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,Hazlehurst North,53,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,Hazlehurst South,161,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,Hazlehurst South,106,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,Hazlehurst West,419,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,Hazlehurst West,358,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,Martinsville,136,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,Martinsville,86,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,Shady Grove,263,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,Shady Grove,24,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,Stronghope Union,266,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,Stronghope Union,15,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,Wesson,397,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,Wesson,51,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,Gallman,741,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,Gallman,268,,
3,Stacey E. Pickering ,State Auditor ,,R,Copiah,TOTAL ,6045,,
3,Ashley Norwood,State Auditor ,,Reform ,Copiah,TOTAL ,2441,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Beauregard,396,,
2,Connie Moran,State Treasurer,,D,Copiah,Beauregard,76,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Beauregard,16,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Centerpoint,376,,
2,Connie Moran,State Treasurer,,D,Copiah,Centerpoint,212,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Centerpoint,15,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Carpenter,65,,
2,Connie Moran,State Treasurer,,D,Copiah,Carpenter,89,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Carpenter,6,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Crystal Springs East,884,,
2,Connie Moran,State Treasurer,,D,Copiah,Crystal Springs East,375,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Crystal Springs East,33,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Crystal Springs North,100,,
2,Connie Moran,State Treasurer,,D,Copiah,Crystal Springs North,168,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Crystal Springs North,12,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Crystal Springs South,387,,
2,Connie Moran,State Treasurer,,D,Copiah,Crystal Springs South,520,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Crystal Springs South,26,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Crystal Springs West,388,,
2,Connie Moran,State Treasurer,,D,Copiah,Crystal Springs West,212,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Crystal Springs West,19,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Dentville,119,,
2,Connie Moran,State Treasurer,,D,Copiah,Dentville,21,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Dentville,4,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Georgetown North,67,,
2,Connie Moran,State Treasurer,,D,Copiah,Georgetown North,107,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Georgetown North,8,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Georgetown South,183,,
2,Connie Moran,State Treasurer,,D,Copiah,Georgetown South,83,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Georgetown South,11,,
2,Lynn Fitch,State Treasurer,,R,Copiah,Hazlehurst East,91,,
2,Connie Moran,State Treasurer,,D,Copiah,Hazlehurst East,526,,
2,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Hazlehurst East,25,,
3,Lynn Fitch,State Treasurer,,R,Copiah,Hazlehurst North,76,,
3,Connie Moran,State Treasurer,,D,Copiah,Hazlehurst North,93,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Hazlehurst North,3,,
3,Lynn Fitch,State Treasurer,,R,Copiah,Hazlehurst South,115,,
3,Connie Moran,State Treasurer,,D,Copiah,Hazlehurst South,198,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Hazlehurst South,7,,
3,Lynn Fitch,State Treasurer,,R,Copiah,Hazlehurst West,268,,
3,Connie Moran,State Treasurer,,D,Copiah,Hazlehurst West,610,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Hazlehurst West,32,,
3,Lynn Fitch,State Treasurer,,R,Copiah,Martinsville,107,,
3,Connie Moran,State Treasurer,,D,Copiah,Martinsville,142,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Martinsville,7,,
3,Lynn Fitch,State Treasurer,,R,Copiah,Shady Grove,232,,
3,Connie Moran,State Treasurer,,D,Copiah,Shady Grove,68,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Shady Grove,2,,
3,Lynn Fitch,State Treasurer,,R,Copiah,Stronghope Union,250,,
3,Connie Moran,State Treasurer,,D,Copiah,Stronghope Union,26,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Stronghope Union,10,,
3,Lynn Fitch,State Treasurer,,R,Copiah,Wesson,372,,
3,Connie Moran,State Treasurer,,D,Copiah,Wesson,78,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Wesson,9,,
3,Lynn Fitch,State Treasurer,,R,Copiah,Gallman,686,,
3,Connie Moran,State Treasurer,,D,Copiah,Gallman,396,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,Gallman,23,,
3,Lynn Fitch,State Treasurer,,R,Copiah,TOTAL ,5162,,
3,Connie Moran,State Treasurer,,D,Copiah,TOTAL ,4000,,
3,Shawn O'Hara,State Treasurer,,Reform ,Copiah,TOTAL ,268,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Beauregard,89,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Beauregard,397,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Beauregard,4,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Centerpoint,230,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Centerpoint,356,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Centerpoint,11,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Carpenter,97,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Carpenter,54,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Carpenter,7,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Crystal Springs East,456,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Crystal Springs East,812,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Crystal Springs East,24,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Crystal Springs North,172,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Crystal Springs North,99,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Crystal Springs North,5,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Crystal Springs South,555,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Crystal Springs South,348,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Crystal Springs South,23,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Crystal Springs West,231,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Crystal Springs West,383,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Crystal Springs West,5,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Dentville,37,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Dentville,109,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Dentville,0,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Georgetown North,115,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Georgetown North,56,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Georgetown North,8,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Georgetown South,88,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Georgetown South,180,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Georgetown South,5,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Hazlehurst East,537,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Hazlehurst East,80,,
4,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Hazlehurst East,14,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Hazlehurst North,95,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Hazlehurst North,71,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Hazlehurst North,2,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Hazlehurst South,196,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Hazlehurst South,116,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Hazlehurst South,7,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Hazlehurst West,619,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Hazlehurst West,262,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Hazlehurst West,22,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Martinsville,150,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Martinsville,109,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Martinsville,3,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Shady Grove,84,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Shady Grove,214,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Shady Grove,3,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Stronghope Union,31,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Stronghope Union,249,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Stronghope Union,5,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Wesson,58,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Wesson,389,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Wesson,11,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,Gallman,431,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,Gallman,653,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,Gallman,21,,
3,Joel Gill,Commissioner of Agriculture & Commerce,,D,Copiah,TOTAL ,4271,,
3,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Copiah,TOTAL ,4937,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform ,Copiah,TOTAL ,180,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Beauregard,396,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Beauregard,76,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Beauregard,16,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Centerpoint,380,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Centerpoint,194,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Centerpoint,18,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Carpenter,63,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Carpenter,88,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Carpenter,6,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Crystal Springs East,908,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Crystal Springs East,346,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Crystal Springs East,31,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Crystal Springs North,97,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Crystal Springs North,172,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Crystal Springs North,9,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Crystal Springs South,372,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Crystal Springs South,525,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Crystal Springs South,29,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Crystal Springs West,400,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Crystal Springs West,209,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Crystal Springs West,11,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Dentville,117,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Dentville,21,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Dentville,6,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Georgetown North,73,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Georgetown North,103,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Georgetown North,6,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Georgetown South,192,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Georgetown South,76,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Georgetown South,7,,
4,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Hazlehurst East,83,,
4,Louis Fondren,Commissioner of Insurance,,D,Copiah,Hazlehurst East,531,,
4,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Hazlehurst East,24,,
5,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Hazlehurst North,77,,
5,Louis Fondren,Commissioner of Insurance,,D,Copiah,Hazlehurst North,87,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Hazlehurst North,5,,
5,Mike Chaney,Commissioner of Insurance,,R ,Copiah,Hazlehurst South,117,,
5,Louis Fondren,Commissioner of Insurance,,D,Copiah,Hazlehurst South,188,,
5,Barbara Dale Washer,Commissioner of Insurance,,Reform ,Copiah,Hazlehurst South,7,,
