candidate,office,district,party,county,precinct,votes,winner
William Bond Compton Jr.,Governor,,Democratic,Adams,"Dist. 5, Airport",16,
Johnny L. DuPree,Governor,,Democratic,Adams,"Dist. 5, Airport",280,
Bill Luckett,Governor,,Democratic,Adams,"Dist. 5, Airport",69,
Guy Dale Shaw,Governor,,Democratic,Adams,"Dist. 5, Airport",8,
Jim Hood,Attorney General,,Democratic,Adams,"Dist. 5, Airport",262,
Connie Moran,State Treasurer,,Democratic,Adams,"Dist. 5, Airport",226,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Adams,"Dist. 5, Airport",236,
Louis Fondren,Commissioner of Insurance,,Democratic,Adams,"Dist. 5, Airport",228,
William Bond Compton Jr.,Governor,,Democratic,Adams,"Dist. 1, By-Pass Fire",33,
Johnny L. DuPree,Governor,,Democratic,Adams,"Dist. 1, By-Pass Fire",275,
Bill Luckett,Governor,,Democratic,Adams,"Dist. 1, By-Pass Fire",83,
Guy Dale Shaw,Governor,,Democratic,Adams,"Dist. 1, By-Pass Fire",55,
Jim Hood,Attorney General,,Democratic,Adams,"Dist. 1, By-Pass Fire",334,
Connie Moran,State Treasurer,,Democratic,Adams,"Dist. 1, By-Pass Fire",299,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Adams,"Dist. 1, By-Pass Fire",307,
Louis Fondren,Commissioner of Insurance,,Democratic,Adams,"Dist. 1, By-Pass Fire",304,
William Bond Compton Jr.,Governor,,Democratic,Adams,"Dist. 1, Bellemonte",72,
Johnny L. DuPree,Governor,,Democratic,Adams,"Dist. 1, Bellemonte",225,
Bill Luckett,Governor,,Democratic,Adams,"Dist. 1, Bellemonte",392,
Guy Dale Shaw,Governor,,Democratic,Adams,"Dist. 1, Bellemonte",55,
Jim Hood,Attorney General,,Democratic,Adams,"Dist. 1, Bellemonte",747,
Connie Moran,State Treasurer,,Democratic,Adams,"Dist. 1, Bellemonte",647,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Adams,"Dist. 1, Bellemonte",647,
Louis Fondren,Commissioner of Insurance,,Democratic,Adams,"Dist. 1, Bellemonte",655,
William Bond Compton Jr.,Governor,,Democratic,Adams,"Dist. 2, Beau Pre",25,
Johnny L. DuPree,Governor,,Democratic,Adams,"Dist. 2, Beau Pre",168,
Bill Luckett,Governor,,Democratic,Adams,"Dist. 2, Beau Pre",99,
