county,precinct,office,district,candidate,party,votes
Adams,"Dist. 5, Airport",Governor,,William Bond Compton Jr.,Democratic,16
Adams,"Dist. 5, Airport",Governor,,Johnny L. DuPree,Democratic,280
Adams,"Dist. 5, Airport",Governor,,Bill Luckett,Democratic,69
Adams,"Dist. 5, Airport",Governor,,Guy Dale Shaw,Democratic,8
Adams,"Dist. 5, Airport",Attorney General,,Jim Hood,Democratic,262
Adams,"Dist. 5, Airport",State Treasurer,,Connie Moran,Democratic,226
Adams,"Dist. 5, Airport",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,236
Adams,"Dist. 5, Airport",Commissioner of Insurance,,Louis Fondren,Democratic,228
Adams,"Dist. 1, By-Pass Fire",Governor,,William Bond Compton Jr.,Democratic,33
Adams,"Dist. 1, By-Pass Fire",Governor,,Johnny L. DuPree,Democratic,275
Adams,"Dist. 1, By-Pass Fire",Governor,,Bill Luckett,Democratic,83
Adams,"Dist. 1, By-Pass Fire",Governor,,Guy Dale Shaw,Democratic,55
Adams,"Dist. 1, By-Pass Fire",Attorney General,,Jim Hood,Democratic,334
Adams,"Dist. 1, By-Pass Fire",State Treasurer,,Connie Moran,Democratic,299
Adams,"Dist. 1, By-Pass Fire",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,307
Adams,"Dist. 1, By-Pass Fire",Commissioner of Insurance,,Louis Fondren,Democratic,304
Adams,"Dist. 1, Bellemonte",Governor,,William Bond Compton Jr.,Democratic,72
Adams,"Dist. 1, Bellemonte",Governor,,Johnny L. DuPree,Democratic,225
Adams,"Dist. 1, Bellemonte",Governor,,Bill Luckett,Democratic,392
Adams,"Dist. 1, Bellemonte",Governor,,Guy Dale Shaw,Democratic,55
Adams,"Dist. 1, Bellemonte",Attorney General,,Jim Hood,Democratic,747
Adams,"Dist. 1, Bellemonte",State Treasurer,,Connie Moran,Democratic,647
Adams,"Dist. 1, Bellemonte",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,647
Adams,"Dist. 1, Bellemonte",Commissioner of Insurance,,Louis Fondren,Democratic,655
Adams,"Dist. 2, Beau Pre",Governor,,William Bond Compton Jr.,Democratic,25
Adams,"Dist. 2, Beau Pre",Governor,,Johnny L. DuPree,Democratic,168
Adams,"Dist. 2, Beau Pre",Governor,,Bill Luckett,Democratic,99
Adams,"Dist. 2, Beau Pre",Governor,,Guy Dale Shaw,Democratic,18
Adams,"Dist. 2, Beau Pre",Attorney General,,Jim Hood,Democratic,287
Adams,"Dist. 2, Beau Pre",State Treasurer,,Connie Moran,Democratic,245
Adams,"Dist. 2, Beau Pre",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,256
Adams,"Dist. 2, Beau Pre",Commissioner of Insurance,,Louis Fondren,Democratic,251
Adams,"Dist. 3, Concord",Governor,,William Bond Compton Jr.,Democratic,29
Adams,"Dist. 3, Concord",Governor,,Johnny L. DuPree,Democratic,263
Adams,"Dist. 3, Concord",Governor,,Bill Luckett,Democratic,52
Adams,"Dist. 3, Concord",Governor,,Guy Dale Shaw,Democratic,9
Adams,"Dist. 3, Concord",Attorney General,,Jim Hood,Democratic,288
Adams,"Dist. 3, Concord",State Treasurer,,Connie Moran,Democratic,256
Adams,"Dist. 3, Concord",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,265
Adams,"Dist. 3, Concord",Commissioner of Insurance,,Louis Fondren,Democratic,257
Adams,"Dist. 1, Courthouse",Governor,,William Bond Compton Jr.,Democratic,19
Adams,"Dist. 1, Courthouse",Governor,,Johnny L. DuPree,Democratic,67
Adams,"Dist. 1, Courthouse",Governor,,Bill Luckett,Democratic,213
Adams,"Dist. 1, Courthouse",Governor,,Guy Dale Shaw,Democratic,21
Adams,"Dist. 1, Courthouse",Attorney General,,Jim Hood,Democratic,308
Adams,"Dist. 1, Courthouse",State Treasurer,,Connie Moran,Democratic,265
Adams,"Dist. 1, Courthouse",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,271
Adams,"Dist. 1, Courthouse",Commissioner of Insurance,,Louis Fondren,Democratic,267
Adams,"Dist. 4, Carpenter",Governor,,William Bond Compton Jr.,Democratic,13
Adams,"Dist. 4, Carpenter",Governor,,Johnny L. DuPree,Democratic,150
Adams,"Dist. 4, Carpenter",Governor,,Bill Luckett,Democratic,78
Adams,"Dist. 4, Carpenter",Governor,,Guy Dale Shaw,Democratic,5
Adams,"Dist. 4, Carpenter",Attorney General,,Jim Hood,Democratic,204
Adams,"Dist. 4, Carpenter",State Treasurer,,Connie Moran,Democratic,189
Adams,"Dist. 4, Carpenter",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,190
Adams,"Dist. 4, Carpenter",Commissioner of Insurance,,Louis Fondren,Democratic,186
Adams,"Dist. 2, Duncan Park",Governor,,William Bond Compton Jr.,Democratic,22
Adams,"Dist. 2, Duncan Park",Governor,,Johnny L. DuPree,Democratic,131
Adams,"Dist. 2, Duncan Park",Governor,,Bill Luckett,Democratic,179
Adams,"Dist. 2, Duncan Park",Governor,,Guy Dale Shaw,Democratic,49
Adams,"Dist. 2, Duncan Park",Attorney General,,Jim Hood,Democratic,324
Adams,"Dist. 2, Duncan Park",State Treasurer,,Connie Moran,Democratic,292
Adams,"Dist. 2, Duncan Park",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,308
Adams,"Dist. 2, Duncan Park",Commissioner of Insurance,,Louis Fondren,Democratic,302
Adams,"Dist. 5, Foster Mound",Governor,,William Bond Compton Jr.,Democratic,31
Adams,"Dist. 5, Foster Mound",Governor,,Johnny L. DuPree,Democratic,487
Adams,"Dist. 5, Foster Mound",Governor,,Bill Luckett,Democratic,45
Adams,"Dist. 5, Foster Mound",Governor,,Guy Dale Shaw,Democratic,14
Adams,"Dist. 5, Foster Mound",Attorney General,,Jim Hood,Democratic,493
Adams,"Dist. 5, Foster Mound",State Treasurer,,Connie Moran,Democratic,434
Adams,"Dist. 5, Foster Mound",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,439
Adams,"Dist. 5, Foster Mound",Commissioner of Insurance,,Louis Fondren,Democratic,428
Adams,"Dist. 2, Kingston",Governor,,William Bond Compton Jr.,Democratic,11
Adams,"Dist. 2, Kingston",Governor,,Johnny L. DuPree,Democratic,81
Adams,"Dist. 2, Kingston",Governor,,Bill Luckett,Democratic,79
Adams,"Dist. 2, Kingston",Governor,,Guy Dale Shaw,Democratic,19
Adams,"Dist. 2, Kingston",Attorney General,,Jim Hood,Democratic,179
Adams,"Dist. 2, Kingston",State Treasurer,,Connie Moran,Democratic,143
Adams,"Dist. 2, Kingston",Commissioner of Agriculture & Commerce,,Joel Gill,Democratic,151
Adams,"Dist. 2, Kingston",Commissioner of Insurance,,Louis Fondren,Democratic,142
Adams,"Dist. 2, Liberty Park",Governor,,William Bond Compton Jr.,Democratic,20
Adams,"Dist. 2, Liberty Park",Governor,,Johnny L. DuPree,Democratic,84
Adams,"Dist. 2, Liberty Park",Governor,,Bill Luckett,Democratic,190
