candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Beat One North,160,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Beat One North,102,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Beat One South,34,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Beat One South,44,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Beat Two Water Valley,63,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Beat Two Water Valley,84,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Five Coffeyville,104,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Five Coffeyville,94,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Five Scobey,21,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Five Scobey,28,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Five Scuna - Vann's Mill,33,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Five Scuna - Vann's Mill,23,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Five Tillatoba,31,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Five Tillatoba,26,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Four Coffeeville,30,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Four Coffeeville,14,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Four Oakland,67,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Four Oakland,87,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Three North West,110,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Three North West,102,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Three Sylva Rena,70,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Three Sylva Rena,58,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,,723,TRUE
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,,662,
