candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Rolling Fork Third District,131,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Rolling Fork Third District,25,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Rolling Fork Third District,4,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Rolling Fork Third District,153,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Rolling Fork Third District,5,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Rolling Fork Third District,5,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Spanish Fort First District,4,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Spanish Fort First District,17,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Spanish Fort First District,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Spanish Fort First District,8,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Spanish Fort First District,10,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Spanish Fort First District,4,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Straight Bayou Fourth District,12,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Straight Bayou Fourth District,28,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Straight Bayou Fourth District,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Straight Bayou Fourth District,21,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Straight Bayou Fourth District,9,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Straight Bayou Fourth District,5,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Total,560,WINNER,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Total,539,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Total,12,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Total,791,WINNER,2
Troy Ray,U.S. House,2,Independent,Sharkey,Total,199,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Total,64,,2
