candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Anguilla Fifth District,61,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Anguilla Fifth District,14,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Anguilla Fifth District,2,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Anguilla Fifth District,73,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Anguilla Fifth District,2,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Anguilla Fifth District,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Anguilla Fourth District,79,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Anguilla Fourth District,121,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Anguilla Fourth District,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Anguilla Fourth District,113,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Anguilla Fourth District,47,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Anguilla Fourth District,14,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Cary Second District,89,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Cary Second District,84,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Cary Second District,2,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Cary Second District,135,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Cary Second District,26,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Cary Second District,9,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Delta City Fifth District,56,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Delta City Fifth District,52,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Delta City Fifth District,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Delta City Fifth District,74,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Delta City Fifth District,28,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Delta City Fifth District,3,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Rolling Fork First District,101,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Rolling Fork First District,193,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Rolling Fork First District,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Rolling Fork First District,181,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Rolling Fork First District,72,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Rolling Fork First District,24,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Rolling Fork Fourth District,13,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Rolling Fork Fourth District,0,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Rolling Fork Fourth District,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Rolling Fork Fourth District,15,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Rolling Fork Fourth District,0,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Rolling Fork Fourth District,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Sharkey,Rolling Fork Second District,14,,2
Thad Cochran,U.S. Senate,,Republican,Sharkey,Rolling Fork Second District,5,,2
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Rolling Fork Second District,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,Rolling Fork Second District,18,,2
Troy Ray,U.S. House,2,Independent,Sharkey,Rolling Fork Second District,0,,2
Shelley Shoemake,U.S. House,2,Reform,Sharkey,Rolling Fork Second District,0,,2
