candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Rankin,Antioch,4,
Thad Cochran,U.S. Senate,,Republican,Rankin,Antioch,52,
Chris McDaniel,U.S. Senate,,Republican,Rankin,Antioch,76,
Hardy Caraway,U.S. House,3,Republican,Rankin,Antioch,7,
Gregg Harper,U.S. House,3,Republican,Rankin,Antioch,123,
Thomas L. Carey,U.S. Senate,,Republican,Rankin,Brandon Central,3,
Thad Cochran,U.S. Senate,,Republican,Rankin,Brandon Central,297,
Chris McDaniel,U.S. Senate,,Republican,Rankin,Brandon Central,248,
Hardy Caraway,U.S. House,3,Republican,Rankin,Brandon Central,57,
Gregg Harper,U.S. House,3,Republican,Rankin,Brandon Central,482,
Thomas L. Carey,U.S. Senate,,Republican,Rankin,Briar Hill,2,
Thad Cochran,U.S. Senate,,Republican,Rankin,Briar Hill,76,
Chris McDaniel,U.S. Senate,,Republican,Rankin,Briar Hill,117,
Hardy Caraway,U.S. House,3,Republican,Rankin,Briar Hill,20,
Gregg Harper,U.S. House,3,Republican,Rankin,Briar Hill,170,
Thomas L. Carey,U.S. Senate,,Republican,Rankin,Castlewoods East,4,
Thad Cochran,U.S. Senate,,Republican,Rankin,Castlewoods East,519,
Chris McDaniel,U.S. Senate,,Republican,Rankin,Castlewoods East,425,
Hardy Caraway,U.S. House,3,Republican,Rankin,Castlewoods East,93,
Gregg Harper,U.S. House,3,Republican,Rankin,Castlewoods East,831,
Thomas L. Carey,U.S. Senate,,Republican,Rankin,Castlewoods West,9,
Thad Cochran,U.S. Senate,,Republican,Rankin,Castlewoods West,483,
Chris McDaniel,U.S. Senate,,Republican,Rankin,Castlewoods West,399,
Hardy Caraway,U.S. House,3,Republican,Rankin,Castlewoods West,75,
Gregg Harper,U.S. House,3,Republican,Rankin,Castlewoods West,786,
Thomas L. Carey,U.S. Senate,,Republican,Rankin,Cato,3,
Thad Cochran,U.S. Senate,,Republican,Rankin,Cato,141,
Chris McDaniel,U.S. Senate,,Republican,Rankin,Cato,193,
Hardy Caraway,U.S. House,3,Republican,Rankin,Cato,32,
Gregg Harper,U.S. House,3,Republican,Rankin,Cato,295,
Thomas L. Carey,U.S. Senate,,Republican,Rankin,City Hall,5,
