candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Beauregard,1,
Thad Cochran,U.S. Senate,,Republican,Copiah,Beauregard,92,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Beauregard,117,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Carpenter,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Carpenter,18,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Carpenter,8,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Centerpoint,6,
Thad Cochran,U.S. Senate,,Republican,Copiah,Centerpoint,82,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Centerpoint,107,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Crystal Springs East,2,
Thad Cochran,U.S. Senate,,Republican,Copiah,Crystal Springs East,237,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Crystal Springs East,215,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Crystal Springs North,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Crystal Springs North,29,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Crystal Springs North,14,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Crystal Springs South,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Crystal Springs South,93,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Crystal Springs South,81,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Crystal Springs West,1,
Thad Cochran,U.S. Senate,,Republican,Copiah,Crystal Springs West,83,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Crystal Springs West,115,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Dentville,1,
Thad Cochran,U.S. Senate,,Republican,Copiah,Dentville,33,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Dentville,23,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Gallman,2,
Thad Cochran,U.S. Senate,,Republican,Copiah,Gallman,173,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Gallman,169,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Georgetown North,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Georgetown North,9,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Georgetown North,19,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Georgetown South,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Georgetown South,30,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Georgetown South,60,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Hazelhurst East,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Hazelhurst East,12,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Hazelhurst East,13,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Hazelhurst North,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Hazelhurst North,28,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Hazelhurst North,12,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Hazelhurst South,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Hazelhurst South,42,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Hazelhurst South,24,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Hazelhurst West,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Hazelhurst West,114,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Hazelhurst West,42,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Martinsville,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Martinsville,31,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Martinsville,30,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Shady Grove,1,
Thad Cochran,U.S. Senate,,Republican,Copiah,Shady Grove,86,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Shady Grove,45,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Stronghope Union,0,
Thad Cochran,U.S. Senate,,Republican,Copiah,Stronghope Union,71,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Stronghope Union,79,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,Wesson,1,
Thad Cochran,U.S. Senate,,Republican,Copiah,Wesson,117,
Chris McDaniel,U.S. Senate,,Republican,Copiah,Wesson,123,
Thomas L. Carey,U.S. Senate,,Republican,Copiah,,15,
Thad Cochran,U.S. Senate,,Republican,Copiah,,1380,TRUE
Chris McDaniel,U.S. Senate,,Republican,Copiah,,1296,
