candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Airbase,2,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Airbase,68,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Airbase,47,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Airbase,102,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Artesia,0,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Artesia,11,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Artesia,11,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Artesia,17,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Brandon,0,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Brandon,275,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Brandon,166,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Brandon,395,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Caledonia,7,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Caledonia,325,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Caledonia,360,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Caledonia,636,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Coleman,0,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Coleman,0,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Coleman,0,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Coleman,0,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Columbus High School,3,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Columbus High School,182,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Columbus High School,100,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Columbus High School,249,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Crawford,0,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Crawford,27,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Crawford,16,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Crawford,38,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,First Assembly,7,
Thad Cochran,U.S. Senate,,Republican,Lowndes,First Assembly,670,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,First Assembly,370,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,First Assembly,923,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Hunt,0,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Hunt,2,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Hunt,3,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Hunt,4,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Immanuel School,4,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Immanuel School,90,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Immanuel School,69,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Immanuel School,149,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,National Guard Armory,0,
Thad Cochran,U.S. Senate,,Republican,Lowndes,National Guard Armory,69,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,National Guard Armory,69,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,National Guard Armory,122,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,New Hope,9,
Thad Cochran,U.S. Senate,,Republican,Lowndes,New Hope,580,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,New Hope,414,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,New Hope,924,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Plum Grove,0,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Plum Grove,3,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Plum Grove,3,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Plum Grove,3,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Propst Park Community Hut,0,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Propst Park Community Hut,4,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Propst Park Community Hut,0,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Propst Park Community Hut,4,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Rural Hill,3,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Rural Hill,206,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Rural Hill,221,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Rural Hill,394,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Sale,1,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Sale,62,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Sale,30,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Sale,85,
Thomas L. Carey,U.S. Senate,,Republican,Lowndes,Steens,3,
Thad Cochran,U.S. Senate,,Republican,Lowndes,Steens,99,
Chris McDaniel,U.S. Senate,,Republican,Lowndes,Steens,56,
Alan Nunnelee,U.S. House,1,Republican,Lowndes,Steens,136,
