candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Baldwyn,2,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Baldwyn,102,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Baldwyn,74,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Baldwyn,150,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Blackland,0,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Blackland,48,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Blackland,24,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Blackland,66,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Booneville,2,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Booneville,93,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Booneville,65,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Booneville,140,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Cairo,1,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Cairo,41,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Cairo,37,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Cairo,70,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Cross Roads,0,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Cross Roads,22,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Cross Roads,21,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Cross Roads,35,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,East Booneville,2,
Thad Cochran,U.S. Senate,,Republican,Prentiss,East Booneville,56,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,East Booneville,53,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,East Booneville,96,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Hills Chapel - New Hope,1,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Hills Chapel - New Hope,69,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Hills Chapel - New Hope,71,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Hills Chapel - New Hope,119,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Ingram,2,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Ingram,19,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Ingram,34,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Ingram,47,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Marietta,0,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Marietta,26,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Marietta,30,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Marietta,44,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,New Site,0,
Thad Cochran,U.S. Senate,,Republican,Prentiss,New Site,28,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,New Site,47,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,New Site,63,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,North Booneville,0,
Thad Cochran,U.S. Senate,,Republican,Prentiss,North Booneville,12,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,North Booneville,23,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,North Booneville,28,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Thrasher,0,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Thrasher,55,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Thrasher,14,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Thrasher,56,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Tuscumbia-New Candler,2,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Tuscumbia-New Candler,45,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Tuscumbia-New Candler,47,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Tuscumbia-New Candler,86,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,West Booneville,1,
Thad Cochran,U.S. Senate,,Republican,Prentiss,West Booneville,237,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,West Booneville,122,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,West Booneville,320,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,Wheeler,0,
Thad Cochran,U.S. Senate,,Republican,Prentiss,Wheeler,51,
Chris McDaniel,U.S. Senate,,Republican,Prentiss,Wheeler,56,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,Wheeler,85,
Thomas L. Carey,U.S. Senate,,Republican,Prentiss,,13,
Thad Cochran,U.S. Senate,,Republican,Prentiss,,904,TRUE
Chris McDaniel,U.S. Senate,,Republican,Prentiss,,718,
Alan Nunnellee,U.S. House,1,Republican,Prentiss,,1405,TRUE
