page,candidate,office,district,party,county,precinct,votes,winner
2,Travis W. Childers,United States Senate,,Democrat,Greene,Jonathan,22,
2,Thad Cochran,United States Senate,,Republican,Greene,Jonathan,128,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Jonathan,21,
2,Travis W. Childers,United States Senate,,Democrat,Greene,Jones,9,
2,Thad Cochran,United States Senate,,Republican,Greene,Jones,50,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Jones,8,
2,Travis W. Childers,United States Senate,,Democrat,Greene,Leaf,16,
2,Thad Cochran,United States Senate,,Republican,Greene,Leaf,51,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Leaf,4,
2,Travis W. Childers,United States Senate,,Democrat,Greene,Leakesville,56,
2,Thad Cochran,United States Senate,,Republican,Greene,Leakesville,390,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Leakesville,23,
2,Travis W. Childers,United States Senate,,Democrat,Greene,Maples,34,
2,Thad Cochran,United States Senate,,Republican,Greene,Maples,166,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Maples,13,
2,Travis W. Childers,United States Senate,,Democrat,Greene,Mclain,66,
2,Thad Cochran,United States Senate,,Republican,Greene,Mclain,92,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Mclain,6,
2,Travis W. Childers,United States Senate,,Democrat,Greene,Mutual Rights,15,
2,Thad Cochran,United States Senate,,Republican,Greene,Mutual Rights,62,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Mutual Rights,10,
2,Travis W. Childers,United States Senate,,Democrat,Greene,North Leakesville,52,
2,Thad Cochran,United States Senate,,Republican,Greene,North Leakesville,74,
2,Shawn O'Hara,United States Senate,,Reform,Greene,North Leakesville,4,
2,Travis W. Childers,United States Senate,,Democrat,Greene,Piave,13,
2,Thad Cochran,United States Senate,,Republican,Greene,Piave,109,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Piave,7,
2,Travis W. Childers,United States Senate,,Democrat,Greene,State Line,129,
2,Thad Cochran,United States Senate,,Republican,Greene,State Line,89,
2,Shawn O'Hara,United States Senate,,Reform,Greene,State Line,6,
2,Travis W. Childers,United States Senate,,Democrat,Greene,Vernal,49,
2,Thad Cochran,United States Senate,,Republican,Greene,Vernal,190,
2,Shawn O'Hara,United States Senate,,Reform,Greene,Vernal,16,
3,Travis W. Childers,United States Senate,,Democrat,Greene,Wade,33,
3,Thad Cochran,United States Senate,,Republican,Greene,Wade,164,
3,Shawn O'Hara,United States Senate,,Reform,Greene,Wade,18,
3,Travis W. Childers,United States Senate,,Democrat,Greene,Washington Neely,23,
3,Thad Cochran,United States Senate,,Republican,Greene,Washington Neely,143,
3,Shawn O'Hara,United States Senate,,Reform,Greene,Washington Neely,14,
3,Travis W. Childers,United States Senate,,Democrat,Greene,TOTAL,517,
3,Thad Cochran,United States Senate,,Republican,Greene,TOTAL,1708,
3,Shawn O'Hara,United States Senate,,Reform,Greene,TOTAL,150,
2,Matt Moore,U.S. House,4,Democrat,Greene,Jonathan,9,
2,Steven McCarty Palazzo,U.S. House,4,Republican,Greene,Jonathan,155,
2,Cindy Burleson,U.S. House,4,Independent,Greene,Jonathan,3,
2,Eli Jackson,U.S. House,4,Reform,Greene,Jonathan,1,
2,Ed Relch,U.S. House,4,Independent,Greene,Jonathan,1,
2,Joey Robinson,U.S. House,4,Libertarian,Greene,Jonathan,0,
2,Matt Moore,U.S. House,4,Democrat,Greene,Jones,1,
2,Steven McCarty Palazzo,U.S. House,4,Republican,Greene,Jones,67,
2,Cindy Burleson,U.S. House,4,Independent,Greene,Jones,1,
2,Eli Jackson,U.S. House,4,Reform,Greene,Jones,0,
2,Ed Relch,U.S. House,4,Independent,Greene,Jones,0,
2,Joey Robinson,U.S. House,4,Libertarian,Greene,Jones,0,
2,Matt Moore,U.S. House,4,Democrat,Greene,Leaf,18,
2,Steven McCarty Palazzo,U.S. House,4,Republican,Greene,Leaf,57,
2,Cindy Burleson,U.S. House,4,Independent,Greene,Leaf,4,
2,Eli Jackson,U.S. House,4,Reform,Greene,Leaf,0,
2,Ed Relch,U.S. House,4,Independent,Greene,Leaf,0,
2,Joey Robinson,U.S. House,4,Libertarian,Greene,Leaf,1,
2,Matt Moore,U.S. House,4,Democrat,Greene,Leakesville,39,
2,Steven McCarty Palazzo,U.S. House,4,Republican,Greene,Leakesville,421,
2,Cindy Burleson,U.S. House,4,Independent,Greene,Leakesville,8,
2,Eli Jackson,U.S. House,4,Reform,Greene,Leakesville,1,
2,Ed Relch,U.S. House,4,Independent,Greene,Leakesville,4,
2,Joey Robinson,U.S. House,4,Libertarian,Greene,Leakesville,9,
2,Matt Moore,U.S. House,4,Democrat,Greene,Maples,17,
2,Steven McCarty Palazzo,U.S. House,4,Republican,Greene,Maples,191,
2,Cindy Burleson,U.S. House,4,Independent,Greene,Maples,3,
2,Eli Jackson,U.S. House,4,Reform,Greene,Maples,3,
2,Ed Relch,U.S. House,4,Independent,Greene,Maples,1,
2,Joey Robinson,U.S. House,4,Libertarian,Greene,Maples,5,
2,Matt Moore,U.S. House,4,Democrat,Greene,Mclain,68,
2,Steven McCarty Palazzo,U.S. House,4,Republican,Greene,Mclain,89,
2,Cindy Burleson,U.S. House,4,Independent,Greene,Mclain,6,
2,Eli Jackson,U.S. House,4,Reform,Greene,Mclain,1,
2,Ed Relch,U.S. House,4,Independent,Greene,Mclain,2,
2,Joey Robinson,U.S. House,4,Libertarian,Greene,Mclain,4,
2,Matt Moore,U.S. House,4,Democrat,Greene,Mutual Rights,10,
