candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Harrison,Advance,16,
Thad Cochran,U.S. Senate,,Republican,Harrison,Advance,125,
Chris McDaniel,U.S. Senate,,Republican,Harrison,Advance,192,
Tom Carter,U.S. House,4,Republican,Harrison,Advance,38,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,Advance,2,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,Advance,143,
Gene Taylor,U.S. House,4,Republican,Harrison,Advance,150,
Ron Vincent,U.S. House,4,Republican,Harrison,Advance,0,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,Bay Central,14,
Thad Cochran,U.S. Senate,,Republican,Harrison,Bay Central,239,
Chris McDaniel,U.S. Senate,,Republican,Harrison,Bay Central,149,
Tom Carter,U.S. House,4,Republican,Harrison,Bay Central,25,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,Bay Central,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,Bay Central,165,
Gene Taylor,U.S. House,4,Republican,Harrison,Bay Central,214,
Ron Vincent,U.S. House,4,Republican,Harrison,Bay Central,1,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,Biloxi #10,27,
Thad Cochran,U.S. Senate,,Republican,Harrison,Biloxi #10,249,
Chris McDaniel,U.S. Senate,,Republican,Harrison,Biloxi #10,0,
Tom Carter,U.S. House,4,Republican,Harrison,Biloxi #10,34,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,Biloxi #10,2,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,Biloxi #10,149,
Gene Taylor,U.S. House,4,Republican,Harrison,Biloxi #10,272,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi #10,4,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,Biloxi #11,34,
Thad Cochran,U.S. Senate,,Republican,Harrison,Biloxi #11,692,
Chris McDaniel,U.S. Senate,,Republican,Harrison,Biloxi #11,420,
Tom Carter,U.S. House,4,Republican,Harrison,Biloxi #11,60,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,Biloxi #11,10,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,Biloxi #11,445,
Gene Taylor,U.S. House,4,Republican,Harrison,Biloxi #11,636,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi #11,1,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,Biloxi #8,9,
Thad Cochran,U.S. Senate,,Republican,Harrison,Biloxi #8,196,
Chris McDaniel,U.S. Senate,,Republican,Harrison,Biloxi #8,87,
Tom Carter,U.S. House,4,Republican,Harrison,Biloxi #8,11,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,Biloxi #8,3,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,Biloxi #8,85,
Gene Taylor,U.S. House,4,Republican,Harrison,Biloxi #8,199,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi #8,0,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,Biloxi Bay,14,
Thad Cochran,U.S. Senate,,Republican,Harrison,Biloxi Bay,172,
Chris McDaniel,U.S. Senate,,Republican,Harrison,Biloxi Bay,118,
Tom Carter,U.S. House,4,Republican,Harrison,Biloxi Bay,19,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,Biloxi Bay,4,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,Biloxi Bay,85,
Gene Taylor,U.S. House,4,Republican,Harrison,Biloxi Bay,194,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi Bay,3,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,Biloxi Central,18,
Thad Cochran,U.S. Senate,,Republican,Harrison,Biloxi Central,238,
Chris McDaniel,U.S. Senate,,Republican,Harrison,Biloxi Central,109,
Tom Carter,U.S. House,4,Republican,Harrison,Biloxi Central,10,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,Biloxi Central,3,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,Biloxi Central,93,
Gene Taylor,U.S. House,4,Republican,Harrison,Biloxi Central,259,
Ron Vincent,U.S. House,4,Republican,Harrison,Biloxi Central,1,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,County Farm/Gulf Haven,11,
Thad Cochran,U.S. Senate,,Republican,Harrison,County Farm/Gulf Haven,308,
Chris McDaniel,U.S. Senate,,Republican,Harrison,County Farm/Gulf Haven,337,
Tom Carter,U.S. House,4,Republican,Harrison,County Farm/Gulf Haven,31,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,County Farm/Gulf Haven,2,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,County Farm/Gulf Haven,271,
Gene Taylor,U.S. House,4,Republican,Harrison,County Farm/Gulf Haven,356,
Ron Vincent,U.S. House,4,Republican,Harrison,County Farm/Gulf Haven,1,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,Delisle,18,
Thad Cochran,U.S. Senate,,Republican,Harrison,Delisle,272,
Chris McDaniel,U.S. Senate,,Republican,Harrison,Delisle,193,
Tom Carter,U.S. House,4,Republican,Harrison,Delisle,19,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,Delisle,9,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,Delisle,127,
Gene Taylor,U.S. House,4,Republican,Harrison,Delisle,329,
Ron Vincent,U.S. House,4,Republican,Harrison,Delisle,4,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,E Orange Grove,34,
Thad Cochran,U.S. Senate,,Republican,Harrison,E Orange Grove,342,
Chris McDaniel,U.S. Senate,,Republican,Harrison,E Orange Grove,279,
Tom Carter,U.S. House,4,Republican,Harrison,E Orange Grove,37,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,E Orange Grove,3,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,E Orange Grove,223,
Gene Taylor,U.S. House,4,Republican,Harrison,E Orange Grove,395,
Ron Vincent,U.S. House,4,Republican,Harrison,E Orange Grove,2,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,E Pass Christian,22,
Thad Cochran,U.S. Senate,,Republican,Harrison,E Pass Christian,320,
Chris McDaniel,U.S. Senate,,Republican,Harrison,E Pass Christian,165,
Tom Carter,U.S. House,4,Republican,Harrison,E Pass Christian,12,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,E Pass Christian,9,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,E Pass Christian,135,
Gene Taylor,U.S. House,4,Republican,Harrison,E Pass Christian,357,
Ron Vincent,U.S. House,4,Republican,Harrison,E Pass Christian,1,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,East Biloxi,12,
Thad Cochran,U.S. Senate,,Republican,Harrison,East Biloxi,146,
Chris McDaniel,U.S. Senate,,Republican,Harrison,East Biloxi,37,
Tom Carter,U.S. House,4,Republican,Harrison,East Biloxi,12,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,East Biloxi,2,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,East Biloxi,38,
Gene Taylor,U.S. House,4,Republican,Harrison,East Biloxi,142,
Ron Vincent,U.S. House,4,Republican,Harrison,East Biloxi,2,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,East Handsboro,38,
Thad Cochran,U.S. Senate,,Republican,Harrison,East Handsboro,350,
Chris McDaniel,U.S. Senate,,Republican,Harrison,East Handsboro,189,
Tom Carter,U.S. House,4,Republican,Harrison,East Handsboro,29,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,East Handsboro,4,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,East Handsboro,197,
Gene Taylor,U.S. House,4,Republican,Harrison,East Handsboro,354,
Ron Vincent,U.S. House,4,Republican,Harrison,East Handsboro,2,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,East Lyman,10,
Thad Cochran,U.S. Senate,,Republican,Harrison,East Lyman,149,
Chris McDaniel,U.S. Senate,,Republican,Harrison,East Lyman,136,
Tom Carter,U.S. House,4,Republican,Harrison,East Lyman,5,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,East Lyman,3,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,East Lyman,118,
Gene Taylor,U.S. House,4,Republican,Harrison,East Lyman,172,
Ron Vincent,U.S. House,4,Republican,Harrison,East Lyman,1,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,East Miss City,37,
Thad Cochran,U.S. Senate,,Republican,Harrison,East Miss City,469,
Chris McDaniel,U.S. Senate,,Republican,Harrison,East Miss City,315,
Tom Carter,U.S. House,4,Republican,Harrison,East Miss City,45,
Tavish C. Kelly,U.S. House,4,Republican,Harrison,East Miss City,8,
Steven McCarty Palazzo,U.S. House,4,Republican,Harrison,East Miss City,336,
Gene Taylor,U.S. House,4,Republican,Harrison,East Miss City,429,
Ron Vincent,U.S. House,4,Republican,Harrison,East Miss City,5,
Thomas L. Carey,U.S. Senate,,Republican,Harrison,East North Gulfport,4,
Thad Cochran,U.S. Senate,,Republican,Harrison,East North Gulfport,29,
Chris McDaniel,U.S. Senate,,Republican,Harrison,East North Gulfport,4,
Tom Carter,U.S. House,4,Republican,Harrison,East North Gulfport,0,
