candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Greene,Jonathan,20,
Chris McDaniel,U.S. Senate,,Republican,Greene,Jonathan,79,
Thad Cochran,U.S. Senate,,Republican,Greene,Jones,20,
Chris McDaniel,U.S. Senate,,Republican,Greene,Jones,47,
Thad Cochran,U.S. Senate,,Republican,Greene,Leaf,11,
Chris McDaniel,U.S. Senate,,Republican,Greene,Leaf,28,
Thad Cochran,U.S. Senate,,Republican,Greene,Leakesville,97,
Chris McDaniel,U.S. Senate,,Republican,Greene,Leakesville,248,
Thad Cochran,U.S. Senate,,Republican,Greene,Maples,30,
Chris McDaniel,U.S. Senate,,Republican,Greene,Maples,110,
Thad Cochran,U.S. Senate,,Republican,Greene,Mclain,28,
Chris McDaniel,U.S. Senate,,Republican,Greene,Mclain,48,
Thad Cochran,U.S. Senate,,Republican,Greene,Mutual Rights,14,
Chris McDaniel,U.S. Senate,,Republican,Greene,Mutual Rights,68,
Thad Cochran,U.S. Senate,,Republican,Greene,North Leakesville,21,
Chris McDaniel,U.S. Senate,,Republican,Greene,North Leakesville,19,
Thad Cochran,U.S. Senate,,Republican,Greene,Piave,21,
Chris McDaniel,U.S. Senate,,Republican,Greene,Piave,74,
Thad Cochran,U.S. Senate,,Republican,Greene,State Line,26,
Chris McDaniel,U.S. Senate,,Republican,Greene,State Line,45,
Thad Cochran,U.S. Senate,,Republican,Greene,Vernal,39,
Chris McDaniel,U.S. Senate,,Republican,Greene,Vernal,109,
Thad Cochran,U.S. Senate,,Republican,Greene,Wade,36,
Chris McDaniel,U.S. Senate,,Republican,Greene,Wade,145,
Thad Cochran,U.S. Senate,,Republican,Greene,Washington Neely,26,
Chris McDaniel,U.S. Senate,,Republican,Greene,Washington Neely,97,
Thad Cochran,U.S. Senate,,Republican,Greene,,389,
Chris McDaniel,U.S. Senate,,Republican,Greene,,1117,TRUE
