candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Simpson,Bowie,41,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Bowie,54,
Thad Cochran,U.S. Senate,,Republican,Simpson,Braxton,173,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Braxton,169,
Thad Cochran,U.S. Senate,,Republican,Simpson,Bridgeport,16,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Bridgeport,26,
Thad Cochran,U.S. Senate,,Republican,Simpson,D'Lo,92,
Chris McDaniel,U.S. Senate,,Republican,Simpson,D'Lo,47,
Thad Cochran,U.S. Senate,,Republican,Simpson,Dry Creek,88,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Dry Creek,143,
Thad Cochran,U.S. Senate,,Republican,Simpson,Fork Church,21,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Fork Church,21,
Thad Cochran,U.S. Senate,,Republican,Simpson,Harrisville,156,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Harrisville,159,
Thad Cochran,U.S. Senate,,Republican,Simpson,Jupiter,57,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Jupiter,24,
Thad Cochran,U.S. Senate,,Republican,Simpson,Magee 1,20,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Magee 1,13,
Thad Cochran,U.S. Senate,,Republican,Simpson,Magee 2,179,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Magee 2,216,
Thad Cochran,U.S. Senate,,Republican,Simpson,Magee 4 North,150,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Magee 4 North,74,
Thad Cochran,U.S. Senate,,Republican,Simpson,Magee 4 South,175,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Magee 4 South,141,
Thad Cochran,U.S. Senate,,Republican,Simpson,Mendenhall 1,17,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Mendenhall 1,17,
Thad Cochran,U.S. Senate,,Republican,Simpson,Mendenhall 3,222,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Mendenhall 3,152,
Thad Cochran,U.S. Senate,,Republican,Simpson,Merit,181,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Merit,98,
Thad Cochran,U.S. Senate,,Republican,Simpson,New Hope,25,
Chris McDaniel,U.S. Senate,,Republican,Simpson,New Hope,30,
Thad Cochran,U.S. Senate,,Republican,Simpson,Oak Grove,76,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Oak Grove,61,
Thad Cochran,U.S. Senate,,Republican,Simpson,Pearl,86,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Pearl,117,
Thad Cochran,U.S. Senate,,Republican,Simpson,Pinola,78,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Pinola,37,
Thad Cochran,U.S. Senate,,Republican,Simpson,Saratoga,34,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Saratoga,23,
Thad Cochran,U.S. Senate,,Republican,Simpson,Shivers,32,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Shivers,36,
Thad Cochran,U.S. Senate,,Republican,Simpson,Sumrall,64,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Sumrall,76,
Thad Cochran,U.S. Senate,,Republican,Simpson,Weathersby,55,
Chris McDaniel,U.S. Senate,,Republican,Simpson,Weathersby,18,
Thad Cochran,U.S. Senate,,Republican,Simpson,,2038,TRUE
Chris McDaniel,U.S. Senate,,Republican,Simpson,,1752,
