candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Smith,Ag-Complex,5,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Ag-Complex,2,
Bill Marcy,U.S. Senate,,Democrat,Smith,Ag-Complex,2,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Ag-Complex,3,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Ag-Complex,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Ag-Complex,5,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Ag-Complex,6,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Burns,31,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Burns,3,
Bill Marcy,U.S. Senate,,Democrat,Smith,Burns,3,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Burns,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Burns,3,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Burns,25,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Burns,8,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Cedar Grove,4,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Cedar Grove,1,
Bill Marcy,U.S. Senate,,Democrat,Smith,Cedar Grove,3,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Cedar Grove,1,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Cedar Grove,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Cedar Grove,5,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Cedar Grove,3,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Center Ridge,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Center Ridge,2,
Bill Marcy,U.S. Senate,,Democrat,Smith,Center Ridge,1,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Center Ridge,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Center Ridge,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Center Ridge,2,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Center Ridge,1,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Clear Springs-Pineville,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Clear Springs-Pineville,1,
Bill Marcy,U.S. Senate,,Democrat,Smith,Clear Springs-Pineville,0,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Clear Springs-Pineville,1,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Clear Springs-Pineville,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Clear Springs-Pineville,2,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Clear Springs-Pineville,0,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Lorena - Spinola,9,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Lorena - Spinola,4,
Bill Marcy,U.S. Senate,,Democrat,Smith,Lorena - Spinola,1,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Lorena - Spinola,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Lorena - Spinola,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Lorena - Spinola,6,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Lorena - Spinola,8,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Mize,2,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Mize,1,
Bill Marcy,U.S. Senate,,Democrat,Smith,Mize,1,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Mize,3,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Mize,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Mize,6,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Mize,1,
Travis W. Childers,U.S. Senate,,Democrat,Smith,North Raleigh,20,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,North Raleigh,20,
Bill Marcy,U.S. Senate,,Democrat,Smith,North Raleigh,3,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,North Raleigh,2,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,North Raleigh,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,North Raleigh,30,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,North Raleigh,9,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Polkville - 77,2,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Polkville - 77,4,
Bill Marcy,U.S. Senate,,Democrat,Smith,Polkville - 77,0,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Polkville - 77,1,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Polkville - 77,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Polkville - 77,3,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Polkville - 77,2,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Polkville - 79,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Polkville - 79,2,
Bill Marcy,U.S. Senate,,Democrat,Smith,Polkville - 79,1,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Polkville - 79,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Polkville - 79,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Polkville - 79,2,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Polkville - 79,1,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Shady Grove,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Shady Grove,1,
Bill Marcy,U.S. Senate,,Democrat,Smith,Shady Grove,0,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Shady Grove,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Shady Grove,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Shady Grove,1,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Shady Grove,1,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Summerland,49,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Summerland,11,
Bill Marcy,U.S. Senate,,Democrat,Smith,Summerland,8,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Summerland,2,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Summerland,15,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Summerland,23,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Summerland,26,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Sylvarena,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Sylvarena,0,
Bill Marcy,U.S. Senate,,Democrat,Smith,Sylvarena,1,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Sylvarena,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Sylvarena,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Sylvarena,0,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Sylvarena,1,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Taylorsville,7,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Taylorsville,2,
Bill Marcy,U.S. Senate,,Democrat,Smith,Taylorsville,3,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Taylorsville,2,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Taylorsville,2,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Taylorsville,4,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Taylorsville,7,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Union-New Home,19,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Union-New Home,10,
Bill Marcy,U.S. Senate,,Democrat,Smith,Union-New Home,5,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Union-New Home,2,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Union-New Home,4,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Union-New Home,10,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Union-New Home,12,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Warren Hill,38,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Warren Hill,8,
Bill Marcy,U.S. Senate,,Democrat,Smith,Warren Hill,30,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Warren Hill,1,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Warren Hill,5,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Warren Hill,43,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Warren Hill,28,
Travis W. Childers,U.S. Senate,,Democrat,Smith,West Raleigh,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,West Raleigh,3,
Bill Marcy,U.S. Senate,,Democrat,Smith,West Raleigh,0,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,West Raleigh,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,West Raleigh,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,West Raleigh,5,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,West Raleigh,1,
Travis W. Childers,U.S. Senate,,Democrat,Smith,White Oak,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,White Oak,1,
Bill Marcy,U.S. Senate,,Democrat,Smith,White Oak,1,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,White Oak,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,White Oak,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,White Oak,4,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,White Oak,0,
Travis W. Childers,U.S. Senate,,Democrat,Smith,Zion Hill - New Haven,14,
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,Zion Hill - New Haven,6,
Bill Marcy,U.S. Senate,,Democrat,Smith,Zion Hill - New Haven,0,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,Zion Hill - New Haven,0,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,Zion Hill - New Haven,3,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,Zion Hill - New Haven,12,
Dennis C. Quinn,U.S. House,3,Democrat,Smith,Zion Hill - New Haven,5,
Travis W. Childers,U.S. Senate,,Democrat,Smith,,207,TRUE
William Bond Compton Jr.,U.S. Senate,,Democrat,Smith,,82,
Bill Marcy,U.S. Senate,,Democrat,Smith,,63,
Jonathan Rawl,U.S. Senate,,Democrat,Smith,,18,
Jim Lilijeberg,U.S. House,3,Democrat,Smith,,36,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Smith,,188,TRUE
Dennis C. Quinn,U.S. House,3,Democrat,Smith,,120,
