candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Forrest,Bar Mac,27,
William Bond Compton Jr.,U.S. Senate,,Democrat,Forrest,Bar Mac,5,
Bill Marcy,U.S. Senate,,Democrat,Forrest,Bar Mac,5,
Jonathan Rawl,U.S. Senate,,Democrat,Forrest,Bar Mac,0,
Trish Causey,U.S. House,4,Democrat,Forrest,Bar Mac,16,
Matt Moore,U.S. House,4,Democrat,Forrest,Bar Mac,20,
Travis W. Childers,U.S. Senate,,Democrat,Forrest,Brooklyn,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Forrest,Brooklyn,1,
Bill Marcy,U.S. Senate,,Democrat,Forrest,Brooklyn,1,
Jonathan Rawl,U.S. Senate,,Democrat,Forrest,Brooklyn,0,
Trish Causey,U.S. House,4,Democrat,Forrest,Brooklyn,0,
Matt Moore,U.S. House,4,Democrat,Forrest,Brooklyn,5,
Travis W. Childers,U.S. Senate,,Democrat,Forrest,Burger Center,38,
William Bond Compton Jr.,U.S. Senate,,Democrat,Forrest,Burger Center,5,
Bill Marcy,U.S. Senate,,Democrat,Forrest,Burger Center,9,
Jonathan Rawl,U.S. Senate,,Democrat,Forrest,Burger Center,5,
Trish Causey,U.S. House,4,Democrat,Forrest,Burger Center,22,
Matt Moore,U.S. House,4,Democrat,Forrest,Burger Center,28,
Travis W. Childers,U.S. Senate,,Democrat,Forrest,Camp,14,
William Bond Compton Jr.,U.S. Senate,,Democrat,Forrest,Camp,3,
Bill Marcy,U.S. Senate,,Democrat,Forrest,Camp,0,
Jonathan Rawl,U.S. Senate,,Democrat,Forrest,Camp,3,
Trish Causey,U.S. House,4,Democrat,Forrest,Camp,14,
Matt Moore,U.S. House,4,Democrat,Forrest,Camp,3,
Travis W. Childers,U.S. Senate,,Democrat,Forrest,Carnes,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Forrest,Carnes,0,
Bill Marcy,U.S. Senate,,Democrat,Forrest,Carnes,0,
Jonathan Rawl,U.S. Senate,,Democrat,Forrest,Carnes,1,
Trish Causey,U.S. House,4,Democrat,Forrest,Carnes,1,
Matt Moore,U.S. House,4,Democrat,Forrest,Carnes,1,
Travis W. Childers,U.S. Senate,,Democrat,Forrest,Court Street,40,
William Bond Compton Jr.,U.S. Senate,,Democrat,Forrest,Court Street,6,
Bill Marcy,U.S. Senate,,Democrat,Forrest,Court Street,4,
Jonathan Rawl,U.S. Senate,,Democrat,Forrest,Court Street,6,
Trish Causey,U.S. House,4,Democrat,Forrest,Court Street,27,
Matt Moore,U.S. House,4,Democrat,Forrest,Court Street,27,
Travis W. Childers,U.S. Senate,,Democrat,Forrest,Dantzler,5,
