candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Yalobusha,Beat One North,52,
William Bond Compton Jr.,U.S. Senate,,Democrat,Yalobusha,Beat One North,2,
Bill Marcy,U.S. Senate,,Democrat,Yalobusha,Beat One North,1,
Jonathan Rawl,U.S. Senate,,Democrat,Yalobusha,Beat One North,3,
Damien Fairconetue,U.S. House,2,Democrat,Yalobusha,Beat One North,9,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Beat One North,47,
Travis W. Childers,U.S. Senate,,Democrat,Yalobusha,Beat One South,43,
William Bond Compton Jr.,U.S. Senate,,Democrat,Yalobusha,Beat One South,0,
Bill Marcy,U.S. Senate,,Democrat,Yalobusha,Beat One South,5,
Jonathan Rawl,U.S. Senate,,Democrat,Yalobusha,Beat One South,0,
Damien Fairconetue,U.S. House,2,Democrat,Yalobusha,Beat One South,4,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Beat One South,44,
Travis W. Childers,U.S. Senate,,Democrat,Yalobusha,Beat Two Water Valley,181,
William Bond Compton Jr.,U.S. Senate,,Democrat,Yalobusha,Beat Two Water Valley,4,
Bill Marcy,U.S. Senate,,Democrat,Yalobusha,Beat Two Water Valley,3,
Jonathan Rawl,U.S. Senate,,Democrat,Yalobusha,Beat Two Water Valley,3,
Damien Fairconetue,U.S. House,2,Democrat,Yalobusha,Beat Two Water Valley,19,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Beat Two Water Valley,175,
Travis W. Childers,U.S. Senate,,Democrat,Yalobusha,Five Coffeyville,61,
William Bond Compton Jr.,U.S. Senate,,Democrat,Yalobusha,Five Coffeyville,6,
Bill Marcy,U.S. Senate,,Democrat,Yalobusha,Five Coffeyville,2,
Jonathan Rawl,U.S. Senate,,Democrat,Yalobusha,Five Coffeyville,1,
Damien Fairconetue,U.S. House,2,Democrat,Yalobusha,Five Coffeyville,5,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Five Coffeyville,65,
Travis W. Childers,U.S. Senate,,Democrat,Yalobusha,Five Scobey,34,
William Bond Compton Jr.,U.S. Senate,,Democrat,Yalobusha,Five Scobey,1,
Bill Marcy,U.S. Senate,,Democrat,Yalobusha,Five Scobey,0,
Jonathan Rawl,U.S. Senate,,Democrat,Yalobusha,Five Scobey,1,
Damien Fairconetue,U.S. House,2,Democrat,Yalobusha,Five Scobey,0,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Five Scobey,34,
Travis W. Childers,U.S. Senate,,Democrat,Yalobusha,Five Scuna - Vann's Mill,23,
William Bond Compton Jr.,U.S. Senate,,Democrat,Yalobusha,Five Scuna - Vann's Mill,0,
Bill Marcy,U.S. Senate,,Democrat,Yalobusha,Five Scuna - Vann's Mill,2,
Jonathan Rawl,U.S. Senate,,Democrat,Yalobusha,Five Scuna - Vann's Mill,0,
