candidate,office,district,party,county,precinct,votes,winner,page
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,East Arm,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Grange,22,,2
Thad Cochran,U.S. Senate,,Republican,Lawrence,Grange,92,,2
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Grange,3,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Grange,89,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Grange,20,,2
Roger Gerrard,U.S. House,3,Independent,Lawrence,Grange,2,,2
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Grange,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Hooker,57,,2
Thad Cochran,U.S. Senate,,Republican,Lawrence,Hooker,27,,2
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Hooker,1,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Hooker,33,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Hooker,47,,2
Roger Gerrard,U.S. House,3,Independent,Lawrence,Hooker,1,,2
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Hooker,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Jayess,19,,2
Thad Cochran,U.S. Senate,,Republican,Lawrence,Jayess,167,,2
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Jayess,4,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Jayess,174,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Jayess,14,,2
Roger Gerrard,U.S. House,3,Independent,Lawrence,Jayess,3,,2
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Jayess,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Monticello-Beat 5,52,,2
Thad Cochran,U.S. Senate,,Republican,Lawrence,Monticello-Beat 5,5,,2
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Monticello-Beat 5,0,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Monticello-Beat 5,6,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Monticello-Beat 5,48,,2
Roger Gerrard,U.S. House,3,Independent,Lawrence,Monticello-Beat 5,1,,2
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Monticello-Beat 5,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,New Hebron,51,,2
Thad Cochran,U.S. Senate,,Republican,Lawrence,New Hebron,181,,2
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,New Hebron,2,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,New Hebron,186,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,New Hebron,40,,2
Roger Gerrard,U.S. House,3,Independent,Lawrence,New Hebron,3,,2
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,New Hebron,5,,2
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Nola,4,,2
Thad Cochran,U.S. Senate,,Republican,Lawrence,Nola,36,,2
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Nola,1,,2
Gregg Harper,U.S. House,3,Republican,Lawrence,Nola,36,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Nola,4,,2
Roger Gerrard,U.S. House,3,Independent,Lawrence,Nola,1,,2
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Nola,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Nola 91,21,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Nola 91,5,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Nola 91,1,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Nola 91,4,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Nola 91,23,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Nola 91,0,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Nola 91,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,North Silver Creek,33,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,North Silver Creek,36,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,North Silver Creek,3,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,North Silver Creek,30,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,North Silver Creek,40,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,North Silver Creek,2,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,North Silver Creek,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Oakvale,13,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Oakvale,60,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Oakvale,2,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Oakvale,60,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Oakvale,11,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Oakvale,0,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Oakvale,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Oma,108,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Oma,33,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Oma,5,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Oma,40,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Oma,96,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Oma,3,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Oma,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Peyton Town,68,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Peyton Town,15,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Peyton Town,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Peyton Town,15,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Peyton Town,63,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Peyton Town,0,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Peyton Town,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Sontag,67,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Sontag,96,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Sontag,3,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Sontag,105,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Sontag,60,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Sontag,0,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Sontag,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,South Silver Creek,72,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,South Silver Creek,58,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,South Silver Creek,2,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,South Silver Creek,61,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,South Silver Creek,62,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,South Silver Creek,1,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,South Silver Creek,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Stringer,102,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Stringer,65,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Stringer,4,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Stringer,73,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Stringer,92,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Stringer,2,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Stringer,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Tilton,13,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Tilton,53,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Tilton,1,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Tilton,58,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Tilton,7,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Tilton,0,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Tilton,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Topeka,22,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Topeka,132,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Topeka,4,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Topeka,141,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Topeka,12,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Topeka,1,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Topeka,3,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Wanilla,8,,3
Thad Cochran,U.S. Senate,,Republican,Lawrence,Wanilla,24,,3
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Wanilla,0,,3
Gregg Harper,U.S. House,3,Republican,Lawrence,Wanilla,28,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Wanilla,4,,3
Roger Gerrard,U.S. House,3,Independent,Lawrence,Wanilla,0,,3
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Wanilla,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Wanilla 91,22,,4
Thad Cochran,U.S. Senate,,Republican,Lawrence,Wanilla 91,2,,4
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Wanilla 91,0,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,Wanilla 91,2,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Wanilla 91,21,,4
Roger Gerrard,U.S. House,3,Independent,Lawrence,Wanilla 91,1,,4
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Wanilla 91,0,,4
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,West Arm,75,,4
Thad Cochran,U.S. Senate,,Republican,Lawrence,West Arm,35,,4
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,West Arm,2,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,West Arm,41,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,West Arm,67,,4
Roger Gerrard,U.S. House,3,Independent,Lawrence,West Arm,0,,4
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,West Arm,2,,4
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,West District 1,5,,4
Thad Cochran,U.S. Senate,,Republican,Lawrence,West District 1,86,,4
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,West District 1,4,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,West District 1,93,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,West District 1,3,,4
Roger Gerrard,U.S. House,3,Independent,Lawrence,West District 1,0,,4
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,West District 1,0,,4
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,West Monticello,131,,4
Thad Cochran,U.S. Senate,,Republican,Lawrence,West Monticello,157,,4
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,West Monticello,5,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,West Monticello,154,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,West Monticello,127,,4
Roger Gerrard,U.S. House,3,Independent,Lawrence,West Monticello,6,,4
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,West Monticello,1,,4
Travis W. Childers,U.S. Senate,,Democrat,Lawrence,Total,1183,,4
Thad Cochran,U.S. Senate,,Republican,Lawrence,Total,2142,WINNER,4
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Total,66,,4
Gregg Harper,U.S. House,3,Republican,Lawrence,Total,2260,WINNER,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Lawrence,Total,1026,,4
Roger Gerrard,U.S. House,3,Independent,Lawrence,Total,42,,4
Barbara Dale Washer,U.S. House,3,Reform,Lawrence,Total,29,,4
