candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Union,Beacon Hill,35,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Beacon Hill,2,
Bill Marcy,U.S. Senate,,Democrat,Union,Beacon Hill,0,
Jonathan Rawl,U.S. Senate,,Democrat,Union,Beacon Hill,0,
Ron E. Dickey,U.S. House,1,Democrat,Union,Beacon Hill,25,
Rex N. Weathers,U.S. House,1,Democrat,Union,Beacon Hill,7,
Travis W. Childers,U.S. Senate,,Democrat,Union,Blue Springs,24,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Blue Springs,1,
Bill Marcy,U.S. Senate,,Democrat,Union,Blue Springs,1,
Jonathan Rawl,U.S. Senate,,Democrat,Union,Blue Springs,0,
Ron E. Dickey,U.S. House,1,Democrat,Union,Blue Springs,15,
Rex N. Weathers,U.S. House,1,Democrat,Union,Blue Springs,8,
Travis W. Childers,U.S. Senate,,Democrat,Union,Blythe,8,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Blythe,0,
Bill Marcy,U.S. Senate,,Democrat,Union,Blythe,0,
Jonathan Rawl,U.S. Senate,,Democrat,Union,Blythe,0,
Ron E. Dickey,U.S. House,1,Democrat,Union,Blythe,4,
Rex N. Weathers,U.S. House,1,Democrat,Union,Blythe,2,
Travis W. Childers,U.S. Senate,,Democrat,Union,Center,14,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Center,0,
Bill Marcy,U.S. Senate,,Democrat,Union,Center,0,
Jonathan Rawl,U.S. Senate,,Democrat,Union,Center,0,
Ron E. Dickey,U.S. House,1,Democrat,Union,Center,6,
Rex N. Weathers,U.S. House,1,Democrat,Union,Center,7,
Travis W. Childers,U.S. Senate,,Democrat,Union,Central Maintenance,24,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Central Maintenance,0,
Bill Marcy,U.S. Senate,,Democrat,Union,Central Maintenance,0,
Jonathan Rawl,U.S. Senate,,Democrat,Union,Central Maintenance,0,
Ron E. Dickey,U.S. House,1,Democrat,Union,Central Maintenance,9,
Rex N. Weathers,U.S. House,1,Democrat,Union,Central Maintenance,8,
Travis W. Childers,U.S. Senate,,Democrat,Union,Courthouse,17,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Courthouse,1,
Bill Marcy,U.S. Senate,,Democrat,Union,Courthouse,2,
Jonathan Rawl,U.S. Senate,,Democrat,Union,Courthouse,0,
Ron E. Dickey,U.S. House,1,Democrat,Union,Courthouse,14,
Rex N. Weathers,U.S. House,1,Democrat,Union,Courthouse,4,
Travis W. Childers,U.S. Senate,,Democrat,Union,East Union,45,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,East Union,0,
Bill Marcy,U.S. Senate,,Democrat,Union,East Union,0,
Jonathan Rawl,U.S. Senate,,Democrat,Union,East Union,0,
Ron E. Dickey,U.S. House,1,Democrat,Union,East Union,22,
Rex N. Weathers,U.S. House,1,Democrat,Union,East Union,16,
Travis W. Childers,U.S. Senate,,Democrat,Union,Glenfield,29,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Glenfield,1,
Bill Marcy,U.S. Senate,,Democrat,Union,Glenfield,0,
Jonathan Rawl,U.S. Senate,,Democrat,Union,Glenfield,1,
Ron E. Dickey,U.S. House,1,Democrat,Union,Glenfield,21,
Rex N. Weathers,U.S. House,1,Democrat,Union,Glenfield,9,
Travis W. Childers,U.S. Senate,,Democrat,Union,Hillcrest Church,38,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Hillcrest Church,2,
Bill Marcy,U.S. Senate,,Democrat,Union,Hillcrest Church,0,
Jonathan Rawl,U.S. Senate,,Democrat,Union,Hillcrest Church,0,
Ron E. Dickey,U.S. House,1,Democrat,Union,Hillcrest Church,18,
Rex N. Weathers,U.S. House,1,Democrat,Union,Hillcrest Church,15,
Travis W. Childers,U.S. Senate,,Democrat,Union,Ingomar,35,
William Bond Compton Jr.,U.S. Senate,,Democrat,Union,Ingomar,0,
