candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Beat One North,2,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Beat One North,151,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Beat One North,74,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Beat One South,1,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Beat One South,28,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Beat One South,39,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Beat Two Water Valley,1,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Beat Two Water Valley,42,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Beat Two Water Valley,69,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Five Coffeyville,0,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Five Coffeyville,75,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Five Coffeyville,87,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Five Scobey,0,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Five Scobey,15,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Five Scobey,28,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Five Scuna - Vann's Mill,1,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Five Scuna - Vann's Mill,26,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Five Scuna - Vann's Mill,22,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Five Tillatoba,0,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Five Tillatoba,25,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Five Tillatoba,21,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Four Coffeeville,0,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Four Coffeeville,23,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Four Coffeeville,17,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Four Oakland,1,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Four Oakland,63,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Four Oakland,67,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Three North West,2,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Three North West,82,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Three North West,76,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,Three Sylva Rena,2,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,Three Sylva Rena,55,
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,Three Sylva Rena,48,
Thomas L. Carey,U.S. Senate,,Republican,Yalobusha,,10,
Thad Cochran,U.S. Senate,,Republican,Yalobusha,,585,TRUE
Chris McDaniel,U.S. Senate,,Republican,Yalobusha,,548,
