candidate,office,district,party,county,precinct,votes
Dianne Black,U.S. House,1,DEM,Tate,Arkabutla,93
Trent Kelly,U.S. House,1,REP,Tate,Arkabutla,247
Dianne Black,U.S. House,1,DEM,Tate,Coldwater 3,394
Trent Kelly,U.S. House,1,REP,Tate,Coldwater 3,259
Dianne Black,U.S. House,1,DEM,Tate,Evansville,19
Trent Kelly,U.S. House,1,REP,Tate,Evansville,64
Dianne Black,U.S. House,1,DEM,Tate,Independence,220
Trent Kelly,U.S. House,1,REP,Tate,Independence,758
Dianne Black,U.S. House,1,DEM,Tate,Looxahoma,175
Trent Kelly,U.S. House,1,REP,Tate,Looxahoma,328
Dianne Black,U.S. House,1,DEM,Tate,Palestine,11
Trent Kelly,U.S. House,1,REP,Tate,Palestine,183
Dianne Black,U.S. House,1,DEM,Tate,Poagville 4,83
Trent Kelly,U.S. House,1,REP,Tate,Poagville 4,435
Dianne Black,U.S. House,1,DEM,Tate,Poagville 5,51
Trent Kelly,U.S. House,1,REP,Tate,Poagville 5,132
Dianne Black,U.S. House,1,DEM,Tate,Sarah,4
Trent Kelly,U.S. House,1,REP,Tate,Sarah,80
Dianne Black,U.S. House,1,DEM,Tate,Senatobia 1,262
Trent Kelly,U.S. House,1,REP,Tate,Senatobia 1,734
Dianne Black,U.S. House,1,DEM,Tate,Senatobia 2,117
Trent Kelly,U.S. House,1,REP,Tate,Senatobia 2,430
Dianne Black,U.S. House,1,DEM,Tate,Senatobia 3,149
Trent Kelly,U.S. House,1,REP,Tate,Senatobia 3,43
Dianne Black,U.S. House,1,DEM,Tate,Senatobia 4,95
Trent Kelly,U.S. House,1,REP,Tate,Senatobia 4,369
Dianne Black,U.S. House,1,DEM,Tate,Sherrod,15
Trent Kelly,U.S. House,1,REP,Tate,Sherrod,161
Dianne Black,U.S. House,1,DEM,Tate,Strayhorn 1,15
Trent Kelly,U.S. House,1,REP,Tate,Strayhorn 1,228
Dianne Black,U.S. House,1,DEM,Tate,Strayhorn 2,12
Trent Kelly,U.S. House,1,REP,Tate,Strayhorn 2,174
Dianne Black,U.S. House,1,DEM,Tate,Taylor,70
Trent Kelly,U.S. House,1,REP,Tate,Taylor,41
Dianne Black,U.S. House,1,DEM,Tate,Thyatira,37
Trent Kelly,U.S. House,1,REP,Tate,Thyatira,140
Dianne Black,U.S. House,1,DEM,Tate,Tyro,93
Trent Kelly,U.S. House,1,REP,Tate,Tyro,96
Dianne Black,U.S. House,1,DEM,Tate,Wyatte,23
Trent Kelly,U.S. House,1,REP,Tate,Wyatte,88
