candidate,office,district,party,county,precinct,votes
Dianne Black,U.S. House,1,DEM,Tippah,Blue Mountain,110
Trent Kelly,U.S. House,1,REP,Tippah,Blue Mountain,267
Dianne Black,U.S. House,1,DEM,Tippah,Brownfield,4
Trent Kelly,U.S. House,1,REP,Tippah,Brownfield,73
Dianne Black,U.S. House,1,DEM,Tippah,Chalybeate,13
Trent Kelly,U.S. House,1,REP,Tippah,Chalybeate,278
Dianne Black,U.S. House,1,DEM,Tippah,Chapman,5
Trent Kelly,U.S. House,1,REP,Tippah,Chapman,287
Dianne Black,U.S. House,1,DEM,Tippah,Clarysville,0
Trent Kelly,U.S. House,1,REP,Tippah,Clarysville,99
Dianne Black,U.S. House,1,DEM,Tippah,Cotton Plant,48
Trent Kelly,U.S. House,1,REP,Tippah,Cotton Plant,63
Dianne Black,U.S. House,1,DEM,Tippah,Dry Creek,6
Trent Kelly,U.S. House,1,REP,Tippah,Dry Creek,164
Dianne Black,U.S. House,1,DEM,Tippah,Dumas,13
Trent Kelly,U.S. House,1,REP,Tippah,Dumas,383
Dianne Black,U.S. House,1,DEM,Tippah,Falkner,26
Trent Kelly,U.S. House,1,REP,Tippah,Falkner,361
Dianne Black,U.S. House,1,DEM,Tippah,Mitchell,4
Trent Kelly,U.S. House,1,REP,Tippah,Mitchell,98
Dianne Black,U.S. House,1,DEM,Tippah,New Hope,6
Trent Kelly,U.S. House,1,REP,Tippah,New Hope,218
Dianne Black,U.S. House,1,DEM,Tippah,North Falkner,17
Trent Kelly,U.S. House,1,REP,Tippah,North Falkner,95
Dianne Black,U.S. House,1,DEM,Tippah,North Ripley,119
Trent Kelly,U.S. House,1,REP,Tippah,North Ripley,461
Dianne Black,U.S. House,1,DEM,Tippah,Palmer,18
Trent Kelly,U.S. House,1,REP,Tippah,Palmer,272
Dianne Black,U.S. House,1,DEM,Tippah,Peoples,9
Trent Kelly,U.S. House,1,REP,Tippah,Peoples,104
Dianne Black,U.S. House,1,DEM,Tippah,Pine Grove,5
Trent Kelly,U.S. House,1,REP,Tippah,Pine Grove,145
Dianne Black,U.S. House,1,DEM,Tippah,Providence,5
Trent Kelly,U.S. House,1,REP,Tippah,Providence,119
Dianne Black,U.S. House,1,DEM,Tippah,Ripley,83
Trent Kelly,U.S. House,1,REP,Tippah,Ripley,328
Dianne Black,U.S. House,1,DEM,Tippah,Shady Grove,1
Trent Kelly,U.S. House,1,REP,Tippah,Shady Grove,91
Dianne Black,U.S. House,1,DEM,Tippah,Southwest Ripley,114
Trent Kelly,U.S. House,1,REP,Tippah,Southwest Ripley,419
Dianne Black,U.S. House,1,DEM,Tippah,Spout Springs,2
Trent Kelly,U.S. House,1,REP,Tippah,Spout Springs,118
Dianne Black,U.S. House,1,DEM,Tippah,Threeforks,3
Trent Kelly,U.S. House,1,REP,Tippah,Threeforks,149
Dianne Black,U.S. House,1,DEM,Tippah,Tiplersville,37
Trent Kelly,U.S. House,1,REP,Tippah,Tiplersville,96
Dianne Black,U.S. House,1,DEM,Tippah,Walnut,35
Trent Kelly,U.S. House,1,REP,Tippah,Walnut,212
