candidate,office,district,party,county,precinct,votes
Brian Flowers,U.S. House,2,R,Quitman,Crenshaw,0
Bennie G. Thompson,U.S. House,2,D,Quitman,Crenshaw,48
Brian Flowers,U.S. House,2,R,Quitman,Crowder,121
Bennie G. Thompson,U.S. House,2,D,Quitman,Crowder,13
Brian Flowers,U.S. House,2,R,Quitman,Darling,12
Bennie G. Thompson,U.S. House,2,D,Quitman,Darling,60
Brian Flowers,U.S. House,2,R,Quitman,District 3 North,77
Bennie G. Thompson,U.S. House,2,D,Quitman,District 3 North,101
Brian Flowers,U.S. House,2,R,Quitman,District 3 South,87
Bennie G. Thompson,U.S. House,2,D,Quitman,District 3 South,85
Brian Flowers,U.S. House,2,R,Quitman,Lambert,26
Bennie G. Thompson,U.S. House,2,D,Quitman,Lambert,105
Brian Flowers,U.S. House,2,R,Quitman,North West Marks,54
Bennie G. Thompson,U.S. House,2,D,Quitman,North West Marks,184
Brian Flowers,U.S. House,2,R,Quitman,Sledge,26
Bennie G. Thompson,U.S. House,2,D,Quitman,Sledge,150
Brian Flowers,U.S. House,2,R,Quitman,South West Marks,29
Bennie G. Thompson,U.S. House,2,D,Quitman,South West Marks,152
Brian Flowers,U.S. House,2,R,Quitman,West Lambert,28
Bennie G. Thompson,U.S. House,2,D,Quitman,West Lambert,111
