candidate,office,district,party,county,precinct,votes
Dianne Black,U.S. House,1,DEM,Tishomingo,Belmont,17
Trent Kelly,U.S. House,1,REP,Tishomingo,Belmont,541
Dianne Black,U.S. House,1,DEM,Tishomingo,Burnsville,33
Trent Kelly,U.S. House,1,REP,Tishomingo,Burnsville,405
Dianne Black,U.S. House,1,DEM,Tishomingo,Coles Mill,15
Trent Kelly,U.S. House,1,REP,Tishomingo,Coles Mill,219
Dianne Black,U.S. House,1,DEM,Tishomingo,Cotton Springs,4
Trent Kelly,U.S. House,1,REP,Tishomingo,Cotton Springs,111
Dianne Black,U.S. House,1,DEM,Tishomingo,Dennis,3
Trent Kelly,U.S. House,1,REP,Tishomingo,Dennis,167
Dianne Black,U.S. House,1,DEM,Tishomingo,East Iuka,84
Trent Kelly,U.S. House,1,REP,Tishomingo,East Iuka,570
Dianne Black,U.S. House,1,DEM,Tishomingo,Golden,8
Trent Kelly,U.S. House,1,REP,Tishomingo,Golden,287
Dianne Black,U.S. House,1,DEM,Tishomingo,Hubbard Salem,8
Trent Kelly,U.S. House,1,REP,Tishomingo,Hubbard Salem,184
Dianne Black,U.S. House,1,DEM,Tishomingo,Iuka,119
Trent Kelly,U.S. House,1,REP,Tishomingo,Iuka,876
Dianne Black,U.S. House,1,DEM,Tishomingo,North Burnsville,23
Trent Kelly,U.S. House,1,REP,Tishomingo,North Burnsville,226
Dianne Black,U.S. House,1,DEM,Tishomingo,Paden,22
Trent Kelly,U.S. House,1,REP,Tishomingo,Paden,109
Dianne Black,U.S. House,1,DEM,Tishomingo,Springhill,20
Trent Kelly,U.S. House,1,REP,Tishomingo,Springhill,152
Dianne Black,U.S. House,1,DEM,Tishomingo,Tishomingo,77
Trent Kelly,U.S. House,1,REP,Tishomingo,Tishomingo,490
