candidate,office,district,party,county,precinct,votes
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Beat Four,36
Mike Ezell,U.S. House,4,REP,Wayne,Beat Four,334
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Beat Four,4
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Big Rock,41
Mike Ezell,U.S. House,4,REP,Wayne,Big Rock,68
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Big Rock,2
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Buckatunna,126
Mike Ezell,U.S. House,4,REP,Wayne,Buckatunna,147
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Buckatunna,3
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Chappara/Diamond,110
Mike Ezell,U.S. House,4,REP,Wayne,Chappara/Diamond,53
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Chappara/Diamond,1
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Chicora,32
Mike Ezell,U.S. House,4,REP,Wayne,Chicora,157
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Chicora,4
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Clara,20
Mike Ezell,U.S. House,4,REP,Wayne,Clara,732
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Clara,6
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Corinth,5
Mike Ezell,U.S. House,4,REP,Wayne,Corinth,159
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Corinth,0
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Denham,45
Mike Ezell,U.S. House,4,REP,Wayne,Denham,248
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Denham,0
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Eucutta,22
Mike Ezell,U.S. House,4,REP,Wayne,Eucutta,110
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Eucutta,1
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Hiwannee,112
Mike Ezell,U.S. House,4,REP,Wayne,Hiwannee,47
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Hiwannee,1
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Matherville/Coyt,13
Mike Ezell,U.S. House,4,REP,Wayne,Matherville/Coyt,55
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Matherville/Coyt,0
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Mozingo,30
Mike Ezell,U.S. House,4,REP,Wayne,Mozingo,181
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Mozingo,1
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Pleasant Grove,49
Mike Ezell,U.S. House,4,REP,Wayne,Pleasant Grove,192
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Pleasant Grove,2
Johnny L. DuPree,U.S. House,4,DEM,Wayne,State Line,145
Mike Ezell,U.S. House,4,REP,Wayne,State Line,219
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,State Line,3
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Strengthford,1
Mike Ezell,U.S. House,4,REP,Wayne,Strengthford,116
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Strengthford,1
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Waynesboro City 1,265
Mike Ezell,U.S. House,4,REP,Wayne,Waynesboro City 1,7
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Waynesboro City 1,1
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Waynesboro City 2,231
Mike Ezell,U.S. House,4,REP,Wayne,Waynesboro City 2,252
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Waynesboro City 2,0
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Waynesboro City 3,97
Mike Ezell,U.S. House,4,REP,Wayne,Waynesboro City 3,372
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Waynesboro City 3,2
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Waynesboro City 4,109
Mike Ezell,U.S. House,4,REP,Wayne,Waynesboro City 4,52
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Waynesboro City 4,3
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Waynesboro City 5,91
Mike Ezell,U.S. House,4,REP,Wayne,Waynesboro City 5,61
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Waynesboro City 5,1
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Winchester,196
Mike Ezell,U.S. House,4,REP,Wayne,Winchester,170
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Winchester,4
Johnny L. DuPree,U.S. House,4,DEM,Wayne,Yellow Creek,87
Mike Ezell,U.S. House,4,REP,Wayne,Yellow Creek,192
Alden Patrick Johnson,U.S. House,4,LIB,Wayne,Yellow Creek,4
