county,precinct,office,district,party,candidate,votes,
Jones,George Harrison,Attorney General,,Republican,Mike Hurst,439,
Jones,George Harrison,State Auditor,,Republican,Stacey E. Pickering,560,
Jones,George Harrison,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,136,
Jones,George Harrison,State Auditor,,Reform,Lajena Walley,23,
Jones,Gitano,Governor,,Republican,Phil Bryant,117,
Jones,Gitano,Governor,,Democrat,Robert Gray,30,
Jones,Gitano,Governor,,Reform,Shawn O'Hara,2,
Jones,Gitano,Lieutenant Governor,,Democrat,Tim Johnson,41,
Jones,Gitano,Lieutenant Governor,,Republican,Tate Reeves,106,
Jones,Gitano,Lieutenant Governor,,Libertarian,Ron Williams,2,
Jones,Gitano,Lieutenant Governor,,Reform,Rosa B. Williams,0,
Jones,Gitano,Secretary of State,,Democrat,Charles E. Graham,31,
Jones,Gitano,Secretary of State,,Republican,Delbert Hosemann,114,
Jones,Gitano,Secretary of State,,Reform,Randy Walker,5,
Jones,Gitano,Attorney General,,Democrat,Jim Hood,65,
Jones,Gitano,Attorney General,,Republican,Mike Hurst,81,
Jones,Gitano,State Auditor,,Republican,Stacey E. Pickering,113,
Jones,Gitano,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,33,
Jones,Gitano,State Auditor,,Reform,Lajena Walley,3,
Jones,Glade,Governor,,Republican,Phil Bryant,523,
Jones,Glade,Governor,,Democrat,Robert Gray,34,
Jones,Glade,Governor,,Reform,Shawn O'Hara,6,
Jones,Glade,Lieutenant Governor,,Democrat,Tim Johnson,45,
Jones,Glade,Lieutenant Governor,,Republican,Tate Reeves,495,
Jones,Glade,Lieutenant Governor,,Libertarian,Ron Williams,14,
Jones,Glade,Lieutenant Governor,,Reform,Rosa B. Williams,2,
Jones,Glade,Secretary of State,,Democrat,Charles E. Graham,43,
Jones,Glade,Secretary of State,,Republican,Delbert Hosemann,497,
Jones,Glade,Secretary of State,,Reform,Randy Walker,22,
Jones,Glade,Attorney General,,Democrat,Jim Hood,144,
Jones,Glade,Attorney General,,Republican,Mike Hurst,412,
Jones,Glade,State Auditor,,Republican,Stacey E. Pickering,502,
Jones,Glade,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,49,
Jones,Glade,State Auditor,,Reform,Lajena Walley,10,
Jones,Hebron,Governor,,Republican,Phil Bryant,175,
Jones,Hebron,Governor,,Democrat,Robert Gray,196,
Jones,Hebron,Governor,,Reform,Shawn O'Hara,8,
Jones,Hebron,Lieutenant Governor,,Democrat,Tim Johnson,211,
Jones,Hebron,Lieutenant Governor,,Republican,Tate Reeves,152,
Jones,Hebron,Lieutenant Governor,,Libertarian,Ron Williams,9,
Jones,Hebron,Lieutenant Governor,,Reform,Rosa B. Williams,6,
Jones,Hebron,Secretary of State,,Democrat,Charles E. Graham,210,
Jones,Hebron,Secretary of State,,Republican,Delbert Hosemann,160,
Jones,Hebron,Secretary of State,,Reform,Randy Walker,8,
Jones,Hebron,Attorney General,,Democrat,Jim Hood,267,
Jones,Hebron,Attorney General,,Republican,Mike Hurst,113,
Jones,Hebron,State Auditor,,Republican,Stacey E. Pickering,183,
Jones,Hebron,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,189,
Jones,Hebron,State Auditor,,Reform,Lajena Walley,6,
Jones,Johnson,Governor,,Republican,Phil Bryant,266,
Jones,Johnson,Governor,,Democrat,Robert Gray,5,
Jones,Johnson,Governor,,Reform,Shawn O'Hara,3,
Jones,Johnson,Lieutenant Governor,,Democrat,Tim Johnson,11,
Jones,Johnson,Lieutenant Governor,,Republican,Tate Reeves,252,
Jones,Johnson,Lieutenant Governor,,Libertarian,Ron Williams,7,
Jones,Johnson,Lieutenant Governor,,Reform,Rosa B. Williams,2,
Jones,Johnson,Secretary of State,,Democrat,Charles E. Graham,10,
Jones,Johnson,Secretary of State,,Republican,Delbert Hosemann,255,
Jones,Johnson,Secretary of State,,Reform,Randy Walker,8,
Jones,Johnson,Attorney General,,Democrat,Jim Hood,69,
Jones,Johnson,Attorney General,,Republican,Mike Hurst,204,
Jones,Johnson,State Auditor,,Republican,Stacey E. Pickering,257,
Jones,Johnson,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,12,
Jones,Johnson,State Auditor,,Reform,Lajena Walley,4,
Jones,L T Ellis Center,Governor,,Republican,Phil Bryant,118,
Jones,L T Ellis Center,Governor,,Democrat,Robert Gray,530,
Jones,L T Ellis Center,Governor,,Reform,Shawn O'Hara,14,
Jones,L T Ellis Center,Lieutenant Governor,,Democrat,Tim Johnson,532,
Jones,L T Ellis Center,Lieutenant Governor,,Republican,Tate Reeves,87,
Jones,L T Ellis Center,Lieutenant Governor,,Libertarian,Ron Williams,11,
Jones,L T Ellis Center,Lieutenant Governor,,Reform,Rosa B. Williams,10,
Jones,L T Ellis Center,Secretary of State,,Democrat,Charles E. Graham,561,
Jones,L T Ellis Center,Secretary of State,,Republican,Delbert Hosemann,64,
Jones,L T Ellis Center,Secretary of State,,Reform,Randy Walker,17,
Jones,L T Ellis Center,Attorney General,,Democrat,Jim Hood,623,
Jones,L T Ellis Center,Attorney General,,Republican,Mike Hurst,31,
Jones,L T Ellis Center,State Auditor,,Republican,Stacey E. Pickering,85,
Jones,L T Ellis Center,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,554,
Jones,L T Ellis Center,State Auditor,,Reform,Lajena Walley,6,
Jones,Landrum,Governor,,Republican,Phil Bryant,229,
Jones,Landrum,Governor,,Democrat,Robert Gray,7,
Jones,Landrum,Governor,,Reform,Shawn O'Hara,3,
Jones,Landrum,Lieutenant Governor,,Democrat,Tim Johnson,18,
Jones,Landrum,Lieutenant Governor,,Republican,Tate Reeves,209,
Jones,Landrum,Lieutenant Governor,,Libertarian,Ron Williams,7,
Jones,Landrum,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Jones,Landrum,Secretary of State,,Democrat,Charles E. Graham,15,
Jones,Landrum,Secretary of State,,Republican,Delbert Hosemann,217,
Jones,Landrum,Secretary of State,,Reform,Randy Walker,4,
Jones,Landrum,Attorney General,,Democrat,Jim Hood,76,
Jones,Landrum,Attorney General,,Republican,Mike Hurst,161,
Jones,Landrum,State Auditor,,Republican,Stacey E. Pickering,209,
Jones,Landrum,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,20,
Jones,Landrum,State Auditor,,Reform,Lajena Walley,5,
Jones,Magnolia Center,Governor,,Republican,Phil Bryant,269,
Jones,Magnolia Center,Governor,,Democrat,Robert Gray,456,
Jones,Magnolia Center,Governor,,Reform,Shawn O'Hara,15,
Jones,Magnolia Center,Lieutenant Governor,,Democrat,Tim Johnson,483,
Jones,Magnolia Center,Lieutenant Governor,,Republican,Tate Reeves,222,
Jones,Magnolia Center,Lieutenant Governor,,Libertarian,Ron Williams,16,
Jones,Magnolia Center,Lieutenant Governor,,Reform,Rosa B. Williams,9,
Jones,Magnolia Center,Secretary of State,,Democrat,Charles E. Graham,467,
Jones,Magnolia Center,Secretary of State,,Republican,Delbert Hosemann,243,
Jones,Magnolia Center,Secretary of State,,Reform,Randy Walker,22,
Jones,Magnolia Center,Attorney General,,Democrat,Jim Hood,591,
Jones,Magnolia Center,Attorney General,,Republican,Mike Hurst,155,
Jones,Magnolia Center,State Auditor,,Republican,Stacey E. Pickering,266,
Jones,Magnolia Center,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,461,
Jones,Magnolia Center,State Auditor,,Reform,Lajena Walley,12,
Jones,Matthews,Governor,,Republican,Phil Bryant,287,
Jones,Matthews,Governor,,Democrat,Robert Gray,22,
Jones,Matthews,Governor,,Reform,Shawn O'Hara,1,
Jones,Matthews,Lieutenant Governor,,Democrat,Tim Johnson,37,
Jones,Matthews,Lieutenant Governor,,Republican,Tate Reeves,262,
Jones,Matthews,Lieutenant Governor,,Libertarian,Ron Williams,5,
Jones,Matthews,Lieutenant Governor,,Reform,Rosa B. Williams,1,
Jones,Matthews,Secretary of State,,Democrat,Charles E. Graham,33,
Jones,Matthews,Secretary of State,,Republican,Delbert Hosemann,269,
Jones,Matthews,Secretary of State,,Reform,Randy Walker,7,
Jones,Matthews,Attorney General,,Democrat,Jim Hood,91,
Jones,Matthews,Attorney General,,Republican,Mike Hurst,219,
Jones,Matthews,State Auditor,,Republican,Stacey E. Pickering,273,
Jones,Matthews,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,30,
Jones,Matthews,State Auditor,,Reform,Lajena Walley,2,
Jones,Moselle,Governor,,Republican,Phil Bryant,391,
Jones,Moselle,Governor,,Democrat,Robert Gray,77,
Jones,Moselle,Governor,,Reform,Shawn O'Hara,7,
Jones,Moselle,Lieutenant Governor,,Democrat,Tim Johnson,73,
Jones,Moselle,Lieutenant Governor,,Republican,Tate Reeves,376,
Jones,Moselle,Lieutenant Governor,,Libertarian,Ron Williams,14,
Jones,Moselle,Lieutenant Governor,,Reform,Rosa B. Williams,5,
Jones,Moselle,Secretary of State,,Democrat,Charles E. Graham,74,
Jones,Moselle,Secretary of State,,Republican,Delbert Hosemann,386,
Jones,Moselle,Secretary of State,,Reform,Randy Walker,14,
Jones,Moselle,Attorney General,,Democrat,Jim Hood,198,
Jones,Moselle,Attorney General,,Republican,Mike Hurst,276,
Jones,Moselle,State Auditor,,Republican,Stacey E. Pickering,372,
Jones,Moselle,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,86,
Jones,Moselle,State Auditor,,Reform,Lajena Walley,14,
Jones,Myrick,Governor,,Republican,Phil Bryant,643,
Jones,Myrick,Governor,,Democrat,Robert Gray,21,
Jones,Myrick,Governor,,Reform,Shawn O'Hara,10,
Jones,Myrick,Lieutenant Governor,,Democrat,Tim Johnson,43,
Jones,Myrick,Lieutenant Governor,,Republican,Tate Reeves,594,
Jones,Myrick,Lieutenant Governor,,Libertarian,Ron Williams,25,
Jones,Myrick,Lieutenant Governor,,Reform,Rosa B. Williams,5,
Jones,Myrick,Secretary of State,,Democrat,Charles E. Graham,27,
Jones,Myrick,Secretary of State,,Republican,Delbert Hosemann,612,
Jones,Myrick,Secretary of State,,Reform,Randy Walker,24,
Jones,Myrick,Attorney General,,Democrat,Jim Hood,184,
Jones,Myrick,Attorney General,,Republican,Mike Hurst,482,
Jones,Myrick,State Auditor,,Republican,Stacey E. Pickering,620,
Jones,Myrick,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,34,
Jones,Myrick,State Auditor,,Reform,Lajena Walley,13,
Jones,North Laurel,Governor,,Republican,Phil Bryant,919,
Jones,North Laurel,Governor,,Democrat,Robert Gray,257,
Jones,North Laurel,Governor,,Reform,Shawn O'Hara,10,
Jones,North Laurel,Lieutenant Governor,,Democrat,Tim Johnson,303,
Jones,North Laurel,Lieutenant Governor,,Republican,Tate Reeves,825,
Jones,North Laurel,Lieutenant Governor,,Libertarian,Ron Williams,31,
Jones,North Laurel,Lieutenant Governor,,Reform,Rosa B. Williams,14,
Jones,North Laurel,Secretary of State,,Democrat,Charles E. Graham,268,
Jones,North Laurel,Secretary of State,,Republican,Delbert Hosemann,889,
Jones,North Laurel,Secretary of State,,Reform,Randy Walker,18,
Jones,North Laurel,Attorney General,,Democrat,Jim Hood,500,
Jones,North Laurel,Attorney General,,Republican,Mike Hurst,673,
Jones,North Laurel,State Auditor,,Republican,Stacey E. Pickering,871,
Jones,North Laurel,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,287,
Jones,North Laurel,State Auditor,,Reform,Lajena Walley,13,
Jones,Oak Park School,Governor,,Republican,Phil Bryant,69,
Jones,Oak Park School,Governor,,Democrat,Robert Gray,264,
Jones,Oak Park School,Governor,,Reform,Shawn O'Hara,5,
Jones,Oak Park School,Lieutenant Governor,,Democrat,Tim Johnson,275,
Jones,Oak Park School,Lieutenant Governor,,Republican,Tate Reeves,43,
Jones,Oak Park School,Lieutenant Governor,,Libertarian,Ron Williams,5,
Jones,Oak Park School,Lieutenant Governor,,Reform,Rosa B. Williams,8,
Jones,Oak Park School,Secretary of State,,Democrat,Charles E. Graham,289,
Jones,Oak Park School,Secretary of State,,Republican,Delbert Hosemann,40,
Jones,Oak Park School,Secretary of State,,Reform,Randy Walker,2,
Jones,Oak Park School,Attorney General,,Democrat,Jim Hood,324,
Jones,Oak Park School,Attorney General,,Republican,Mike Hurst,11,
Jones,Oak Park School,State Auditor,,Republican,Stacey E. Pickering,63,
Jones,Oak Park School,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,272,
Jones,Oak Park School,State Auditor,,Reform,Lajena Walley,4,
Jones,Ovett,Governor,,Republican,Phil Bryant,357,
Jones,Ovett,Governor,,Democrat,Robert Gray,22,
Jones,Ovett,Governor,,Reform,Shawn O'Hara,2,
Jones,Ovett,Lieutenant Governor,,Democrat,Tim Johnson,26,
Jones,Ovett,Lieutenant Governor,,Republican,Tate Reeves,331,
Jones,Ovett,Lieutenant Governor,,Libertarian,Ron Williams,12,
Jones,Ovett,Lieutenant Governor,,Reform,Rosa B. Williams,4,
Jones,Ovett,Secretary of State,,Democrat,Charles E. Graham,27,
Jones,Ovett,Secretary of State,,Republican,Delbert Hosemann,339,
Jones,Ovett,Secretary of State,,Reform,Randy Walker,11,
Jones,Ovett,Attorney General,,Democrat,Jim Hood,131,
Jones,Ovett,Attorney General,,Republican,Mike Hurst,245,
Jones,Ovett,State Auditor,,Republican,Stacey E. Pickering,341,
Jones,Ovett,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,23,
Jones,Ovett,State Auditor,,Reform,Lajena Walley,11,
Jones,Parkview Baptist,Governor,,Republican,Phil Bryant,326,
Jones,Parkview Baptist,Governor,,Democrat,Robert Gray,92,
Jones,Parkview Baptist,Governor,,Reform,Shawn O'Hara,8,
Jones,Parkview Baptist,Lieutenant Governor,,Democrat,Tim Johnson,113,
Jones,Parkview Baptist,Lieutenant Governor,,Republican,Tate Reeves,284,
Jones,Parkview Baptist,Lieutenant Governor,,Libertarian,Ron Williams,17,
Jones,Parkview Baptist,Lieutenant Governor,,Reform,Rosa B. Williams,8,
Jones,Parkview Baptist,Secretary of State,,Democrat,Charles E. Graham,100,
Jones,Parkview Baptist,Secretary of State,,Republican,Delbert Hosemann,316,
Jones,Parkview Baptist,Secretary of State,,Reform,Randy Walker,11,
Jones,Parkview Baptist,Attorney General,,Democrat,Jim Hood,177,
Jones,Parkview Baptist,Attorney General,,Republican,Mike Hurst,251,
Jones,Parkview Baptist,State Auditor,,Republican,Stacey E. Pickering,311,
Jones,Parkview Baptist,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,103,
Jones,Parkview Baptist,State Auditor,,Reform,Lajena Walley,12,
Jones,Pine Grove,Governor,,Republican,Phil Bryant,425,
Jones,Pine Grove,Governor,,Democrat,Robert Gray,20,
Jones,Pine Grove,Governor,,Reform,Shawn O'Hara,9,
Jones,Pine Grove,Lieutenant Governor,,Democrat,Tim Johnson,27,
Jones,Pine Grove,Lieutenant Governor,,Republican,Tate Reeves,386,
Jones,Pine Grove,Lieutenant Governor,,Libertarian,Ron Williams,38,
Jones,Pine Grove,Lieutenant Governor,,Reform,Rosa B. Williams,6,
Jones,Pine Grove,Secretary of State,,Democrat,Charles E. Graham,26,
Jones,Pine Grove,Secretary of State,,Republican,Delbert Hosemann,410,
Jones,Pine Grove,Secretary of State,,Reform,Randy Walker,18,
Jones,Pine Grove,Attorney General,,Democrat,Jim Hood,122,
Jones,Pine Grove,Attorney General,,Republican,Mike Hurst,336,
Jones,Pine Grove,State Auditor,,Republican,Stacey E. Pickering,401,
Jones,Pine Grove,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,36,
Jones,Pine Grove,State Auditor,,Reform,Lajena Walley,13,
Jones,Pleasant Ridge,Governor,,Republican,Phil Bryant,342,
Jones,Pleasant Ridge,Governor,,Democrat,Robert Gray,13,
Jones,Pleasant Ridge,Governor,,Reform,Shawn O'Hara,4,
Jones,Pleasant Ridge,Lieutenant Governor,,Democrat,Tim Johnson,31,
Jones,Pleasant Ridge,Lieutenant Governor,,Republican,Tate Reeves,308,
Jones,Pleasant Ridge,Lieutenant Governor,,Libertarian,Ron Williams,15,
Jones,Pleasant Ridge,Lieutenant Governor,,Reform,Rosa B. Williams,3,
Jones,Pleasant Ridge,Secretary of State,,Democrat,Charles E. Graham,27,
Jones,Pleasant Ridge,Secretary of State,,Republican,Delbert Hosemann,323,
Jones,Pleasant Ridge,Secretary of State,,Reform,Randy Walker,12,
Jones,Pleasant Ridge,Attorney General,,Democrat,Jim Hood,95,
Jones,Pleasant Ridge,Attorney General,,Republican,Mike Hurst,265,
Jones,Pleasant Ridge,State Auditor,,Republican,Stacey E. Pickering,320,
Jones,Pleasant Ridge,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,25,
Jones,Pleasant Ridge,State Auditor,,Reform,Lajena Walley,11,
Jones,Powers,Governor,,Republican,Phil Bryant,488,
Jones,Powers,Governor,,Democrat,Robert Gray,73,
Jones,Powers,Governor,,Reform,Shawn O'Hara,11,
Jones,Powers,Lieutenant Governor,,Democrat,Tim Johnson,91,
Jones,Powers,Lieutenant Governor,,Republican,Tate Reeves,444,
Jones,Powers,Lieutenant Governor,,Libertarian,Ron Williams,26,
Jones,Powers,Lieutenant Governor,,Reform,Rosa B. Williams,6,
Jones,Powers,Secretary of State,,Democrat,Charles E. Graham,83,
Jones,Powers,Secretary of State,,Republican,Delbert Hosemann,463,
Jones,Powers,Secretary of State,,Reform,Randy Walker,25,
Jones,Powers,Attorney General,,Democrat,Jim Hood,200,
Jones,Powers,Attorney General,,Republican,Mike Hurst,372,
Jones,Powers,State Auditor,,Republican,Stacey E. Pickering,463,
Jones,Powers,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,92,
Jones,Powers,State Auditor,,Reform,Lajena Walley,15,
Jones,Rainey,Governor,,Republican,Phil Bryant,462,
Jones,Rainey,Governor,,Democrat,Robert Gray,21,
Jones,Rainey,Governor,,Reform,Shawn O'Hara,9,
Jones,Rainey,Lieutenant Governor,,Democrat,Tim Johnson,33,
Jones,Rainey,Lieutenant Governor,,Republican,Tate Reeves,437,
Jones,Rainey,Lieutenant Governor,,Libertarian,Ron Williams,17,
Jones,Rainey,Lieutenant Governor,,Reform,Rosa B. Williams,5,
Jones,Rainey,Secretary of State,,Democrat,Charles E. Graham,28,
Jones,Rainey,Secretary of State,,Republican,Delbert Hosemann,448,
Jones,Rainey,Secretary of State,,Reform,Randy Walker,16,
Jones,Rainey,Attorney General,,Democrat,Jim Hood,155,
Jones,Rainey,Attorney General,,Republican,Mike Hurst,338,
Jones,Rainey,State Auditor,,Republican,Stacey E. Pickering,452,
Jones,Rainey,State Auditor,,Democrat,Jocelyn 'Joce' Pepper Pritchett,29,
