page,candidate,office,district,party,county,precinct,votes,winner
2,Phil Bryant,Governor,,R,Monroe,1 Amory First,96,
2,Mitch Young,Governor,,R,Monroe,1 Amory First,8,
2,Phil Bryant,Governor,,R,Monroe,1 Bigbee,9,
2,Mitch Young,Governor,,R,Monroe,1 Bigbee,0,
2,Phil Bryant,Governor,,R,Monroe,1 Boyds,35,
2,Mitch Young,Governor,,R,Monroe,1 Boyds,4,
2,Phil Bryant,Governor,,R,Monroe,1 Hatley,165,
2,Mitch Young,Governor,,R,Monroe,1 Hatley,18,
2,Phil Bryant,Governor,,R,Monroe,1 Smithville,110,
2,Mitch Young,Governor,,R,Monroe,1 Smithville,7,
2,Phil Bryant,Governor,,R,Monroe,2 Amory Second,223,
2,Mitch Young,Governor,,R,Monroe,2 Amory Second,11,
2,Phil Bryant,Governor,,R,Monroe,2 Becker,141,
2,Mitch Young,Governor,,R,Monroe,2 Becker,3,
2,Phil Bryant,Governor,,R,Monroe,2 Parham,17,
2,Mitch Young,Governor,,R,Monroe,2 Parham,0,
2,Phil Bryant,Governor,,R,Monroe,2 Sipsey,21,
2,Mitch Young,Governor,,R,Monroe,2 Sipsey,1,
2,Phil Bryant,Governor,,R,Monroe,2 Williams,12,
2,Mitch Young,Governor,,R,Monroe,2 Williams,0,
2,Phil Bryant,Governor,,R,Monroe,3 Aberdeen Third,71,
2,Mitch Young,Governor,,R,Monroe,3 Aberdeen Third,3,
3,Phil Bryant,Governor,,R,Monroe,3 Athens,63,
3,Mitch Young,Governor,,R,Monroe,3 Athens,5,
3,Phil Bryant,Governor,,R,Monroe,3 Bartahatchie,32,
3,Mitch Young,Governor,,R,Monroe,3 Bartahatchie,1,
3,Phil Bryant,Governor,,R,Monroe,3 Greenwood Springs,33,
3,Mitch Young,Governor,,R,Monroe,3 Greenwood Springs,0,
3,Phil Bryant,Governor,,R,Monroe,3 Hamilton,181,
3,Mitch Young,Governor,,R,Monroe,3 Hamilton,8,
3,Phil Bryant,Governor,,R,Monroe,3 Lackey,101,
3,Mitch Young,Governor,,R,Monroe,3 Lackey,5,
3,Phil Bryant,Governor,,R,Monroe,4 Darracott,9,
3,Mitch Young,Governor,,R,Monroe,4 Darracott,1,
3,Phil Bryant,Governor,,R,Monroe,4 Gibson,14,
3,Mitch Young,Governor,,R,Monroe,4 Gibson,0,
3,Phil Bryant,Governor,,R,Monroe,4 North Aberdeen,57,
3,Mitch Young,Governor,,R,Monroe,4 North Aberdeen,2,
3,Phil Bryant,Governor,,R,Monroe,4 Prairie,7,
3,Mitch Young,Governor,,R,Monroe,4 Prairie,0,
3,Phil Bryant,Governor,,R,Monroe,4 South Aberdeen,21,
3,Mitch Young,Governor,,R,Monroe,4 South Aberdeen,1,
3,Phil Bryant,Governor,,R,Monroe,5 Amory Fifth,0,
3,Mitch Young,Governor,,R,Monroe,5 Amory Fifth,0,
4,Phil Bryant,Governor,,R,Monroe,5 Central Grove,22,
4,Mitch Young,Governor,,R,Monroe,5 Central Grove,1,
4,Phil Bryant,Governor,,R,Monroe,5 Nettleton,63,
4,Mitch Young,Governor,,R,Monroe,5 Nettleton,3,
4,Phil Bryant,Governor,,R,Monroe,5 Willis,5,
4,Mitch Young,Governor,,R,Monroe,5 Willis,0,
4,Phil Bryant,Governor,,R,Monroe,5 Wren,102,
